answer,question
"[""1950""]",who killed marquis in tale of two cities
"[""Clemson\n1""]",what year did roberto clemente play for the pirates
"[""2015""]",where did the charge of the light brigade take place
"[""Lake Baikal""]",where did the first chick fil a open
"[""1980""]",who plays young snow white in once upon a time tv show
"[""1998""]",who was the vikings starting quarterback in 1993
"[""1920 to 1933""]",most points in a half by a player
"[""North Korea""]",organization that is owned and operated by its members
"[""1,089 sq ft""]",when does star wars the last jedi play
"[""Saddam Hussein""]",who holds the record for stolen bases in mlb
"[""Zaira Wasim""]",when was the flamingo hotel in las vegas built
"[""Anil Kumar Jha""]",where does the series the rain take place
"[""1982""]",what is the king's name in hunter x hunter
"[""Season 4, Episode 8""]",who did houston play in the world series
"[""Constantine""]",who wrote i was made for loving you
"[""March 25, 2011""]",who has got the most subscribers on youtube 2018
"[""1960""]",who sings do you see what i see
"[""Evaluation and management""]",who plays harold in captain underpants the movie
"[""V8 engine""]",who sang they're coming to take me away ha ha lyrics
"[""May 5, 1992""]",who was the little boy in the shining
"[""12""]",the real name of the hotel in the shining
"[""Spectre""]",what part of the brain controls the endocrine system
"[""17""]",list three offices included in the executive office of the president
"[""1967""]",when did season 2 of seven deadly sins come out
"[""18 August 2011""]",when does damon first develop feelings for elena
"[""Ireland""]",when was the last time china had the olympics
"[""George Casper Homans""]",where was the movie live and let die filmed
"[""horses""]",what is the highest grossing box office film of all time
"[""originally from the Greek""]",who is the actress who plays flo in the progressive commercials
"[""those that have died""]",who became ceo of it company vipro in 2016
"[""Marley""]",what are the dates for the tour de france 2018
"[""eastward, in prograde motion""]",when was the tragical history of doctor faustus written
"[""2018""]",who carries the nuclear football for the president
"[""Zone Improvement Plan""]",who gives the first opening statement in a trial
"[""George Hudson""]",who are the actresses in thelma and louise
"[""oxidative phosphorylation""]",who plays the invisible man in league of extraordinary gentlemen
"[""May 5, 1992""]",what are produced by bacteria and cut dna at specific points
"[""Jason Michael Lee""]",what is the population size of south africa
"[""Lebanese""]",who is kim on housewives of atlanta married to
"[""Amanda Shiflett""]",when does the 18 19 nba season start
"[""1942""]",when did the sixpence go out of circulation
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what position did russell wilson play as a baseball player
"[""December 15, 2017""]",who presides over the meeting of legislative council
"[""Gal Gadot""]",what is the latest version of adobe photoshop cs6
"[""China""]",who played freddy in a nightmare on elm street
"[""Clemson\n1""]",what year is it now in the japanese calendar
"[""Matthew Prokop""]",what mineral in 4 ga sandstones was dated to determine the age of the earth
"[""Greek""]",who is being inducted into the tennis hall of fame this year
"[""Eli Marienthal""]",who wrote the song i put a spell on you
"[""1982""]",who sings with shaggy on it wasn me
"[""42""]",who played johnny fever in wkrp in cincinnati
"[""2017""]",who led the khasi revolt against the britishers
"[""April 28, 2017""]",when did the black and red jordans come out
"[""179""]",who wrote the book of obadiah in the bible
"[""Bella Dayne""]",nba record for most threes in a season
"[""1998""]",where does one look to find the powers of a corporation
"[""2012""]",where did england come in world cup 2014
"[""1974""]",when does episode 10 of seal team come on
"[""Zaira Wasim""]",how long is a representatives term of office
"[""Eli Marienthal""]",who sang once i was seven years old
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when was the way you make me feel made
"[""1,089 sq ft""]",who plays steve in peter kay's car share
"[""Australia""]",who used to say it's a puppet
"[""1974""]",who won the first ever rugby world cup
"[""horses""]",who played pastor dave on that 70s show
"[""July 16, 2017""]",when did bob leave the bob and tom show
"[""Charles Young""]",when written in morse code i am represented by a dot dash and another dot
"[""2012""]",who played the kangaroo in horton hears a who
"[""Spanish""]",who is often considered america's most prolific composer
"[""2017""]",what kind of animal is seen at the end of all mtm television productions
"[""rose window""]",california’s san andreas fault is which type of plate boundary
"[""ice caps""]",cuba is one of the world's leading producers of
"[""St. Louis Cardinals"",""San Francisco Giants""]",where did the battle of chattanooga take place
"[""13""]",who sings the song all it does is rain
"[""pyramidion""]",where is the bigg boss tamil house located
"[""Australia""]",what is the capital city of the philippines
"[""Ryan Guzman""]",when is the last time america had a total solar eclipse
"[""2024""]",which two types of cookware will not work for induction cooking
"[""University of South Carolina""]",who plays sydney driscoll in pretty little liars
"[""Niagara River""]",when does last 50 shades darker come out
"[""1974""]",where does may the force be with you come from
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who plays anastasia in fifty shades of grey
"[""August 27, 2017""]",where does the monarch butterfly go in the winter
"[""2002""]",who plays josie on nicky ricky dicky and dawn
"[""a maroon Bristol 405""]",who plays chelsea's mom on young and the restless
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",hum dil de chuke sanam italy shooting location
"[""Thurl Ravenscroft""]",when did the black death occur in europe
"[""Lacey Turner""]",when is the james corden show with bts airing
"[""six""]",who is the voice of pitch black in rise of the guardians
"[""University of South Carolina""]",who has a higher rank sergeant or lieutenant
"[""Lacey Turner""]",when did the norfolk broads become a national park
"[""Matthew Prokop""]",when did they start to build the great wall of china
"[""1980""]",when did the world population reach 6 billion
"[""Ryan ten Doeschate""]",who is the main character in the book theif
"[""May 5, 1992""]",how many episodes in series 2 of good karma hospital
"[""35""]",when did the first ibm personal computer debut
"[""Sarabi""]",who is the little boy on the shining
"[""pyramidion""]",when do men's college basketball rankings come out
"[""State governments""]",who sings mama rock me like a wagon wheel
"[""Edwin Hubble""]",when does lara croft tomb raider come out
"[""1960""]",who is narrating the vietnam documentary on pbs
"[""Bella Dayne""]",the thin contractile protein of a muscle cell is known as
"[""2012""]",movie with will smith and tommy lee jones
"[""August 17, 2018""]",when did season 2 of luke cage start
"[""China""]",when did seat belts become law in alberta
"[""December 15, 2017""]",when did the olympics start every 2 years
"[""Marvin Gaye""]",when did 10 rupees coin launched in india
"[""1,089 sq ft""]",the bengal tiger is the national animal of which country
"[""to perceive linear acceleration""]",when does new season of first 48 start
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who voiced bloo in fosters home for imaginary friends
"[""to perceive linear acceleration""]",which club is the highest champions league winner
"[""12""]",when was the rio+20 summit in rio de janeiro held
"[""A mood swing""]",where does the southwest coast path start and finish
"[""2015""]",what comes after captain in the air force
"[""10 one-hour episodes""]",where was the airport scene in dumb and dumber filmed
"[""9""]",this african nation is located south of sudan and west of kenya
"[""Thurl Ravenscroft""]",when did this girl is on fire come out
"[""10""]",where does the last name rodriguez come from
"[""December 15, 2017""]",who holds the record for the heaviest deadlift
"[""12""]",who was the first native american to greet the pilgrims
"[""1939""]",why leaves of cactus are reduced to spines
"[""John von Neumann""]",who is the current secretary of department of homeland security
"[""West Bengal""]",who fulfilled the warning beware of the man with one sandal
"[""Islamic prophet Muhammad""]",how do you spell the capital of vermont
"[""redox reactions""]",where do i get chips at a casino
"[""Ireland""]",last time philadelphia eagles been in the super bowl
"[""October 10, 2017""]",who sings you cant judge a book by looking at the cover
"[""March 27, 2018""]",when does the story the cask of amontillado take place
"[""the axon terminal""]",who developed a useful staining method to identify bacteria
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when did basketball become a sport in the olympics
"[""71%""]",when did peru last qualify for world cup
"[""71%""]",theakstons old peculier crime novel of the year 2016
"[""Guaranteed Rate Field""]",first ufc fighter to hold two belts at the same time
"[""PewDiePie""]",when is season 2 of greenhouse academy coming out
"[""the axon terminal""]",where does the last name stevenson come from
"[""unknown""]",who was the shortest president and how tall was he
"[""2010""]",when does total bella's season 3 premiere
"[""redox reactions""]",what shade of green is the statue of liberty
"[""10 one-hour episodes""]",who has won the most races in f1
"[""Gal Gadot""]",where does the colorado river end in texas
"[""1890""]",how many books are in the sherlock holmes series
"[""the Ivrea Codex"",""the Apt Codex""]",who has played mackenzie on young and the restless
"[""4""]",when was the first time joshua was mentioned in the bible
"[""10""]",the large blood vessel that carries blood away from heart
"[""1980""]",who is the present chairman of law commission of india
"[""Barbicide""]",who has the most number one songs ever
"[""Alex Rodriguez""]",when did nepal got temporary membership of un security council
"[""Gal Gadot""]",which country has the greatest loss of life in ww2
"[""the Cambrian explosion""]",who published a book in 1962 that started the environmental movement
"[""13""]",when was the luxor built in las vegas
"[""Charles Young""]",when is the movie only the brave coming out
"[""Abigail Rokison-Woodall""]",how many station roads are there in the uk
"[""Prince Phillip""]",when was the half pipe brought to the olympics
"[""volume of the container decreases""]",where is oxytocin made and what is its function
"[""2012""]",when did welcome to the black parade come out
"[""Citytv""]",tax implemented to curb the carbon emission of cars and pollutants by factories
"[""2010""]",who wrote music for the sound of music
"[""rose window""]",the members of cabinet under president system are accountable to whom
"[""1982""]",who did the voice of king julian in madagascar
"[""9""]",when does infinty wat come out on dvd
"[""Jesse Donald Knotts""]",where is syracuse located in new york state
"[""71%""]",how many lds temples in the united states
"[""China""]",where did they film battle of the network stars
"[""Jason Michael Lee""]",why the koeberg power plant was built in the western cape
"[""Atlanta–Fulton County Stadium""]",western movie with dean martin and frank sinatra
"[""1980""]",where did the proclamation of 1763 divide british territory
"[""Thurl Ravenscroft""]",american comedy actor who starred in the 1963 version of the nutty professor
"[""1974""]",who sings cory in the house theme song
"[""Ryan Guzman""]",who wrote do they know it's xmas
"[""Jason Michael Lee""]",who did the voice of mack in cars
"[""10 one-hour episodes""]",what state will see the total solar eclipse first
"[""12""]",who gives the first opening statement in a trial
"[""Shirley Mae Jones""]",when was the original clash of the titans made
"[""Marley""]",who sang don't let the sun go down
"[""1920 to 1933""]",how many episodes in the mick season 2
"[""Eagles""]",when did baby car seats become law uk
"[""12""]",what does barium do in a ct scan
"[""Calcium ions""]",which county has won the most all ireland football titles
"[""Anil Kumar Jha""]",what fast food chain has the most locations in the world
"[""State governments""]",the biggest nuclear power plant in the world
"[""Charles Young""]",when did mcdonald's start the monopoly game
"[""A mood swing""]",where is the african cup of nations being held
"[""December 15, 2017""]",when was the first gastric bypass surgery performed
"[""China""]",who is the song i need a doctor about
"[""Guaranteed Rate Field""]",who played eliza doolittle in my fair lady on broadway
"[""centroid""]",when did the new nintendo 3ds come out
"[""1967""]",what's in the green whistles on bondi rescue
"[""a compulsory governmental insurance system""]",when did verizon center become capital one arena
"[""1998""]",who shot caesar in dawn of the planet of the apes
"[""Prince Phillip""]",where does reabsorption of sodium and chloride ions occur
"[""179""]",who plays darla's mom on queen sugar
"[""18 August 2011""]",where is the liver located on a human body
"[""2018""]",who plays the cop in american horror story
"[""1980""]",who were the commanders in chief of japan’s military
"[""1988""]",where will the world cup be played in 2022
"[""1962""]",when did they start making american girl dolls
"[""Charles Young""]",when was on the origin of species published
"[""Marley""]",who stars in the movie i can only imagine
"[""July 16, 2017""]",how old do you have to be to buy a gun in arizona
"[""copper""]",how many employees are in a small business
"[""four""]",who sings i've got a dream in tangled
"[""1943""]",bryan adams i do it for you year
"[""Clayton Moore""]",when is the next handmaid's tale released
"[""Billie Jean King""]",what is the name of jimmy neutrons dog
"[""Atlanta–Fulton County Stadium""]",who wrote don't stop me now by queen
"[""1988""]",who plays the daughter in santa clarita diet
"[""13""]",who is julie having an affair with on desperate housewives
"[""2018""]",when is quantico season 3 episode 4 airing
"[""2017""]",who sings song let it go from frozen
"[""ground state""]",which method of measuring time using time zones
"[""In 1995""]",what is the name of ca s o4
"[""December 15, 2017""]",smallest continent of world in terms of area other than australia is
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when was gold discovered in the klondike region of the yukon
"[""Guaranteed Rate Field""]",when does cristina yang come back in season 9
"[""the axon terminal""]",when did jurassic world the fallen kingdom come out
"[""1980""]",who played pastor dave on that 70s show
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",what episode do they escape in prison break
"[""2012""]",who is the head basketball coach at alabama
"[""E. M. Forster""]",who was the lead architect that designed the world trade center and when was he born
"[""2018""]",who did david schwimmer play in the wonder years
"[""Abigail Rokison-Woodall""]",who is bone thugs n harmony signed to
"[""17""]",where does the vagus nerve enter the abdomen
"[""2015""]",who sang one for my baby and one more for the road
"[""Potassium chlorate""]",who sings i don't want to lose your love tonight
"[""December 15, 2017""]",when did pak n save open in nz
"[""Islamic prophet Muhammad""]",who did tina majorino play in grey's anatomy
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who has the authority to impeach the president
"[""Australia""]",the neurotransmitter that is active at the neuromuscular junction is
"[""Greek""]",who does lauren from eastenders go out with
"[""Queen's Park""]",who published the first collected edition of hopkins poem in 1918
"[""Molt Taylor""]",who wrote the book it's a wonderful life
"[""a wild Pikachu""]",when was the tread act mandated by the nhtsa in the us
"[""PewDiePie""]",who is the woman astronaut who holds the world record of staying in the space for the longest time
"[""the Ivrea Codex"",""the Apt Codex""]",who did deion sanders play for in nfl
"[""Pom Klementieff""]",how old do you have to be to serve alcohol in pennsylvania
"[""January 11, 1970""]",game of thrones season 7 date of release
"[""Potassium chlorate""]",who won the honorary award at 1st academy award
"[""July 16, 2017""]",where did they film a good day to die hard
"[""August 27, 2017""]",who was the first king of egypt to use the title pharaoh
"[""35""]",when did the song slob on my knob come out
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what capital is home of the red house
"[""six""]",when did the shooting happen in greys anatomy
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",how many doors does a toyota chr have
"[""2018""]",who plays the caterpillar in alice in wonderland
"[""those that have died""]",where did the last name castillo come from
"[""Gal Gadot""]",who stated that there is an exchange of materials when two objects come into contact with each other
"[""Constantine""]",who united all the sikh and founded a kingdom in the punjab
"[""March 27, 2018""]",who is the actor of uma in descendants 2
"[""1792""]",where did pretty little liars go to college
"[""1792""]",the type of shop outlawed by the taft-hartley act was the ____ shop
"[""Citytv""]",who is the actor playing terry on general hospital
"[""1974""]",which is the largest country in asia by population
"[""six""]",who was a major figure in the evolutionary perspective
"[""Jason Michael Lee""]",who chaired the constitutional convention during the summer of 1787
"[""18 August 2011""]",when does meredith and derek get back together in season 3
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when is the next world cup being held
"[""Meredith Willson""]",what is the zip code for downtown dallas texas
"[""3 to 8 days""]",who is the voice of the gecko on the geico commercials
"[""US$500""]",memorial day was originally created to honor fallen soldiers of which war world war i
"[""Jason Michael Lee""]",who has kate in white collar season 1
"[""35""]",which indian festival from the state of maharashtra is associated with the neem juice
"[""ground state""]",who ran on the democratic ticket in 2016
"[""1962""]",who is given the special gift of infallibility
"[""New Netherland""]",a karyotype with an extra set of chromosomes indicates
"[""Welton Academy""]",who won the grammy for best rap album in 2001
"[""China""]",how many goals has rakitic scored for barcelona
"[""A mood swing""]",which satellite is used for tv in india
"[""Spectre""]",what kind of joint is the si joint
"[""those that have died""]",who sings the song you don't own me
"[""April 28, 2017""]",when does the goldbergs season 5 come out
"[""2017""]",when did the i pad mini come out
"[""2018""]",how many english soldiers died in world war 2
"[""August 17, 2018""]",who played eliza doolittle in my fair lady on broadway
"[""1939""]",who sang eagles take it to the limit
"[""2000""]",when was the last time the jets made it to the superbowl
"[""2012""]",ignorance of the law excuses no one in latin
"[""Welton Academy""]",when did the us dollar become reserve currency
"[""James Arthur""]",who sings whole new world in aladdin movie
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who plays shere khan in the jungle book 2016
"[""Carole King""]",when did charles dickens publish a christmas carol
"[""the axon terminal""]",who plays jake in not another teenage movie
"[""PewDiePie""]",when did man u last win the fa cup
"[""North Korea""]",who died in the plane crash in greys anatomy
"[""four""]",what was the another name for masuli patnam
"[""oxidative phosphorylation""]",who is the golden globe nominated director of dunkirk
"[""December 15, 2017""]",the sustainable development goals (sdgs) were adopted by the un general assembly in
"[""Josh Groban""]",who opened the chamber of secrets in harry potter
"[""March 15, 2013""]",who starred in night of the living dead
"[""August 27, 2017""]",when did enid blyton wrote the secret seven
"[""March 25, 2011""]",who is the coach of arizona state men's basketball
"[""1980""]",who pays the most income tax in europe
"[""18""]",howard stark is the father of what superhero
"[""1988""]",when does germany move to daylight savings time
"[""Lake Baikal""]",percentage of high school students in national honor society
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who is credited with developing the process of vulcanization
"[""unknown""]",who was the dog in marley and me
"[""1967""]",the term that describes a function that is symmetric about the y-axis is
"[""Sarabi""]",the first permanent english colony in north america founded in may of 1607 was
"[""2000""]",what is the meaning of sania in arabic
"[""redox reactions""]",where does the last name bates come from
"[""1984""]",who plays bobby ray in to wong foo
"[""July 16, 2017""]",where did they film attack of the clones
"[""redox reactions""]",who is the sponsoring bank for the pandian gramin bank
"[""Over 2,500""]",who wrote the first 5 book of the bible
"[""9""]",who discovered the direction of magnetic field lines
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who is in the leinster hurling final 2017
"[""71%""]",when do the new sky sports channels launch
"[""pyramidion""]",clove is taken from which part of the plant
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when was the last time toronto won the stanley cup
"[""1950""]",who sang the original version of stairway to heaven
"[""12""]",which country won the maximum number of gold medals at the london olympics 2012
"[""1982""]",who wrote song take me out to the ballgame
"[""1,089 sq ft""]",who published a book in 1962 that started the environmental movement
"[""Molt Taylor""]",when was the mouse and the motorcycle published
"[""Spanish""]",who wrote i'm gonna make you love me
"[""March 9, 2018""]",what type of lizard can walk on water
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who holds the record for most 3 pointers in a finals game
"[""2015""]",ct is produced by which cells of the thyroid gland
"[""1981""]",who did she's got betty davis eyes
"[""South Side, Chicago""]",when does season 6 of the arrow air
"[""Saleisha Stowers""]",who does the voice of ron cadillac on archer
"[""Anil Kumar Jha""]",who plays black cindy on orange is the new black
"[""Bella Dayne""]",when did the first ipod video come out
"[""18""]",who plays the voice of creek on trolls
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",what is the speed in miles per second of a beam of light traveling at
"[""Spanish""]",who played spicoli in fast times at ridgemont high
"[""1962""]",who wrote close encounters of the third kind
"[""April 28, 2017""]",what was the name of scooby doo's van
"[""PewDiePie""]",where is the cannon bone located on a horse
"[""Queen's Park""]",when did property tax start in the us
"[""1900""]",when was the last time england made a world cup quarter final
"[""18 August 2011""]",when does the next muse album come out
"[""1962""]",who has been elected next president of the united nations in first week of june 2018
"[""Welton Academy""]",who said don't give up the ship
"[""1,089 sq ft""]",when did the last episode of naruto shippuden air
"[""a maroon Bristol 405""]",what was in the pie in the movie the help
"[""South Side, Chicago""]",when did guns n roses play milton keynes bowl
"[""1939""]",the video with the most dislikes on youtube
"[""Saleisha Stowers""]",what is the date for this year's wrestlemania
"[""2000""]",who won the great british bake off 2011
"[""4""]",where is the ball spotted on a 2 point conversion
"[""Clemson\n1""]",who performed the first successful human heart operation
"[""1982""]",the left lower quadrant of the abdomen contains part of the
"[""Lebanese""]",who organized the elements in a periodic table for the first time where was he from
"[""2012""]",who does sanchez play for in the world cup
"[""March 15, 2013""]",who is the inventor of the tesla coil
"[""Clayton Moore""]",how old is huck finn in the adventures of huckleberry finn
"[""August 17, 2018""]",the loop which execute once before condition is checked
"[""Eli Marienthal""]",when did they start to build the great wall of china
"[""12""]",who won the 2017 world's strongest man competition
"[""John O'Banion""]",who plays the girl in high school musical
"[""April 28, 2017""]",how old was fabregas when he joined arsenal
"[""E. M. Forster""]",what was hannah montana's name on the show
"[""ice caps""]",who sang the song come go with me
"[""2–4 years""]",where do funnel web spiders live in australia
"[""Matthew Prokop""]",where does rent a center get their furniture
"[""17""]",who directed batman vs superman dawn of justice
"[""1988""]",when did the separation of ontario hydro occur
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",what is the biggest parrot in the world
"[""Islamic prophet Muhammad""]",which is the capital city of sri lanka
"[""71%""]",who has been appointed the new chairman of cauvery water dispute tribunal
"[""Thurl Ravenscroft""]",who plays theo carver on days of our lives
"[""the Cambrian explosion""]",where does the saying dressed to the nines come from
"[""six""]",when did northern ireland last qualify for the world cup
"[""9""]",where did the white sand in destin come from
"[""San Antonio""]",who plays finnick in the hunger games movie
"[""George Casper Homans""]",who sings i've done everything for you
"[""redox reactions""]",when does the next season of the dragon prince come out
"[""centroid""]",who said what's done is done in macbeth
"[""Jimmy Cliff""]",who wrote the book indian war of independence 1957
"[""2012""]",who voices the kid in the new god of war
"[""1942""]",who played legolas in lord of the rings
"[""Saddam Hussein""]",when was the last time liverpool won the premier league title
"[""August 17, 2018""]",when does no man's sky next come out
"[""a wild Pikachu""]",who died on the set of twilight zone
"[""ice caps""]",who does the voice of princess fiona in shrek
"[""2018""]",who wins golden boot if tied premier league
"[""Spanish""]",who sang the song come go with me
"[""Mexico"",""Soviet Union""]",what is the name of the river in bangkok
"[""constitutional republic""]",inclusion bodies formation of syncytia and change in cell shape are examples of
"[""18""]",when did the new nintendo 3ds xl come out
"[""1998""]",who wrote the song who let the dogs out
"[""1982""]",where is love it or list it filmed hgtv
"[""George Hudson""]",who wrote girl crush for little big town
"[""Season 4, Episode 8""]",how to name the intersection of a line and a plane
"[""1962""]",who played alan bennetts mother in the lady in the van
"[""Zone Improvement Plan""]",what is bud's full name on grace and frankie
"[""7""]",who voices regina in glitter force doki doki
"[""Anderson Silva""]",how many starbucks stores are in the world
"[""In 1995""]",when does man in the high castle come out
"[""1984""]",what does the name christian mean in spanish
"[""Mars Bonfire""]",how many seasons of power rangers dino charge are there
"[""Meredith Willson""]",the direct election of senators was established by
"[""January 11, 1970""]",who plays mr walker on 13 reasons why
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",nilgiri himalayan and arabian are species of which animal
"[""to perceive linear acceleration""]",who wrote the song ain't no mountain high enough
"[""1980""]",who first described the idea of natural rights
"[""centroid""]",what level is purple belt in jiu jitsu
"[""Barbicide""]",number of pi bonds in a triple bond
"[""Islamic prophet Muhammad""]",what is absolute zero on the celsius temperature scale
"[""John O'Banion""]",where does it talk about the census in the constitution
"[""Potassium chlorate""]",what are other names for high fructose corn syrup
"[""University of South Carolina""]",who did kobe bryant beat in the finals
"[""George Casper Homans""]",what are the four stars on the chicago flag
"[""Dev"",""Devin Star Tailes""]",when was the last time baltimore had a republican mayor
"[""Greek""]",what language was the new testament bible originally written in
"[""Zaira Wasim""]",who sings the intro to dog the bounty hunter
"[""10""]",who sings the original king of the road
"[""Josh Groban""]",who is the most followed person on instagram in the world
"[""after a minor infringement""]",when did slender man the movie come out
"[""after a minor infringement""]",who led the metis in the rebellions at red river in 1870 and in the northwest in 1885
"[""the axon terminal""]",this person's writings in the federalist papers is used to support the use of judicial review
"[""a wild Pikachu""]",who did mork talk to at the end of the show
"[""Zaira Wasim""]",who appointed the comptroller and auditor general of india
"[""ice caps""]",what do you call a person from lebanon
"[""Eli Marienthal""]",how much data does the large hadron collider produce
"[""a wild Pikachu""]",what hotel was the shooting at in vegas
"[""2002""]",what is sailor jupiter's name in english
"[""May 5, 1992""]",what nhl teams did wayne gretzky play for
"[""Marley""]",where did the rolling stones lips come from
"[""constitutional republic""]",when does fifty shades of grey come out
"[""March 15, 2013""]",who wrote all the songs in the sound of music
"[""1939""]",who did north carolina vote for in 2016
"[""January–July 1975""]",when was the euro introduced as legal currency in the world market
"[""redox reactions""]",where is the tv show stranger things filmed
"[""constitutional republic""]",who built the san diego de alcala mission
"[""Marvin Gaye""]",who said in an atom electrons are located in energy levels
"[""1998""]",when is the next episode of summer camp island
"[""1998""]",when did the data protection act change to include all computer records
"[""Guaranteed Rate Field""]",when was ed sheeran's song photograph released
"[""1982""]",who was the founder of gajapati dynasty of orissa
"[""Jason Michael Lee""]",who won the us open 2017 golf tournament
"[""Islamic prophet Muhammad""]",what is the architectural style of the hagia sophia
"[""4""]",the meridian opposite of earth's prime meridian
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",the part of an atom that has no charge
"[""July 16, 2017""]",was originally identified by its latin name argentum
"[""March 25, 2011""]",most points michael jordan scored in a season
"[""Shirley Mae Jones""]",when was the last time a packers game ended in a tie
"[""42""]",how many parts are in the waco series
"[""1981""]",what are the zombies on game of thrones
"[""redox reactions""]",what comes after captain in the air force
"[""March 9, 2018""]",large island part of north america but belongs to europe
"[""1792""]",who wrote i feel like a natural woman
"[""Prince Phillip""]",what is the age of consent in nsw
"[""March 15, 2013""]",what is the opposite of the justice league
"[""Clayton Moore""]",who plays agent may on agents of shield
"[""Zaira Wasim""]",who played ryan's brother in the oc
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",correct order to read game of thrones books
"[""the axon terminal""]",who's got the pole at the daytona 500
"[""to perceive linear acceleration""]",who is on the back of a £5 note
"[""James Arthur""]",cast of the good guys and the bad guys
"[""10""]",who plays john wick on the big screen
"[""Spectre""]",who played the opera singer in the fifth element
"[""Australia""]",who organized the elements in a periodic table for the first time where was he from
"[""unknown""]",who plays the doctor in star trek into darkness
"[""Ireland""]",who starred in breakfast at tiffany's 1961
"[""PewDiePie""]",what two bodies of water does the isthmus of panama separate
"[""April 28, 2017""]",who was known as the parrot of india
"[""Jimmy Cliff""]",who sang vocals on wish you were here
"[""Venus""]",who has won back to back nba championships
"[""2018""]",who wrote ain't that a kick in the head
"[""eastward, in prograde motion""]",when did ny get the statue of liberty
"[""2015""]",who wrote aaj jane ki zid na karo
"[""12""]",what was the first book that charles dickens published
"[""unknown""]",where does the water for lake las vegas come from
"[""1998""]",when did the first mini cooper s come out
"[""2017""]",who has the most goals in international soccer
"[""2012""]",where does elizabeth live in pirates of the caribbean
"[""9""]",when does shokugeki no soma season 3 return
"[""China""]",how strong was hurricane harvey when it hit texas
"[""1950""]",what was the first year of the nissan gtr
"[""Niagara River""]",where did 12 years a slave take place
"[""2009""]",what does tpc stand for in tpc sawgrass
"[""Atlanta–Fulton County Stadium""]",who plays henry tudor in the white princess
"[""Carole King""]",who played tess in transformers age of extinction
"[""2012""]",when did the make a wish foundation start
"[""1900""]",where is the isle of man tt held
"[""a compulsory governmental insurance system""]",who plays john ralphio in parks and recreation
"[""1982""]",who sings give me something to believe in
"[""Clemson\n1""]",which country won the icc under 19 cricket world cup 2018
"[""18 August 2011""]",who is the current nigerian deputy senate president
"[""71%""]",where is night at the museum 2 filmed
"[""1988""]",where was the movie conan the destroyer filmed
"[""Josh Groban""]",who plays pearl in the scarlet letter movie
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who has the longest world series drought now
"[""1998""]",who appointed the comptroller and auditor general of india
"[""Jose Garces""]",architect who brought italianate renaissance architecture to england crossword clue
"[""13""]",what was the first television show in color
"[""volume of the container decreases""]",who sang i love the way you move
"[""18 August 2011""]",what do you call a fish with four eyes
"[""2010""]",who sang the song how much is that doggie in the window
"[""North Korea""]",who does the voice of bridget in the movie trolls
"[""Abigail Rokison-Woodall""]",distance from victoria coach station to victoria rail station
"[""122""]",what are the robbers names in home alone
"[""April 1, 1999""]",where does chuck bass live in gossip girl
"[""King Edward Peak""]",when did fireworks on 4th of july start
"[""horses""]",who was the book of hosea written to
"[""1900""]",where does the euphrates river begin and end
"[""Carole King""]",where does nectar come from in a flower
"[""Machilipatnam""]",who sang until you come back to me
"[""the Ivrea Codex"",""the Apt Codex""]",who sings the song save a horse ride a cowboy
