Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
renault lecar deluxe,24.6,4,103.0,83,2414,17.0,1982-01-01,Europe
audi 100 ls,31.5,4,183.0,101,1895,17.4,1982-01-01,Europe
oldsmobile delta 88 royale,27.1,8,83.0,79,2261,18.5,1982-01-01,USA
amc gremlin,24.2,6,79.0,74,2920,20.6,1982-01-01,USA
buick electra 225 custom,21.6,7,273.0,79,3242,20.2,1982-01-01,USA
datsun 810,29.6,4,102.0,82,1880,13.2,1982-01-01,Japan
chevrolet caprice classic,23.2,7,130.0,98,1613,16.2,1982-01-01,USA
chevrolet monte carlo landau,37.5,5,95.0,77,2587,17.5,1982-01-01,USA
vw dasher (diesel),23.4,4,90.0,63,2309,11.5,1982-01-01,Europe
peugeot 504,28.5,4,179.0,74,3003,14.4,1982-01-01,Europe
volkswagen dasher,36.2,4,82.0,99,2587,14.5,1982-01-01,Europe
ford pinto,32.8,6,109.0,89,3074,11.3,1982-01-01,USA
toyota corolla 1200,22.5,4,96.0,65,2674,20.3,1982-01-01,Japan
mercury monarch ghia,27.0,5,210.0,,2602,15.2,1982-01-01,USA
honda civic,25.8,5,119.0,91,1926,18.7,1982-01-01,Japan
amc matador,34.8,8,100.0,115,4013,21.5,1982-01-01,USA
ford gran torino (sw),37.8,7,329.0,76,4401,14.0,1982-01-01,USA
datsun 710,28.5,4,83.0,82,2346,10.8,1982-01-01,Japan
datsun 280-zx,34.3,4,140.0,62,2226,14.5,1982-01-01,Japan
amc gremlin,36.6,6,107.0,68,4388,12.8,1982-01-01,USA
plymouth reliant,35.7,6,267.0,59,3499,19.2,1982-01-01,USA
ford ltd,20.0,7,90.0,85,2936,13.8,1982-01-01,USA
buick skylark,34.7,6,92.0,109,4238,20.3,1982-01-01,USA
toyota corolla,21.0,4,104.0,59,2170,17.4,1982-01-01,Japan
toyota corolla tercel,27.3,4,122.0,75,2364,10.9,1982-01-01,Japan
toyota corolla 1600 (sw),32.3,4,126.0,88,1980,11.9,1982-01-01,Japan
vw rabbit,29.4,4,177.0,103,1875,13.5,1982-01-01,Europe
amc hornet,26.3,5,80.0,92,1613,14.6,1982-01-01,USA
ford ltd landau,26.4,7,103.0,62,2726,15.4,1982-01-01,USA
volkswagen dasher,31.7,4,88.0,98,2090,17.7,1982-01-01,Europe
chevrolet vega,42.3,6,127.0,71,3202,13.7,1982-01-01,USA
toyota carina,25.4,5,202.0,77,2001,14.8,1982-01-01,Japan
amc pacer d/l,31.5,6,80.0,96,3274,17.8,1982-01-01,USA
volkswagen super beetle,35.5,4,97.0,79,2125,18.2,1982-01-01,Europe
amc hornet sportabout (sw),29.3,6,141.0,66,4066,12.4,1982-01-01,USA
chevrolet caprice classic,26.8,7,311.0,78,2656,16.3,1982-01-01,USA
mercury monarch ghia,33.7,7,93.0,74,3509,18.0,1982-01-01,USA
ford ltd,19.5,4,131.0,71,3407,9.9,1982-01-01,USA
mercury zephyr,29.2,6,95.0,65,3794,17.4,1982-01-01,USA
