method,number,orbital_period,mass,distance,year
Radial Velocity,5,261.2,,,2007
Radial Velocity,1,1159.2,,26.5,2009
Radial Velocity,2,18.357,0.039,52.03,2013
Transit,1,3.361006,,,2009
Radial Velocity,3,12.083,0.0292,,2011
Microlensing,1,,,,2004
Transit,1,3.446459,,303.0,2012
Radial Velocity,4,5.36874,,6.27,2005
Radial Velocity,1,141.6,1.08,,2007
Radial Velocity,3,4.1547,0.058,52.83,2009
Transit,3,1.865169,,38.7,2011
Radial Velocity,1,1475.0,,,2009
Microlensing,1,3500.0,,,2005
Radial Velocity,1,3.52474859,,,1999
Transit,1,3.24674,,,2011
Radial Velocity,4,1276.46,4.132,13.47,1999
Transit,1,2.34121242,,,2010
Radial Velocity,2,263.3,,15.71,2010
Transit,3,8.13123,,,2012
Imaging,1,,,145.0,2013
Radial Velocity,2,14.07,,34.07,2011
Transit,1,1.5373653,,450.0,2011
Transit,1,5.723186,,322.0,2011
Transit,3,7.1316185,,,2012
Transit,2,2.42629,,,2014
Transit,1,9.20205,,,2008
Radial Velocity,2,4.0845,0.07167000000000001,37.84,2008
Radial Velocity,1,,9.9,352.11,2012
Radial Velocity,1,3.024,,33.41,2000
Imaging,1,,,,2012
Transit,2,7.1073,,,2011
Radial Velocity,1,2.391,,76.51,2009
Transit,2,13.722341,,,2013
Microlensing,1,,,1760.0,2013
Radial Velocity,1,868.0,1.4,130.89,2011
Radial Velocity,2,29.15,0.0379,35.89,2011
Imaging,1,318280.0,,,2008
Transit,1,228.776,,61.0,2011
Radial Velocity,3,51.645,1.8,64.56,2003
Radial Velocity,1,1634.0,,,2009
Transit,5,21.77596,,,2011
Radial Velocity,1,851.8,6.1,,2007
Transit,1,1.7497798,,140.0,2012
Radial Velocity,3,431.7,,25.87,2011
Radial Velocity,2,2102.0,4.04,36.32,2003
Radial Velocity,1,1125.7,9.76,121.36,2008
Transit,1,3.24674,,,2011
Transit,1,3.7681,,920.0,2011
Eclipse Timing Variations,2,2883.5,,500.0,2010
Transit,2,36.855,,,2013
Radial Velocity,2,1460.0,,,2014
Radial Velocity,2,1178.4,2.1,52.72,2006
Radial Velocity,3,6.673855,3.88,52.88,2005
Radial Velocity,3,31.56,,12.58,2006
Imaging,1,,,135.0,2013
Transit,5,77.61184,,290.0,2011
Radial Velocity,3,8.631,,14.97,2013
Radial Velocity,1,5.8881,,53.08,2013
Transit,6,31.9996,,,2010
Radial Velocity,1,327.8,0.6,,2010
Radial Velocity,1,4951.0,,42.77,2012
Transit,2,26.723,,,2013
Radial Velocity,1,466.0,0.5,53.82,2010
Imaging,1,,,91.57,2013
Radial Velocity,1,670.0,2.1,,2011
Radial Velocity,2,883.0,0.86,74.79,2010
Transit,1,4.353011,,155.0,2009
Transit,1,95.2738,,460.0,2009
Imaging,1,,,139.0,2004
Transit,6,46.6888,,613.0,2010
Transit,1,95.2738,,460.0,2009
Radial Velocity,6,9.6184,0.0208,,2008
Transit,1,3.577469,,,2010
Transit,5,18.16406,,368.0,2013
Radial Velocity,2,46.025,,42.52,2011
Radial Velocity,1,176.3,,126.1,2010
Radial Velocity,1,1143.0,6.8,28.88,2003
Radial Velocity,2,2500.0,7.0,121.36,2008
Radial Velocity,5,261.2,0.172,12.53,2007
Radial Velocity,1,2.245715,0.45,,2005
Transit,1,1.5089557,,,2008
Radial Velocity,1,4.4264,,,2012
Orbital Brightness Modulation,1,1.54492875,,,2013
Radial Velocity,1,2597.0,,33.01,2004
Transit,1,3.91405,,2000.0,2007
Transit,3,8.13123,,,2012
Transit,1,3.1260876,,,2011
Radial Velocity,1,311.288,,17.24,1999
Transit,1,3.024095,,,2011
Transit,2,38.5583038,,,2012
Transit,1,3.352057,,3200.0,2012
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,1,335.1,9.88,,2009
Orbital Brightness Modulation,1,1.54492875,,,2013
Transit,1,1.091423,,,2008
Transit,1,3.4059096,,,2010
Radial Velocity,2,567.0,,43.53,2009
Radial Velocity,2,4046.0,,,2011
Radial Velocity,2,262.709,,37.16,2000
Radial Velocity,3,2172.0,0.54,26.15,2008
Radial Velocity,1,1057.0,3.12,59.35,2008
Radial Velocity,1,1951.0,,57.21,2008
Radial Velocity,1,133.71,,17.62,2000
Radial Velocity,2,5.6,0.045,42.09,2009
Radial Velocity,1,442.1,,,1998
Transit,1,11.5231,,,2014
Radial Velocity,1,141.6,1.08,108.46,2007
Radial Velocity,1,3.52474859,,47.08,1999
Radial Velocity,1,5.7361,,,2012
Transit,1,9.24285,,1230.0,2011
Radial Velocity,1,705.0,1.3,,2011
Radial Velocity,6,51.76,,12.83,2012
Radial Velocity,1,,,28.07,2000
Transit,3,7.64159,,,2011
Transit,1,3.7520656,,,2009
Radial Velocity,2,14.182,,28.6,2011
Transit,1,2.810595,,193.0,2011
Transit,1,3.89713,,770.0,2011
Transit,1,9.4341505,,,2013
Radial Velocity,2,1708.0,1.92,,2002
Radial Velocity,1,431.8,,,2011
Radial Velocity,2,379.63,21.42,,2009
Radial Velocity,1,1289.0,3.0,46.93,2002
Radial Velocity,1,842.0,,,2009
Transit,1,1.4822446,,360.0,2011
Radial Velocity,3,6.673855,,52.88,2005
Transit,1,8.884924,,1140.0,2013
Radial Velocity,1,1928.0,,,2005
Transit,2,5.487,,,2013
Transit,1,4.2,,8500.0,2006
Transit,5,22.7802,,303.0,2012
Transit,1,21.0874,,1200.0,2011
Radial Velocity,1,136.75,2.8,62.66,2007
Transit,1,3.4059096,,360.0,2010
Radial Velocity,1,1244.0,0.38,68.35,2009
Radial Velocity,1,,,88.26,2007
Transit,1,3.446459,,303.0,2012
Transit,1,4.37809,,330.0,2012
Transit,1,6.21229,,,2010
Transit,1,282.5255,,,2013
Radial Velocity,1,256.78,8.44,38.99,1999
Transit,5,21.77596,,,2011
Radial Velocity,3,8.1352,0.036,25.87,2011
Transit,2,12.2829,,,2011
Radial Velocity,2,349.7,,,2001
Radial Velocity,1,903.3,1.85,13.79,2003
Radial Velocity,6,49.747,,,2010
Radial Velocity,2,10.866,,21.52,2011
Radial Velocity,2,14.07,,34.07,2011
Radial Velocity,2,53.832,,,2011
Transit,2,25.5169,,,2014
Microlensing,1,2780.0,,,2011
Radial Velocity,1,1544.0,,98.52,2011
Imaging,1,,,91.57,2013
Radial Velocity,3,1050.3,,16.13,2010
Radial Velocity,1,36.96,2.49,93.2,2007
Radial Velocity,1,521.0,1.8,114.15,2011
Microlensing,1,,,7720.0,2012
Transit,1,3.922727,,,2010
Radial Velocity,2,1353.6,,37.84,2008
Radial Velocity,2,226.93,,32.58,2008
Radial Velocity,6,16.3567,,39.39,2010
Microlensing,1,2780.0,,,2011
Transit,2,10.95416,,,2013
Transit,6,13.0241,,613.0,2010
Radial Velocity,1,311.288,1.94,17.24,1999
Radial Velocity,1,3.3135,3.9,,1996
Radial Velocity,1,436.9,,150.38,2011
Transit,1,3.024095,,1950.0,2011
Pulsar Timing,3,66.5419,,,1992
Radial Velocity,1,4.230785,0.472,,1995
Radial Velocity,1,7.3709,0.018,9.04,2011
Radial Velocity,3,14.025,0.0187,25.59,2011
Radial Velocity,1,,,,2007
Transit,1,2.785755,,108.0,2011
Microlensing,1,,,7720.0,2012
Radial Velocity,1,4.072,,63.49,2005
Radial Velocity,2,406.6,1.49,,1999
Radial Velocity,1,41.397,0.298,11.03,2010
Radial Velocity,1,385.9,5.59,,2001
Radial Velocity,1,738.459,2.61,,2001
Radial Velocity,1,465.1,,50.18,2009
Radial Velocity,1,63.33,1.22,44.37,2003
Transit,5,5.28696,,,2014
Transit,2,26.444,,,2012
Radial Velocity,2,613.8,1.85,,2010
Radial Velocity,1,528.4,1.21,12.87,2003
Radial Velocity,1,6.495,,121.07,2010
Transit,2,15.3348,,,2011
Radial Velocity,2,4270.0,,19.72,2005
Radial Velocity,1,851.8,,,2007
Radial Velocity,1,227.0,1.8,44.15,2002
Imaging,1,,,,2013
Transit,2,191.2318,,,2013
Radial Velocity,1,176.3,2.9,126.1,2010
Transit,1,66.262,,,2014
Radial Velocity,1,1733.0,,26.95,2011
Transit,1,3.8559,,,2012
Radial Velocity,4,3848.86,,13.47,2010
Radial Velocity,1,185.84,,76.39,2008
Radial Velocity,3,106.72,0.03,,2011
Radial Velocity,2,30.93,,56.92,2013
Transit,1,2.47063,,213.0,2006
Radial Velocity,1,948.12,,38.05,2011
Radial Velocity,1,227.0,,44.15,2002
Radial Velocity,1,528.4,1.21,12.87,2003
Radial Velocity,1,396.03,,131.75,2010
Radial Velocity,1,2.1375,1.5,91.16,2006
Transit,1,1.7635892,,,2011
Radial Velocity,2,226.93,,32.58,2008
Radial Velocity,1,279.8,1.37,90.33,2008
Transit,1,3.24674,,,2011
Transit,1,6.871815,,,2010
Radial Velocity,1,,,26.52,2002
Transit,2,11.6092567,,,2012
Transit,1,2.150008,,283.0,2011
Radial Velocity,1,986.0,,,2006
Transit,1,1.5089557,,,2008
Transit,1,1.54168,,,2014
Transit,2,2.50806,,,2014
Radial Velocity,1,118.96,1.13,28.07,2000
Radial Velocity,1,18.179,0.33,,2006
Imaging,1,,,139.0,2004
Radial Velocity,1,1561.0,,51.97,2003
Transit,1,2.875317,,,2010
Radial Velocity,1,1634.0,,38.26,2009
Transit,2,,,,2013
Transit,1,1.354133,,360.0,2013
Transit,1,0.94145299,,105.49,2009
Transit,1,,,1000.0,2012
Radial Velocity,1,3.33714,,25.2,2012
Transit,1,2.152226,,147.0,2007
Radial Velocity,1,778.1,5.9,138.5,2011
Transit,2,12.04,,,2012
Transit,2,34.921,,,2013
Radial Velocity,3,4.1547,,52.83,2009
Transit,2,2.42629,,,2014
Radial Velocity,1,,1.11,175.44,2013
Radial Velocity,3,40.114,0.00755,6.06,2011
Transit,2,,,,2013
Radial Velocity,3,25.6,0.024,14.97,2013
Radial Velocity,1,479.1,,,2008
Imaging,1,,,,2006
Transit,2,6.48163,,,2014
Radial Velocity,4,643.25,,15.28,2000
Radial Velocity,1,498.9,,84.03,2009
Radial Velocity,2,1275.0,1.11,38.52,2011
Radial Velocity,1,,6.54,66.49,2005
Radial Velocity,1,868.0,,130.89,2011
Radial Velocity,1,5.3978,,16.82,2008
Transit,1,1.9550959,,230.0,2011
Radial Velocity,2,5.6,,,2009
Transit,1,2.152226,,147.0,2007
Transit,2,33.006,,,2013
Transit,2,9.522,,,2012
Radial Velocity,1,1544.0,1.49,98.52,2011
Transit,1,1.9550959,,,2011
Radial Velocity,2,192.9,1.82,52.85,2009
Transit,2,8.041,,,2013
Transit,2,0.66931,,,2014
Transit,1,288.822,,,2011
Radial Velocity,1,912.0,,,2011
Pulsar Timing,1,36525.0,,,2003
Radial Velocity,1,3.971,0.197,59.7,2002
Radial Velocity,2,406.6,1.49,59.03,1999
Radial Velocity,3,962.0,0.64,26.15,2008
Transit,2,13.83989,,470.0,2012
Transit,1,2.143634,,,2011
Radial Velocity,1,21.21663,,,2007
Transit,1,4.234516,,,2010
Transit,1,4.9816872,,160.0,2012
Radial Velocity,3,4.215,0.016,,2009
Transit,1,288.822,,1499.0,2011
Transit,1,3.257215,,395.0,2011
Radial Velocity,1,4.6455,0.013,24.05,2010
Transit,1,4.124481,,254.0,2010
Radial Velocity,1,1214.0,,,2006
Transit,2,23.08933,,,2014
Radial Velocity,1,396.03,,131.75,2010
Transit,3,14.85888,,,2011
Transit,1,3.21222,,82.0,2010
Radial Velocity,1,2582.7,,,2005
Transit,1,10.863502,,190.0,2010
Transit,1,4.234516,,134.0,2010
Transit,1,3.547851,,453.0,2013
Transit,5,77.61184,,,2011
Radial Velocity,2,1022.0,3.4,354.0,2011
Radial Velocity,2,613.8,1.85,68.35,2010
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,1,696.3,,99.4,2009
Radial Velocity,2,360.2,2.37,56.5,2012
Radial Velocity,1,1966.1,,48.64,2011
Eclipse Timing Variations,1,2900.0,,,2011
Pulsar Timing,3,66.5419,,,1992
Transit,1,1.5373653,,450.0,2011
Radial Velocity,2,14.182,,28.6,2011
Radial Velocity,2,789.0,,,2014
Radial Velocity,4,1.93778,0.021,4.7,2005
Radial Velocity,1,1333.0,,32.99,2007
Transit,1,1.62843142,,,2008
Transit,2,23.654,,,2013
Transit,1,3.361006,,,2009
Radial Velocity,1,696.3,,,2009
Radial Velocity,1,1075.2,,,1999
Radial Velocity,3,603.0,,14.97,2013
Transit,1,13.2406,,345.0,2010
Radial Velocity,2,11.849,,43.08,2011
Radial Velocity,2,161.97,,55.31,2012
Radial Velocity,1,1096.2,0.168,29.55,2011
Radial Velocity,2,263.3,0.27,15.71,2010
Transit,2,15.5741568,,,2012
Radial Velocity,1,5.0505,1.068,44.46,2013
Radial Velocity,1,70.46,0.3,30.5,2005
Eclipse Timing Variations,1,2900.0,,,2011
Imaging,1,,,,2010
Transit,4,22.342989,,,2013
Eclipse Timing Variations,2,1916.25,,,2011
Radial Velocity,1,1561.0,7.71,,2003
Transit,1,0.355,,,2013
Transit,7,59.73667,,780.0,2013
Transit,1,3.922727,,,2010
Microlensing,1,,,2800.0,2012
Radial Velocity,1,1143.0,,28.88,2003
Radial Velocity,1,14.476,,,2008
Transit,1,1.33823187,,300.0,2007
Transit,2,17.849,,,2013
Radial Velocity,2,937.7,1.24,28.04,2003
Radial Velocity,1,396.03,,131.75,2010
Radial Velocity,2,161.97,,55.31,2012
Radial Velocity,1,17337.5,9.0,,2009
Transit,1,2.838971,,455.0,2012
Transit,2,17.324,,,2013
Imaging,1,,,,2010
Transit,1,3.052401,,180.0,2010
Radial Velocity,1,5.118,0.4,,2014
Transit,1,228.776,,,2011
Transit,1,3.408821,,,2010
Transit,2,23.08933,,,2014
Radial Velocity,1,103.95,,55.19,2008
Radial Velocity,1,456.1,,,2007
Radial Velocity,1,778.1,,138.5,2011
Radial Velocity,1,3638.0,6.9,43.57,2012
Transit,1,2.5199449,,408.0,2007
Radial Velocity,1,456.1,,52.88,2007
Radial Velocity,4,310.55,,15.28,2006
Radial Velocity,1,,0.38,68.35,2009
