Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
amc rebel sst,36.5,7,151.0,83,4627,19.6,1982-01-01,USA
plymouth volare premier v8,27.7,8,90.0,72,3175,10.8,1982-01-01,USA
pontiac grand prix,31.7,7,82.0,122,3459,10.1,1982-01-01,USA
opel manta,34.9,4,122.0,61,2236,13.9,1982-01-01,Europe
volkswagen rabbit l,33.2,4,160.0,100,1870,17.1,1982-01-01,Europe
honda prelude,33.4,5,79.0,83,2148,18.3,1982-01-01,Japan
peugeot 504 (sw),34.1,4,455.0,84,1897,17.5,1982-01-01,Europe
pontiac catalina,25.7,6,123.0,65,3682,13.2,1982-01-01,USA
renault 12tl,33.9,4,85.0,54,2619,16.0,1982-01-01,Europe
fiat 124b,40.6,4,158.0,99,2358,13.6,1982-01-01,Europe
mazda rx2 coupe,34.1,4,91.0,82,2150,18.1,1982-01-01,Japan
toyouta corona mark ii (sw),25.3,4,122.0,81,1991,13.2,1982-01-01,Japan
mazda glc,32.5,5,89.0,59,1885,12.8,1982-01-01,Japan
chevrolet citation,30.8,8,100.0,82,3606,13.5,1982-01-01,USA
volvo diesel,31.0,4,107.0,87,3047,10.8,1982-01-01,Europe
fiat 128,35.8,4,81.0,90,2411,12.4,1982-01-01,Europe
ford futura,32.9,4,273.0,82,3690,15.5,1982-01-01,USA
toyota carina,34.2,4,158.0,89,2048,16.6,1982-01-01,Japan
chevy s-10,31.3,8,109.0,63,4491,15.6,1982-01-01,USA
chrysler new yorker brougham,29.5,8,123.0,97,3383,16.2,1982-01-01,USA
volkswagen rabbit custom diesel,28.4,4,88.0,62,2323,20.5,1982-01-01,Europe
volvo 244dl,26.8,4,83.0,83,1864,11.7,1982-01-01,Europe
dodge coronet brougham,34.0,5,131.0,104,2200,11.2,1982-01-01,USA
ford ltd,24.3,6,142.0,67,4725,18.2,1982-01-01,USA
ford mustang cobra,24.1,6,93.0,80,2233,15.5,1982-01-01,USA
amc matador,27.7,6,151.0,68,4023,16.8,1982-01-01,USA
chevrolet caprice classic,22.5,6,191.0,79,2276,11.9,1982-01-01,USA
datsun 310,28.0,5,109.0,71,1920,14.3,1982-01-01,Japan
peugeot 504,33.4,4,84.0,74,1828,10.4,1982-01-01,Europe
datsun 200-sx,32.6,4,99.0,93,2330,18.3,1982-01-01,Japan
datsun 280-zx,44.2,4,381.0,77,2322,14.0,1982-01-01,Japan
mercury monarch ghia,29.7,4,146.0,63,2390,13.0,1982-01-01,USA
ford f250,28.0,5,120.0,64,3162,18.5,1982-01-01,USA
plymouth reliant,32.3,8,86.0,70,4212,15.7,1982-01-01,USA
ford pinto,26.3,8,281.0,,4592,8.4,1982-01-01,USA
plymouth sapporo,27.8,6,101.0,84,3651,17.1,1982-01-01,USA
chevrolet vega,30.8,7,270.0,87,1712,13.6,1982-01-01,USA
chevrolet nova,32.4,5,114.0,95,1818,16.2,1982-01-01,USA
mazda rx-4,26.5,4,212.0,67,2256,10.1,1982-01-01,Japan
amc concord,37.0,4,101.0,100,4158,20.1,1982-01-01,USA
