answer,question
"[""Australia""]",what is the song in rocky 4 training montage
"[""1998""]",name of thailands new year festival in april
"[""1998""]",what is the first novel of english literature
"[""7""]",who plays miranda sings in haters back off
"[""Greek""]",who is the new york yankees hitting coach
"[""2–4 years""]",once upon a time season 7 hansel actor
"[""the axon terminal""]",which county has won the most all ireland football titles
"[""Mexico"",""Soviet Union""]",current captain of the england mens test cricket team
"[""Edwin Hubble""]",who is the head basketball coach at alabama
"[""Clayton Moore""]",in most cases what appear to be the two main causes of emotional or behavioral disorders
"[""George Casper Homans""]",who sings may the bird of paradise fly up your nose
"[""Clayton Moore""]",the final electron acceptor for the electron transport chain of aerobic respiration is
"[""King Edward Peak""]",who is the current lead singer for journey
"[""1980""]",who does andy serkis play in star wars the force awakens
"[""four""]",what are the gaits of the tennessee walking horse
"[""copper""]",what is the robots name in power rangers
"[""12""]",what kind of tissue is tendons and ligaments
"[""George Hudson""]",when did john write the gospel of john
"[""1792""]",who was the author of yogadarshan which volume did he write
"[""the axon terminal""]",who is playing the guitar in august rush
"[""produces a lubricating mucus""]",who shot caesar in dawn of the planet of the apes
"[""1998""]",how many rooms are in the gaylord texan
"[""Elstree Studios""]",who sings the marriage of figaro in shawshank redemption
"[""10""]",who played hillary on the fresh prince of bel-air
"[""10""]",what is the fastest roller coaster at hershey park
"[""Season 4, Episode 8""]",most red cards in a single premier league match
"[""2000""]",how many episodes will be in wynonna earp season 2
"[""9""]",fire wall is used in communication to save from
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",where is the main famine effected continent in the world
"[""Tuticorin (Thoothukudi)""]",what is the least common blood type in the usa
"[""a maroon Bristol 405""]",who is buried in the old north church
"[""2015""]",when was the last time a draft was used
"[""July 16, 2017""]",when did the actor from lazy town die
"[""35""]",when does year of the snitch come out
"[""Welton Academy""]",who plays emily's mom in pitch perfect
"[""West Indies""]",numbers of local government in akwa ibom state
"[""2002""]",the federal reserve is an example of a(n)
"[""Gal Gadot""]",where does the optic nerve enter the eye
"[""in 2018""]",how many acts does the laramie project have
"[""12""]",who owns st andrews golf course in scotland
"[""12""]",when does the next avengers movie after infinity war come out
"[""12""]",when did the first season of the walking dead start
"[""1,089 sq ft""]",who became the prime minister of japan on 26 april 2001
"[""oxidative phosphorylation""]",how old do you have to be to buy a gun in arizona
"[""State governments""]",miraculous tales of ladybug & cat noir season 2 episode 21 release
"[""122""]",what is the source of the tigris river
"[""ice caps""]",who won the last food network star 2017
"[""James Arthur""]",what happened to the third guy in nirvana
"[""Lionel Messi""]",where is the washington post based out of
"[""1920 to 1933""]",what are the dates for the tour de france 2018
"[""4""]",what is the main catholic church in london
"[""July 16, 2017""]",once upon a time season 7 hansel actor
"[""James Arthur""]",who moves first in chess black or white
"[""Lionel Messi""]",how many episodes of rurouni kenshin are there
"[""Jason Michael Lee""]",who wrote you are so beautiful by joe cocker
"[""Zone Improvement Plan""]",who sang aint that a kick in the head
"[""Zaira Wasim""]",where is the ball spotted on a 2 point conversion
"[""1960""]",what part of atlanta is gwinnett county in
"[""71%""]",a long chain of amino acids linked by peptide bonds is a
"[""March 15, 2013""]",the longest wavelengths in the visible spectrum are
"[""1792""]",who plays paige larson on days of our lives
"[""1981""]",when is the look what you made me do music video
"[""March 27, 2018""]",who plays henry tudor in the white princess
"[""January 11, 1970""]",who wrote aaj jane ki zid na karo
"[""Meredith Willson""]",when did the movie inside out come out
"[""Clayton Moore""]",where are the gifts of the spirit found in the bible
"[""Zone Improvement Plan""]",where is area code 204 located in usa
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what song does ohio state sing at the end of the game
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when did the wonderful world of disney air
"[""1792""]",when is south park the fractured but whole release
"[""Venus""]",what is the meaning of my name stephanie
"[""2002""]",who plays spiderman in the new spider-man homecoming
"[""18""]",how many stores does walmart have in usa
"[""six""]",who started the independence movement in the colonies
"[""George Casper Homans""]",where did they film the movie cabin fever
"[""Miguel Cabrera""]",whos the gm of the oakland a's
"[""2015""]",when did the original tickle me elmo come out
"[""2002""]",who does the voice of bridget in the movie trolls
"[""a wild Pikachu""]",when was the last time the flyers were in the playoffs
"[""1890""]",girl who plays in guardians of the galaxy
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",a species that has an essential role in maintaining ecosystem structure is called a
"[""2024""]",when was the museum of islamic art built
"[""12""]",when was the united farm workers union formed
"[""December 15, 2017""]",what is the highest immigrant population in australia
"[""13""]",who was the first woman to be nominated for best director at the academy awards
"[""1998""]",scientist who lost life in their own discovery
"[""A mood swing""]",what is the name of the 4th halogen
"[""Parafollicular cells""]",the cells that undergo spermatogenesis and have 1 'c' dna content are
"[""Mexico"",""Soviet Union""]",what is the most widely spoken language in south africa
"[""Potassium chlorate""]",where is the university of florida gators located
"[""April 28, 2017""]",when do they find out chris is pipers son
"[""2002""]",what were the cause of the american civil war
"[""Queen's Park""]",which phase of healing begins about 3 weeks after injury
"[""Dev"",""Devin Star Tailes""]",who was the first cricket world cup winner
"[""Elstree Studios""]",andy warhol was influential to the development of this band
"[""Mars Bonfire""]",who sings somewhere over the rainbow in you've got mail
"[""unknown""]",where is the rio grande river located in jamaica
"[""2015""]",who did the music for a quiet place
"[""copper""]",when did the price is right first air
"[""Richard Dawson""]",according to the nursery rhyme what did the queen of hearts make on a summer's day
"[""Mexico"",""Soviet Union""]",who sings with shaggy on it wasn me
"[""redox reactions""]",where does bacon come from on a pig
"[""December 2003""]",what was the guy's name that played mark on roseanne
"[""2024""]",who sang you didn't have to love me like you did
"[""Queen's Park""]",who is the servant through whom allah provided the quran
"[""Mexico"",""Soviet Union""]",what was the largest margin of victory in a presidential election
"[""Thurl Ravenscroft""]",when did they start day light savings time
"[""King Edward Peak""]",when did the jaguar e pace come out
"[""Gal Gadot""]",when was pi first used in its present form
"[""after a minor infringement""]",what was the purpose of the national industrial recovery act
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",what person has the most subscribers on youtube
"[""King Edward Peak""]",when did new york state became a state
"[""Richard Dawson""]",when did iowa state college become iowa state university
"[""after a minor infringement""]",who is the first person who went to moon
"[""March 9, 2018""]",where does what's eating gilbert grape take place
"[""August 17, 2018""]",who wrote something in the way she moves
"[""Spanish""]",when does indiana go to daylight savings time
"[""10 one-hour episodes""]",most runs by a team in a game
"[""Richard Dawson""]",when was the last time england made the quarter final world cup
"[""April 28, 2017""]",how many chapters are there in alice in wonderland
"[""Sachin Tendulkar""]",the book that describes how christ fulfills the function of a priest is
"[""1981""]",who was the singer from the cranberries that died
"[""Season 4, Episode 8""]",which country is the champion of fifa world cup 2014
"[""State governments""]",when did the song hey jude by the beatles come out
"[""10""]",who starred in the boy in the bubble
"[""Lionel Messi""]",who played freddy eynsford hill in my fair lady
"[""18 August 2011""]",what is the term to describe seasonal color groups and combinations
"[""Niagara River""]",who plays alex in power rangers time force
"[""to perceive linear acceleration""]",who played in the college football championship last year
"[""Jose Garces""]",joule is unit of. in mks system
"[""March 9, 2018""]",how many episodes does tokyo ghoul season 2 have
"[""Miguel Cabrera""]",vvpat first used in which election in india
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who won the national championship last year in college football
"[""Spanish""]",who said stand on the shoulders of giants
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what is the typical pressure at which an oil burner operates
"[""2009""]",when was the last burning at the stake in england
"[""Marley""]",who played julie on days of our lives
"[""eastward, in prograde motion""]",what season of greys anatomy does derek die
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",shmuel the boy in the striped pajamas actor
"[""West Bengal""]",sound is a form of what kind of energy
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who wrote don't know why i didn't come
"[""originally from the Greek""]",what popular food is thought to have originated in naples italy
"[""four""]",who is the commissioner of health in nigeria
"[""January–July 1975""]",who plays sax on waiting for a friend
"[""Eagles""]",who played the beast in the live-action beauty and the beast
"[""1984""]",what is the official language in the dominican republic
"[""1981""]",when did the rule of the directory begin
"[""Molt Taylor""]",who won first gold medal in commonwealth games 2018
"[""1967""]",who did cole swindell write you should be here for
"[""Over 2,500""]",what is the meaning of national heroes day
"[""Machilipatnam""]",what does it mean to have a hot flash
"[""Marley""]",who did jessica jones kill in season 1
"[""Lacey Turner""]",who does the voice for the dad in incredibles 2
"[""Barbicide""]",mlb how many times do teams play each other
"[""the axon terminal""]",what language do they speak in beijing china
"[""Sarabi""]",who scored the first goal of fifa wc 2014
"[""2024""]",who was the person that wrote the bible
"[""video editing""]",who won the gold in women's singles figure skating
"[""North Korea""]",who played freddy krueger in the 2010 nightmare on elm street
"[""2000""]",who's the best selling female artist of all time
"[""1962""]",who does jim carrey play in the grinch
"[""2012""]",who was the first president of the nbew
"[""1920 to 1933""]",who plays gisele in fast and furious 6
"[""1900""]",when does school leaving age change to 18
"[""Josh Groban""]",who did lin manuel miranda play in hamilton
"[""1943""]",who was the dog in marley and me
"[""1981""]",who said my god what have we done
"[""ground state""]",when was the book the lion the witch and the wardrobe published
"[""Australia""]",who sings the song it should've been me
"[""a wild Pikachu""]",who has the most throwing yards in nfl history
"[""Christopher Robert Evans""]",the underlying statistical distribution for the​ p-chart is the
"[""9""]",who is highest paid nba player of all time
"[""7""]",who is jace's dad in the mortal instruments
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",how many episodes does tokyo ghoul season 2 have
"[""Lacey Turner""]",when did cuba play in the world cup
"[""2009""]",what is the circular mil area of 12 awg
"[""Atlanta–Fulton County Stadium""]",who did the theme song for power rangers
"[""2017""]",who does the voice for meena in sing
"[""Molt Taylor""]",who won the season series between yankees and red sox
"[""July 16, 2017""]",red white and blue flag with single star
"[""10 one-hour episodes""]",how much horsepower does an f1 car produce
"[""Anderson Silva""]",dolce and gabbana based on which italian city
"[""PewDiePie""]",what breed was the turner and hooch dog
"[""2024""]",when is chapter 5 of agent a coming out
"[""Lebanese""]",what kind of economic system china has at present
"[""July 16, 2017""]",where was the movie the ugly truth filmed
"[""17""]",who plays leslie knope on parks and recreation
"[""Ryan Guzman""]",where do spicules tend to occur on the sun
"[""2012""]",who sang the way you look tonight first
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",to what class of enzymes does urease belong
"[""Edwin Hubble""]",when did the first episode of martin air
"[""New Netherland""]",who wrote things ain't what they used to be
"[""71%""]",when did the samsung galaxy s8 come out
"[""Billie Jean King""]",what is the sum of the protons and neutrons in an atom
"[""the axon terminal""]",where did the invasion of italy take place
"[""after a minor infringement""]",when did france stop having kings and queens
"[""18""]",who sang why is everybody always pickin on me
"[""Lake Baikal""]",who proposed the modern model of the solar system
"[""Dev"",""Devin Star Tailes""]",when does captain america die in the comic books
"[""New York Yankees""]",who sings the song you find out who your friends are
"[""1982""]",who plays andy's brother in the office
"[""Amanda Shiflett""]",when does this season of the walking dead end
"[""1967""]",when does becky tells jesse she's pregnant
"[""Abigail Rokison-Woodall""]",when was the first new pound coin made
"[""1980""]",where is the las vegas football stadium going to be
"[""the axon terminal""]",when did season 7 of the walking dead start
"[""Pom Klementieff""]",are metals mostly solid liquid or gas at room temperature
"[""a wild Pikachu""]",who has won the most gold cups in soccer
"[""2015""]",what language do they speak in the isle of man
"[""the axon terminal""]",when is season 5 of steven universe coming out
"[""Australia""]",who sings danke schoen in fools rush in
"[""Greek""]",when did meals on wheels start in america
"[""7""]",when was the last time ku won the championship
"[""7""]",the tank was introduced by to the battlefields of world war i by
"[""18 August 2011""]",what is absolute zero on the celsius temperature scale
"[""Over 2,500""]",who created the declaration of the rights of man
"[""2017""]",who plays jill on the young and the restless
"[""six""]",which molecule initiates the halt of the cycle when damaged dna is detected in g1
"[""March 15, 2013""]",what were the cause of the american civil war
"[""1900""]",who sang on the banks of the river
"[""Carole King""]",who is the girl in transformers dark side of the moon
"[""San Antonio""]",how many episodes in bobs burgers season 8
"[""1984""]",who plays kiki in queen of the south
"[""10""]",who plays dr owen hunt on grey's anatomy
"[""Jesse Donald Knotts""]",who has the most ncaa mens basketball championships
"[""2018""]",who does sam marry in foyle's war
"[""PewDiePie""]",who played galadriel in lord of the rings
"[""Miguel Cabrera""]",when did come and get your love come out
"[""1939""]",how many british thermal units are in one ton of cooling
"[""17""]",who are the four actresses in the movie book club
"[""Sachin Tendulkar""]",who does the voice of the female chocolate m&m
"[""PewDiePie""]",when was the office of personnel management established
"[""Eagles""]",the largest meteorite ever found on earth has a mass of how many kg
"[""Welton Academy""]",what is the enrollment at arizona state university
"[""2017""]",when did sachin scored his first odi century
"[""12""]",who was the voice of clifford the big red dog
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who played sweety in sonu ke titu ki sweety
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",what kinds of cases are heard in district court
"[""China""]",when was the last time the chicago white sox won the world series
"[""a compulsory governmental insurance system""]",sword art online fatal bullet japanese release date
"[""179""]",when does ahs apocalypse ep 2 come out
"[""18""]",which is india's second city to get the metro rail
"[""1984""]",when does captain hook come into once upon a time
"[""Atlanta–Fulton County Stadium""]",what state is most associated with the origin of boogie woogie
"[""August 17, 2018""]",where are the 2024 summer games going to be
"[""eastward, in prograde motion""]",what is the function of the smooth endoplasmic reticulum quizlet
"[""Thurl Ravenscroft""]",how strong was hurricane katrina when it hit
"[""1974""]",when was the last time the falcons were in the playoffs
"[""San Antonio""]",the concept of fundamental duties of indian constitution was borrowed from which country
"[""Prince Phillip""]",where can i watch my brother's husband
"[""Lionel Messi""]",where was the last winter olympics held in the united states
"[""Spectre""]",explorer who found a sea route to india around africa
"[""West Indies""]",which of jupiter's moons is the largest
"[""horses""]",what is nala and simba's baby's name
"[""2012""]",when did the us normalize relations with china
"[""Billie Jean King""]",what's the capacity of the hydro glasgow
"[""1988""]",how many points did wilt chamberlain scored in his nba career
"[""1967""]",were the two oil crises in the 1970s linked to deflation or inflation
"[""Ireland""]",who scored the most goals in a premier league season
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who won the popular vote in 2012 us presidential election
"[""1,089 sq ft""]",which part of the mcs produces the bow echo on radar
"[""Elstree Studios""]",the longest of the state constitutions in total words is the state of
"[""1998""]",what is the school in dead poets society
"[""ice caps""]",in which plate of the earth is india located
"[""9""]",who plays elena in vampire diaries season 8
"[""July 16, 2017""]",when does my hero academia season 3 ep 12 come out
"[""1950""]",movie about a train going around the world
"[""Barbicide""]",who was killed in i know what you did last summer
"[""Bella Dayne""]",where is the soccer world cup taking place this year
"[""1967""]",who made the song young dumb & broke
"[""Australia""]",who has the most goals in international soccer
"[""13""]",when did the new freaky friday come out
"[""Marley""]",who gets their leg eaten in the walking dead
"[""Mars Bonfire""]",where did the worst nuclear disaster in history occur
"[""four""]",who was the actor that played napoleon dynamite
"[""1974""]",when was the last easter fell on april 1st
"[""A mood swing""]",when did la paz become the capital of bolivia
"[""Gabrielle Haugh""]",who narrates journey to the centre of the earth
"[""Pom Klementieff""]",when did the little mermaid 3 come out
"[""42""]",why do leaflets of mimosa fold when touched
"[""2018""]",who played briscoe darling on the andy griffith show
"[""January–July 1975""]",which is the state flower of himachal pradesh
"[""July 16, 2017""]",who kills tree gelbman in happy death day
"[""Josh Groban""]",what were the two opposing sides in china's civil war
"[""December 15, 2017""]",who sings the song you make me want to shout
"[""San Antonio""]",when was the last time manchester united won a trophy
"[""April 28, 2017""]",when was smoking first known to be harmful
"[""originally from the Greek""]",how much federal tax is on a pack of cigarettes
"[""volume of the container decreases""]",when does the tv show good doctor start
"[""Monasteries"",""wealthy individuals"",""rulers""]",what percentage of canada's economy is oil and gas
"[""volume of the container decreases""]",who holds the record for most goals scored in a single fifa world cup
"[""13""]",how long does it take to film a season of planet earth
"[""A concerto""]",who is the 1st nominated member of rajya sabha
"[""Lionel Messi""]",when did france give the us the statue of liberty
"[""Zaira Wasim""]",who is the voice of the gecko on the geico commercials
"[""December 15, 2017""]",who sings they shoot horses don't they
"[""December 15, 2017""]",who plays kiki in queen of the south
"[""1974""]",who sang the song if it's meant to be
"[""Alex Rodriguez""]",what country's flag has a moon and star
"[""a compulsory governmental insurance system""]",how many episodes does season 7 game of thrones have
"[""centroid""]",who does christian bale play in howl's moving castle
"[""Marvin Gaye""]",when was the world council of churches formed
"[""In 1995""]",what is the age of consent in nsw
"[""a wild Pikachu""]",when does the new grey's anatomy come on
"[""the Cambrian explosion""]",who is the oldest basketball player currently playing
"[""Bella Dayne""]",who dies in harry potter and the half blood prince
"[""April 1, 1999""]",where does the wabash river start in indiana
"[""Eli Marienthal""]",backwards compatible xbox one games call of duty
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",how many letters are there in surah fatiha
"[""1998""]",who did elton john wrote candle in the wind for
"[""1792""]",when is season 6 of counting on coming out
"[""1960""]",the concept of fundamental duties of indian constitution was borrowed from which country
"[""Carole King""]",when did saint elmo's fire come out
"[""August 27, 2017""]",who sings are we human or are we dancer
"[""December 2003""]",who started the saka era still used by the government of india
"[""Christopher Robert Evans""]",when did anthem of the seas come out
"[""Anil Kumar Jha""]",the world's oldest epic tale told in poetry is called the epic of
"[""Lacey Turner""]",who led the first expedition to reach asia by sailing west across the pacific ocean
"[""Amanda Shiflett""]",who has scored the most goals for uruguay
"[""July 16, 2017""]",where are the gifts of the spirit found in the bible
"[""12""]",who was first roger moore or sean connery
"[""after a minor infringement""]",what is the tea bag made out of
"[""North Korea""]",when did they film season 2 of stranger things
"[""Evaluation and management""]",who plays mr crouse on the good wife
"[""Billie Jean King""]",first tennis player to win four grand slam titles in a single year
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who sings this is me in greatest showman
"[""March 9, 2018""]",which team has the most championships in the nfl
"[""2–4 years""]",is the nissan gtr a v6 or v8
"[""1967""]",when did the dji phantom 3 come out
"[""Lionel Messi""]",where was the walking dead season 3 filmed
"[""March 9, 2018""]",where did dressed to the nines come from
"[""July 16, 2017""]",when was the first gibson les paul made
"[""in 2018""]",who played the ladybug in a bug's life
"[""Over 2,500""]",when did ginny weasley join the quidditch team
"[""1998""]",who played the fox in guardians of the galaxy
"[""West Bengal""]",what was the name of the german government after ww1
"[""Saddam Hussein""]",the walking dead mika and lizzie real names
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when was the last time the united states had a partial solar eclipse
"[""Lacey Turner""]",how old was anakin skywalker when he met padme
"[""May 5, 1992""]",park hye ran fight for my way real name
"[""2017""]",who holds the world record for most world records
"[""E. M. Forster""]",when is world water day celebrated and why
"[""2017""]",who plays frollo in the hunchback of notre dame
"[""179""]",what was the first year harley davidson has fuel injection
"[""1943""]",where does the last name fraser come from
"[""Lake Baikal""]",what is the area code for dallas tx
"[""Niagara River""]",what is the other name of golden temple
"[""35""]",last week tonight with john oliver season 5 episode 16 topic
"[""2017""]",who plays the voice of darth vader in star wars
"[""eastward, in prograde motion""]",how much does the state of california pay in federal taxes
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who is rodrigo in mozart in the jungle
"[""Season 4, Episode 8""]",who was involved in the croatian war of independence
"[""18 August 2011""]",reasons for implementing a land reform programme in south africa
"[""a compulsory governmental insurance system""]",who sang don't rain on my parade first
"[""Dylan""]",when did miss usa last win miss universe
"[""horses""]",where is hamleys toy shop in london located
"[""Niagara River""]",the flash season 4 episode 1 trailer release date
"[""Thurl Ravenscroft""]",when did spain first establish territorial claim in texas
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who played charlotte on sex and the city
"[""March 9, 2018""]",where does the show the goldbergs take place
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when does the next greys anatomy episode air
"[""video editing""]",who plays the queen in the crown season 1
"[""Clemson\n1""]",when does the next new episode of supernatural air
"[""12""]",whose 47-ball century against england was the only hundred of the main world t20 competition
"[""1900""]",who sang will it go round in circles
"[""Sarabi""]",what type of iron ore found in india
"[""oxidative phosphorylation""]",where are most of the us oil refineries located
"[""13""]",how many members represent j&k in lok sabha
"[""pyramidion""]",who starred in breakfast at tiffany's 1961
"[""eastward, in prograde motion""]",when did the smoking ban come into effect
"[""Saleisha Stowers""]",what is the shape of the ohio flag called
"[""1998""]",who are the superheroes in justice league movie
"[""4""]",where did me myself and irene take place
"[""A concerto""]",who sings the theme tune to bulletproof on sky one
"[""March 9, 2018""]",who is present defence minister of india 2017
"[""1939""]",who played ryan in the first season of last man standing
"[""ground state""]",who wrote the song i'll be there
"[""St. Louis Cardinals"",""San Francisco Giants""]",when does the new solo movie come out
"[""1974""]",when was the system of checks and balances created
"[""Australia""]",who is the sheriff of escambia county florida
"[""1984""]",who has the power to create post offices
"[""Monasteries"",""wealthy individuals"",""rulers""]",when did the allies break out of normandy
"[""1967""]",when was the first watch made and by whom
"[""John von Neumann""]",grey's anatomy season 14 ep 13 release date
"[""13""]",how many british soldiers died in the gulf war
"[""January 11, 1970""]",what is the most expensive skyscraper in the world
"[""Queen's Park""]",what kind of economy does the usa have
"[""Jesse Donald Knotts""]",refers to the degree to which two measures of the same construct correlate to each other
"[""Zone Improvement Plan""]",who sang i've got you under my skin first
"[""Jose Garces""]",how far is the horsehead nebula from earth
"[""13""]",who banned the book where the wild things are
"[""1900""]",when was the pyramid at the louvre built
"[""1920 to 1933""]",who is the first caption of indian team
"[""179""]",who plays king fergus in once upon a time
"[""1890""]",who owns st andrews golf course in scotland
"[""Mars Bonfire""]",attack on titan season 2 dubbed episode 10 release date
"[""Edwin Hubble""]",who are the finalists on this year's america's got talent
"[""Greek""]",when does rupauls drag race season 10 start
"[""Atlanta–Fulton County Stadium""]",who plays snow white in the huntsman winter's war
"[""Greek""]",who has been appointed as the new chancellor of nalanda university
"[""1981""]",the notion of basking in reflected glory was proposed by​
"[""2017""]",who played the beatles in the dewey cox movie
"[""Bella Dayne""]",who played larry in man about the house
"[""35""]",who won the 2013 america's got talent
"[""1981""]",who plays steve in peter kay's car share
"[""redox reactions""]",who did mary alice kill on desperate housewives
"[""Phillip Alford""]",what are the supporters of scuderia ferrari in f1
"[""Machilipatnam""]",when does the evening standard go to print
"[""1920 to 1933""]",name of the current chairperson of rajya sabha
"[""1942""]",to how many decimal places should the volume of a liquid in a burette be recorded
"[""7""]",who led the first voyage to circumnavigate the globe
"[""13""]",youngest person to receive nobel prize in physics
"[""a compulsory governmental insurance system""]",when did be more chill the musical come out
"[""3 to 8 days""]",who plays the t rex in the good dinosaur
"[""Mars Bonfire""]",how does california make most of its money
"[""Parafollicular cells""]",when did the postal service started in india
"[""South Side, Chicago""]",who runs the fastest 40-yard dash in the nfl
"[""Evaluation and management""]",who played mr banks in mary poppins movie
"[""2012""]",which star wars movie was boba fett in
"[""Amanda Shiflett""]",how old was anakin skywalker when he met padme
"[""ground state""]",what was the name of the first rover to land on mars
"[""Jose Garces""]",when were voters first invited to participate in the presidential nomination process
"[""9""]",when does season 7 once upon a time start
"[""Mars Bonfire""]",how many seats are there in parliament nz
"[""Jose Garces""]",who won the mens money in the bank match
"[""in 2018""]",50 shades of grey where was it filmed
"[""10 one-hour episodes""]",how many episodes in the final season of the leftovers
"[""Richard Dawson""]",what is the bottom of a cleat called
"[""August 27, 2017""]",the two states that are not contiguous with the rest of the united states are
"[""1974""]",when did west ham last win the premier league
"[""unknown""]",what do the black stripes under football players eyes do
"[""University of South Carolina""]",who sang lead vocals on let it be
"[""7""]",who is the new actress plays hope on bold and beautiful
"[""Josh Groban""]",who sings the song for stuck in the middle
"[""1960""]",who sings you're not the one for me
"[""Billie Jean King""]",i have a dream speech is what kind of writing
"[""Mexico"",""Soviet Union""]",how many letters are there in surah fatiha
"[""Edwin Hubble""]",how many pages is the forest of hands and teeth
"[""six""]",when did the first ibm personal computer debut
"[""1981""]",when did nba draft go to two rounds
"[""Charles Young""]",who won the second italian war of independence
"[""9""]",when was the last time someone had smallpox
"[""1950""]",what is the world record for remembering pi
"[""1998""]",who plays marnie in bring it on again
"[""Thurl Ravenscroft""]",from the land of the moon movie cast
"[""Carole King""]",who wrote music for singing in the rain
"[""Anil Kumar Jha""]",who played ronnie barker's daughter in porridge
"[""Potassium chlorate""]",where did the detroit pistons play before little caesars arena
"[""Eagles""]",which apostle had a thorn in his side
"[""Venus""]",where do you think glaciers can be found today
"[""2009""]",where does the optic nerve enter the eye
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who played the most nba all star games
"[""Thurl Ravenscroft""]",how many species of snakes are in alabama
"[""2000""]",who sang i've been through the desert on a horse with no name lyrics
"[""Calcium ions""]",who sings the great gig in the sky by pink floyd
"[""Over 2,500""]",what is the deadliest hurricane to hit the us
"[""Charles Young""]",who re-introduced the horse to the north american plains
"[""Calcium ions""]",to what class of enzymes does urease belong
"[""1988""]",who played anakin skywalker in star wars the phantom menace
"[""ice caps""]",how many bones are in your little toe
"[""a maroon Bristol 405""]",who plays professor buck awe on sesame street
"[""those that have died""]",who did the voice of mrs. wolowitz on big bang theory
"[""four""]",who did the theme song for danny phantom
"[""King Edward Peak""]",when did the song drift away come out
"[""those that have died""]",how many country are there in the world cup
"[""Edwin Hubble""]",who plays del boy in rock and chips
"[""Lacey Turner""]",where did the name kellogg's come from
"[""Thurl Ravenscroft""]",who played anakin skywalker in star wars the phantom menace
"[""In 1995""]",what films has the song sweet home alabama been in
"[""rose window""]",who had the best batting average in baseball history
"[""eastward, in prograde motion""]",triple h mick foley hell in a cell
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who wrote all we are is dust in the wind
"[""V8 engine""]",when did lion king come out in theaters
"[""West Indies""]",who sings the song save a horse ride a cowboy
"[""Spanish""]",who wrote the song i love a rainy night
"[""Atlanta–Fulton County Stadium""]",how many episodes in the first season of lost in space
"[""January 11, 1970""]",who is the girl in how you remind me
"[""1984""]",at present in which state is the nathulla pass
"[""Prince Phillip""]",who plays sonny in love's long journey
"[""unknown""]",who wrote the song if i were a rich man
"[""Phillip Alford""]",repetitive dna at the end of a eukaryotic chromosome
"[""In 1995""]",where was the el niño phenomena first recognized
"[""1,089 sq ft""]",when was the first version of word released
"[""July 16, 2017""]",names of the metropolitan municipalities in south africa
"[""State governments""]",how many episodes are there in doc martin series 7
"[""1984""]",how many emmys did saturday night live win
"[""42""]",what is the costliest natural disaster in us history
"[""1981""]",who did chris carter play for last year
"[""9""]",inner lining of the fibrous pericardium is formed by
"[""Spectre""]",who was andy's girlfriend on the andy griffith show
"[""Islamic prophet Muhammad""]",where did the spanish american war of independence take place
"[""March 27, 2018""]",when did the rams come to st louis
"[""Lacey Turner""]",when was the last time england made the quarter final world cup
"[""eastward, in prograde motion""]",how many episodes is terrace house opening new doors
"[""2015""]",what kind of ape is king louie in jungle book
"[""1984""]",8th president of the united states of america
"[""Sarabi""]",where was the final episode of the bachelorette 2018 filmed
"[""Spanish""]",the most intense roller coaster in the world
"[""eastward, in prograde motion""]",how many mlb no hitters have there been
"[""Calcium ions""]",how many species of snakes are in alabama
