method,number,orbital_period,mass,distance,year
Radial Velocity,1,3.33714,,25.2,2012
Radial Velocity,1,62.218,0.229,11.11,2003
Radial Velocity,1,387.1,,168.92,2011
Radial Velocity,1,874.774,2.21,,2008
Radial Velocity,1,4.230785,,15.36,1995
Radial Velocity,1,431.8,3.1,,2011
Transit,2,5.487,,,2013
Transit,1,4.465633,,,2012
Transit,1,2.9036747,,345.0,2012
Transit,1,6.24658,,1030.0,2013
Radial Velocity,1,26.73,,94.07,2006
Radial Velocity,1,176.3,2.9,126.1,2010
Imaging,1,,,52.03,2012
Transit,2,10.9129343,,,2012
Microlensing,1,3600.0,,,2005
Radial Velocity,4,310.55,,15.28,2006
Radial Velocity,1,874.774,2.21,56.95,2008
Transit,1,3.0678504,,,2012
Radial Velocity,1,326.6,1.3,136.8,2011
Radial Velocity,1,777.0,,53.28,2009
Transit,3,,,135.0,2012
Transit,1,1.2119189,,,2002
Radial Velocity,3,1050.3,4.95,16.13,2010
Radial Velocity,6,49.747,,39.39,2010
Radial Velocity,1,279.8,1.37,90.33,2008
Radial Velocity,1,1.3283,18.37,43.03,2003
Transit,1,4.411953,,160.0,2012
Microlensing,1,,,,2010
Transit,1,,,,2011
Radial Velocity,1,591.9,1.9,36.02,2006
Radial Velocity,1,279.8,1.37,90.33,2008
Transit,1,0.925542,,470.0,2014
Radial Velocity,3,32.03,,25.87,2011
Transit,2,35.736,,,2013
Radial Velocity,1,75.523,,,2000
Transit,2,12.883,,,2012
Radial Velocity,2,2500.0,7.0,121.36,2008
Transit,2,42.1516418,,,2012
Transit,4,54.32031,,,2013
Imaging,1,,,40.85,2006
Transit,2,38.5583038,,,2012
Radial Velocity,1,989.2,0.94,17.35,2006
Transit,1,2.34121242,,,2010
Radial Velocity,1,418.2,2.51,80.58,2007
Radial Velocity,1,133.71,,17.62,2000
Transit,1,3.7681,,920.0,2011
Radial Velocity,4,241.258,,13.47,1999
Transit,1,2.4238039,,,2011
Radial Velocity,2,12.62,,,2013
Radial Velocity,3,18.315,0.0085,,2011
Transit,1,95.2738,,460.0,2009
Transit,2,42.6318,,2100.0,2011
Radial Velocity,2,37.91,0.0788,,2008
Transit,1,2.797436,,,2011
Transit,3,8.9193459,,,2012
Transit,1,3.6623866,,240.0,2012
Radial Velocity,1,903.3,1.85,13.79,2003
Radial Velocity,2,4046.0,,38.52,2011
Radial Velocity,1,20.8133,,42.0,2005
Radial Velocity,1,361.1,0.9,132.8,2011
Radial Velocity,1,2209.0,,45.23,2012
Radial Velocity,2,408.6,,68.54,2004
Radial Velocity,1,572.38,7.75,,1999
Transit,2,27.9481449,,,2012
Transit,2,7.2037945,,,2012
Radial Velocity,1,21.21663,,78.25,2007
Radial Velocity,1,653.22,,33.46,2002
Transit,2,13.83989,,470.0,2012
Transit,1,2.810595,,193.0,2011
Radial Velocity,1,479.0,1.6,114.55,2009
Radial Velocity,3,14.025,,25.59,2011
Radial Velocity,6,4.3123,0.0126,,2008
Radial Velocity,1,663.0,,115.47,2009
Radial Velocity,1,2819.654,9.17,54.71,2002
Radial Velocity,1,,,170.07,2009
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,1,18.179,,86.88,2006
Transit,4,22.342989,,,2013
Transit,1,3.161575,,,2011
Transit,3,6.88705,,,2014
Radial Velocity,1,5.8881,0.367,53.08,2013
Transit,3,85.312,,,2012
Radial Velocity,1,388.0,,20.98,2005
Radial Velocity,1,1143.0,,28.88,2003
Microlensing,1,,,,2009
Radial Velocity,3,59.519,,26.91,2011
Transit,1,1.7635892,,,2011
Radial Velocity,1,4.6938,0.035,,2007
Radial Velocity,2,820.3,,,2014
Transit,1,2.204737,,320.0,2008
Radial Velocity,1,499.4,2.73,,2008
Radial Velocity,1,39.845,,17.43,1997
Transit,3,5.398763,,,2012
Radial Velocity,2,127.58,5.9,164.2,2008
Radial Velocity,2,9017.8,,44.8,2011
Radial Velocity,1,647.3,4.0,221.24,2011
Transit,1,4.885525,,,2009
Transit,1,13.2406,,345.0,2010
Radial Velocity,1,2208.0,,44.54,2012
Transit,1,4.60358,,,2014
Transit,3,12.7204,,,2011
Radial Velocity,1,351.5,,,2007
Radial Velocity,1,993.3,10.3,,2008
Transit,2,17.2513,,,2011
Radial Velocity,1,2582.7,1.71,,2005
Radial Velocity,2,19.382,,66.89,2013
Radial Velocity,2,1353.6,,37.84,2008
Radial Velocity,2,,2.1,52.72,2006
Radial Velocity,3,952.0,,,2009
Transit,3,14.85888,,,2011
Radial Velocity,2,1749.5,,37.88,2000
Radial Velocity,1,396.03,,131.75,2010
Radial Velocity,1,1214.0,1.5,89.13,2006
Radial Velocity,4,3848.86,,,2010
Transit,1,17.833648,,132.0,2013
Radial Velocity,1,2502.0,,3.22,2000
Transit,1,4.353011,,,2009
Transit,1,1.420033,,,2010
Radial Velocity,1,2209.0,,45.23,2012
Radial Velocity,2,58.11289,8.02,37.88,1998
Transit,1,68.9584,,,2014
Transit,2,88.505,,,2013
Radial Velocity,2,44.236,,42.68,2009
Transit,2,17.2513,,,2011
Radial Velocity,1,2288.0,0.82,12.12,2009
Radial Velocity,1,359.9,4.6,,2007
Radial Velocity,6,51.76,0.0164,12.83,2012
Radial Velocity,3,14.025,,,2011
Transit,5,,,,2014
Radial Velocity,2,452.8,,74.79,2010
Transit,1,2.3114243,,310.0,2013
Transit,2,,,,2014
Transit,2,10.9129343,,,2012
Radial Velocity,1,691.9,,81.5,2012
Radial Velocity,1,1290.0,,67.02,2009
Transit,2,22.951,,,2013
Radial Velocity,1,516.22,,,2009
Radial Velocity,1,192.0,,,2013
Radial Velocity,2,53.832,,28.6,2011
Radial Velocity,1,890.76,,48.95,2004
Radial Velocity,3,25.6,,14.97,2013
Radial Velocity,1,1840.0,1.6,67.61,2009
Radial Velocity,2,12.62,,68.59,2013
Transit,1,1.420033,,,2010
Transit,1,1.420033,,,2010
Radial Velocity,1,111.7,2.1,14.9,2009
Transit,1,3.7354417,,400.0,2009
Transit,1,3.0927616,,90.0,2008
Transit,5,,,,2011
Transit,1,4.954658,,140.0,2008
Transit,1,3.361006,,,2009
Imaging,1,,,,2008
Transit,1,4.086052,,380.0,2012
Radial Velocity,1,798.5,,21.41,1996
Transit,7,8.719375,,780.0,2013
Radial Velocity,5,44.38,,12.53,2004
Transit,2,49.532,,1500.0,2012
Transit,1,3.030065,,152.3,2004
Transit,2,12.2829,,,2011
Radial Velocity,1,3.024,0.249,33.41,2000
Transit,2,24.806,,,2013
Radial Velocity,1,6.495,,121.07,2010
Transit,5,19.57706,,,2011
Radial Velocity,2,3186.0,,46.84,2012
Radial Velocity,5,44.38,,12.53,2004
Transit,1,2.838971,,,2012
Transit,2,10.7421,,800.0,2011
Radial Velocity,2,18.357,0.039,,2013
Radial Velocity,1,2157.0,,30.88,2009
Transit,1,2.810595,,193.0,2011
Radial Velocity,2,17.054,0.087,17.99,2004
Radial Velocity,1,1845.0,0.95,,2010
Transit,1,,,260.0,2013
Transit,2,9.37647,,,2012
Radial Velocity,4,643.25,,15.28,2000
Transit,1,3.5327313,,300.0,2010
Transit,2,22.804,,,2013
Radial Velocity,1,323.6,2.7,,2008
Radial Velocity,3,346.6,0.396,64.56,2007
Radial Velocity,1,10.7085,1.04,29.76,1999
Radial Velocity,1,538.0,1.83,,2007
Radial Velocity,1,792.6,,58.17,2012
Transit,1,0.94145299,,105.49,2009
Transit,2,10.95416,,339.0,2013
Radial Velocity,1,356.0,,131.41,2009
Radial Velocity,3,952.0,,52.88,2009
Radial Velocity,1,951.0,,40.75,2001
Transit,1,3.234723,,,2009
Radial Velocity,3,2391.0,0.54,,2001
Transit,1,3.21346,,,2009
Transit,2,24.806,,,2013
Radial Velocity,2,7.8543,0.054,56.92,2013
Radial Velocity,2,37.91,0.0788,33.98,2008
Transit,1,,,,2013
Radial Velocity,3,197.0,,12.58,2006
Radial Velocity,1,1035.7,0.79,32.83,2011
Transit,1,5.6334729,,135.32,2007
Imaging,1,,,52.4,2004
Microlensing,2,,,,2012
Radial Velocity,1,358.0,,32.62,2009
Transit,1,4.1137912,,124.22,2012
Transit,2,,,,2013
Eclipse Timing Variations,2,3321.0,,,2008
Transit,1,4.954658,,140.0,2008
Radial Velocity,2,408.6,,68.54,2004
Radial Velocity,6,20.432,,12.83,2008
Radial Velocity,1,,0.197,59.7,2002
Transit,1,1.091423,,,2008
Transit,1,4.8878162,,38.0,2008
Radial Velocity,2,12.62,,68.59,2013
Imaging,1,,,91.83,2013
Transit,2,,,,2012
Transit,5,10.3117,,,2014
Radial Velocity,1,18.20163,3.7,37.35,1999
Radial Velocity,1,1145.0,,,2007
Transit,2,,,,2014
Radial Velocity,1,1840.0,1.6,67.61,2009
Radial Velocity,1,663.0,3.3,115.47,2009
Transit,1,1.72086123,,1056.0,2014
Transit,2,7.81254,,,2012
Radial Velocity,1,1.3283,18.37,,2003
Transit,6,22.6845,,613.0,2010
Radial Velocity,1,417.9,,,2012
Radial Velocity,1,36.96,,93.2,2007
Transit,2,8.306,,,2012
Radial Velocity,1,269.3,,77.4,2006
Transit,1,6.871815,,110.0,2010
Transit,1,131.458,,1645.0,2011
Radial Velocity,1,956.0,,55.93,2009
Radial Velocity,1,521.0,1.8,,2011
Transit,1,4.1250828,,293.0,2008
Transit,3,5.859944,,,2012
Imaging,1,,,,2010
Radial Velocity,1,269.3,7.1,77.4,2006
Radial Velocity,1,269.3,,77.4,2006
Radial Velocity,3,31.56,0.038,12.58,2006
Radial Velocity,4,1276.46,4.132,13.47,1999
Radial Velocity,1,1973.0,2.82,55.04,2005
Transit,2,12.513,,,2012
Transit,2,303.137,,1500.0,2012
Transit,1,7.919585,,125.0,2012
Radial Velocity,2,7.8543,,56.92,2013
Radial Velocity,3,16.546,,,2011
Radial Velocity,2,10.866,0.0097,21.52,2011
Transit,5,5.90124,,,2011
Transit,5,21.77596,,,2011
Radial Velocity,1,6.958,0.34,,2014
Transit,1,4.457243,,,2012
Radial Velocity,2,127.58,5.9,,2008
Transit,2,114.73635,,,2013
Radial Velocity,2,607.06,,25.7,2008
Transit,1,3.052401,,,2010
Transit,2,7.8773565,,,2012
Transit,1,1.327347,,317.0,2011
Transit,5,6.098493,,,2011
Radial Velocity,3,580.0,0.947,135.0,2012
Radial Velocity,6,122.72,,39.39,2010
Radial Velocity,1,1311.0,,33.29,2002
Radial Velocity,1,8.7836,,9.42,2008
Radial Velocity,1,4218.0,1.88,45.52,2009
Radial Velocity,2,621.99,,,2009
Transit,1,4.465633,,330.0,2012
Transit,4,13.5708,,,2014
Transit,5,8.7522,,303.0,2011
Transit,1,1.9000693,,870.0,2011
Transit,5,10.854092,,,2011
Radial Velocity,1,1114.0,,35.0,2002
Transit,1,1.9000693,,,2011
Transit,2,50.447,,,2013
Transit,5,7.07142,,,2014
Transit,1,2.152226,,147.0,2007
Radial Velocity,3,18.315,0.0085,,2011
Transit,1,3.646706,,,2011
Transit,1,95.2738,,460.0,2009
Radial Velocity,1,,,28.94,1999
Transit,1,2.691548,,322.0,2014
Transit,2,42.994,,,2013
Transit,2,2.58664,,,2014
Radial Velocity,1,2157.0,,30.88,2009
Transit,4,23.9802,,,2014
Transit,1,3.553945,,492.0,2007
Imaging,1,,,,2010
Radial Velocity,1,181.4,,,2013
Radial Velocity,6,256.2,,6.8,2013
Radial Velocity,1,500.0,1.07,27.13,2002
Radial Velocity,3,32.03,,25.87,2011
Imaging,4,18000.0,,39.94,2010
Radial Velocity,3,2473.0,8.06,64.56,2003
Radial Velocity,6,256.2,,6.8,2013
Transit Timing Variations,2,160.0,,,2011
Transit,1,3.7354417,,400.0,2009
Radial Velocity,3,,0.527,,2011
Radial Velocity,1,380.85,,44.5,2008
Transit,5,267.291,,368.0,2013
Radial Velocity,2,161.97,,55.31,2012
Transit,1,3.54387,,,2012
Radial Velocity,1,1475.0,,72.57,2009
Radial Velocity,1,388.0,9.1,,2005
Radial Velocity,1,1244.0,,,2009
Transit,5,10.3117,,,2014
Radial Velocity,1,1475.0,7.0,72.57,2009
Transit,1,4.1137912,,,2012
Imaging,4,18000.0,,39.94,2010
Radial Velocity,1,25.827,0.178,38.02,2004
Transit,1,1.62843142,,300.0,2008
Radial Velocity,1,392.6,0.91,,2011
Radial Velocity,2,2500.0,7.0,121.36,2008
Transit,4,10.423648,,,2013
Radial Velocity,3,51.284,,38.01,2011
Imaging,1,,,,2008
Transit,1,1.5089557,,,2008
Transit,2,15.09,,,2013
Radial Velocity,1,1973.0,,,2005
Transit,2,5.005425,,354.0,2011
Radial Velocity,1,1951.0,,57.21,2008
Transit,2,6.48163,,,2014
Radial Velocity,1,1117.0,,56.18,2010
Radial Velocity,1,4100.0,2.3,,2013
Transit,1,3.89713,,770.0,2011
Transit,1,2.150008,,283.0,2011
Radial Velocity,1,70.46,,30.5,2005
Radial Velocity,1,3.51,,28.94,1999
Transit,2,26.136,,,2013
Transit,2,44.347,,,2013
Transit,1,9.24285,,1230.0,2011
Radial Velocity,1,8.428198,14.4,31.26,2002
Radial Velocity,1,464.3,2.0,,2009
Transit,6,10.3039,,,2010
Radial Velocity,1,48.056,,51.26,2005
Radial Velocity,2,75.29,,69.44,2010
Radial Velocity,2,1155.7,,55.31,2012
Transit,3,1.865169,,38.7,2011
Transit,1,0.78884,,250.0,2009
Radial Velocity,1,1096.2,,29.55,2011
Microlensing,1,,,,2013
Radial Velocity,6,51.76,0.0164,12.83,2012
Transit,2,,,1200.0,2011
Transit,1,3.94150685,,,2006
Microlensing,1,1970.0,,,2010
Radial Velocity,1,185.84,4.8,76.39,2008
Transit,1,5.6334729,,135.32,2007
Transit,1,3.764825,,,2010
Transit,5,27.4536,,,2014
Radial Velocity,2,9017.8,,44.8,2011
Transit,5,7.07142,,,2014
