subject,timepoint,event,region,signal
s3,14,cue,frontal,0.035042945426957
s2,17,cue,frontal,0.072417817675816
s1,3,cue,frontal,0.025116729344031
s0,6,cue,frontal,-0.012400509980801
s13,11,cue,frontal,0.07330029649472
s5,16,cue,frontal,-0.020131686261585
s12,7,cue,frontal,0.059699231889911
s11,2,cue,frontal,-0.087363233904254
s10,11,cue,frontal,0.00355504935689
s9,16,cue,frontal,-0.060705304426903
s8,3,cue,frontal,0.025317978713364
s7,11,cue,frontal,-0.093760392455319
s6,9,cue,frontal,0.015879385204617
s4,14,cue,frontal,0.051787773648419
s3,1,cue,frontal,-0.003456053049583
s2,12,cue,frontal,-0.024618320780079
s1,13,cue,frontal,-0.038230394332526
s0,9,cue,frontal,-0.073815882325863
s13,14,cue,frontal,0.03843080509404
s5,11,cue,frontal,-0.01956606343956
s12,2,cue,frontal,0.066359336188304
s11,2,cue,frontal,0.028710218282492
s10,0,cue,frontal,-0.102699632478586
s9,12,cue,frontal,0.061008333541898
s8,15,cue,frontal,-0.047198510785492
s7,13,cue,frontal,0.080407412037683
s6,16,cue,frontal,-0.059266761307402
s4,2,cue,frontal,0.047355856207914
s3,0,cue,frontal,0.032556357915766
s2,2,cue,frontal,-0.065941328043031
s1,13,cue,frontal,0.010285024460211
s0,13,cue,frontal,-0.082082287155771
s13,14,cue,frontal,-0.028663079960359
s5,16,cue,frontal,-0.061259498002856
s12,15,cue,frontal,-0.02446791942607
s11,13,cue,frontal,0.012569887300038
s10,8,cue,frontal,0.043316873240896
s9,0,cue,frontal,-0.001810094401111
s8,9,cue,frontal,-0.057922241290089
s7,10,cue,frontal,0.000905031076503
s6,3,cue,frontal,-0.017861492708696
s4,10,cue,frontal,0.044520328541999
s3,14,cue,frontal,-0.028838082569589
s2,8,cue,frontal,-0.013052008916329
s1,14,cue,frontal,0.068968044408785
s0,15,cue,frontal,-0.099793369300491
s13,14,cue,frontal,-0.021227882328861
s5,18,cue,frontal,-0.017919651669336
s12,7,cue,frontal,-0.021141339983364
s11,4,cue,frontal,-0.036736097400595
s10,2,cue,frontal,-0.071438470324982
s9,1,cue,frontal,-0.005258626508662
s8,4,cue,frontal,-0.02122932693157
s7,0,cue,frontal,0.055145621174167
s6,5,cue,frontal,-0.031394294464987
s4,10,cue,frontal,0.007922111669477
s3,2,cue,frontal,-0.027206224414672
s2,10,cue,frontal,-0.073870297200424
s1,11,cue,frontal,-0.01367958580769
s0,11,cue,frontal,0.033040265370119
s13,13,cue,frontal,-0.03312031968928
s5,2,cue,frontal,-0.057213407430408
s12,16,cue,frontal,-0.056379328737912
s11,13,cue,frontal,0.048353582018038
s10,0,cue,frontal,0.023797242028432
s9,6,cue,frontal,-0.027865036210062
s8,17,cue,frontal,-0.013664370149506
s7,16,cue,frontal,-0.009069674360476
s6,10,cue,frontal,-0.029749894124453
s4,6,cue,frontal,-0.039899090809897
s3,3,cue,frontal,-0.017044685534041
s2,4,cue,frontal,-0.019207599362236
s1,18,cue,frontal,0.009958145517794
s0,15,cue,frontal,-0.033095425155385
s13,0,cue,frontal,-0.075411878832935
s5,9,cue,frontal,-0.040995034904626
s12,16,cue,frontal,0.020083925372381
s11,2,cue,frontal,-0.029689869336002
s10,1,cue,frontal,-0.05248558540992
s9,18,cue,frontal,0.035365671596633
s8,1,cue,frontal,0.008902069853128
s7,8,cue,frontal,-0.037938490206316
s6,17,cue,frontal,-0.004626575505933
s4,15,cue,frontal,-0.020582202896464
s3,17,cue,frontal,-0.00967426177141
s2,6,cue,frontal,-0.023335419878895
s1,15,cue,frontal,0.0085497828696
s0,6,cue,frontal,-0.014943556504321
s13,1,cue,frontal,-0.043809366543724
s5,5,cue,frontal,-0.030886632201915
s12,17,cue,frontal,0.050438324536133
s11,9,cue,frontal,-0.03001620744469
s10,18,cue,frontal,-0.005863771493238
s9,3,cue,frontal,-0.035809557916489
s8,15,cue,frontal,-0.067260663348833
s7,16,cue,frontal,-0.040996278215339
s6,17,cue,frontal,0.012288992224518
s4,14,cue,frontal,-0.001138354829955
s3,8,cue,frontal,0.1399402555424
s2,15,cue,frontal,-0.091902821942319
s1,1,cue,frontal,-0.108543559573544
s0,15,cue,frontal,0.029271537538142
s13,18,cue,frontal,-0.054875390481095
s5,5,cue,frontal,-0.005135215381986
s12,11,cue,frontal,0.086773092054419
s11,17,cue,frontal,-0.074778639170983
s10,6,cue,frontal,-0.046423003762041
s9,11,cue,frontal,0.054892839274545
s8,5,cue,frontal,-0.010685065743673
s7,7,cue,frontal,-0.036197271639701
s6,16,cue,frontal,-0.045162725470078
s4,4,cue,frontal,0.006409579016358
s3,13,cue,frontal,0.058193430568914
s2,13,cue,frontal,0.018428921092933
s1,11,cue,frontal,0.057259794259325
s0,0,cue,frontal,-0.087465105647708
s13,4,cue,frontal,-0.042263071683196
s5,9,cue,frontal,-0.057439829456617
s12,16,cue,frontal,-0.048502418893658
s11,7,cue,frontal,0.037556577821846
s10,16,cue,frontal,0.004944790748159
s9,10,cue,frontal,0.030570540428246
s8,14,cue,frontal,0.033875345871906
s7,15,cue,frontal,0.020601028195784
s6,11,cue,frontal,0.02969814223447
s4,9,cue,frontal,-0.017087909125948
s3,14,cue,frontal,0.015659030109056
s2,10,cue,frontal,-0.051098080060134
s1,18,cue,frontal,0.075174385191284
s0,11,cue,frontal,-0.001066270492682
s13,5,cue,frontal,0.056675862470057
s5,15,cue,frontal,0.002363118493211
s12,0,cue,frontal,0.005079749584145
s11,5,cue,frontal,-0.03789627049103
s10,10,cue,frontal,-0.076402912456921
s9,14,cue,frontal,0.046664284495341
s8,2,cue,frontal,-0.03402059637185
s7,0,cue,frontal,-0.07329116844648
s6,11,cue,frontal,0.060912557350173
s4,3,cue,frontal,0.000637423387329
s3,6,cue,frontal,-0.037404642021347
s2,2,cue,frontal,-0.070888062974866
s1,16,cue,frontal,0.053981205377301
s0,3,cue,frontal,-0.031104499717922
s13,1,cue,frontal,0.014190362336707
s5,1,cue,frontal,-0.008179714829601
s12,12,cue,frontal,0.014719645063639
s11,15,cue,frontal,0.001256673439669
s10,2,cue,frontal,0.03941530022108
s9,18,cue,frontal,-0.009512363794824
s13,5,cue,frontal,-0.03385469238748
s5,6,cue,frontal,-0.101510440065161
s6,3,cue,frontal,0.0019628722755
s4,14,cue,frontal,-0.00373275898889
s3,8,cue,frontal,-0.061864975340191
s2,11,cue,frontal,-0.019806584801127
s1,12,cue,frontal,-0.046613863609949
s0,16,cue,frontal,-0.033543215923951
s13,10,cue,frontal,-0.007130095663011
s5,13,cue,frontal,-0.04051527765695
s12,16,cue,frontal,-0.095598411013914
s11,0,cue,frontal,-0.059993220957152
s10,1,cue,frontal,0.021077940669719
s9,10,cue,frontal,-0.025516949241076
s8,15,cue,frontal,0.026798232842638
s7,7,cue,frontal,0.000026628491703
s6,4,cue,frontal,-0.067132994573623
s4,15,cue,frontal,-0.067605982618184
s3,6,cue,frontal,-0.01745537829412
s2,8,cue,frontal,0.067869489843832
s1,0,cue,frontal,0.019758705352174
s0,13,cue,frontal,0.003144697241319
s13,11,cue,frontal,-0.065429948701086
s5,8,cue,frontal,-0.050626544517438
s12,16,cue,frontal,0.013859331848561
s11,14,cue,frontal,0.033882807349268
s10,9,cue,frontal,0.022860687611239
s9,7,cue,frontal,0.09026247251932
s8,10,cue,frontal,0.049578549055038
s7,16,cue,frontal,0.014439862807492
s6,8,cue,frontal,0.059906092890802
s4,13,cue,frontal,-0.014593966117087
s3,14,cue,frontal,-0.032936138793214
s2,1,cue,frontal,-0.011299397320525
s1,4,cue,frontal,-0.067401027562586
s0,1,cue,frontal,0.010555479348126
s13,10,cue,frontal,-0.076058548677706
s5,9,cue,frontal,0.002864366882097
s12,11,cue,frontal,-0.026254715378546
s11,11,cue,frontal,-0.095645696022007
s10,17,cue,frontal,-0.022392194740875
s9,11,cue,frontal,-0.132702579513591
s8,17,cue,frontal,0.070915283699218
s7,15,cue,frontal,0.026921389236552
s6,12,cue,frontal,0.046586942238895
s4,11,cue,frontal,-0.057266511973836
s3,8,cue,frontal,0.008739195092101
s2,16,cue,frontal,-0.031148932754276
s1,7,cue,frontal,-0.037597253914753
s0,3,cue,frontal,-0.051680512290326
s13,14,cue,frontal,-0.00683043358215
s5,10,cue,frontal,-0.064337556558321
s12,8,cue,frontal,0.073248041815226
s11,7,cue,frontal,-0.043987525875191
s10,18,cue,frontal,-0.11346729258457
s9,2,cue,frontal,0.089132935553965
s8,18,cue,frontal,0.022756127374501
s7,6,cue,frontal,-0.009343970591153
s6,8,cue,frontal,-0.091029674854242
s4,14,cue,frontal,0.060689298174744
s3,6,cue,frontal,-0.048674773873276
s2,15,cue,frontal,-0.007811677752372
s1,5,cue,frontal,-0.001074925355796
s0,6,cue,frontal,-0.028758744154188
s13,0,cue,frontal,0.054240122341502
s5,9,cue,frontal,0.017757708333271
s12,2,cue,frontal,0.01194015795209
s11,16,cue,frontal,0.089406256446642
s10,0,cue,frontal,-0.040222300802543
s9,5,cue,frontal,0.067634621103221
s8,3,cue,frontal,0.067211345802901
s7,10,cue,frontal,0.009618347360954
s6,17,cue,frontal,-0.028712309276474
s4,10,cue,frontal,-0.050300843650231
s3,3,cue,frontal,0.025361776311008
s2,15,cue,frontal,-0.006003631510309
s1,11,cue,frontal,0.018381439842977
s0,7,cue,frontal,-0.076270583506908
s13,14,cue,frontal,0.043703246273761
s5,17,cue,frontal,-0.034273011650409
s12,14,cue,frontal,0.003935823684372
s11,18,cue,frontal,0.006547606833456
s10,5,cue,frontal,-0.055882614884782
s9,4,cue,frontal,0.005805409209671
s8,0,cue,frontal,0.015863673374789
s7,13,cue,frontal,0.003811140677241
s6,3,cue,frontal,-0.084778280445754
s4,9,cue,frontal,-0.038293136409178
s3,6,cue,frontal,0.035272596050476
s2,5,cue,frontal,0.012770940015467
s1,18,cue,frontal,-0.061420919662466
s0,18,cue,frontal,0.008334306094778
s13,13,cue,frontal,-0.020637410550039
s5,2,cue,frontal,0.127775123995228
s12,18,cue,frontal,0.034962994972953
s11,3,cue,frontal,0.105233206395019
s10,16,cue,frontal,0.007969693545266
s9,13,cue,frontal,0.017303914471157
s8,16,cue,frontal,-0.027079221299955
s7,16,cue,frontal,0.065769128610258
s6,16,cue,frontal,-0.081431628926462
s4,11,cue,frontal,0.009485554596531
s3,13,cue,frontal,-0.057158885624137
s2,12,cue,frontal,-0.024280769127712
s1,10,cue,frontal,0.013613731068174
s0,9,cue,frontal,-0.002342979910377
s13,17,cue,frontal,-0.089364018766326
s5,10,cue,frontal,0.085559392000776
s12,17,cue,frontal,-0.007461221377335
s11,9,cue,frontal,-0.041280795742866
s10,7,cue,frontal,-0.03109279691008
s9,7,cue,frontal,0.025289920407715
s8,12,cue,frontal,0.052953547064189
s7,8,cue,frontal,0.031773815041709
s6,9,cue,frontal,0.05786266166215
s4,17,cue,frontal,-0.055802277578046
s3,0,cue,frontal,0.016943854073029
s2,4,cue,frontal,0.069786034416728
s1,3,cue,frontal,-0.010528499434288
s0,14,cue,frontal,0.061133871727214
s13,3,cue,frontal,-0.071237887217247
s5,13,cue,frontal,0.023104888656664
s12,18,cue,frontal,0.046110365380425
s11,3,cue,frontal,-0.057956220821599
s10,9,cue,frontal,-0.020226493113315
s9,9,cue,frontal,-0.093062472479246
s8,15,cue,frontal,0.03964184172505
s7,1,cue,frontal,-0.006263655066649
s6,8,cue,frontal,0.022051720082049
s4,18,cue,frontal,-0.090302433983453
s3,18,cue,frontal,0.03510538731887
s2,6,cue,frontal,0.0511670306635
s1,7,cue,frontal,-0.072616252658093
s0,13,cue,frontal,0.072031583622428
s13,16,cue,frontal,-0.002644074975869
s5,18,cue,frontal,0.002926135425266
s12,0,cue,frontal,0.023083867025508
s11,3,cue,frontal,-0.060432759146924
s10,0,cue,frontal,-0.135409301481221
s9,8,cue,frontal,-0.025205019114991
s8,6,cue,frontal,-0.096647148443135
s7,13,cue,frontal,0.000879377020046
s6,5,cue,frontal,-0.038810052143288
s4,5,cue,frontal,0.005848836992374
s3,14,cue,frontal,0.004492921692963
s2,1,cue,frontal,0.036392117099898
s1,8,cue,frontal,-0.027967015011412
s0,13,cue,frontal,-0.029203571900919
s13,11,cue,frontal,-0.022147136079309
s5,1,cue,frontal,-0.057895510344163
s12,5,cue,frontal,-0.021527699977159
s11,11,cue,frontal,0.019578615392415
s10,5,cue,frontal,-0.027050717321216
s9,10,cue,frontal,0.037983234520451
s8,2,cue,frontal,-0.039041380827187
s7,11,cue,frontal,0.012284451586807
s6,15,cue,frontal,-0.085710379442874
s4,6,cue,frontal,-0.079061048775919
s3,14,cue,frontal,0.068603795960243
s2,3,cue,frontal,-0.019723077737687
s1,0,cue,frontal,-0.051641518793084
s0,11,cue,frontal,-0.081747617308383
s13,5,cue,frontal,0.022244726607448
s5,5,cue,frontal,-0.025735953237677
s12,9,cue,frontal,-0.039215023683564
s11,15,cue,frontal,0.068803933061751
s10,18,cue,frontal,0.045386286157124
s9,2,cue,frontal,0.011087782147855
s8,7,cue,frontal,0.028897418378652
s7,12,cue,frontal,0.076035198031574
s6,15,cue,frontal,0.047919150385931
s4,11,cue,frontal,0.024338292845265
s3,14,cue,frontal,0.116417883820233
s2,12,cue,frontal,-0.075059988940249
s1,14,cue,frontal,0.071536701241657
s0,17,cue,frontal,-0.114946124296715
s13,0,cue,frontal,0.034682553948545
s5,18,cue,frontal,0.009369498925153
s12,14,cue,frontal,-0.077408739294158
s11,11,cue,frontal,0.02322782994237
s10,17,cue,frontal,-0.039097060315122
s9,3,cue,frontal,0.074198440618327
s8,16,cue,frontal,-0.040136868802022
s7,17,cue,frontal,-0.04802185085627
s6,16,cue,frontal,-0.029213902843702
s4,15,cue,frontal,-0.062842569190611
s3,1,cue,frontal,0.011295726133562
s2,1,cue,frontal,-0.049351803659359
s1,8,cue,frontal,0.051239470689861
s0,18,cue,frontal,-0.032252948523296
s13,2,cue,frontal,-0.185217059569495
s5,18,cue,frontal,-0.072547865861985
s12,17,cue,frontal,-0.052807976551945
s11,12,cue,frontal,-0.056103699384677
s10,10,cue,frontal,-0.030162951148102
s9,8,cue,frontal,0.057893132381032
s8,5,cue,frontal,0.023551086319847
s7,9,cue,frontal,-0.046174158004947
s6,10,cue,frontal,0.043593581231677
s4,9,cue,frontal,-0.09006845405935
s3,5,cue,frontal,-0.093206974816283
s2,17,cue,frontal,-0.029692164319464
s1,17,cue,frontal,-0.019165396949555
s0,17,cue,frontal,0.049293151510837
s13,14,cue,frontal,-0.070926836879045
s5,2,cue,frontal,0.051608144024899
s12,17,cue,frontal,-0.037151668836884
s11,18,cue,frontal,-0.039653261586301
s10,14,cue,frontal,-0.008789509985739
s9,18,cue,frontal,-0.036965443387898
s8,12,cue,frontal,0.000215884350027
s7,9,cue,frontal,-0.001919873902621
s6,0,cue,frontal,-0.111775919956857
s4,4,cue,frontal,-0.041352645733973
s3,11,cue,frontal,-0.008394382224487
s2,18,cue,frontal,0.052900696604739
s1,11,cue,frontal,-0.058529571123191
s0,11,cue,frontal,0.045077151409251
s13,5,cue,frontal,-0.111749763665406
s5,6,cue,frontal,0.043262047000845
s12,10,cue,frontal,-0.023544871164709
s11,10,cue,frontal,-0.030496152002592
s10,4,cue,frontal,0.037676159423216
s9,17,cue,frontal,0.011172713374293
s8,10,cue,frontal,0.084041789453781
s7,18,cue,frontal,0.037230906869557
s6,10,cue,frontal,-0.11524250210771
s4,5,cue,frontal,0.001799444558492
s3,14,cue,frontal,-0.044010579439938
s2,6,cue,frontal,-0.078166452396397
s1,2,cue,frontal,-0.029037468166019
s0,17,cue,frontal,-0.052805742036799
s7,10,cue,frontal,0.001950135214641
