method,number,orbital_period,mass,distance,year
Radial Velocity,1,2093.3,,,2012
Transit,1,1.5089557,,,2008
Transit,1,3.5327313,,,2010
Transit,5,77.61184,,290.0,2011
Transit,2,44.347,,,2013
Eclipse Timing Variations,2,1916.25,,,2011
Radial Velocity,6,34.62,,12.83,2012
Transit,1,3.7224747,,121.7,2008
Radial Velocity,1,1038.1,1.9,54.23,2007
Transit,1,8.886593,,,2009
Transit,2,242.4613,,,2013
Transit,2,34.921,,,2013
Transit,2,9.77,,,2012
Transit,1,9.20205,,,2008
Radial Velocity,1,3416.0,,4.94,2008
Transit,3,5.398763,,135.0,2012
Transit,4,10.423648,,,2013
Radial Velocity,2,170.455,,53.82,2008
Radial Velocity,2,248.4,1.9,68.59,2013
Radial Velocity,6,62.24,,6.8,2013
Transit,6,22.6845,,613.0,2010
Radial Velocity,1,745.7,5.3,307.69,2011
Transit,2,8.92507,,,2014
Microlensing,1,,,,2013
Radial Velocity,6,49.747,0.08,39.39,2010
Transit,2,8.041,,,2013
Transit,1,2.694047,,,2012
Transit Timing Variations,2,160.0,,2119.0,2011
Radial Velocity,1,989.2,0.94,17.35,2006
Radial Velocity,6,49.747,,39.39,2010
Radial Velocity,2,1657.0,0.71,15.71,2010
Transit,1,5.452654,,257.0,2011
Transit,2,13.83989,,470.0,2012
Radial Velocity,2,2950.0,,52.83,2008
Transit,1,4.954658,,140.0,2008
Radial Velocity,2,349.7,1.25,25.64,2001
Transit,1,,,70.0,2010
Radial Velocity,2,194.3,0.85,43.4,2007
Radial Velocity,1,123.0,,43.99,2004
Transit,1,105.599,,600.0,2012
Radial Velocity,1,2063.818,,18.21,2001
Radial Velocity,2,2732.0,,56.5,2012
Radial Velocity,2,125.94,,,2013
Transit,1,3.101278,,,2004
Transit,2,179.612,,,2014
Transit,1,5.723186,,322.0,2011
Transit Timing Variations,2,160.0,,,2011
Radial Velocity,1,5144.0,,42.99,2012
Astrometry,1,246.36,,20.77,2013
Radial Velocity,1,1544.0,,98.52,2011
Transit,5,18.16406,,368.0,2013
Microlensing,1,3500.0,,,2005
Transit,1,2.2167421,,,2012
Transit,2,4.62332,,,2014
Radial Velocity,2,825.0,,68.35,2010
Radial Velocity,1,443.4,,138.5,2011
Radial Velocity,3,8.667,0.033,12.58,2006
Transit,2,71.312,,,2013
Radial Velocity,1,387.1,,,2011
Radial Velocity,1,479.1,3.88,97.28,2008
Radial Velocity,1,1159.2,1.373,,2009
Radial Velocity,3,12.083,,,2011
Eclipse Timing Variations,2,1916.25,,,2011
Transit,1,1.7635892,,,2011
Transit,2,17.9801235,,,2012
Radial Velocity,1,6.838,0.94,,2006
Radial Velocity,1,157.57,,140.85,2011
Radial Velocity,4,5.36874,0.049,6.27,2005
Transit,3,143.34394,,1400.0,2012
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,1,589.64,,10.34,2006
Radial Velocity,1,26.73,0.71,,2006
Transit,3,5.859944,,,2012
Transit,1,1.5373653,,450.0,2011
Imaging,1,8679.7,,26.67,2009
Radial Velocity,2,2277.0,0.246,38.64,2011
Imaging,1,8679.7,,,2009
Transit,1,2.204737,,,2008
Radial Velocity,1,2502.0,,,2000
Radial Velocity,1,1145.0,,64.98,2007
Radial Velocity,2,613.8,,68.35,2010
Microlensing,2,5100.0,,,2008
Radial Velocity,2,428.5,,214.0,2009
Transit,4,9.6739283,,,2012
Radial Velocity,1,418.2,2.51,80.58,2007
Radial Velocity,1,777.0,1.96,53.28,2009
Transit,1,1.4857108,,800.0,2011
Transit,2,49.412,,,2013
Radial Velocity,1,428.5,8.78,,2009
Transit,1,3.94150685,,172.0,2006
Radial Velocity,1,227.0,,,2002
Radial Velocity,2,4046.0,,,2011
Radial Velocity,1,606.4,,37.98,2009
Transit,7,59.73667,,780.0,2013
Radial Velocity,2,192.9,1.82,52.85,2009
Radial Velocity,2,1160.9,,24.15,2011
Radial Velocity,3,459.26,,26.91,2011
Radial Velocity,1,798.5,,,1996
Radial Velocity,3,459.26,,,2011
Radial Velocity,1,141.6,1.08,108.46,2007
Transit,3,85.312,,,2012
Radial Velocity,1,311.6,1.6,115.21,2013
Transit,2,23.08933,,,2014
Transit,1,2.143634,,,2011
Transit,5,41.02902,,,2011
Radial Velocity,3,,,,2007
Radial Velocity,1,3.416,0.22,74.46,2004
Radial Velocity,1,55.806,0.186,20.82,2009
Radial Velocity,2,567.0,0.33,43.53,2009
Radial Velocity,1,,,,2010
Transit,3,2.15491,,,2012
Radial Velocity,1,655.6,5.1,37.54,2008
Transit,2,,,800.0,2011
Transit,1,4.086052,,,2012
Transit,2,17.2513,,,2011
Radial Velocity,1,25.827,,38.02,2004
Radial Velocity,1,,,38.56,2002
Radial Velocity,1,589.64,2.9,10.34,2006
Transit,2,9.77,,,2012
Transit,5,3.6961219,,290.0,2011
Transit,2,8.041,,,2013
Radial Velocity,1,3999.0,,50.45,2011
Radial Velocity,1,528.4,1.21,,2003
Transit,1,3.922727,,70.0,2010
Transit,3,21.301886,,66.0,2013
Radial Velocity,2,237.6,0.33,42.09,2009
Transit,6,46.6888,,,2010
Transit,1,3.5327313,,300.0,2010
Radial Velocity,4,66.8,,6.27,2005
Transit,1,1.2119189,,,2002
Radial Velocity,1,177.11,,150.6,2011
Radial Velocity,2,2140.2,13.38,42.43,2000
Transit,2,9.37647,,,2012
Imaging,1,,,52.4,2004
Radial Velocity,1,311.288,1.94,17.24,1999
Radial Velocity,4,310.55,,15.28,2006
Radial Velocity,2,1708.0,1.92,37.16,2002
Radial Velocity,1,383.7,1.16,52.8,2007
Imaging,1,,,145.0,2013
Imaging,1,,,19.2,2011
Radial Velocity,2,1624.0,,68.54,2005
Radial Velocity,1,330.0,,38.45,2011
Transit,1,4.055259,,230.0,2011
Radial Velocity,1,1145.0,0.67,64.98,2007
Transit,1,2.484193,,260.0,2013
Radial Velocity,1,423.841,,,2000
Transit,5,7.07142,,,2014
Imaging,1,,,19.2,2011
Radial Velocity,1,2371.0,25.0,37.05,2008
Radial Velocity,3,59.519,,26.91,2011
Radial Velocity,1,331.5,,59.28,2009
Radial Velocity,3,603.0,0.079,14.97,2013
Transit,1,6.790123,,,2011
Radial Velocity,1,2093.3,,,2012
Transit,1,11.5231,,,2014
Transit,1,3.361006,,,2009
Radial Velocity,3,123.01,0.072,,2009
Transit,2,13.722341,,,2013
Radial Velocity,2,30.052,0.7,,2009
Transit,1,3.1260876,,,2011
Radial Velocity,1,501.75,6.9,,2009
Radial Velocity,1,330.0,0.223,38.45,2011
Transit,1,131.458,,,2011
Radial Velocity,3,4.215,,8.52,2009
Transit,1,3.6313,,600.0,2011
Transit,2,7.8773565,,,2012
Transit,3,45.154,,,2012
Transit,7,59.73667,,,2013
Transit,1,3.1915239,,174.0,2007
Radial Velocity,2,883.0,,74.79,2010
Transit,1,,,1230.0,2011
Transit,1,2.243752,,160.0,2008
Radial Velocity,1,3.024,0.249,33.41,2000
Radial Velocity,2,1657.0,,,2010
Radial Velocity,1,428.5,,38.52,2009
Radial Velocity,2,621.99,,,2009
Transit,1,3.332687,,542.0,2012
Radial Velocity,4,1.93778,0.021,4.7,2005
Radial Velocity,3,4.1547,,,2009
Transit,2,10.3376,,1400.0,2011
Radial Velocity,1,386.3,,34.57,2003
Radial Velocity,2,127.58,5.9,,2008
Transit,1,9.4341505,,200.0,2013
Radial Velocity,1,373.3,,121.8,2009
Radial Velocity,1,18.596,0.0193,18.08,2011
Radial Velocity,1,472.0,0.58,50.43,2010
Transit,2,0.837495,,,2011
Radial Velocity,2,2140.2,13.38,42.43,2000
Transit,6,46.6888,,613.0,2010
Radial Velocity,1,829.0,,32.7,2001
Transit,5,0.74296,,303.0,2012
Radial Velocity,1,1840.0,1.6,67.61,2009
Radial Velocity,2,5.6,,,2009
Transit,1,3.7681,,920.0,2011
Radial Velocity,2,22.656,0.0322,32.31,2011
Transit,1,2.4238039,,,2011
Radial Velocity,1,2209.0,1.06,45.23,2012
Transit,2,15.09,,,2013
Radial Velocity,1,615.0,,35.88,2011
Transit,2,27.9481449,,,2012
Radial Velocity,1,2754.0,1.78,18.06,2009
Radial Velocity,1,1845.0,0.91,8.77,2006
Transit,1,1.327347,,317.0,2011
Radial Velocity,3,147.73,,52.88,2006
Radial Velocity,1,18.596,,18.08,2011
Transit,1,9.4341505,,,2013
Radial Velocity,1,507.0,,149.03,2009
Transit,2,33.006,,,2013
Radial Velocity,2,406.6,,59.03,1999
Transit,3,12.7204,,,2011
Radial Velocity,1,181.4,,45.52,2013
Radial Velocity,1,1049.0,0.79,45.01,2009
Radial Velocity,1,,9.1,20.98,2005
Transit,1,3.94150685,,172.0,2006
Radial Velocity,2,170.455,,53.82,2008
Radial Velocity,2,352.3,,52.72,2012
Radial Velocity,2,13.505,0.0186,,2011
Radial Velocity,5,4909.0,3.53,12.53,2002
Radial Velocity,1,670.0,,110.62,2011
Transit,2,0.853585,,150.0,2009
Radial Velocity,1,2502.0,,3.22,2000
Astrometry,1,1016.0,,,2010
Transit,2,12.04,,,2012
Radial Velocity,1,2.245715,0.45,,2005
Radial Velocity,1,,,32.83,2011
Transit,5,8.7522,,303.0,2011
Transit,1,95.2738,,460.0,2009
Radial Velocity,1,610.0,,170.07,2009
Radial Velocity,1,2443.0,,54.92,2009
Radial Velocity,1,,,49.33,2009
Transit,1,2.828042,,1150.0,2010
Radial Velocity,1,1313.0,,,2010
Transit,2,5.005425,,354.0,2011
Transit,2,114.73635,,,2013
Transit,1,3.553945,,,2007
Radial Velocity,1,1845.0,0.91,8.77,2006
Transit,1,4.322482,,242.0,2010
Transit,2,10.416,,,2013
Radial Velocity,1,1251.0,,31.12,2007
Orbital Brightness Modulation,2,0.240104,,,2011
Transit,1,3.039577,,204.0,2011
Radial Velocity,2,5000.0,0.82,,2009
Transit,2,114.73635,,,2013
Transit,5,31.7844,,,2011
Transit,2,31.3309,,,2011
Radial Velocity,3,459.26,,26.91,2011
Eclipse Timing Variations,2,5767.0,,130.72,2008
Transit,2,50.447,,,2013
Transit,2,9.77,,,2012
Radial Velocity,3,580.0,0.947,135.0,2012
Transit,6,118.3807,,613.0,2010
Radial Velocity,1,2.1451,,,2012
Radial Velocity,1,528.4,,12.87,2003
Radial Velocity,2,5.6,,42.09,2009
Radial Velocity,1,4.113775,,28.98,2006
Transit,1,3.1186009,,,2009
Microlensing,2,5100.0,,,2008
Radial Velocity,1,70.46,,,2005
Transit,3,8.9193459,,,2012
Radial Velocity,2,3186.0,,46.84,2012
Radial Velocity,4,643.25,,15.28,2000
Radial Velocity,3,3.6,0.014,,2012
Radial Velocity,1,418.2,,80.58,2007
Transit,1,3.352057,,,2012
Transit,2,33.006,,,2013
Transit,2,0.66931,,,2014
Radial Velocity,3,1078.0,2.53,14.08,1996
Transit,1,5.6334729,,135.32,2007
Eclipse Timing Variations,2,3321.0,,,2008
Transit,2,2.50806,,,2014
Radial Velocity,2,1314.0,,69.44,2010
Radial Velocity,1,428.5,,,2009
Transit,5,41.02902,,,2011
Transit,1,3.0927616,,90.0,2008
Transit,1,3.030065,,152.3,2004
Radial Velocity,1,3.971,0.197,59.7,2002
Microlensing,2,5100.0,,,2008
Radial Velocity,2,127.58,5.9,,2008
Radial Velocity,4,982.0,,,2014
Radial Velocity,4,310.55,,,2006
Radial Velocity,1,20.8133,,42.0,2005
Radial Velocity,1,763.0,,19.84,2011
Transit,5,27.4536,,,2014
Radial Velocity,1,116.6884,,18.11,1996
Transit,1,0.94145299,,105.49,2009
Transit,1,4.187757,,260.0,2008
Transit,1,5.508023,,166.0,2010
Radial Velocity,2,30.052,,52.85,2009
Radial Velocity,2,530.32,,46.84,2012
Transit,1,,,297.0,2010
Radial Velocity,1,20.8133,0.172,42.0,2005
Radial Velocity,1,4218.0,1.88,45.52,2009
Radial Velocity,1,456.46,,52.63,2004
Transit,2,8.041,,,2013
Radial Velocity,3,459.26,0.121,26.91,2011
Radial Velocity,1,1475.0,,72.57,2009
Transit,4,42.8961,,,2014
Radial Velocity,1,,,33.41,2000
Radial Velocity,1,1630.0,,56.31,2012
Radial Velocity,1,511.098,,31.33,2002
Transit,7,331.60059,,780.0,2013
Radial Velocity,1,324.0,2.83,37.42,2013
Radial Velocity,2,13.186,0.0263,42.52,2011
Radial Velocity,1,2.985625,,43.53,2002
Radial Velocity,1,17.991,0.62,42.37,2005
Radial Velocity,1,3.48777,,80.0,2000
Imaging,1,,,,2010
Transit,1,228.776,,61.0,2011
Transit,1,4.942782,,,2011
Transit,1,3.21346,,550.0,2009
Transit,2,12.3335,,1200.0,2011
Radial Velocity,2,428.5,,214.0,2009
Transit,5,8.7522,,303.0,2011
Radial Velocity,1,3.33714,,25.2,2012
Transit,2,7.1073,,800.0,2011
Radial Velocity,1,500.0,,27.13,2002
Transit,1,2.17517632,,,2012
Transit,5,21.77596,,,2011
Transit,2,12.0717249,,,2012
Transit,1,1.62843142,,300.0,2008
Radial Velocity,1,15.609,,21.85,2005
Radial Velocity,1,1214.0,1.5,,2006
Radial Velocity,1,55.806,,20.82,2009
Transit,3,6.2385,,,2011
Radial Velocity,1,4.9437,,40.73,2002
Radial Velocity,3,,,,2003
Transit,1,66.262,,,2014
Radial Velocity,1,835.477,11.09,,2009
Radial Velocity,1,5501.0,,,2012
Radial Velocity,2,19.382,0.865,,2013
Transit,2,8.306,,,2012
Radial Velocity,4,241.258,1.981,13.47,1999
Transit,3,21.301886,,66.0,2013
Radial Velocity,1,1251.0,,31.12,2007
Radial Velocity,6,197.8,0.0223,12.83,2012
Transit,2,36.855,,,2013
Transit,2,13.78164,,,2014
Radial Velocity,6,,,,2008
Radial Velocity,1,986.0,0.75,,2006
Radial Velocity,2,931.0,,66.89,2013
Radial Velocity,3,14.025,0.0187,25.59,2011
Imaging,1,,,,2008
Transit,1,1.2119189,,,2002
Transit,4,43.8445,,,2014
Radial Velocity,2,10.866,,21.52,2011
Imaging,1,,,140.0,2010
Radial Velocity,1,335.1,,39.43,2009
Radial Velocity,1,3416.0,,,2008
Radial Velocity,1,572.38,7.75,41.95,1999
Transit,2,10.95416,,,2013
Radial Velocity,1,1475.0,,72.57,2009
Transit,1,2.9036747,,,2012
Radial Velocity,2,18.357,,52.03,2013
Transit,2,42.994,,,2013
Transit,4,3.743208,,,2013
