name,pop,lat,lon
Westfield,54840,36.4527597,-78.35815207
Chickasha,54658,34.6619444,-88.80970856
Cornelius,54623,37.5352799,-103.50479302
Rapid City,54620,35.9435086,-70.23462478
Northglenn,54468,35.7659912,-124.18831497
Tega Cay,54372,38.2794186,-90.13730035
Waldwick borough,54180,44.250514,-99.81167787
Denham Springs,54141,37.2045928,-75.84013491
Tomball,53856,36.288267,-119.3646307
Fletcher,53658,33.1295603,-113.73916377
Pell City,53578,31.0895849,-118.11282424
Tuscumbia,53522,37.4319216,-117.75959257
Dayton,53393,41.7110004,-89.19277668
Owasso,53210,36.2085785,-115.96011362
Gautier,53169,43.0192716,-108.51909475
Swainsboro,53064,34.1019613,-83.0757855
McFarland,53060,45.9910434,-99.4968421
Pinehurst village,52944,30.2953981,-70.72200086
West Allis,52915,46.3680601,-96.88677489
Covington,52832,49.0618757,-74.68987914
Richmond Heights,52783,35.494736,-102.27588771
Carroll,52682,37.8705677,-112.98885886
Garden City,52519,37.6880401,-82.76553697
Port Arthur,52323,35.4505844,-74.77189731
Lake Dallas,52319,37.4834278,-124.04044167
Bozeman,52012,43.079821,-78.80293997
Donaldsonville,51931,34.3528549,-72.72367988
Greensboro,51841,34.6669958,-118.65372442
Trussville,51654,35.5050797,-89.99389713
Grand Haven,51400,38.2317266,-81.46170644
Chanhassen,51386,45.9964278,-100.60573566
Rutherford borough,51304,34.5621358,-68.85779851
Howard village,51302,38.3250363,-87.68278515
Greensburg,51293,41.2857334,-82.95733466
Heber Springs,51248,39.0760183,-97.5991746
Chesapeake,51241,32.3687717,-81.26021521
Sunny Isles Beach,51176,33.2394426,-94.93130627
Moraga,51107,45.1089866,-91.2711045
Wauseon,51002,41.3724189,-88.96678695
Ankeny,50842,32.8684505,-99.04188275
Franklin Town,50782,44.3624332,-121.09751194
Newton,50753,35.5650119,-102.95641219
Wauwatosa,50633,35.2289503,-76.58692802
New Hope,50587,45.9981828,-86.77627665
Lower Burrell,50490,39.1256515,-113.8116727
Beavercreek,50254,40.1750665,-119.05179369
Endicott village,50108,35.9294372,-72.40454026
South Houston,50008,35.9736719,-69.19068965
Stoughton,49957,40.4384836,-77.64181428
Spencer,49787,34.8421619,-117.00973822
Hammonton,49682,40.1883737,-97.94360681
Friendswood,49578,36.0186397,-106.9600108
Yonkers,49407,38.2868716,-81.69813617
Brigham City,49389,47.8796724,-93.24907062
North Salt Lake,49315,43.6489002,-105.27011191
Syracuse,49289,36.1986529,-83.43946266
Bradenton,49213,36.6938882,-98.32489595
Chickasha,49189,32.9487202,-81.75679961
Kinnelon borough,49143,40.1625805,-106.37418095
Sturgeon Bay,49007,35.8364352,-76.37597497
Vacaville,48916,40.2824867,-99.68765885
Addison village,48838,26.5549263,-77.60164248
Greenville,48824,40.0157473,-87.24976791
Cleveland,48805,42.2844193,-110.20215423
Apache Junction,48804,38.0108384,-92.50754621
Payette,48756,40.7694202,-117.6661642
Munhall borough,48693,38.4453078,-101.53988371
Morgan,48550,35.3856799,-90.52626351
Newport Beach,48484,41.4822989,-106.27014483
West Fargo,48468,36.4326591,-117.57157573
Columbia Heights,48447,34.9394517,-88.89388659
Oberlin,48390,35.6545945,-74.08722905
Columbus,48336,39.3316327,-116.09140855
Pittsburg,48318,46.7697627,-73.60907681
Raymore,48248,35.5417953,-84.62787091
Edgewood,48164,42.9815375,-110.31139699
Dardenne Prairie,47540,34.5007499,-79.02079175
Gardendale,47354,39.4274902,-71.21298887
Hermosa Beach,46977,38.9204623,-82.38061339
Canyon Lake,46812,29.1805861,-95.08923347
Arroyo Grande,46805,30.9223658,-99.00054314
Lansing,46775,32.825937,-109.96575985
Reedley,46688,40.3468975,-119.78539863
Shafter,46645,44.8585159,-119.67361181
Peoria,46471,49.1,-71.20448998
Benbrook,46354,35.8590748,-81.41936255
Cooper City,46298,40.263558,-119.31084293
Lancaster,46256,40.388273,-118.9169778
Prattville,46249,30.1157286,-105.50577629
Moberly,46199,41.2477305,-109.78772082
Richland,46195,45.4651466,-75.1144262
Meriden,46140,36.5442533,-75.36211094
Rockland,46129,39.2539639,-121.41166914
Norwood,46063,38.3296225,-85.45701519
Moore,45926,40.9233798,-106.90315765
Binghamton,45902,27.7392006,-72.25780399
Altoona,45890,34.2649184,-95.58686796
Rosemount,45878,44.3044864,-107.28860086
Grafton village,45829,41.3523303,-69.19438608
Tempe,45795,34.4571177,-100.93796853
Muskegon Heights,45666,41.5399615,-85.84464918
Mascoutah,45636,39.226915,-68.2158601
Concord,45313,32.0464307,-76.25148738
Deerfield village,45311,41.5123007,-94.53985153
Irmo,45296,35.7845728,-110.02941842
Converse,45265,45.6914571,-101.44838349
Tigard,45245,34.8963967,-123.53720796
Fairlawn,45195,35.5842539,-111.32417481
Rock Springs,45179,39.257185,-89.85752878
Palmdale,45105,32.7418841,-70.8080429
Fort Oglethorpe,45088,33.3517139,-87.80544101
Detroit,44870,38.7023815,-120.45525353
Cypress,44858,32.2068769,-89.45798172
Westlake,44807,36.403763,-97.9221561
Patchogue village,44749,35.0180833,-119.51277039
Corsicana,44673,44.2924075,-94.79223539
Maricopa,44611,37.1234421,-102.35373179
Florissant,44595,43.2614613,-99.54832209
Costa Mesa,44538,30.6532819,-108.29997006
Festus,44423,34.6543675,-74.43079108
Richmond,44377,33.032814,-84.0073755
Hailey,44327,41.4600217,-73.49527076
Fort Lee borough,44168,33.7298281,-82.77012772
Beverly,43785,26.0738965,-70.67671881
Scott,43780,38.4069311,-91.38637984
St. Louis,43526,29.8787466,-80.50744583
New Orleans,43515,36.4188856,-110.51203581
Pulaski,43502,40.4737608,-87.40883573
Davis,43498,33.4420158,-72.14052986
Huntersville,43408,35.1540145,-82.67182578
Atmore,43405,40.7948515,-118.07253306
Livermore,43201,39.3981555,-78.86570439
Ashland,43152,36.4825915,-74.91435864
Aliquippa,42929,40.045761,-105.99977622
Grand Rapids,42903,37.0334595,-122.01581179
Miami Beach,42689,37.9197054,-100.00125559
Kuna,42670,33.7610932,-108.92719405
Houghton,42657,29.9490125,-77.12362005
Lenoir City,42543,48.462058,-100.67639626
Bothell,42481,37.3880264,-100.75630997
Coronado,42462,34.5510922,-114.91696162
Campbell,42439,37.3321545,-98.87854622
Hillsboro,42133,37.1652898,-118.05460154
Rice Lake,41975,39.1956836,-118.79556336
Raleigh,41912,39.3626477,-77.5355407
Forest Park village,41874,45.644012,-94.00981218
Gardner,41673,43.5058885,-81.2231302
Gulf Shores,41651,33.2834267,-78.99530668
Gallatin,41624,36.4864351,-96.04570122
Royal Oak,41605,44.1361469,-74.75613567
Bradley village,41588,29.5104661,-73.33397644
Jersey Village,41397,24.833333,-102.68255794
Santa Fe Springs,41295,32.290294,-94.06492433
Fultondale,41174,28.3555153,-116.9007531
Lorain,41159,37.9519879,-86.97257881
Lyons village,41135,34.9712627,-101.48914896
Long Beach,41068,46.6767537,-101.18115807
Naperville,40932,34.3064528,-95.32196005
Palm Desert,40894,37.3440366,-91.78955097
Cortez,40855,49.1,-110.52128255
Bowling Green,40800,37.2310194,-108.48056493
Knoxville,40780,37.9453651,-76.03121798
Antigo,40747,43.3733206,-93.78537747
Alton,40690,29.3495534,-109.09355051
Fletcher,40664,36.8661234,-80.43125553
Farmington,40662,37.4459882,-91.47059598
Lenexa,40392,48.6044387,-72.85625031
Arkadelphia,40325,36.0047744,-78.54767003
Hannibal,40245,27.3494818,-86.17453185
Peekskill,40159,40.0054882,-90.77011632
Baton Rouge,40133,29.8234899,-107.33109793
Bensenville village,40084,38.7258041,-73.06818273
Perryton,40004,45.7612277,-81.88652752
Cathedral City,40001,41.0685098,-123.92347694
Sleepy Hollow village,39848,40.5401123,-114.41106353
Waxahachie,39836,33.2082755,-103.84094706
Dalhart,39835,36.1169672,-105.40166546
Milpitas,39724,32.6820387,-112.50723224
Kentwood,39670,36.5854162,-106.63272844
Mason City,39583,36.6144263,-82.38865905
Novi,39576,33.8539522,-84.19502462
Kenosha,39539,46.7995385,-108.92407458
Elmwood Park village,39496,29.8584161,-109.32696679
Rosenberg,39467,40.2398815,-102.63377328
Helena-West Helena,39402,33.8202257,-74.39902637
Plainfield,39369,36.1706426,-120.04009785
Muscle Shoals,39365,28.4108615,-107.00941032
Cookeville,39327,31.8891195,-75.27164769
Sutherlin,39280,33.0982364,-117.67288499
Butte-Silver Bow,39165,33.6801298,-78.07389832
Stamford,39104,43.0439744,-78.85721706
Gary,39072,37.8384101,-114.40987866
Wilkinsburg borough,39061,42.3191191,-122.76560106
Secaucus,39021,48.4393194,-99.05025909
Siler City,39006,36.889793,-83.14860499
Ionia,38956,45.5522847,-84.65196888
Vernon,38948,39.2054758,-102.20090268
Rio Grande City,38860,41.3032176,-71.7266721
Macomb,38795,35.8825597,-71.99282218
Benbrook,38784,35.2766481,-121.53325825
Joplin,38776,38.503253,-73.41194364
Laurens,38746,49.1,-100.71444655
Mount Clemens,38715,40.002019,-92.93439579
Truckee,38677,38.5579344,-69.35716003
Olean,38546,40.2577604,-110.05097544
Moundsville,38447,41.6719007,-110.48548138
Addison,38428,41.4268143,-114.63386016
Burlington,38417,43.8421926,-123.79366586
Mishawaka,38413,34.4056219,-73.76304475
College Park,38346,37.3997964,-118.01756622
Neosho,38316,35.4617703,-98.02705204
Orange Park,38253,34.0185096,-99.73670502
Yuma,38226,39.3029694,-75.01617482
Collingswood borough,38122,36.4325,-72.46280432
Stow,38040,38.4132988,-71.67101288
Coral Springs,38012,34.2770886,-116.49433354
Whittier,37991,41.9239108,-102.94732878
North Canton,37965,44.785523,-74.07854317
Cumberland,37962,42.3512807,-109.59985175
Grover Beach,37933,36.1941829,-117.90924906
Caledonia village,37930,39.8652956,-117.41718414
Evanston,37750,38.2701795,-100.33334524
Novato,37644,37.2624963,-76.06679541
Clear Lake,37621,38.0650994,-94.06440319
Harrodsburg,37507,30.9485599,-103.07132559
Wynne,37489,39.5798419,-110.94807297
Sutherlin,37429,46.5088763,-80.45008868
Laguna Hills,37421,34.0865904,-71.55550223
Kearney,37388,37.3284871,-86.97383292
Suwanee,37274,44.1254284,-101.84906876
Addison village,36938,44.2707866,-86.43129189
Helena-West Helena,36748,49.1,-78.67613192
Euless,36707,37.2685994,-72.08223587
Calumet City,36688,42.0871915,-109.81542271
Lynwood village,36640,39.3255399,-94.25658736
Valley Stream village,36626,39.4303202,-88.8479489
East Lansing,36611,37.2474221,-108.42375606
Thornton,36580,40.5113182,-117.55830344
Parker,36520,38.8277334,-77.88150795
Cleveland Heights,36463,40.1229969,-96.22857923
Gallatin,36334,41.564204,-118.54600306
Sunset Hills,36226,40.428462,-118.79538136
Millbrae,36224,40.6458881,-109.09887834
Huntington Beach,36179,44.9399122,-83.51131186
Gettysburg borough,36039,39.2546051,-122.78891437
Westlake,36011,44.8980056,-95.77590387
Woodbury village,35958,30.6190838,-90.00960733
Miami Beach,35956,29.5167091,-72.16602196
Fort Lauderdale,35813,31.6624095,-79.83286463
Groveland,35781,44.4234967,-91.16166267
South Beloit,35634,44.8212975,-123.63230605
Durant,35580,43.168546,-105.4176229
Kinston,35502,29.5744003,-105.98077258
Thomasville,35495,46.4492418,-119.30727932
Cedar City,35394,41.9488957,-86.49190262
Sedona,35362,41.1859943,-112.20710562
Mount Washington,35344,49.1,-85.57792119
Donna,35327,42.8009874,-77.13804964
Sahuarita,35268,25.8264663,-102.33299959
Oroville,35249,37.1089634,-104.35935255
Largo,35170,41.713438,-94.067206
Rexburg,35158,37.696322,-69.91920292
Aiken,35076,44.5407233,-84.82285465
Pelham,35002,33.7460318,-121.15540196
Dearborn Heights,35000,30.7970589,-93.05440616
Conroe,34964,31.8297218,-78.46412904
Stamford,34944,38.556401,-89.56654732
Clearfield,34938,43.5163033,-80.18555952
Tyler,34928,31.1476572,-93.42122277
Owatonna,34927,38.6654591,-94.34611653
University Park village,34900,35.2957982,-70.29415378
Las Vegas,34754,38.4047706,-104.86616773
Branson,34661,38.9288045,-119.22396469
Bloomfield,34600,40.4240543,-96.77984644
Peachtree Corners,34596,41.6808998,-98.7777315
Mission,34511,35.1377919,-73.27160246
Dunn,34426,38.9203587,-90.82378879
Palm Coast,34404,49.1,-89.13557693
Grand Prairie,34345,45.8565573,-90.40728642
Davie,34267,39.1707908,-101.24478619
Tallulah,34259,41.3714875,-110.45550991
Cheney,34173,41.3816755,-95.53497811
North Tonawanda,34110,37.3554662,-77.82414137
Layton,34071,40.3020353,-85.18128158
Clay,33949,35.6017757,-115.53338708
Lynwood,33934,39.4885099,-122.31543339
Crestwood village,33911,31.515861,-79.18762198
Rainbow City,33904,31.8507728,-118.50868357
DeBary,33886,41.633065,-101.08268978
Pasadena,33876,30.6777183,-85.04659346
Shreveport,33754,34.3790896,-114.15085408
Charlottesville,33672,38.8463161,-85.33796741
Wauwatosa,33644,36.8967009,-107.65535548
San Luis Obispo,33616,41.8893656,-117.69530412
Rancho Palos Verdes,33598,33.1484997,-124.08150934
Mount Vernon,33572,32.1457244,-106.17075435
Pleasant View,33508,36.8519849,-103.95702133
Parker,33296,44.4625214,-86.00857699
Kingsville,33278,36.1347876,-117.45990896
Lighthouse Point,33205,38.7441169,-72.53883253
Mitchell,33060,44.9395629,-80.79679946
Poway,33022,32.2395578,-68.44189273
Centennial,33005,48.2346087,-119.19718314
Lake Station,32989,39.3608053,-75.72437083
Asheville,32987,39.4334698,-73.11291576
Southwest Ranches,32912,34.4750072,-76.41123306
Joplin,32889,36.6280145,-120.80264079
Brookfield,32863,37.5699958,-115.57743117
Richmond,32790,37.1164423,-87.84011676
Johnston,32787,49.1,-94.24826221
Manhattan,32756,48.8604423,-111.90380971
Wheeling village,32686,35.8198991,-111.5027517
Bainbridge Island,32630,43.5072195,-123.74738111
Bloomingdale village,32614,34.2941412,-93.2131515
Henderson,32614,33.3271174,-93.20250836
Twin Falls,32591,36.8635696,-121.82413469
Oneonta,32525,35.6055235,-123.81496721
Hugo,32443,37.5553797,-107.48511057
Smyrna,32399,33.8525398,-82.74007891
River Edge borough,32306,36.0819547,-71.59890883
Tecumseh,32284,48.4730079,-85.75440133
Marianna,32223,49.1,-85.59053888
Nampa,32180,39.7936715,-74.63937137
Cheney,32159,38.2632639,-123.14928469
Hawthorne,32069,34.9654299,-74.60252588
Bartlesville,32013,41.9761583,-101.85648709
Carol Stream village,31947,41.0818316,-102.51214426
Ormond Beach,31906,38.1154436,-112.73277512
Tallmadge,31850,41.9520713,-121.32806658
Franklin Town,31803,32.9139379,-118.25373486
Cape Girardeau,31782,24.833333,-90.1473221
Decorah,31702,39.60402,-103.91460261
Queen Creek,31659,40.2187205,-68.61718642
La Puente,31635,31.6080305,-80.19579015
West Linn,31628,32.0692297,-104.35583994
Kearney,31614,47.5488298,-99.41733238
University Park,31577,37.8366965,-115.2305381
Kerrville,31551,40.9083468,-113.7542372
Payette,31468,29.5459215,-103.89497494
Anoka,31377,41.179928,-92.33838535
Powell,31315,43.8716386,-74.90151239
South Milwaukee,31297,38.1005238,-72.98242831
Blythe,31245,40.8266117,-108.3868182
Woodward,31210,40.7062291,-74.81208187
Newberg,31196,38.4358076,-114.61560959
Haysville,31163,37.5615053,-93.63697605
Salem,31100,36.4550182,-111.68809046
Ankeny,30914,48.1157504,-68.38442305
Ridgeland,30909,37.1098132,-71.20115881
Highland Park,30804,37.9887237,-79.21879934
Goodlettsville,30663,31.0900493,-119.44649006
Batesville,30634,49.1,-97.92105012
Waterloo,30609,33.1286906,-112.55532604
Batavia,30604,31.636105,-119.51563061
Dana Point,30579,42.6146821,-97.83286421
South Bend,30415,48.4088561,-117.06076209
Gilroy,30406,42.3428361,-81.93371716
San Jose,30380,43.3754373,-113.48291262
Mound,30366,45.6493853,-84.37446719
Phoenix,30294,39.9373478,-115.03902551
Grantsville,30285,31.6855997,-78.23476538
Rockford,30271,35.1377857,-94.26013757
Lancaster,30264,27.8427967,-98.22967551
Lake Elsinore,30257,46.2238317,-78.40247002
Lynwood,30192,40.860599,-80.94717022
Glen Ellyn village,30173,41.084756,-81.3632764
Webster,30077,42.2567768,-68.79615116
Eaton,29900,42.2568943,-118.43210302
Sussex village,29887,39.5265812,-68.46008494
Pacifica,29833,44.8932835,-115.65336095
DuPont,29831,34.3386743,-99.55174071
Fernandina Beach,29768,35.4272073,-106.4108894
Holly Hill,29754,49.1,-104.83243873
Pearland,29753,38.8226505,-103.41399667
Rexburg,29737,33.0116355,-79.96975182
Vero Beach,29667,39.7876691,-112.03603449
Bonham,29592,39.6231977,-103.47367919
LaGrange,29509,40.2413089,-117.39693962
Dickson,29427,27.8923495,-89.01370619
Coral Springs,29399,31.3026491,-102.21015726
Fairfield,29340,28.4723469,-73.61868827
Junction City,29309,34.3300127,-77.46950024
Vacaville,29289,31.8921637,-103.94299427
Woburn,29288,43.4242845,-84.25462408
Red Bank,29180,41.0338916,-68.91108308
Coral Gables,29144,41.453205,-84.96846698
Alameda,29124,44.5429012,-115.42697768
North Chicago,29123,28.618545,-113.72225146
Webster,29114,39.2619495,-97.54180741
Grove City borough,29105,33.5116591,-109.19711315
Roanoke Rapids,28998,47.7760283,-81.91783275
Black Mountain,28932,38.6085484,-100.64701336
Oxnard,28870,33.5512388,-88.2250885
Elon,28869,39.6490363,-105.46913529
Spokane,28751,41.7628906,-103.11302738
Denham Springs,28700,36.7308202,-92.88155066
New Franklin,28681,30.8500443,-78.16578497
Bolivar,28661,39.2179455,-71.07928415
Waldwick borough,28631,33.1445537,-107.76188871
Hanover Park village,28614,48.6808242,-118.34176788
Hatboro borough,28572,43.4103338,-83.08446806
Ephrata borough,28558,30.7814392,-123.96315304
Pleasantville,28554,37.1768545,-116.24075136
Demopolis,28522,38.1171463,-94.3964192
Brenham,28494,42.5772153,-114.98068276
Springboro,28475,41.5855568,-104.28999187
Talladega,28474,32.5428545,-89.18809973
Canal Winchester,28451,43.7702366,-111.33657299
Hurst,28428,40.391561,-106.56547366
Bethlehem,28347,40.8278488,-108.90590667
Pulaski,28338,41.7141434,-102.29104005
Red Bluff,28322,35.9667228,-100.56643409
Kansas City,28314,40.1449469,-76.99669376
Franklin,28262,33.3231897,-98.16089424
Valley,28141,36.5003126,-70.55673648
Fort Lee borough,28129,37.5663854,-74.78767539
Crest Hill,28082,42.9235332,-103.48760719
Kannapolis,28078,35.0247066,-83.68483263
Bellwood village,28066,39.7155036,-84.15988337
Sachse,28049,32.842422,-116.64893143
Connellsville,28047,33.2070849,-68.43714566
Delano,28023,35.5113324,-118.84758769
Bangor,28010,36.2397752,-88.62857992
Anaconda-Deer Lodge County,28001,28.9335032,-104.48900125
Suisun City,27932,31.7458555,-111.50475181
La Vista,27887,44.333323,-115.82474876
Brownfield,27858,45.174092,-87.370043
Mount Washington,27760,37.8267064,-71.68977092
Kosciusko,27756,46.2586057,-99.77158986
Niles village,27738,33.1516069,-96.03373669
Palmdale,27710,40.6223734,-78.28162067
Fayetteville,27708,46.3902104,-119.9827074
Allen,27698,37.4578871,-87.10932882
Monterey,27633,36.3846866,-83.56503845
Boulder,27632,41.5097753,-117.63686731
Muskego,27626,44.2959438,-95.16135353
Garden Grove,27601,34.9144318,-114.69191816
Rantoul village,27555,31.9963928,-72.02038683
Conneaut,27554,44.9787926,-79.12892855
Flatwoods,27542,39.4253888,-78.69999005
Sullivan,27524,45.7260271,-113.42523925
Perris,27500,27.7399917,-103.95224626
Waconia,27475,41.0103259,-73.75200431
Bloomfield,27473,36.7904072,-98.60747188
Panama City Beach,27443,34.9548249,-105.3717623
Hope Mills,27387,40.2418488,-101.08345657
Lawrence,27353,32.9537277,-114.7673172
Brawley,27351,41.8110583,-86.30285233
Hickory,27292,45.4825499,-97.4836131
Eaton borough,27191,34.7910336,-74.20995968
Mint Hill,27171,36.8700488,-92.18863217
Deltona,27139,32.1505909,-101.73921014
Tulare,27115,41.786686,-110.03271832
Jefferson City,27053,35.6021311,-84.76869883
Pontiac,27035,33.1380657,-77.53985239
Choctaw,27019,33.727038,-119.2596593
Grantsville,27003,42.6671587,-116.98557855
Norris borough,26967,42.6459754,-92.08775088
Lumberton,26895,33.0051701,-75.75645298
Cedar,26876,38.2953751,-121.30763542
East Point,26813,33.4051947,-96.28751435
Waseca,26807,42.2263213,-88.639053
Park City,26760,33.2442942,-98.22721465
North Arlington borough,26731,39.6207424,-76.60241569
Northlake,26654,36.6780813,-89.6320498
Elizabeth City,26650,37.7244741,-106.29711922
Central Point,26642,38.8604487,-86.78899222
Canal Winchester,26606,27.061569,-70.03258905
Bellmawr borough,26581,41.1591008,-114.89088492
Normal,26565,38.7284236,-122.11011995
Milpitas,26544,40.4954377,-110.16960689
Saratoga Springs,26518,41.0236365,-70.55430135
Tinton Falls borough,26482,35.6636652,-107.32275035
Jasper,26442,33.7824951,-77.89540673
Conroe,26425,49.1,-111.34848613
Sioux City,26421,39.1490229,-88.73108863
Newton,26363,41.0695849,-98.68556681
Bay St. Louis,26357,35.4093197,-94.66338069
Linden,26318,36.826964,-107.58437567
Tuskegee,26314,40.3496067,-116.74022188
Inglewood,26302,38.1401978,-119.3819924
Chatham village,26289,40.8045645,-85.90995587
Olivette,26287,42.0821005,-106.49417972
Cheviot,26256,47.261423,-78.68391501
Reedley,26190,42.0138866,-114.4765338
Bladensburg,26178,43.1421047,-70.94018549
Brecksville,26131,41.4919521,-120.27051622
Strongsville,26015,35.7283591,-117.97495719
Cedar Rapids,26014,40.4319609,-83.00924408
Kankakee,25984,34.3150633,-86.60691966
Lawton,25952,37.1227306,-119.68056985
Newnan,25938,46.643411,-98.15602167
Shively,25914,26.0582576,-108.69442257
Omaha,25909,33.7419879,-74.45674437
Lantana,25904,42.0259979,-98.15522429
Vidalia,25903,29.8426315,-74.09458831
Pinehurst village,25868,35.7388368,-109.00150914
Franklin Town,25856,38.7000788,-123.34010172
Watsonville,25849,34.191368,-95.85808332
Sugar Hill,25793,36.5947249,-72.89646301
Camden,25760,38.9420435,-94.05089666
Saline,25711,36.8142011,-103.900176
Rockledge,25688,38.9021796,-96.73976756
Sturgis,25654,31.9073038,-93.22185494
Mobile,25614,42.9996882,-108.38458309
Provo,25608,33.9489072,-112.00905324
Caldwell,25602,38.6310743,-86.28183397
Redwood City,25589,25.7852745,-91.77639988
Steamboat Springs,25513,36.9624714,-120.22287472
Two Rivers,25503,45.8878835,-104.92162402
Erie,25501,43.7257971,-70.6543847
Bogalusa,25469,40.1292755,-122.58289022
Canonsburg borough,25460,35.8720637,-85.83758564
Delafield,25449,43.2258696,-118.01169253
Decorah,25432,44.767065,-85.19553329
Buffalo,25393,32.7385562,-113.346572
Wilsonville,25366,39.4168158,-88.60303766
Southbridge Town,25333,39.4563119,-82.19036111
Montrose,25316,39.0061402,-116.98342193
Keene,25299,42.6687275,-80.74552714
Corbin,25283,32.858532,-68.16901326
Bangor,25267,39.8004582,-118.8188958
Janesville,25241,31.5553021,-71.58250576
Raymore,25235,38.9307902,-117.0963119
Hickory,25177,42.7353864,-122.47241304
Hope Mills,25163,35.8854232,-99.89324078
Jonesboro,25133,32.4149397,-100.70047395
North Las Vegas,25122,43.7348191,-75.62440717
Mount Holly,25094,40.2122687,-85.59469485
Stockbridge,25092,35.1470262,-90.91931703
Bluefield,25082,32.1213896,-99.1709742
Fishers,25055,48.9757959,-104.05902783
Urbana,25045,42.4554908,-73.27965966
Wixom,25038,37.156072,-95.08890818
Inglewood,24887,42.7524049,-85.28178738
Yuba City,24881,38.1051899,-103.88560874
Water Town,24807,48.2602169,-106.72812111
Oak Grove,24787,32.2250773,-73.16574653
Dickinson,24675,46.1744482,-82.57017663
Cloquet,24669,27.6206284,-102.69876395
Richland Hills,24620,33.5367361,-98.54349145
Norris borough,24561,35.4665669,-113.4653353
Hatboro borough,24488,47.7278602,-95.10042097
Kingsburg,24426,40.0232959,-109.21878782
Woods Cross,24393,41.8074618,-75.65170982
Waldwick borough,24389,39.2635106,-115.57884226
Phenix City,24371,36.3599992,-122.82018101
Rancho Palos Verdes,24362,34.1308941,-71.6443331
Hendersonville,24351,35.5454878,-121.84468903
Villa Hills,24323,36.1412909,-80.5741639
Johnson City,24317,39.5452922,-109.91822035
Van Buren,24260,42.4304346,-110.08938039
Southfield,24208,39.4941418,-106.6463011
Kokomo,24163,36.7105931,-88.17740456
Elmwood Park village,24140,38.8804248,-120.68233874
Cheney,24123,42.8370534,-80.19574719
Richfield,24104,45.6189847,-114.58259559
Deming,24029,43.9280097,-105.54781759
Winter Park,23996,34.8018457,-80.98452266
Kosciusko,23965,37.0032378,-88.85670542
St. George,23929,36.3710548,-101.29410519
Barrington village,23904,43.5387036,-80.02272838
Mesquite,23896,39.555899,-91.27753223
Fairburn,23873,32.2726468,-100.79300138
Greer,23861,36.6371814,-71.57895455
Tallulah,23815,26.3410899,-99.93271478
Burbank,23797,34.1420048,-76.88775165
Lititz borough,23729,33.5999981,-83.24278087
Fanwood borough,23718,44.0217502,-120.01015628
Henderson,23707,36.6620981,-90.9222769
St. Johns,23650,30.997748,-75.23437539
New Lenox village,23606,33.1513908,-95.23680031
Bonita Springs,23584,41.0220058,-78.27394566
Orlando,23571,45.7677694,-92.01889809
Palm Desert,23556,40.9364242,-69.00524374
Passaic,23550,24.833333,-94.90969073
Monessen,23516,31.4804905,-86.86060752
Champaign,23507,41.3045057,-71.15245905
Topeka,23475,30.397702,-124.22133105
Centerton,23445,33.5051833,-103.19786456
Harvey,23444,32.9814704,-78.06769337
Phillipsburg,23431,38.553389,-114.35702012
Sand Springs,23375,28.6516401,-81.39925436
Commerce,23373,33.0685221,-109.20812096
Rock Island,23351,28.5111692,-98.2534358
Hibbing,23348,36.5194924,-109.80548239
New Castle,23335,41.1966248,-101.31745191
Lewisburg,23295,36.5743916,-112.68161536
Highland Park borough,23290,33.2839698,-76.6769396
Woodland Park,23219,33.8819558,-117.1467103
Bozeman,23166,41.8842159,-83.4970974
Elmhurst,23153,40.540915,-77.01486055
North Bend,23149,38.9094531,-93.98540401
Leominster,23147,37.6945889,-98.68733697
Balch Springs,23147,32.094437,-88.03441524
Lander,23093,32.2933901,-72.91788096
Destin,23074,45.1634725,-114.37707154
Crescent City,23035,49.1,-122.27817612
Coon Rapids,23022,32.6256953,-88.41389376
Rochester Hills,23007,30.0438402,-96.60598881
Northfield,23002,38.5236916,-95.46844199
Orrville,22998,35.8293364,-72.99136765
Pottsville,22960,41.7639325,-76.05505994
Rifle,22958,32.9037631,-104.96320834
Pewaukee,22947,36.827353,-96.17417801
Bedford Heights,22910,28.7189205,-79.1366893
Shoreline,22907,28.4135186,-90.60128282
Lauderdale Lakes,22878,40.080282,-104.58319288
Tracy,22842,43.265442,-110.41851435
Weatherford,22827,36.0075233,-101.35183409
Morehead City,22797,40.5660812,-104.80715066
Swissvale borough,22781,37.034116,-102.78894937
Texas City,22775,32.6257018,-68.27958144
Hannibal,22770,41.7258342,-100.22795067
West St. Paul,22752,36.0329745,-77.84063112
Glenwood Springs,22742,36.9643365,-98.62554713
Clanton,22725,36.3740395,-110.54594574
Donaldsonville,22678,32.2280759,-105.38219869
Maumelle,22644,33.0809728,-80.45332506
Kinnelon borough,22608,31.0310977,-70.1411336
Royal Palm Beach village,22595,42.1300204,-75.96094719
McPherson,22593,40.6852336,-72.38690955
Meadville,22588,39.3575132,-77.92172969
Miami,22574,40.3626339,-81.89104057
Havre de Grace,22567,42.1539635,-76.01930054
Westlake Village,22529,34.5727949,-69.97561762
Madisonville,22473,37.9033164,-73.66634224
Roselle Park borough,22471,39.4568255,-68.80293518
Delafield,22463,43.3376189,-75.43014833
Latrobe borough,22440,38.3094253,-117.37060689
West Chicago,22426,44.4418674,-120.83113243
Wharton,22349,48.4256575,-89.55927726
Mason City,22348,42.3242776,-74.98694973
Webb City,22316,32.359142,-118.19185675
Sedalia,22284,36.4464123,-102.51394595
