_comment,year,fertility,life_expect,n_fertility,n_life_expect,country,p_fertility,p_life_expect
,1985,3.3,65.76,3.19,,Netherlands,5.52,
,1990,5.56,58.96,2.2,65.85,Netherlands,6.81,61.11
,1995,4.45,64.88,3.13,61.57,Netherlands,4.01,80.24
,1960,1.39,77.1,4.96,53.78,New Zealand,1.6,73.02
,1960,3.52,70.33,3.98,,New Zealand,2.61,73.67
,1990,1.47,69.56,1.81,63.66,New Zealand,7.58,59.51
,1970,7.14,74.1,3.33,78.33,New Zealand,7.96,
,1980,1.67,36.94,1.38,66.86,New Zealand,,66.01
,1955,6.05,81.57,5.72,69.34,New Zealand,,
,1985,3.59,57.6,3.84,74.9,New Zealand,1.79,76.52
,1955,2.61,55.8,3.23,81.57,New Zealand,7.42,
,1955,7.15,57.12,2.56,65.67,New Zealand,6.89,
,1995,2.25,58.09,4.52,65.9,New Zealand,5.97,
,1985,1.7,47.04,7.42,67.22,New Zealand,2.6,68.81
,1985,7.31,63.11,,60.99,New Zealand,4.5,70.96
,1975,6.69,81.57,1.99,65.66,New Zealand,4.8,62.07
,1995,1.89,56.56,6.78,63.15,Nigeria,6.39,50.13
,1955,8.23,81.12,7.77,78.35,Nigeria,3.35,59.68
,1980,1.25,47.29,1.31,60.54,Nigeria,5.03,75.97
,1995,5.96,74.6,3.47,72.66,Nigeria,7.53,65.63
,1990,6.13,69.06,8.23,64.86,Nigeria,6.06,71.55
,1980,6.52,68.42,1.94,65.34,Nigeria,,65.42
,1985,4.54,67.73,2.43,58.67,Nigeria,5.4,
,1955,3.84,66.42,2.26,58.01,Nigeria,5.7,74.22
,1955,7.8,67.16,4.31,71.52,Nigeria,,58.91
,1965,6.43,76.04,4.52,43.09,Nigeria,4.34,
,1955,4.88,43.46,3.28,57.97,Nigeria,7.68,57.95
,1970,5.88,72.56,,75.14,Nigeria,6.73,69.23
,1980,4.67,66.07,1.86,66.96,Nigeria,6.43,67.2
,1965,3.95,72.45,1.09,53.51,Nigeria,1.29,72.9
,1995,7.12,56.9,2.54,,North Korea,7.18,72.86
,2000,1.85,73.1,6.64,63.39,North Korea,4.28,61.14
,2000,7.57,67.61,1.98,75.29,North Korea,5.01,61.65
,1985,5.61,55.26,4.5,58.43,North Korea,,71.29
,1970,6.28,73.2,,74.75,North Korea,6.61,72.18
,1990,1.6,69.66,3.3,60.63,North Korea,3.1,42.39
,1980,5.37,59.91,,67.33,North Korea,6.1,80.24
,1995,1.47,70.94,2.75,,North Korea,3.75,64.94
,1995,5.3,60.16,2.25,60.76,North Korea,6.05,68.92
,2000,3.92,56.88,3.09,81.57,North Korea,2.75,71.3
,1990,1.95,51.25,2.65,67.56,North Korea,6.9,66.41
,1985,2.39,67.68,,58.22,North Korea,3.04,74.11
,1965,4.22,76.27,1.1,76.96,North Korea,1.96,56.61
,1985,3.08,72.33,6.66,57.0,North Korea,6.68,80.24
,1955,4.65,78.79,2.35,61.81,Norway,7.03,
,1960,2.38,81.57,4.03,70.34,Norway,1.91,
,1980,6.66,70.26,2.91,75.45,Norway,4.98,55.57
,1965,1.64,59.41,,75.09,Norway,3.77,
,1985,1.09,70.5,2.32,68.7,Norway,1.82,51.46
,2000,7.97,66.94,,81.57,Norway,3.56,47.14
,2000,7.02,50.88,3.22,71.67,Norway,1.83,71.06
,1990,1.87,75.27,3.07,71.71,Norway,1.51,71.33
,1980,5.04,55.55,2.98,57.37,Pakistan,4.26,66.57
Data courtesy of Gapminder.org,1970,6.26,69.39,3.27,54.99,Pakistan,3.99,68.85
,1970,8.18,67.31,3.28,75.34,Pakistan,5.66,75.79
,1990,3.1,70.51,3.87,61.74,Pakistan,5.45,69.27
,1980,6.32,81.57,,75.2,Pakistan,4.24,72.63
,1985,3.61,66.8,2.07,67.45,Pakistan,2.86,65.01
,1955,6.88,77.78,2.08,73.66,Pakistan,3.83,80.08
,1970,2.39,64.38,1.81,62.39,Pakistan,4.09,67.3
,1985,6.67,71.72,1.83,51.0,Pakistan,2.66,60.57
,1960,8.2,81.57,3.44,70.68,Peru,7.76,63.83
,1965,4.94,66.78,6.27,62.93,Peru,,67.6
,1995,1.45,67.79,1.19,61.09,Peru,1.25,79.22
,1990,8.1,51.98,7.04,52.26,Peru,2.48,
,1995,3.18,62.52,3.44,69.98,Peru,7.81,44.16
,1960,6.32,70.29,2.51,69.74,Peru,4.9,65.17
,1985,5.55,62.38,3.36,64.9,Peru,1.73,50.43
,1985,7.28,74.66,3.05,,Peru,2.71,63.43
,1980,5.16,68.15,4.45,67.81,Philippines,,57.29
,1960,3.01,73.57,4.91,70.28,Philippines,3.3,54.69
,1980,5.22,59.73,2.73,57.61,Philippines,7.83,54.04
,2000,6.73,74.98,2.56,77.97,Philippines,6.35,57.62
,1970,4.62,73.26,1.54,64.93,Philippines,4.21,45.77
,1960,1.15,66.47,2.38,79.05,Philippines,2.7,71.1
,1970,8.0,54.07,2.62,,Philippines,,73.7
,1995,6.95,70.46,2.16,60.35,Philippines,4.1,
,2000,5.42,64.88,2.71,71.51,Philippines,2.1,80.24
,1990,7.87,79.67,2.86,64.02,Philippines,1.87,65.64
,1955,5.64,77.88,1.41,62.55,Poland,4.86,78.55
,1965,2.93,65.82,,65.27,Poland,8.01,80.24
,1955,2.76,72.74,1.58,59.46,Poland,3.81,67.65
,1955,2.59,68.98,5.41,75.05,Poland,2.73,77.56
,2000,2.22,78.5,5.73,58.84,Poland,7.56,57.46
,1990,3.38,59.3,4.49,70.22,Poland,,
,2000,5.12,70.38,2.04,49.07,Poland,4.42,60.5
,1975,4.51,81.57,2.56,40.34,Poland,5.02,61.1
,1980,2.09,42.51,8.23,65.19,Poland,3.55,66.6
,1975,1.45,66.75,1.46,,Portugal,5.06,63.71
,1980,4.65,59.66,5.67,59.77,Portugal,2.57,80.24
,1980,5.33,74.82,5.12,76.69,Portugal,7.65,66.4
,1980,4.21,79.36,2.89,,Portugal,2.82,68.11
,1990,4.01,74.52,1.39,62.35,Portugal,3.57,71.97
,2000,5.89,56.42,2.93,81.57,Portugal,4.97,45.65
,1985,7.71,56.19,,73.21,Portugal,6.51,64.25
,1965,3.05,81.57,3.52,54.22,Portugal,,67.13
,2000,6.79,69.44,1.55,69.38,Portugal,2.89,80.24
,2000,2.65,74.2,8.23,76.35,Rwanda,6.44,35.59
,1955,1.88,60.22,4.72,60.18,Rwanda,8.09,52.31
,1980,1.19,66.88,2.16,69.93,Rwanda,5.28,65.2
,1985,5.64,56.67,3.99,67.91,Rwanda,3.7,57.38
,1960,4.25,80.14,7.94,66.94,Rwanda,4.35,72.44
,1955,1.14,70.22,2.3,73.97,Rwanda,4.42,58.59
,1985,2.09,72.94,1.44,69.48,Saudi Arabia,2.68,
,1990,3.99,61.89,3.35,55.99,Saudi Arabia,2.49,59.02
,1985,6.76,50.53,2.85,66.22,Saudi Arabia,2.08,73.62
,1970,5.56,73.54,1.67,63.65,Saudi Arabia,4.08,62.6
,2000,5.36,76.55,5.79,77.51,Saudi Arabia,7.09,73.45
,1995,2.86,55.1,2.46,55.33,Saudi Arabia,6.76,57.67
,1985,1.41,69.05,2.53,65.83,Saudi Arabia,2.77,
,2000,8.22,59.78,1.66,,Saudi Arabia,3.1,52.84
,1985,7.26,74.59,7.08,81.57,Saudi Arabia,1.76,79.31
,1960,6.76,60.86,5.51,62.77,South Africa,3.16,55.56
,1960,2.05,60.93,4.99,52.86,South Africa,2.8,69.84
,1985,4.59,67.75,8.23,61.78,South Africa,5.9,
,1975,7.46,57.86,3.83,63.07,South Africa,4.93,65.95
,1970,1.74,51.37,5.76,71.6,South Africa,6.63,50.03
,1985,1.64,79.47,3.01,70.88,South Africa,6.05,61.51
,1960,1.28,59.89,,79.34,South Africa,6.86,66.2
,1955,4.19,57.7,4.69,78.2,South Africa,1.61,62.11
,1995,7.56,57.09,4.43,,South Korea,3.59,67.63
,1985,7.48,60.03,1.57,62.5,South Korea,1.81,55.58
,1970,1.08,81.31,7.75,62.43,South Korea,,61.18
,1955,6.54,62.67,,76.57,South Korea,6.21,63.25
,1960,6.45,72.35,2.74,76.27,South Korea,,75.81
,1955,6.38,77.19,4.12,69.75,South Korea,1.5,55.58
,1955,7.55,65.02,,81.57,South Korea,2.26,80.24
,2000,7.96,56.54,1.89,,South Korea,3.86,56.56
,1970,2.21,65.2,1.29,66.95,South Korea,,51.59
,1990,1.11,58.52,2.05,63.34,South Korea,8.03,65.71
,1980,5.32,59.21,2.46,47.6,South Korea,6.91,64.67
,1980,2.41,57.96,3.01,74.2,South Korea,,49.06
,1985,3.78,77.49,3.47,,South Korea,5.62,65.78
,1975,5.96,66.05,3.98,60.25,South Korea,4.43,67.4
,1955,7.24,58.95,3.08,57.65,South Korea,5.01,57.34
,2000,3.93,62.68,4.74,,Spain,7.14,41.75
,2000,2.7,59.06,4.12,60.75,Spain,1.32,66.41
,2000,1.79,57.42,2.77,79.66,Spain,2.12,
,1990,6.89,76.23,3.02,72.61,Spain,5.39,80.24
,1965,1.31,60.4,2.67,66.48,Spain,6.88,60.04
,1960,6.34,69.92,6.52,81.57,Spain,3.89,73.35
,1990,7.54,62.04,5.43,70.36,Spain,1.16,60.29
,2000,4.85,68.97,2.93,72.95,Spain,5.33,57.86
,1975,1.49,70.11,2.05,68.76,Spain,7.1,59.54
,1995,6.51,76.65,1.66,57.83,Switzerland,3.73,70.92
,2000,1.34,61.68,6.87,60.5,Switzerland,2.63,61.95
,1980,6.98,67.24,4.24,81.57,Switzerland,4.06,
,1995,1.15,74.7,4.4,69.63,Switzerland,3.81,72.57
,1990,3.76,52.57,,,Switzerland,4.39,50.32
,1970,3.59,58.25,,76.42,Switzerland,,74.95
,1995,7.04,69.72,6.43,73.2,Switzerland,5.66,71.5
,1965,4.56,64.92,1.68,78.32,Switzerland,4.51,53.46
,1990,6.74,81.57,5.54,63.26,Turkey,8.09,57.44
,1975,1.98,70.67,5.96,77.18,Turkey,6.73,60.68
,1985,2.07,75.73,,65.75,Turkey,2.55,
,2000,6.18,79.58,5.89,74.49,Turkey,8.22,72.07
,1970,5.67,72.72,1.77,62.83,Turkey,5.64,
,1960,3.69,75.86,1.08,64.51,Turkey,4.25,61.71
,1985,1.04,54.43,2.27,63.55,Turkey,7.78,55.2
,1960,5.35,80.79,2.98,61.47,Turkey,4.88,52.26
,1980,3.36,61.67,5.26,67.45,Turkey,3.05,67.03
,1975,6.13,61.74,5.33,63.4,Turkey,5.53,66.47
,1955,3.37,57.02,1.63,66.93,Turkey,1.42,74.46
,1955,6.47,56.05,,63.54,Turkey,4.89,66.83
,1990,6.79,81.57,6.73,81.57,United Kingdom,6.21,65.49
,1960,6.04,56.75,4.52,70.32,United Kingdom,5.96,
,1955,2.99,76.78,1.16,68.55,United Kingdom,7.71,
,1995,2.48,62.25,4.81,81.57,United Kingdom,4.09,74.3
,1960,1.71,65.53,3.29,78.05,United Kingdom,3.75,
,1965,2.54,67.96,,66.11,United Kingdom,3.91,62.32
,1960,1.64,64.29,1.87,65.0,United Kingdom,6.18,
,1995,7.17,63.96,3.98,51.65,United Kingdom,6.41,67.58
,1990,4.81,61.47,,78.49,United Kingdom,,79.34
,2000,5.83,78.99,6.02,75.11,United Kingdom,5.31,57.56
,1970,4.26,75.73,3.13,,United Kingdom,6.08,72.5
,1995,6.02,49.72,3.17,77.06,United States,4.97,54.44
,1980,3.99,62.7,4.07,54.37,United States,7.8,63.21
,1985,4.5,76.92,4.24,60.46,United States,4.15,64.43
,1970,5.6,68.17,1.5,81.57,United States,3.49,62.33
,2000,1.11,62.12,4.92,63.08,Venezuela,2.94,65.5
,1975,5.59,58.08,2.91,48.74,Venezuela,6.63,
,2000,1.81,71.67,2.56,78.39,Venezuela,4.38,60.45
,1995,2.28,64.23,1.03,46.65,Venezuela,5.92,62.3
,1990,3.08,66.17,5.12,62.0,Venezuela,,66.1
,1975,4.2,66.36,,,Venezuela,7.67,
