answer,question
"[""Ireland""]",who narrated the old man and the sea
"[""2018""]",where are the 2018 winter olimpics being held
"[""2018""]",who made up the third estate in the french revolution
"[""China""]",when will the workd cup final be played
"[""2012""]",when was the first mlb the show game released
"[""pyramidion""]",who won x factor when olly murs was on it
"[""Prince Phillip""]",when does arrow season 6 episode 11 air
"[""Sarabi""]",when is episode 10 of boruto coming out
"[""10 one-hour episodes""]",who has the most points in a nba season
"[""Jason Michael Lee""]",who won the men's singles title of the us open tennis grand slam 2014
"[""10""]",when did condoms become legal in the us
"[""Tuticorin (Thoothukudi)""]",when is the new incredibles 2 coming out
"[""Phillip Alford""]",when did leicester city win the premier league
"[""1982""]",when was the last time liverpool were in a champions league final
"[""Calcium ions""]",who wrote love will keep us alive by the eagles
"[""eastward, in prograde motion""]",who are the characters in 8 mile based on
"[""Billie Jean King""]",during the middle ages who was most likely to own a manuscript or book
"[""Tuticorin (Thoothukudi)""]",who plays star in the forces of evil
"[""1984""]",who threw themselves in front of a horse
"[""Constantine""]",what are the major types of computer software used in business
"[""Miguel Cabrera""]",when does the new my hero academia movie come out
"[""Sarabi""]",what does it mean when you hear high pitched noises
"[""2015""]",when did the battle of germantown start and end
"[""March 9, 2018""]",who sings so nice to be with you
"[""Lebanese""]",who said and that's the way it is
"[""Jesse Donald Knotts""]",who is the winner of supper dancer 2018
"[""1960""]",when did the records take over the production of the phonographs
"[""1984""]",who plays sonny's father on general hospital
"[""PewDiePie""]",who is the highest goal scorer in the epl
"[""9""]",what was one cause of the decline of the byzantine empire
"[""August 17, 2018""]",who played the captain in hotel transylvania 3
"[""PewDiePie""]",what is the function of the proteins secreted by cells of the ventral midline of the spinal cord
"[""10""]",who does the voice of jessie in toy story 2
"[""Jose Garces""]",who played genie in i dream of jeannie
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when does the mlb all star voting start
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who played young eponine in les miserables movie
"[""Australia""]",who sings on don't look back in anger
"[""those that have died""]",when did the new york giants beat the new england patriots in the super bowl
"[""March 15, 2013""]",when is the final show of americas got talent 2017
"[""produces a lubricating mucus""]",who plays the voice of johnny in the movie sing
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",which state in india has more crime rate
"[""Christopher Robert Evans""]",who won the espy for best nba player
"[""December 15, 2017""]",who is india's longest serving prime minister
"[""1960""]",when do kurt and blaine get back together in season 4
"[""1960""]",how many seasons of happy tree friends are there
"[""eastward, in prograde motion""]",when did tampa win the stanley cup last
"[""2017""]",what is the name of the compound with the formula al(ch3coo)3
"[""Lebanese""]",the egyptian leader who seized the suez canal was
"[""horses""]",when does the live action death note come out
"[""centroid""]",who became the prime minister of japan on 26 april 2001
"[""1980""]",how many games did the oakland raiders win last year
"[""a maroon Bristol 405""]",when was the brooklyn bridge started and finished
"[""the axon terminal""]",when did arabic overtake coptic as the language most used in egypt
"[""1967""]",who sings i can't tell you why by the eagles
"[""a wild Pikachu""]",what is the term for a leavened arabic flat bread
"[""January–July 1975""]",where is britain's got talent semi finals held
"[""Niagara River""]",where was the song silent night first sung
"[""video editing""]",who wrote the song the boy is mine
"[""17""]",when does keeping up with the kardashians season 14 end
"[""18""]",who sings don't call us we'll call you
"[""3 to 8 days""]",who played sugar ray leonard in hands of stone
"[""2017""]",who is the new chairman senate of pakistan
"[""December 15, 2017""]",in poland the movement against communism was led by
"[""10""]",when was give me that old time religion written
"[""1950""]",how many tamils are there in sri lanka
"[""Lacey Turner""]",who is the current secretary of state in the united states
"[""1981""]",who plays yondu in guardians of the galaxy
"[""Zone Improvement Plan""]",who is the actress who plays trubel in grimm
"[""March 9, 2018""]",what happened to the last king of gondor
"[""Guaranteed Rate Field""]",what cells form the myelin sheath around nerve fibers in the pns
"[""Eli Marienthal""]",who received the golden buzzer on agt 2018
"[""March 25, 2011""]",how many goals has rakitic scored for barcelona
"[""August 27, 2017""]",who played the kid in the sixth sense
"[""179""]",who wrote the original version of stairway to heaven
"[""a maroon Bristol 405""]",king gizzard and the lizard wizard 2 drummers
"[""Marvin Gaye""]",who has the longest win streak in the nba
"[""the Cambrian explosion""]",what is the most expensive car ever sold at barrett jackson
"[""2000""]",what kind of joint is the radioulnar joint
"[""Tuticorin (Thoothukudi)""]",where do you think glaciers can be found today
"[""Jason Michael Lee""]",who won the national football championship last year
"[""2010""]",name the two forms of polymorphism in cnidarian
"[""2017""]",by tradition which state’s caucus is the first presidential contest held every four years
"[""Saleisha Stowers""]",who played the voice of the little mermaid
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who sang if i could see the rhondda one more time
"[""San Antonio""]",when was the carbon tax introduced in australia
"[""to perceive linear acceleration""]",when did the battle of germantown start and end
"[""New Netherland""]",who wants to be a millionaire 2018 most won
"[""2009""]",star cast of kuch tum kaho kuch hum kahein
"[""after a minor infringement""]",what breed was the turner and hooch dog
"[""South Side, Chicago""]",who does michelle pfeiffer play in ant man
"[""South Side, Chicago""]",what us cities have the highest african american population
"[""rose window""]",how many episodes of westworld are in season 1
"[""University of South Carolina""]",when can you do the thing you gave up for lent
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who is the lead singer in panic at the disco
"[""Calcium ions""]",when did the mamas & papas break up
"[""Zaira Wasim""]",when does the war of the planet of the apes start
"[""Sachin Tendulkar""]",who plays chin ho kelly's brother in law
"[""2017""]",what is whitney houston's mother's name
"[""a compulsory governmental insurance system""]",what was one cause of the decline of the byzantine empire
"[""A concerto""]",how much is a stone in the uk
"[""Over 2,500""]",who is the minister of health in malawi
"[""Dev"",""Devin Star Tailes""]",where did the little couple adopt zoey from
"[""1982""]",how many colors were offered for the 1969 ford mustang boss 429
"[""10""]",risk for infection related to premature rupture of membrane
"[""13""]",who sings i've got a dream in tangled
"[""South Side, Chicago""]",what happens to dr shepherd on grey's
"[""V8 engine""]",who was the first person inducted in the wwe hall of fame
"[""1939""]",when was will the circle be unbroken written
"[""2015""]",who had 59 acadamy award nominations winning 22 oscars
"[""7""]",who played bubba on the heat of the night
"[""13""]",architect who brought italianate renaissance architecture to england crossword clue
"[""Thurl Ravenscroft""]",when was the constitution ratified by all states
"[""Lacey Turner""]",when is sword art online ordinal scale coming out
"[""Greek""]",how many species of snakes are in alabama
"[""E. M. Forster""]",which rock is a combination of igneous and metamorphic rock
"[""1998""]",who is known for his forensic contribution to anthropometry
"[""Calcium ions""]",where does cooper's hawk wine come from
"[""eastward, in prograde motion""]",what kind of cat is the maneki neko
"[""Ryan Guzman""]",what is it called when you don't like small holes
"[""Dev"",""Devin Star Tailes""]",what percentage of the world population is north america
"[""West Indies""]",who wrote take me out to the ball game
"[""Saleisha Stowers""]",who wins season 4 rupaul's drag race
"[""Mary Kate Schellhardt""]",when did the baseball player jackie robinson die
"[""New York Yankees""]",when does the new red wings stadium open
"[""Marley""]",where are you from if you are samoan
"[""March 9, 2018""]",who cut the ribbon on the sydney harbour bridge
"[""12""]",who does the song somebody's watching me
"[""A concerto""]",who win the under 17 fifa world cup
"[""the Cambrian explosion""]",who wrote i'll have a blue christmas
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who has the most rushing yards in a season
"[""King Edward Peak""]",the thin contractile protein of a muscle cell is known as
"[""1984""]",who plays juliet in the original romeo and juliet
"[""Evaluation and management""]",when does season 3 episode 12 of lucifer come out
"[""E. M. Forster""]",who plays king fergus in once upon a time
"[""1943""]",first african team to qualify for world cup
"[""Pom Klementieff""]",the four noble truths presupposed what three characteristics of reality
"[""10 one-hour episodes""]",who won i am a celebrity 2018 australia
"[""12""]",how long does it take to film a season of planet earth
"[""San Antonio""]",where do spicules tend to occur on the sun
"[""China""]",who played the predator in the movie the predator
"[""Marvin Gaye""]",who's got the pole at the daytona 500
"[""1950""]",what year did the movie django come out
"[""Charles Young""]",who is the first villain spider man fought
"[""Spectre""]",where is the new york comic con held
"[""Christopher Robert Evans""]",who plays michael myers in the original halloween
"[""10""]",who's running for lieutenant governor in georgia
"[""1984""]",who led the colonists at lexington and concord
"[""in 2018""]",how many seasons of fixer upper are there
"[""Sarabi""]",when does the new show legacies come out
"[""Citytv""]",who sings with pink just give me a reason
"[""Season 4, Episode 8""]",when will dunkirk be released in the united states
"[""10""]",what is the base of an isosceles triangle
"[""1984""]",what episode of southpark does cartman sing poker face
"[""December 15, 2017""]",how many episodes are in season 5 of wentworth prison
"[""Josh Groban""]",who played the leading role in perfecting movable type for printing
"[""Monasteries"",""wealthy individuals"",""rulers""]",what's the name of the prince in sleeping beauty
"[""in 2018""]",ascomycetes reproduce sexually by forming a sac known as
"[""April 1, 1999""]",large trash island in the middle of the pacific
"[""Josh Groban""]",how many episodes of beyblade burst god are there
"[""Lacey Turner""]",when did the us mint stop making 500 dollar bills
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who wrote it's getting hot in here
"[""1,089 sq ft""]",who is the person that works in the morgue
"[""December 15, 2017""]",when were fingerprints first used to solve a crime
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who played the headless horseman in tim burton's sleepy hollow
"[""13""]",name the world's largest riverine island formed by the brahmaputra
"[""1960""]",what kind of wood does rudy's bbq use
"[""March 9, 2018""]",what year did seat belts come out in australia
"[""Machilipatnam""]",who plays dr k on this is us
"[""A concerto""]",why would a recrystallization need to be done
"[""Saleisha Stowers""]",what is the chemical name of ch3 c o o n a
"[""rose window""]",when did the gameboy advance sp come out
"[""after a minor infringement""]",who plays del boy in rock and chips
"[""1962""]",who sang mcdonalds kentucky fried chicken and a pizza hut
"[""Over 2,500""]",when was the last time the cincinnati bengals were in the playoffs
"[""12""]",when did phantom of the opera start on broadway
"[""a compulsory governmental insurance system""]",who became the prime minister of japan on 26 april 2001
"[""Jason Michael Lee""]",the secondary bronchi that branch off the primary bronchi are also called
"[""1981""]",which river takes its name from loess soil
"[""March 9, 2018""]",what two japanese cities were bombed in ww2
"[""a wild Pikachu""]",where does the avon river start in christchurch
"[""Carole King""]",who played the bus driver in madea's family reunion
"[""2000""]",who has the most ko's in boxing
"[""July 16, 2017""]",who holds the record for most 3 pointers in a finals game
"[""Thurl Ravenscroft""]",names of the metropolitan municipalities in south africa
"[""Mary Kate Schellhardt""]",when is father's day celebrated in uk
"[""Australia""]",which non-british company owns both the famous british rolls- royce and mini brands
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",how many episodes are there in doc martin series 7
"[""October 10, 2017""]",how many episodes of the last season of new girl
"[""April 28, 2017""]",how many members represent j&k in lok sabha
"[""San Antonio""]",how many oscars did the film titanic win
"[""Zaira Wasim""]",when is closing ceremony for the commonwealth games 2018
"[""18 August 2011""]",how many episodes are going to be in riverdale season 2
"[""eastward, in prograde motion""]",who plays mary poppins in the new film
"[""1900""]",who designed the creature from the black lagoon
"[""Gal Gadot""]",who wrote east of the sun west of the moon
"[""12""]",when was these are the days of our lives recorded
"[""December 15, 2017""]",who tries to stop violence at sals in do the right thing
"[""1988""]",who is the highest goal scorer in the confederation cup 2017
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who plays tim in never back down 2
"[""John O'Banion""]",when was star wars the force awakens released
"[""Niagara River""]",where was the 1960's tarzan tv series filmed
"[""South Side, Chicago""]",when was a league of their own filmed
"[""December 15, 2017""]",when was around the world in 80 days published
"[""video editing""]",most points in a half by a player
"[""Dev"",""Devin Star Tailes""]",how many stars is on the united states flag
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",how long is the halftime at the super bowl
"[""March 15, 2013""]",former name of the south african province prefixed with kwa zulu in 1994
"[""2018""]",when is the foreigner coming out in uk
"[""1942""]",maximum length of a probation order in canada
"[""Eli Marienthal""]",when was the last time the philadelphia eagles went to the playoffs
"[""1980""]",first president live from new york its saturday night
"[""9""]",who did loyola beat for the national championship in 1963
"[""1998""]",who scored the most goals in a premier league season
"[""four""]",when will silver line to dulles be finished
"[""October 10, 2017""]",where did they film ash vs evil dead
"[""In 1995""]",who served as the head of the soviet union between 1924 and 1953
"[""March 15, 2013""]",who plays gisele in fast and furious 6
"[""Constantine""]",how many superbowls rings does tom brady have
"[""April 1, 1999""]",who sings the song everybody must get stoned
"[""a wild Pikachu""]",triple h mick foley hell in a cell
"[""May 5, 1992""]",who wrote the song the fighter by keith urban
"[""Spectre""]",when was your song by elton john released
"[""Sachin Tendulkar""]",what does the e stand for in wile e coyote
"[""Welton Academy""]",when did the lead singer from queen die
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who started the independence movement in the colonies
"[""1962""]",who is playing quarterback for the new york giants
"[""13""]",where did the cherokee indian tribe come from
"[""Sarabi""]",journal of physics a mathematical and theoretical abbreviation
"[""Guaranteed Rate Field""]",who did eric kill on days of our lives
"[""unknown""]",what is the speed in miles per second of a beam of light traveling at
"[""January 11, 1970""]",sq3r is an acronym for a study method that includes survey questions read rehearse and
"[""the Ivrea Codex"",""the Apt Codex""]",who does barney marry in how i met your mother season 7
"[""1950""]",what is the age limit for ias for sc
"[""March 25, 2011""]",the egyptian leader who seized the suez canal was
"[""PewDiePie""]",where did 12 years a slave take place
"[""1920 to 1933""]",when did alexander graham bell invented the photophone
"[""Ireland""]",where is the roting number on a check
"[""Lacey Turner""]",who has the most finals rings in the nba
"[""1939""]",who sang the way you look tonight first
"[""pyramidion""]",measurement system whose divisions are powers of ten
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",which team is on top in fifa 2018
"[""2002""]",who built the first train in the world
"[""Christopher Robert Evans""]",where did its a wonderful life take place
"[""Season 4, Episode 8""]",who wrote michael jackson's man in the mirror
"[""October 10, 2017""]",where did the st valentine's massacre happen
"[""Clayton Moore""]",what percentage of the world's energy comes from renewable sources
"[""video editing""]",when is the next halley's comet coming
"[""four""]",when was july 4th declared a national holiday
"[""2018""]",where does the last name montes de oca come from
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who won the all england badminton championships for seven years
"[""Zone Improvement Plan""]",where did kevin's family go in home alone 1
"[""2000""]",when was the last time michigan wolverines was in the final four
"[""December 15, 2017""]",what is the difference between a 1931 and a 1932 ford
"[""Meredith Willson""]",who wrote you don't know what it's like to love somebody
"[""Anderson Silva""]",when does new series of dr who start 2018
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",what genre is blood sweat and tears bts
"[""Saleisha Stowers""]",how many episodes are there in doc martin series 7
"[""John von Neumann""]",who played howard's mother in big bang theory
"[""those that have died""]",how many seasons are there in last man standing
"[""1943""]",how many games have the oakland a's won this season
"[""71%""]",which pm of pakistan had the shortest tenure
"[""originally from the Greek""]",who played faramir in return of the king
"[""King Edward Peak""]",what is the meaning of yellow card in fifa
"[""October 10, 2017""]",what degree do you get out of medical school
"[""North Korea""]",how many episodes of flash season 4 will there be
"[""2012""]",who does the voice of bullworth on puppy dog pals
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",what was the mohammedan anglo oriental school 4 marks
"[""Molt Taylor""]",when was the first time joshua was mentioned in the bible
"[""China""]",who wrote the song i d like to teach the world to sing in perfect harmony
"[""volume of the container decreases""]",who does sansa stark marry in the book
"[""Australia""]",what is the biggest cause of poverty in america
"[""2010""]",who killed cheyenne in once upon a time in the west
"[""April 28, 2017""]",during which two months (equinoxes) do all locations on earth experience 12 hours of daylight
"[""centroid""]",when did romans destroy 2nd temple of jerusalum
"[""4""]",how many cards are in a deck of phase 10
"[""1900""]",who has the power over the money in the us government
"[""North Korea""]",who were the shudras was dedicated to whom
"[""18""]",when did the iphone 5 first come out
"[""9""]",gray matter of the spinal cord is mostly composed of
"[""7""]",what are the 4 freedoms of the eu
"[""1988""]",who wrote i was jack you were diane
"[""March 9, 2018""]",when was when you say nothing at all written
"[""in 2018""]",why is the us canada's largest trading partner
"[""A mood swing""]",when was the last time the philadelphia eagles went to the playoffs
"[""eastward, in prograde motion""]",who is the maker of the genesis car
"[""2018""]",when does the next part of the ranch come out
"[""Prince Phillip""]",who was the voice of bullwinkle on the rocky and bullwinkle show
"[""rose window""]",who was the film chariots of fire about
"[""2017""]",one side effect of price ceilings is that they produce
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",movie where guy cuts off girl's arms and legs
"[""Lacey Turner""]",who played mr wilson on the original dennis the menace
"[""2002""]",which country is the largest producer of coconut in the world
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",how many times did dale earnhardt win daytona
"[""1967""]",when is nen introduced in hunter x hunter
"[""New Netherland""]",the video with the most dislikes on youtube
"[""a maroon Bristol 405""]",which non-british company owns both the famous british rolls- royce and mini brands
"[""John von Neumann""]",who played mel on the tv show alice
"[""1981""]",who played deborah's father on everybody loves raymond
"[""redox reactions""]",when did england last reach a semi final world cup
"[""Lacey Turner""]",where was the city of troy located at
"[""ice caps""]",who plays young ethan in a dogs purpose
"[""Gal Gadot""]",what number was new york to join the union
"[""2000""]",when did 8 track tapes stop being produced
"[""1967""]",when did 18 become the age to vote
"[""122""]",a directive issued by a president or governor that has the force of law is known as
"[""Mexico"",""Soviet Union""]",how many floors in the john hancock tower boston
"[""August 27, 2017""]",who plays the mother in how i met your mother
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",what is the another name of sahara desert
"[""Ryan Guzman""]",who does dwyane wade play for in the nba
"[""August 17, 2018""]",who sings don't call us we'll call you
"[""Sarabi""]",when was bhopal state merged in the indian union
"[""six""]",where is the lake district located in the uk
"[""Tuticorin (Thoothukudi)""]",who plays kyle in the following season 3
"[""December 2003""]",who sings the counting to 4 song on sesame street
"[""17""]",who wrote all we are is dust in the wind
"[""2010""]",first ufc fighter to hold two belts at the same time
"[""Machilipatnam""]",who played primrose everdeen in the hunger games
"[""Jesse Donald Knotts""]",what is the age of consent in malta
"[""1950""]",when does the new beauty and the beast take place
"[""12""]",who has hit the most grand slams in mlb history
"[""Atlanta–Fulton County Stadium""]",who plays penny on the big bang theory
"[""35""]",where will the next summer olympics be held 2020
"[""2002""]",where does the ulna articulate with the humerus
"[""after a minor infringement""]",who played roo stewarts mum in home and away
"[""Pom Klementieff""]",when will jurassic world the fallen kingdom come out
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",when was la casa de bernarda alba written
"[""Machilipatnam""]",where is the tv show stranger things filmed
"[""oxidative phosphorylation""]",who sang the theme song to all that
"[""1,089 sq ft""]",who is the leader of ruling party in rajya sabha
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who received the most electoral votes in the 2000 presidential election
"[""Miguel Cabrera""]",who plays roo stewart mum in home and away
"[""eastward, in prograde motion""]",roles and functions of the south african reserve bank
"[""2012""]",who sings im going to stand by you
"[""Eli Marienthal""]",who did the night they drove old dixie down
"[""Calcium ions""]",where is the scrotum located on a man
"[""March 27, 2018""]",where is charleston sc located on a map
"[""King Edward Peak""]",when did the rams come to st louis
"[""7""]",who plays will's father in pirates of the caribbean
"[""2024""]",what is the definition of low birth weight
"[""2002""]",how many episodes are there in the show the sinner
"[""Ireland""]",who is the founder of chick fil a
"[""1981""]",who played charlotte on sex and the city
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who plays mike myers in rob zombie's halloween
"[""Calcium ions""]",the lowest possible energy level for an electron is known as
"[""1984""]",who were the 3 axis powers in ww2
"[""John von Neumann""]",who is given power under the constitution to grant individual pardons
"[""Marley""]",who proponded the concept of rule of law in britain
"[""Gabrielle Haugh""]",how many games did the vikings win last year
"[""2017""]",how many episodes are in miraculous ladybug season 2
"[""Monasteries"",""wealthy individuals"",""rulers""]",who played the beatles in the dewey cox movie
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who composed the music for jana gana mana
"[""1,089 sq ft""]",who sings the theme song of the wonder years
"[""10""]",where was what we do in the shadows filmed
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",how many episodes in the itv series girlfriends
"[""1981""]",who played young eponine in les miserables movie
"[""Over 2,500""]",who plays the title character in the john wick franchise
"[""rose window""]",who showed up as winter ended and helped train the continental army
"[""Saleisha Stowers""]",when was if you were coming in the fall written
"[""Billie Jean King""]",where did they film ninja warrior in australia
"[""Molt Taylor""]",when does the space between us come out
"[""New Netherland""]",where does the senate meet in washington dc
"[""Greek""]",who sang the theme song to all that
"[""Season 4, Episode 8""]",who sings the song when i was your man
"[""Niagara River""]",when does handmaid's tale season 2 episode 10 come out
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",when does the tv show good doctor start
"[""the Cambrian explosion""]",what is the meaning of the name renata
"[""Atlanta–Fulton County Stadium""]",who is the bad wizard in lord of the rings
"[""George Casper Homans""]",the real name of the hotel in the shining
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who were the emperors of the qin dynasty
"[""Miguel Cabrera""]",who had the best batting average in baseball history
"[""Phillip Alford""]",which book of prophecy was the ethiopian eunuch reading from
"[""US$500""]",when did the era of good feelings end
"[""Islamic prophet Muhammad""]",who won second place on america's got talent
"[""2018""]",when did castle in the sky come out
"[""Parafollicular cells""]",when did the tomb raider game come out
"[""2018""]",who plays noah in the kissing booth movie
"[""Eagles""]",she played spike lee's girlfriend in do the right thing
"[""Parafollicular cells""]",who did george mason lose to in the final four
"[""12""]",the aleutian islands are part of which state
"[""2009""]",where did the battle of the philippine sea take place
"[""State governments""]",who has the worst record in nfl football
"[""Potassium chlorate""]",how many grammy awards does r kelly have
"[""Sarabi""]",the office season 6 episode 1 guest stars
"[""New Netherland""]",who is the voice of brick in lego batman
"[""10""]",who does loretta's voice on family guy
"[""4""]",when did the game of thrones books come out
"[""Elstree Studios""]",who played the most nba all star games
"[""1984""]",when did dvd players come out in the us
"[""University of South Carolina""]",when was lady and the tramp 2 made
"[""King Edward Peak""]",who sings the song video killed the radio star
"[""John O'Banion""]",where does the southern hairy nosed wombat live
"[""Lebanese""]",when does new episodes of the handmaids tale come out
"[""1974""]",which city is selected under hriday scheme in karnataka
"[""2010""]",who played the lone ranger in the 1950s
"[""In 1995""]",who was the first african american student to attend the university of mississippi
"[""ice caps""]",when does the presidential election occur in the united states
"[""Tuticorin (Thoothukudi)""]",who plays will on the bold and beautiful
"[""9""]",how strong was hurricane katrina when it hit
"[""Edwin Hubble""]",when was the last time olympics was in the us
"[""2–4 years""]",the state capital of the us state of montana
"[""1981""]",when did starwars a new hope come out
"[""Billie Jean King""]",where was the movie the grey filmed at
"[""pyramidion""]",who does sanchez play for in the world cup
"[""a wild Pikachu""]",when did women get the vote in usa
"[""video editing""]",when did the federal election campaign act place limits on hard money but not on soft money
"[""Anil Kumar Jha""]",when did new york state change the drinking age to 21
"[""Australia""]",when did they stop making the dodge viper
"[""A concerto""]",who won the darts in shanghai last night
"[""1792""]",what is the size of a typical poster
"[""Spanish""]",when was the first death wish movie made
"[""John O'Banion""]",what is the definition of sabbath in hebrew
"[""April 1, 1999""]",what the name of little red riding hood
"[""Sachin Tendulkar""]",when did the ban on assault weapons expire
"[""179""]",when did the eastern and western church split
"[""1981""]",who plays matt leblanc's mother in man with a plan
"[""Spanish""]",who streaked across the stage at the 1974 academy awards
"[""George Hudson""]",how many seasons of happy tree friends are there
"[""Lacey Turner""]",who is buried in the old north church
"[""March 9, 2018""]",when did the song why by nf come out
"[""Barbicide""]",who has the most touchdown passes in college football
"[""2009""]",where is britain's got talent semi finals held
"[""1984""]",where did they film eat pray love in bali
"[""King Edward Peak""]",who was the chief minister of gujarat before the 2014 general elections
"[""March 15, 2013""]",what is the origin of the name cynthia
"[""2017""]",who found a route to india by sailing around the horn of africa
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who plays the fairy godmother in the descendants
"[""St. Louis Cardinals"",""San Francisco Giants""]",when did slender man the movie come out
"[""17""]",when is steven universe save the light coming out
"[""James Arthur""]",the head of the orthodox church in cyprus
"[""2010""]",who wrote may the bird of paradise fly up your nose
"[""PewDiePie""]",whats the clown's name in house of 1000 corpses
"[""Marvin Gaye""]",one of the british island in the irish sea
"[""Lake Baikal""]",where is protein broken down into amino acids
"[""North Korea""]",where is atp made during the electron transport chain
"[""Charles Young""]",who does the black baby on shameless belong to
"[""China""]",who was the first national chairman of the proscribed social democratic party
"[""Clemson\n1""]",us imperialism in the late 19th century was supported by which theory
"[""Atlanta–Fulton County Stadium""]",whos the green witch in once upon a time
"[""Phillip Alford""]",who plays bubba on in the heat of the night
"[""Ireland""]",who are the kane county cougars affiliated with
"[""December 15, 2017""]",when does throne of glass 6 come out
"[""October 10, 2017""]",who played doc holliday in the life and legend of wyatt earp
"[""1981""]",when was the last time depaul made the ncaa tournament
"[""1974""]",in which year first census was conducted in india
"[""Jimmy Cliff""]",how many seats in ontario to have party status
"[""redox reactions""]",when did the movie pete's dragon come out
"[""In 1995""]",what was the first year of the nissan gtr
"[""Marvin Gaye""]",when does episode 2 of tokyo ghoul re come out
"[""Clayton Moore""]",who plays rachel's sister in the bodyguard
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",presented the idea of indian constituent assembly in pre independence day
"[""copper""]",who plays whiskey in the kingsman golden circle
"[""Molt Taylor""]",who are the kane county cougars affiliated with
"[""March 9, 2018""]",who has the most national championships in the ncaa football
"[""Lebanese""]",who did duke lose to in 2016 tournament
"[""unknown""]",when did 3 point shot start in college basketball
"[""Bella Dayne""]",what breed of dog is in fox and the hound
"[""Citytv""]",what is the administrator equivalent account in linux called
"[""Atlanta–Fulton County Stadium""]",who takes over for the president if he cannot fulfill his duty
"[""Niagara River""]",who helps gilgamesh interpret his dreams of a new companion
"[""in 2018""]",what language do they soeak in hong kong
"[""1980""]",who gets to vote on the heisman trophy
"[""2000""]",who played the role of gemini ganeshan in mahanati
"[""2018""]",where was a place to call home filmed
"[""Constantine""]",who does the voice of buzz light year
"[""PewDiePie""]",the tallest man that ever lived on earth
"[""State governments""]",who is lead singer of fall out boy
"[""Dylan""]",when does season 5 of the orginals come out
"[""Christopher Robert Evans""]",who played the first alice in the honeymooners
"[""State governments""]",who played bob in suite life of zack and cody
"[""March 15, 2013""]",the sutures in the skull are what kind of joints
"[""Citytv""]",who played the daughter in back to the future 2
"[""China""]",who did houston play in the world series
"[""1,089 sq ft""]",what season does elena become a vampire in the vampire diaries
"[""John von Neumann""]",who killed marquis in tale of two cities
"[""1792""]",which train has the highest speed in india
"[""West Bengal""]",who rebuilt the walls of jerusalem in the bible
"[""7""]",what was the journey of the cherokee to indian territory called
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who is known as the first and last female rules of the delhi sultanate
"[""PewDiePie""]",who wrote the song i put a spell on you
"[""Jimmy Cliff""]",which type of real estate investment trust is designed to deal exclusively in equities
"[""Sarabi""]",when was the election to the constituent assembly held in india
"[""Jason Michael Lee""]",what influenced the exterior design of the library of parliament
