method,number,orbital_period,mass,distance,year
Radial Velocity,1.0,1245.0772564,,47.18,2009
Radial Velocity,1.0,15.6771979,,27.53,2009
Transit,1.0,2.2386916,,196.58,2013
Radial Velocity,1.0,297.1035056,8.0455,46.02,2007
Radial Velocity,1.0,13.5474976,0.434,86.86,2012
Transit,4.0,,1.6095,,2008
Transit,1.0,2.8448904,,162.94,2012
Transit,4.0,1.5343115,1.7215,592.66,2005
Transit,1.0,24.2543703,,,2004
Transit,2.0,23.3811028,3.1385,859.01,2006
Radial Velocity,4.0,0.09070629,4.0105,26.15,2003
Radial Velocity,2.0,997.1037571,,28.86,2004
Transit,1.0,9.4540345,,193.35,2010
Transit,5.0,5.1369679,,,2011
Transit,1.0,11.3662018,,180.8,2006
Transit,4.0,22.8859009,,,2009
Transit,1.0,56.3835544,,2392.18,2004
Radial Velocity,6.0,66.4026224,,18.68,2011
Transit,2.0,101.8658607,,822.63,2006
Radial Velocity,2.0,343.2127772,0.3339,51.74,2006
Radial Velocity,1.0,3259.8187879,,17.26,2004
Radial Velocity,1.0,6.0237833,,26.37,2013
Radial Velocity,2.0,1397.8649241,4.278,,2009
Transit,7.0,,0.9175,313.48,2011
Radial Velocity,2.0,112.6972561,,28.54,2006
Radial Velocity,1.0,,,38.61,2008
Transit,1.0,28.3213945,0.553,122.39,2005
Radial Velocity,1.0,0.9617169,,33.93,2005
Radial Velocity,1.0,8.4981924,,185.07,2013
Transit,1.0,3.4726431,8.4411,464.98,2006
Radial Velocity,2.0,101.9220487,1.6684,45.45,2010
Transit,1.0,0.3228526,0.8976,519.02,2009
Radial Velocity,1.0,16.0400208,,16.23,2009
Radial Velocity,1.0,1342.494754,2.7139,40.25,2014
Radial Velocity,3.0,,0.0087,39.82,2006
Eclipse Timing Variations,1.0,7098.6412148,,14.43,2002
Radial Velocity,1.0,1197.4655527,0.9613,47.98,2007
Transit,1.0,2.1268958,,1199.3,2014
Radial Velocity,2.0,8.0893001,7.5224,28.18,2006
Orbital Brightness Modulation,2.280288965822725,13.7645456,0.5461,194.73,2013
Radial Velocity,1.0,0.4854232,,10.7,2011
Radial Velocity,1.0,1548.7158092,,110.25,2014
Radial Velocity,2.0,160.6926387,,,2014
Radial Velocity,2.0,525.7294527,,86.52,2009
Transit,1.0,21.1501977,3.029,,2014
Radial Velocity,1.0,4.6264445,0.9673,40.08,2014
Imaging,1.0,7780.5197382,,,2009
Transit,1.0,52.0018843,,402.89,1999
Radial Velocity,2.0,70.277511,,28.94,2007
Transit,1.0,3.549513,0.4435,,2013
Imaging,1.0,11766.7730878,1.6174,31.98,2010
Radial Velocity,1.0,5.6588716,0.0036,19.21,2010
Radial Velocity,3.0,34.8040099,0.4948,,2008
Radial Velocity,3.0,211.1972197,3.4144,112.06,2008
Transit,1.0,3.823256,1.8454,321.24,2012
Radial Velocity,1.0,73.5525733,,,2007
Transit,7.0,9.8145461,,139.03,2013
Radial Velocity,1.0,17.9313582,3.0824,169.92,2008
Radial Velocity,1.0,20.1191515,,61.79,2007
Radial Velocity,1.0,1524.6501432,1.565,34.21,2009
Imaging,1.0,51931.3162664,,119.58,2006
Transit,2.0,0.5130619,,301.9,2010
Transit,1.0,140.2023215,3.7507,,2012
Transit,3.0,195.6264229,0.5414,43.29,2012
Radial Velocity,1.0,,,97.67,2005
Radial Velocity,2.0,1063.0322077,,53.37,2014
Radial Velocity,2.0,0.09070629,,12.73,2007
Imaging,1.0,13065.5804387,,150.06,2009
Transit,2.0,1.3897807,5.7669,273.26,2004
Transit,2.0,13.7667798,5.0049,,2004
Radial Velocity,1.0,190.1553495,,83.33,2008
Transit,1.0,13.3422515,3.3384,,2013
Transit,2.0,0.9060711,3.981,445.45,2013
Transit,1.0,19.9907804,6.2297,,2011
Microlensing,1.0,2274.5326639,9.1974,6794.02,2009
Transit,2.0,4.8885116,0.0372,552.72,2004
Radial Velocity,1.0,647.1474556,0.4863,11.96,2013
Transit,2.0,75.4855586,0.222,518.79,2006
Radial Velocity,2.0,211.9119127,,,2013
Transit,1.0,2.915245,1.0506,101.99,2014
Radial Velocity,4.0,0.7501699,0.1625,,2006
Radial Velocity,2.0,1614.7758197,,24.82,2014
Radial Velocity,6.0,11.6478562,11.8659,,2008
Radial Velocity,1.0,200.3306922,,44.88,2011
Radial Velocity,2.0,510.2114203,0.0036,22.09,2011
Radial Velocity,1.0,2.1070428,,30.85,2010
Radial Velocity,3.0,636.2402903,1.5677,60.57,2014
Radial Velocity,1.0,0.5081776,,41.1,2014
Microlensing,1.0,,,3817.44,2009
Radial Velocity,1.0,,,,2004
Transit,1.0,11.0368086,,108.03,2006
Radial Velocity,1.0,206.3428418,1.8426,27.19,2007
Radial Velocity,1.0,87.076914,,313.57,2003
Radial Velocity,2.0,5432.5739686,,21.96,2008
Radial Velocity,1.0,2883.7946143,,117.05,1998
Transit,1.0,15.4205621,,274.03,2011
Transit,2.0,9.0660896,8.6587,818.82,2005
Radial Velocity,1.0,0.9679758,,28.25,2008
Radial Velocity,2.0,25.2370844,0.0086,19.13,2011
Microlensing,1.0,1859.6552092,,3013.86,2004
Radial Velocity,2.0,50.6855402,2.7002,28.8,2012
Radial Velocity,4.0,46.3886621,,100.04,2011
Radial Velocity,1.0,211.6128861,,36.64,2014
Transit,1.0,22.5074581,,180.31,2007
Radial Velocity,2.0,87.5641783,,151.73,2013
Radial Velocity,1.0,45.1924774,0.8106,13.52,2005
Radial Velocity,1.0,757.7874071,,63.74,2008
Radial Velocity,1.0,,1.3922,32.39,2014
Imaging,1.0,106103.4009649,1.1824,,2014
Transit,1.0,1.3711457,0.4842,102.22,2008
Radial Velocity,2.0,2.717962,1.4244,12.83,2007
Transit,4.0,2.796785,,,2010
Transit,1.0,5.3962404,1.5908,598.58,2010
Transit,2.0,8.7607055,,,2008
Radial Velocity,2.0,753.6287743,,20.33,2008
Radial Velocity,1.0,196.5300315,,61.38,2005
Radial Velocity,1.0,0.9886279,2.1874,17.89,2007
Radial Velocity,1.0,59.4866719,0.0064,29.9,2006
Radial Velocity,1.0,190.9032205,0.4668,,2008
Radial Velocity,1.0,6.4669865,,23.88,2007
Transit,2.0,0.697647,0.273,303.14,2009
Radial Velocity,1.0,98.6718989,5.5269,35.6,2014
Radial Velocity,1.0,180.3504408,,185.91,2014
Transit,1.0,2.083815,0.3218,,2009
Imaging,1.0,7114.7413132,0.0077,18.39,2014
Radial Velocity,2.0,1067.3405742,2.6686,26.41,2011
Radial Velocity,1.0,0.220266,3.4255,50.48,2013
Microlensing,1.0,2726.3418882,3.7852,2168.85,2012
Radial Velocity,1.0,1436.0400963,2.2123,,2014
Radial Velocity,1.0,1458.867365,0.0364,9.92,2011
Radial Velocity,1.0,0.09070629,,,2008
Radial Velocity,1.0,8.266329,,76.86,2011
Transit,1.0,22.306387,,437.75,2011
Transit,1.0,2.0611824,2.6089,623.02,2005
Transit,2.0,2.4020227,0.2178,641.85,2008
Radial Velocity,1.0,79.2233371,,20.89,2010
Radial Velocity,2.0,1919.4414939,,,2011
Transit,3.0,0.7601891,,1853.68,2010
Microlensing,1.0,2484.8621127,2.2158,5393.02,2009
Radial Velocity,3.0,,,66.54,2010
Transit,1.0,3.2921149,0.4425,,2005
Transit,2.0,4.9910815,,86.68,2006
Transit,2.0,4.2062529,,166.24,2008
Radial Velocity,1.0,120.4032962,0.0191,99.27,2013
Imaging,1.0,4988.7214539,0.2423,109.86,2011
Radial Velocity,2.0,0.8825347,21.1287,155.81,2010
Radial Velocity,2.0,146.6654308,6.8501,,2011
Transit,7.0,7.6427892,,508.14,2012
Radial Velocity,2.0,2.1078621,1.0684,48.95,2014
Radial Velocity,1.0,3.1906574,1.4818,51.3,2014
Radial Velocity,1.0,1071.4383189,0.2938,17.32,2011
Imaging,1.0,25300.7878938,,29.38,2007
Radial Velocity,1.0,2791.1295294,,68.05,2005
Radial Velocity,1.0,35.2511464,4.5959,103.4,2008
Transit,2.0,1.5804639,,318.01,2014
Radial Velocity,2.0,,0.4481,163.05,2003
Transit,2.0,33.4074731,3.0982,902.82,2010
Radial Velocity,1.0,15.2381301,,32.65,2009
Radial Velocity,3.0,4917.4011607,5.159,23.39,2005
Radial Velocity,1.0,0.09070629,3.4526,17.02,2012
Eclipse Timing Variations,2.0,7997.5931826,,,2012
Transit,2.0,2.1072471,,2067.93,2004
Radial Velocity,1.0,38.1056285,,101.25,2008
Radial Velocity,1.0,1965.5658081,0.0036,36.37,2008
Radial Velocity,2.0,,0.4851,29.02,2014
Radial Velocity,1.0,893.3834408,0.3155,31.56,2003
Radial Velocity,3.0,429.9572948,4.3439,19.59,2013
Transit,1.0,28.1756327,2.8397,,2011
Radial Velocity,2.0,58.3691962,0.5468,40.09,1998
Radial Velocity,1.0,203.8453592,2.1528,24.53,2001
Radial Velocity,1.0,129.8468104,6.2337,27.39,2013
Transit,1.0,1.1848437,,422.7,2005
Radial Velocity,7.0,1227.1238902,1.2597,20.13,2007
Radial Velocity,7.0,376.8681271,0.6163,,2011
Transit,1.0,2.010734,,833.28,2013
Transit,4.0,3.9056461,0.0163,,2014
Transit,1.0,30.4324471,,357.4,2009
Radial Velocity,1.0,690.8525462,1.3987,44.64,2010
Radial Velocity,3.0,68.3398602,3.8081,25.66,2014
Radial Velocity,2.0,282.0850152,,52.53,2007
Radial Velocity,1.0,1116.0875715,0.1445,,2014
Radial Velocity,1.0,224.5463549,,51.77,2011
Eclipse Timing Variations,2.0,2832.8548144,,390.09,2007
Transit,1.0,2.9002883,16.2972,1182.98,2010
Radial Velocity,2.0,229.0527235,,70.68,2008
Transit,2.0,67.6739791,0.0419,351.7,2004
Transit,1.0,7.7561782,2.5376,,2004
Transit,2.0,149.2525044,,687.67,2014
Radial Velocity,1.0,3647.9637825,,19.06,2014
Transit,1.0,3.7966831,0.4837,127.52,2008
Radial Velocity,5.0,102.2944596,,44.07,2011
Transit,1.0,,,,2006
Transit,1.0,17.4715878,,1085.31,2013
Transit,1.0,22.9539344,,327.93,2014
Radial Velocity,2.0,0.7327961,0.1027,,2010
Radial Velocity,1.0,16.0222541,,32.98,2009
Transit,1.0,1.2242113,,,2001
Radial Velocity,1.0,1598.1576551,,53.58,2008
Eclipse Timing Variations,2.0,8497.560867,,259.95,2006
Radial Velocity,1.0,1855.6095742,1.1631,32.64,2009
Transit,1.0,15.9112563,2.73,351.94,2010
Transit,1.0,2.1378008,,135.97,2004
Pulsar Timing,1.0,439.6544567,,371.56,2009
Transit,1.0,2.6211214,,152.76,2011
Radial Velocity,1.0,714.5028523,2.4605,121.56,2008
Radial Velocity,1.0,13.3765774,,31.77,2009
Microlensing,1.0,2409.5204308,,,2009
Radial Velocity,1.0,651.0823745,,,2006
Radial Velocity,1.0,189.2745291,,53.3,2005
Radial Velocity,1.0,1630.2817234,0.5367,63.42,2005
Radial Velocity,1.0,747.3493775,,21.46,2004
Transit,2.0,37.0049305,,,2007
Transit,3.0,2.8254463,2.9792,2937.05,2014
Transit,2.0,187.0924671,,,2008
Radial Velocity,1.0,1320.113571,,19.41,2007
Transit,2.0,0.1763569,2.9536,555.33,2014
Transit,1.0,30.0487646,,114.58,2009
Transit,1.0,4.8504826,0.1742,328.57,2012
Radial Velocity,1.0,5.4563928,,,2005
Transit,2.0,21.5047093,0.3267,1292.85,2005
Transit,1.0,1.5817027,1.3436,74.06,2007
Transit,1.0,23.0040318,,654.76,2006
Radial Velocity,1.0,53.3625544,,19.94,2007
Transit,2.0,53.8260453,,582.32,2007
Radial Velocity,2.0,586.1989246,,31.41,2012
Radial Velocity,2.0,494.8429535,0.047,,2007
Radial Velocity,1.0,2.0723689,6.7938,25.64,2011
Transit,2.0,2.4194571,2.9579,1261.18,2009
Transit,7.0,,4.5463,,2010
Transit,4.0,4.6071707,,400.47,2012
Radial Velocity,1.0,44.4282321,,20.93,2004
Radial Velocity,1.0,5374.3879466,,50.83,2007
Radial Velocity,1.0,744.6364691,1.7817,66.08,2008
Radial Velocity,2.0,512.7437201,4.1314,65.99,2009
Transit,2.0,33.5080546,,,2011
Radial Velocity,1.0,,2.8483,176.6,2010
Radial Velocity,3.0,12.9003996,19.5962,16.42,2014
Radial Velocity,2.0,0.09070629,3.6966,132.77,2007
Transit,1.0,20.113273,0.1615,982.26,2006
Orbital Brightness Modulation,1.650207938519211,0.2223783,0.0072,41.35,2010
Transit,2.0,0.9984102,,898.75,2007
Transit,4.0,0.3366531,2.0,95.89,2011
Radial Velocity,2.0,823.2091745,2.104,18.79,2013
Imaging,1.0,4834.4095493,8.1923,124.27,2008
Radial Velocity,2.0,308.7689179,,22.74,2010
Microlensing,1.0,2848.6279298,0.2563,4929.27,2010
Transit,2.0,3.6579023,2.2583,1774.77,2009
Radial Velocity,2.0,0.0938044,9.891,10.09,2011
Transit,1.0,11.1905318,3.8315,717.87,2009
Transit,4.0,193.4845141,,,2014
Radial Velocity,1.0,583.7030185,2.9083,12.59,2010
Transit,1.0,4.7286413,,1203.31,2003
Transit,3.0,17.3644272,0.015,307.15,2004
Radial Velocity,2.0,78.1271924,2.3828,27.42,2003
Transit,1.0,65.0687316,,,2010
Radial Velocity,1.0,360.4998913,,,2012
Transit,1.0,0.7748409,,281.43,2011
Radial Velocity,1.0,180.2949037,,126.54,2007
Radial Velocity,1.0,3.0790211,,27.21,2008
Radial Velocity,2.0,1134.330107,2.2091,79.54,2008
Radial Velocity,2.0,0.8308742,0.0764,38.21,2005
Radial Velocity,1.0,226.9176896,0.9875,147.8,2010
Radial Velocity,1.0,0.4852585,,47.47,2005
Transit,1.0,12.7968382,10.4371,104.38,2005
Radial Velocity,2.0,5.016169,,20.11,2009
Radial Velocity,2.0,4737.6938799,,,2011
Radial Velocity,1.0,104.7258378,,,2008
Radial Velocity,1.0,0.09070629,1.4506,51.56,2005
Transit,1.0,,,98.86,2014
Radial Velocity,3.0,9.4588595,,17.26,2007
Transit,1.0,6.3775082,,214.0,2012
Radial Velocity,1.0,2.4375367,0.5782,,2010
Transit,4.0,19.7416481,,3875.7,2013
Radial Velocity,2.0,1196.5294977,,47.24,2014
Imaging,2.0,,,,2003
Transit,2.0,34.3792486,0.3172,825.82,2005
Radial Velocity,7.0,73.0126382,,,2012
Radial Velocity,1.0,1810.7775716,1.1454,23.95,2014
Radial Velocity,7.0,732.7028706,0.6985,58.73,2011
Radial Velocity,1.0,15.2379744,,,2014
Radial Velocity,3.0,2242.3124915,,111.02,2007
Radial Velocity,1.0,150.0540294,0.0435,22.98,2005
Transit,1.0,36.776834,,1146.63,2007
Radial Velocity,1.0,12.5958977,0.3909,55.72,2005
Transit,2.0,25.8074061,11.6401,359.59,2009
Transit,1.0,4.8084499,,712.23,2006
Transit,1.0,6.6944582,3.6909,508.52,2009
Transit,2.0,20.0105044,0.656,,2012
Transit,1.0,7.8393707,,140.16,2009
Transit,2.0,3.8089474,,120.72,2009
Transit,1.0,4.3498801,,541.74,2011
Radial Velocity,1.0,10.4717257,,15.5,2013
Radial Velocity,1.0,114.2130054,,101.41,2011
Radial Velocity,2.0,57.807964,6.684,,2007
Transit,1.0,4.881368,,556.63,2006
Radial Velocity,2.0,141.8083059,,12.25,2012
Radial Velocity,1.0,0.7345677,,17.49,2011
Radial Velocity,1.0,1683.5460789,0.569,,2003
Radial Velocity,1.0,377.3884112,,33.18,2005
Transit,1.0,18.6567934,,171.97,2006
Radial Velocity,1.0,601.4065145,,65.09,2011
Transit,1.0,,,1105.53,2008
Transit,2.0,2.9542688,,518.56,2011
Transit,1.0,1.4841721,0.1862,361.67,2012
Transit,1.0,0.6219373,0.1118,539.77,2007
Transit,1.0,47.5829838,,943.37,2004
Radial Velocity,1.0,8.009038,,55.62,2010
Radial Velocity,1.0,553.0492659,0.019,36.66,2014
Transit,1.0,8.2279917,1.7782,224.5,2008
Radial Velocity,1.0,1250.967532,0.0989,35.05,2013
Transit,3.0,7.2628335,,71.02,2010
Radial Velocity,1.0,79.4560381,,50.09,2013
Radial Velocity,1.0,,,,2012
Transit,1.0,2.4578605,0.0364,1203.72,2002
Radial Velocity,1.0,,0.9744,,2012
Radial Velocity,2.0,629.5287018,0.6971,,2014
Radial Velocity,1.0,0.09070629,25.0,12.38,2004
Imaging,1.0,13716.808065,,110.43,2009
Radial Velocity,1.0,1185.3519492,,,2013
Radial Velocity,2.0,116.7260771,,79.35,2008
Transit,1.0,0.3123968,,587.85,2012
Transit,1.0,15.4247628,0.1975,,2014
Microlensing,2.0,4294.9715527,,,2007
Transit,3.0,16.4341049,,6508.54,2011
Transit,2.0,11.1625922,0.8785,133.72,2012
Transit,3.0,4.2534409,,881.74,2014
Transit,1.0,15.0053543,,,2013
Transit,1.0,5.7691648,10.3811,210.94,2014
Microlensing,1.0,2118.4285157,,5257.76,2005
Radial Velocity,1.0,369.3331449,0.8529,30.46,2007
Pulsar Timing,2.0,1.4766514,,10.62,2005
Radial Velocity,2.0,893.5446669,16.2635,17.55,2013
Eclipse Timing Variations,2.0,4547.3226898,2.8221,88.92,2008
Transit,1.0,,,61.49,2003
Orbital Brightness Modulation,1.243995274795522,67.9202987,1.7544,,2010
Transit,4.0,14.7878634,1.3481,170.99,2014
Radial Velocity,1.0,,14.3748,11.47,2006
Radial Velocity,1.0,25.0513591,9.2364,71.85,2011
Transit,1.0,6.7073437,3.3143,133.42,2006
Radial Velocity,6.0,423.845336,,43.58,2005
Radial Velocity,1.0,1360.1070403,0.9366,49.16,2010
Radial Velocity,2.0,,0.0282,,2008
Transit,1.0,0.7927137,,384.08,2014
Imaging,1.0,210794.6365752,,129.47,2014
Transit,1.0,80.8031395,,,2006
Transit,2.0,8.144914,,289.76,2012
Transit,2.0,32.017751,14.5239,689.25,2005
Radial Velocity,3.0,2429.0406756,0.5273,,2001
Transit,7.0,17.6160142,,205.62,2008
Radial Velocity,2.0,,0.0529,74.38,2014
Radial Velocity,2.0,90.6280072,,122.52,2012
Transit,6.0,15.6185803,12.5265,1582.02,2009
Transit,1.0,2.3900847,0.5251,522.27,2012
Radial Velocity,1.0,47.9939059,,58.86,2005
Transit,2.0,1.631333,0.5153,368.51,2013
Radial Velocity,1.0,13.0012124,0.2129,47.91,2014
Transit,1.0,35.3069215,0.1353,,2012
Pulsar Timing,2.0,6098.1937167,,2.02,2012
Transit,1.0,9.096141,,362.34,2013
Transit,3.0,12.7328321,,,2010
Imaging,1.0,6638.257393,,137.32,2006
Transit,2.0,0.2093286,7.3295,152.61,2014
Transit,2.0,16.1093406,6.7856,194.23,2010
Microlensing,1.0,5042.6880804,,,2004
Radial Velocity,2.0,0.09070629,,,2013
Radial Velocity,1.0,7344.3513849,0.6276,,2014
Transit,1.0,12.8715982,18.2995,,2014
Radial Velocity,2.0,86.2922407,0.3312,17.47,2003
Radial Velocity,1.0,1255.0722234,0.0485,15.26,2003
Radial Velocity,1.0,55.5690932,0.0117,14.43,2009
Radial Velocity,2.0,208.6998636,3.0965,,2007
Transit,1.0,2.4122507,0.2115,1134.68,2014
Transit,1.0,10.7323012,2.3506,253.69,2014
Transit,2.0,1.9561593,,130.89,2009
Radial Velocity,1.0,0.4412952,,24.13,2014
Transit,2.0,41.9894631,,269.49,2014
Radial Velocity,2.0,375.9693309,0.3837,22.1,2011
Radial Velocity,1.0,129.5586607,1.193,71.75,2007
Radial Velocity,1.0,2.5440683,,,2000
Transit,1.0,5.7665532,,629.73,2010
Transit,1.0,15.2198306,,256.12,2008
Transit,7.0,5.5783958,,66.83,2009
Radial Velocity,5.0,4669.720871,1.2345,139.17,2002
Transit,3.0,3.0593759,,596.68,2010
Transit,7.0,29.6819349,0.108,359.66,2003
Transit,1.0,3.9244229,3.5116,239.44,2014
Radial Velocity,1.0,5530.159912,9.6135,29.57,2006
Radial Velocity,1.0,593.426816,,40.22,2014
Pulsar Timing,3.0,0.7444693,1.0456,210.52,2012
Transit,1.0,2.5181862,0.0478,131.93,2014
Radial Velocity,2.0,842.4821604,,,2008
Radial Velocity,2.0,0.09070629,,120.19,2008
Radial Velocity,2.0,679.4907541,0.0381,108.63,2005
Microlensing,1.0,1933.528346,1.9583,3566.71,2007
Transit,1.0,3.4508675,11.5106,2829.86,2006
Radial Velocity,2.0,9.6241198,0.0036,17.59,2007
Radial Velocity,1.0,38.2737615,1.7205,112.33,2001
Radial Velocity,1.0,52.6547337,2.0006,55.87,2010
Radial Velocity,3.0,2.0664174,0.0572,,2009
Radial Velocity,1.0,33.2845556,0.0552,24.66,2007
Imaging,1.0,5271.9546744,,142.52,2005
Imaging,1.0,,0.0205,53.86,2010
Radial Velocity,1.0,2.3611008,,27.64,2006
Transit,1.0,17.8587658,,62.65,2009
Radial Velocity,1.0,62.6936978,6.4312,,2007
Radial Velocity,1.0,8.7608852,,14.88,2012
Radial Velocity,1.0,4241.2905981,0.6236,79.26,2010
Transit,3.0,10.3418362,4.0865,1450.21,2013
Radial Velocity,1.0,57.6514702,0.3685,53.38,2009
Radial Velocity,1.0,427.5953384,,306.34,2011
Transit,3.0,15.085156,5.4085,589.46,2012
Radial Velocity,1.0,10.1619249,0.0788,12.51,2003
Radial Velocity,1.0,107.3598643,1.4681,,2013
Transit,1.0,18.8867118,,,2006
Radial Velocity,1.0,2.4683367,,219.26,2013
Radial Velocity,3.0,86.3983697,0.5411,44.75,2009
Radial Velocity,3.0,60.7898058,,42.59,2014
Radial Velocity,3.0,55.8296505,,65.69,2014
Transit,1.0,25.0849109,,234.08,2006
Microlensing,1.0,4390.6558753,3.7171,5832.33,2010
Radial Velocity,1.0,250.8038634,,27.14,2013
Radial Velocity,1.0,0.09070629,,52.93,2014
Transit,3.0,4.2341483,,939.23,2002
Pulsar Timing,3.0,,,148.38,2014
Radial Velocity,1.0,8.3765766,0.0752,39.29,2012
Transit,2.0,5.3348439,0.0036,366.59,2009
Radial Velocity,2.0,2445.0603634,4.7071,26.2,2008
Radial Velocity,3.0,1800.5597955,,38.63,2009
Radial Velocity,1.0,16.6178696,0.2066,21.83,2006
Transit,4.0,24.0436576,,468.5,2000
Radial Velocity,1.0,4243.652987,6.0234,51.86,2010
Transit,3.0,1.3282769,,75.53,2006
Transit,2.0,3.5287627,,486.76,2008
Transit,1.0,21.7367895,,,2008
Microlensing,1.0,2773.2887805,,5876.19,2011
Transit,1.0,8.2869267,0.3707,274.7,2011
Transit,1.0,1.923107,,175.2,2013
Transit,2.0,36.3685032,,318.39,2010
Transit,2.0,12.2828144,,528.02,2009
Microlensing,1.0,2702.0538225,2.0457,3272.94,2012
Transit,5.0,26.9760513,3.6126,92.55,2011
Radial Velocity,1.0,1334.6551433,,35.86,2010
Imaging,1.0,19318.9156407,,38.69,2007
Transit,1.0,15.4305934,,741.61,2007
Radial Velocity,2.0,41.1204566,,12.51,2011
Transit,1.0,2.7108557,,607.22,2005
Radial Velocity,1.0,10.4719895,,35.17,2013
Radial Velocity,1.0,1343.7526329,,193.22,2007
Microlensing,1.0,2292.4610961,,2917.23,2010
Radial Velocity,1.0,641.1780422,,46.27,2007
Radial Velocity,3.0,348.247939,,127.36,2005
Transit,4.0,43.9461535,0.6934,190.36,2006
Transit,2.0,21.4654652,16.7384,245.45,2013
Transit,1.0,2.7208197,0.908,1971.1,2014
Radial Velocity,1.0,0.1110654,,41.07,2010
Transit,1.0,4.8698455,1.0735,2599.0,2012
Transit,1.0,49.9836612,,278.14,2008
Transit,1.0,47.6764565,,1080.19,2009
Radial Velocity,2.0,5.6770568,0.7388,10.07,2004
Radial Velocity,2.0,85.5242192,,24.11,2014
Transit,2.0,10.9855952,,,2012
Radial Velocity,1.0,0.3996644,,73.71,2005
Radial Velocity,1.0,0.9230551,,,2002
Radial Velocity,1.0,2295.2092096,,13.61,1999
Microlensing,1.0,2978.7661023,6.0746,4037.32,2008
Radial Velocity,3.0,1592.6067938,0.4033,,2004
Radial Velocity,1.0,362.4758701,,29.97,2010
Transit,2.0,28.7997832,,815.08,2006
Imaging,1.0,,,137.08,2010
Radial Velocity,1.0,1334.2930529,,,2005
Transit,1.0,5.6637928,,487.13,2009
Transit,2.0,4.5801747,0.0223,320.23,2003
Radial Velocity,1.0,1342.8481438,0.0238,15.25,2010
Radial Velocity,1.0,5798.2921035,,37.59,2008
Transit,1.0,11.7486667,1.7764,111.64,2005
Radial Velocity,1.0,891.4684905,6.4225,98.01,2014
Radial Velocity,2.0,37.5680991,,38.65,2009
Transit,1.0,,7.0437,244.46,2014
Radial Velocity,1.0,3.4703234,,,2008
Radial Velocity,1.0,433.8396056,,64.87,2006
Transit,2.0,13.8399297,0.9369,520.29,2010
Transit,1.0,123.488339,2.4942,695.29,2007
Radial Velocity,2.0,0.09070629,,48.27,2003
Radial Velocity,1.0,4356.1223668,1.6713,,2009
Radial Velocity,1.0,9.662306,,30.2,2009
Transit,2.0,3.0846117,2.3111,210.17,2010
Transit,1.0,11.777895,0.5763,415.29,2011
Radial Velocity,1.0,1010.8114377,0.3912,24.59,2007
Transit Timing Variations,1.000669590973819,16.1568026,,,2013
Radial Velocity,5.0,4363.2708282,,,2010
Transit,2.0,2.4682885,5.0338,616.46,2005
Radial Velocity,1.0,1234.2681448,,99.82,2014
Radial Velocity,1.0,694.2322058,,,2014
