method,number,orbital_period,mass,distance,year
Radial Velocity,1,17.24,,25.54,2008
Radial Velocity,5,4909.0,,12.53,2002
Transit,1,0.94145299,,105.49,2009
Imaging,1,,,,2008
Transit,1,1.33823187,,300.0,2007
Radial Velocity,1,431.88,,77.82,2001
Transit,5,12.4417,,368.0,2013
Transit,1,3.67724,,,2007
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,1,4885.0,3.1,189.39,2009
Radial Velocity,2,3.698,,150.0,2009
Microlensing,1,1970.0,,,2010
Radial Velocity,1,3.51,,28.94,1999
Radial Velocity,1,2371.0,25.0,37.05,2008
Imaging,1,,,145.0,2010
Transit,1,1.9000693,,870.0,2011
Radial Velocity,1,264.15,4.01,33.33,2002
Radial Velocity,1,1634.0,14.2,38.26,2009
Radial Velocity,2,103.49,0.04,26.21,2011
Radial Velocity,4,61.1166,,4.7,1998
Transit Timing Variations,2,160.0,,2119.0,2011
Radial Velocity,2,2720.0,,42.88,2012
Radial Velocity,1,3.971,0.197,,2002
Imaging,4,18000.0,,39.94,2010
Transit,1,2.9036747,,345.0,2012
Radial Velocity,2,7.126816,,19.72,1998
Transit,2,12.2829,,,2011
Radial Velocity,2,127.58,,164.2,2008
Transit,1,3.9791,,,2007
Radial Velocity,3,32.03,0.41,25.87,2011
Transit,1,4.61442,,,2012
Radial Velocity,1,418.2,,,2007
Transit,1,1.212884,,393.0,2010
Radial Velocity,1,8.7836,,9.42,2008
Imaging,1,730000.0,,,2006
Radial Velocity,2,607.06,7.4634,25.7,2008
Radial Velocity,2,1383.4,,46.34,2004
Radial Velocity,3,459.26,0.121,26.91,2011
Transit,1,2.5199449,,,2007
Transit,1,6.24658,,1030.0,2013
Transit,6,22.6845,,613.0,2010
Transit,1,4.3176782,,120.0,2010
Radial Velocity,2,4970.0,,17.99,2010
Imaging,1,,,91.83,2013
Transit,1,,,147.0,2007
Transit,2,15.9654,,,2014
Transit,2,35.736,,,2013
Microlensing,1,,,3600.0,2013
Transit,1,4.411953,,160.0,2012
Transit,1,68.9584,,,2014
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,6,256.2,,6.8,2013
Microlensing,1,,,,2006
Radial Velocity,1,431.8,3.1,,2011
Transit,1,3.161575,,,2011
Transit,1,1.212884,,393.0,2010
Radial Velocity,1,58.43,0.01133,11.15,2011
Radial Velocity,1,788.0,0.132,33.96,2009
Transit,2,13.83989,,470.0,2012
Radial Velocity,2,789.0,,,2014
Transit,5,12.4417,,368.0,2013
Transit,1,3.446459,,303.0,2012
Imaging,1,,,,2010
Radial Velocity,2,55.0,2.3,42.88,2004
Radial Velocity,1,3.971,,,2002
Radial Velocity,1,20.8133,0.172,42.0,2005
Imaging,1,,,91.57,2013
Radial Velocity,2,188.9,,94.61,2002
Transit,1,3.056536,,314.0,2007
Radial Velocity,1,,1.8,44.15,2002
Radial Velocity,2,352.3,0.73,52.72,2012
Radial Velocity,2,30.93,0.076,56.92,2013
Transit,2,7.8773565,,,2012
Transit,1,3.5327313,,300.0,2010
Radial Velocity,1,5.8872,0.04,22.04,2011
Radial Velocity,1,3999.0,,50.45,2011
Radial Velocity,1,43.6,,36.14,2008
Radial Velocity,3,843.6,,33.24,2005
Radial Velocity,1,655.6,,37.54,2008
Radial Velocity,6,20.432,0.0299,12.83,2008
Radial Velocity,2,14.07,,34.07,2011
Transit,1,3.6313,,600.0,2011
Transit,1,138.317,,,2012
Radial Velocity,1,521.0,,,2011
Radial Velocity,1,442.1,1.23,21.29,1998
Radial Velocity,1,528.07,,31.79,2011
Transit,2,5.4122,,,2013
Radial Velocity,5,,0.172,12.53,2007
Transit,2,7.1073,,800.0,2011
Radial Velocity,5,14.651,,,1996
Transit,2,10.5016,,,2012
Radial Velocity,1,1057.0,,59.35,2008
Radial Velocity,1,264.15,4.01,33.33,2002
Radial Velocity,1,431.88,2.07,77.82,2001
Transit,2,50.447,,,2013
Transit,2,8.726,,,2012
Transit,1,3.446459,,303.0,2012
Radial Velocity,1,868.0,,130.89,2011
Transit,2,13.485,,,2012
Transit,2,17.2513,,,2011
Imaging,1,,,,2011
Radial Velocity,1,2063.818,10.35,,2001
Transit,1,1.51214,,,2010
Transit,2,26.444,,,2012
Transit,5,267.291,,368.0,2013
Transit,3,2.15491,,,2012
Transit,1,3.89713,,770.0,2011
Radial Velocity,3,18.315,0.0085,6.06,2011
Transit,1,17.815815,,1107.0,2013
Radial Velocity,1,2.391,15.5,76.51,2009
Transit,1,3.7681,,,2011
Radial Velocity,1,2.8758911,,,2005
Radial Velocity,3,2831.6,,47.3,2012
Transit,1,5.508023,,166.0,2010
Transit,1,4.3176782,,,2010
Transit,1,4.8878162,,38.0,2008
Imaging,1,,,140.0,2004
Eclipse Timing Variations,2,1916.25,,,2011
Radial Velocity,2,255.87,,46.34,2002
Radial Velocity,1,1136.1,5.93,62.11,2002
Radial Velocity,1,1311.0,,33.29,2002
Imaging,4,18000.0,,39.94,2010
Radial Velocity,1,1244.0,0.38,68.35,2009
Radial Velocity,1,3.33714,,25.2,2012
Eclipse Timing Variations,2,5840.0,,,2011
Radial Velocity,1,199.505,,102.04,2003
Radial Velocity,1,58.43,0.01133,11.15,2011
Transit,5,6.098493,,290.0,2011
Transit,1,4.61442,,,2012
Radial Velocity,1,133.71,,,2000
Radial Velocity,3,12.083,0.0292,26.91,2011
Transit,2,12.3335,,1200.0,2011
Transit,1,0.925542,,470.0,2014
Radial Velocity,1,14.476,0.08,63.69,2008
Transit,6,31.9996,,613.0,2010
Transit,1,1.2198669,,116.14,2010
Radial Velocity,1,993.3,,73.1,2008
Radial Velocity,2,789.0,,,2014
Transit,5,12.4417,,368.0,2013
Transit,1,1.72086123,,1056.0,2014
Radial Velocity,1,9.6737,0.041,27.45,2009
Radial Velocity,1,516.22,,119.47,2009
Transit,3,7.64159,,,2011
Transit,7,331.60059,,780.0,2013
Radial Velocity,1,1260.0,,53.05,2008
Microlensing,1,,,,2009
Transit,2,26.723,,,2013
Transit,1,1.327347,,,2011
Radial Velocity,1,39.845,1.04,17.43,1997
Transit,3,6.88705,,,2014
Transit,2,4.754,,,2014
Radial Velocity,1,615.0,0.29,35.88,2011
Radial Velocity,1,184.02,2.7,,2007
Radial Velocity,2,53.832,0.036,28.6,2011
Imaging,4,37000.0,,39.94,2008
Radial Velocity,2,1008.0,6.56,42.68,2009
Transit,1,6.871815,,110.0,2010
Radial Velocity,1,43.6,0.47,36.14,2008
Radial Velocity,2,7.126816,,19.72,1998
Transit,2,33.006,,,2013
Radial Velocity,2,4046.0,2.0,38.52,2011
Eclipse Timing Variations,1,10220.0,,,2009
Radial Velocity,1,533.0,,7.01,2010
Radial Velocity,1,227.0,1.8,44.15,2002
Radial Velocity,2,3.27,0.0351,24.15,2011
Transit,7,59.73667,,780.0,2013
Transit,1,,,322.0,2011
Transit,2,8.041,,,2013
Transit,2,42.994,,,2013
Radial Velocity,6,,,6.8,2011
Radial Velocity,1,8.428198,,31.26,2002
Transit,1,3.446459,,303.0,2012
Transit,1,8.886593,,,2009
Transit,1,2.455239,,,2011
Radial Velocity,1,3999.0,,,2011
Transit,1,1.2198669,,116.14,2010
Radial Velocity,1,111.7,,,2009
Transit,1,2.204737,,320.0,2008
Radial Velocity,4,61.1166,2.2756,4.7,1998
Radial Velocity,2,194.3,0.85,43.4,2007
Transit,1,3.21222,,82.0,2010
Radial Velocity,1,4.6455,,24.05,2010
Microlensing,1,3300.0,,,2006
Radial Velocity,1,948.12,0.224,38.05,2011
Radial Velocity,1,277.02,1.7,80.64,2013
Radial Velocity,2,11.849,,43.08,2011
Transit,6,10.3039,,613.0,2010
Transit,7,124.9144,,780.0,2013
Radial Velocity,1,466.2,,22.38,2003
Radial Velocity,1,121.71,,,2014
Radial Velocity,2,379.63,21.42,,2009
Radial Velocity,2,53.832,,28.6,2011
Imaging,1,,,40.85,2006
Transit,1,1.855558,,770.0,2011
Radial Velocity,1,689.0,1.5,,2011
Transit,6,31.9996,,613.0,2010
Radial Velocity,1,1630.0,,56.31,2012
Transit,1,6.24658,,1030.0,2013
Radial Velocity,1,4.6455,,24.05,2010
Radial Velocity,1,3.369,0.76,,2004
Radial Velocity,2,520.0,,164.2,2008
Radial Velocity,1,,,,2007
Transit,1,4.8878162,,38.0,2008
Transit,1,1.3371182,,,2011
Radial Velocity,2,44.236,2.12,42.68,2009
Transit,1,17.815815,,,2013
Transit,4,,,,2014
Transit,1,2.838971,,455.0,2012
Radial Velocity,1,1159.2,1.373,26.5,2009
Radial Velocity,2,1749.5,18.1,,2000
Radial Velocity,3,3.6,0.014,16.13,2012
Radial Velocity,1,122.1,0.05,9.24,2010
Radial Velocity,1,3630.0,,36.36,2012
Transit,7,124.9144,,780.0,2013
Imaging,1,,,139.0,2004
Radial Velocity,1,6.1335,,88.57,2005
Radial Velocity,1,499.4,2.73,51.87,2008
Radial Velocity,1,521.0,1.8,114.15,2011
Radial Velocity,2,5584.0,,90.0,2010
Transit,1,9.20205,,,2008
Radial Velocity,1,465.1,14.3,50.18,2009
Radial Velocity,1,772.0,,,2011
Imaging,1,40000.0,,,2011
Transit,1,1.7429935,,,2008
Transit,2,4.754,,,2014
Microlensing,1,3500.0,,,2005
Transit,1,1.9000693,,870.0,2011
Transit,5,0.74296,,303.0,2012
Radial Velocity,2,12.62,1.13,68.59,2013
Radial Velocity,1,3999.0,,50.45,2011
Radial Velocity,1,8.428198,14.4,31.26,2002
Transit,1,3.234723,,,2009
Transit,1,1.846835,,220.0,2007
Radial Velocity,2,391.9,0.82,43.4,2007
Transit,2,17.9801235,,,2012
Radial Velocity,1,456.46,,,2004
Radial Velocity,1,58.43,0.01133,11.15,2011
Transit,7,59.73667,,780.0,2013
Radial Velocity,1,41.397,0.298,11.03,2010
Radial Velocity,1,3.369,,50.2,2004
Transit,1,4.411953,,,2012
Radial Velocity,1,133.71,,17.62,2000
Imaging,1,,,139.0,2004
Transit,2,12.3335,,1200.0,2011
Transit,1,3.1606296,,1200.0,2013
Transit,1,3.234723,,,2009
Transit,2,2.50806,,,2014
Radial Velocity,1,392.6,0.91,,2011
Radial Velocity,1,511.098,8.82,31.33,2002
Transit,1,3.361006,,,2009
Transit,5,7.07142,,,2014
Radial Velocity,1,3999.0,1.9,50.45,2011
Radial Velocity,1,3.33714,,25.2,2012
Transit,1,1.5089557,,,2008
Transit,2,20.8613,,,2011
Radial Velocity,1,118.96,,,2000
Transit,1,4.322482,,242.0,2010
Radial Velocity,2,188.9,2.25,,2002
Transit,5,,,,2011
Transit,2,27.9481449,,,2012
Radial Velocity,1,479.1,,97.28,2008
Radial Velocity,2,1160.9,0.1507,24.15,2011
Radial Velocity,2,85.131,0.0496,35.89,2011
Transit,1,6.24658,,1030.0,2013
Transit,1,1.4857108,,800.0,2011
Radial Velocity,1,418.2,2.51,80.58,2007
Radial Velocity,1,1951.0,,57.21,2008
Microlensing,2,,,4080.0,2012
Transit,1,1.217514,,262.0,2012
Transit,1,4.124481,,254.0,2010
Radial Velocity,2,161.97,,55.31,2012
Transit,2,12.04,,,2012
Imaging,1,,,,2013
Transit,1,3.052401,,,2010
Radial Velocity,1,8.7836,0.0265,9.42,2008
Transit,1,3.6623866,,,2012
Transit,1,95.2738,,460.0,2009
Radial Velocity,1,5.7361,,41.27,2012
Transit,3,21.301886,,66.0,2013
Radial Velocity,3,106.72,,14.56,2011
Transit,1,68.9584,,,2014
Transit,1,4.0161,,,2004
Transit,1,3.0927616,,90.0,2008
Transit,2,8.306,,,2012
Transit,1,2.34121242,,,2010
Transit,1,1.4324752,,600.0,2004
Radial Velocity,1,3999.0,,50.45,2011
Radial Velocity,1,26.73,0.71,94.07,2006
Microlensing,2,,,4080.0,2012
Radial Velocity,1,670.0,,110.62,2011
Radial Velocity,1,3.2357,,1.35,2012
Radial Velocity,6,20.432,0.0299,,2008
Radial Velocity,1,143.58,,28.9,2005
Transit,2,10.95416,,339.0,2013
Radial Velocity,2,74.72,0.05318,8.82,2011
Transit,5,8.7522,,303.0,2011
Radial Velocity,1,103.95,,55.19,2008
Radial Velocity,3,8.1352,0.036,25.87,2011
Radial Velocity,1,104.84,,33.48,2011
Microlensing,1,,,2570.0,2012
Transit,2,4.754,,,2014
Radial Velocity,2,2277.0,0.246,38.64,2011
Radial Velocity,2,194.3,,43.4,2007
Transit,2,8.92507,,,2014
Radial Velocity,1,17.991,0.62,,2005
Transit,2,7.053,,,2012
Transit,2,0.837495,,173.0,2011
Transit,1,4.411953,,160.0,2012
Radial Velocity,2,1275.0,,,2011
Radial Velocity,1,123.0,,,2004
Radial Velocity,1,1096.2,0.168,29.55,2011
Radial Velocity,1,3.024,,33.41,2000
Transit,1,288.822,,1499.0,2011
Radial Velocity,3,154.46,0.61,,2002
Radial Velocity,1,15.609,,,2005
Radial Velocity,1,835.477,11.09,97.66,2009
Transit,5,13.17562,,,2011
Orbital Brightness Modulation,2,0.240104,,,2011
Imaging,1,,,91.57,2013
Radial Velocity,1,471.6,14.0,300.3,2005
Radial Velocity,2,25.648,0.027,52.03,2013
Radial Velocity,1,1531.0,6.92,,2002
Transit,1,3.039577,,204.0,2011
Imaging,1,4639.15,,12.21,2009
Eclipse Timing Variations,2,5573.55,,,2010
Radial Velocity,1,6.276,1.9,58.82,2001
Transit,5,8.7522,,,2011
Radial Velocity,1,256.78,,38.99,1999
Radial Velocity,6,91.61,,6.8,2013
Transit,2,38.5583038,,,2012
Radial Velocity,2,3.8728,,,2013
Transit,1,2.17517632,,550.0,2012
Imaging,1,7336.5,,25.0,2009
Radial Velocity,1,,,,2008
Transit,1,5.35227,,840.0,2011
Radial Velocity,1,903.3,,,2003
Transit,2,33.006,,,2013
Radial Velocity,1,163.9,,,2008
Radial Velocity,2,5.7727,,23.44,2009
Radial Velocity,3,3008.0,,,2009
Transit,1,1.62843142,,300.0,2008
Radial Velocity,1,3.8335,,,2007
Radial Velocity,1,472.0,,50.43,2010
Radial Velocity,2,170.455,,53.82,2008
Radial Velocity,1,,1.78,30.88,2009
Transit,6,46.6888,,613.0,2010
Radial Velocity,1,1311.0,,33.29,2002
Transit Timing Variations,2,22.3395,,339.0,2013
Transit,1,4.055259,,230.0,2011
Transit,2,4.72674,,,2014
Imaging,1,,,120.0,2013
Radial Velocity,6,9.6184,,12.83,2008
Radial Velocity,1,327.8,,54.94,2010
Transit,5,6.098493,,290.0,2011
Transit,1,1.62843142,,300.0,2008
Radial Velocity,1,417.9,,70.42,2012
Transit,2,15.5741568,,,2012
Radial Velocity,1,157.57,,,2011
Radial Velocity,1,606.4,2.7,37.98,2009
