Rank,Major_code,Major,Total,Men,Women,Major_category,ShareWomen,Sample_size,Employed,Full_time,Part_time,Full_time_year_round,Unemployed,Unemployment_rate,Median,P25th,P75th,College_jobs,Non_college_jobs,Low_wage_jobs
115.0,3669.0,ART AND MUSIC EDUCATION,10923.0,4647.0,4003.0,Biology & Life Science,0.601928112,7.0,9017.0,29434.0,1303.0,19459.0,110.0,0.01654826,41672.0,25216.0,43299.0,3996.0,2232.0,1189.0
115.0,2322.0,HOSPITALITY MANAGEMENT,53168.0,1522.0,10320.0,Education,0.745625036,384.0,31455.0,14047.0,2853.0,5571.0,1476.0,0.006392693,34355.0,26105.0,35869.0,3604.0,2471.0,2184.0
118.0,2306.0,MISCELLANEOUS ENGINEERING,168531.0,5548.0,24699.0,Education,0.828113496,1004.0,33954.0,12774.0,591.0,7805.0,1510.0,0.070435882,31934.0,21115.0,36407.0,23451.0,12214.0,3739.0
119.0,2369.0,FORESTRY,71360.0,1842.0,69060.0,Education,0.679460515,11.0,86908.0,30782.0,367.0,22530.0,338.0,0.018267516,31377.0,25016.0,33780.0,54980.0,3734.0,519.0
120.0,5678.0,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",60840.0,3115.0,42214.0,Humanities & Liberal Arts,0.588622207,689.0,52357.0,37081.0,8749.0,28440.0,9935.0,0.080542354,39645.0,21313.0,42762.0,34104.0,22097.0,43.0
121.0,3789.0,PLANT SCIENCE AND AGRONOMY,115207.0,1550.0,12097.0,Biology & Life Science,0.613431987,16.0,46657.0,157707.0,20323.0,31787.0,80.0,0.035402667,29526.0,23093.0,63830.0,2357.0,6386.0,72.0
121.0,2500.0,ADVERTISING AND PUBLIC RELATIONS,9110.0,4976.0,1105.0,Biology & Life Science,0.613347175,47.0,10494.0,10073.0,2770.0,1399.0,1367.0,0.020648764,27023.0,24243.0,45452.0,6282.0,2551.0,717.0
122.0,1164.0,FILM VIDEO AND PHOTOGRAPHIC ARTS,4081.0,1031.0,2937.0,Agriculture & Natural Resources,0.472363923,173.0,569.0,13064.0,51.0,9774.0,357.0,0.03206,31279.0,23472.0,55473.0,34.0,469.0,399.0
123.0,1100.0,MEDICAL ASSISTING SERVICES,21563.0,2693.0,3043.0,Agriculture & Natural Resources,0.127657989,34.0,6092.0,6960.0,135.0,6654.0,393.0,0.027227866,36862.0,29206.0,43736.0,423.0,4051.0,482.0
123.0,2348.0,ASTRONOMY AND ASTROPHYSICS,15778.0,8511.0,1032.0,Education,0.808302138,2.0,18797.0,30030.0,8832.0,11040.0,150.0,0.072410322,28702.0,25226.0,42176.0,4090.0,5415.0,2302.0
123.0,2317.0,CIVIL ENGINEERING,10910.0,1872.0,9105.0,Education,0.774924555,68.0,54441.0,29205.0,5198.0,22892.0,531.0,0.046780798,33422.0,29585.0,46148.0,13255.0,21632.0,509.0
123.0,5280.0,GENERAL MEDICAL AND HEALTH SERVICES,41750.0,10484.0,495.0,Social Science,0.589298495,355.0,35872.0,19456.0,4554.0,18891.0,1289.0,0.089336516,40359.0,25191.0,45525.0,2069.0,10346.0,3810.0
124.0,4430.0,BIOLOGICAL ENGINEERING,43141.0,9884.0,26315.0,Humanities & Liberal Arts,0.438781667,456.0,84106.0,21850.0,3883.0,3430.0,2900.0,0.087026046,39621.0,23057.0,48173.0,19290.0,23417.0,310.0
126.0,3138.0,AGRICULTURE PRODUCTION AND MANAGEMENT,58537.0,126.0,38767.0,Humanities & Liberal Arts,0.726473484,31.0,47054.0,46211.0,5602.0,10629.0,5094.0,0.093975132,29601.0,24238.0,44006.0,11605.0,11617.0,10254.0
126.0,2319.0,PRE-LAW AND LEGAL STUDIES,107293.0,5845.0,59308.0,Education,0.596310689,2.0,18726.0,9713.0,3534.0,8884.0,215.0,0.020923495,32189.0,24892.0,33590.0,13406.0,1404.0,1121.0
126.0,3260.0,INTERCULTURAL AND INTERNATIONAL STUDIES,36481.0,5726.0,33303.0,Biology & Life Science,0.680462192,15.0,18893.0,7736.0,7423.0,2270.0,464.0,0.074520217,33873.0,30573.0,43154.0,11507.0,15868.0,1730.0
126.0,6017.0,TREATMENT THERAPY PROFESSIONS,37973.0,22522.0,13151.0,Arts,0.473778358,138.0,43429.0,11926.0,7149.0,11880.0,1215.0,0.094266127,36543.0,22784.0,41807.0,5539.0,19419.0,4057.0
127.0,3040.0,AGRICULTURE PRODUCTION AND MANAGEMENT,70669.0,54837.0,12858.0,Humanities & Liberal Arts,0.456879861,440.0,61485.0,33097.0,9820.0,8031.0,2691.0,0.08089777,36742.0,20177.0,42955.0,8476.0,48464.0,1236.0
127.0,2326.0,BOTANY,67238.0,2216.0,21844.0,Education,0.636947198,22.0,22302.0,26835.0,11871.0,20245.0,516.0,0.015659076,36762.0,23026.0,41601.0,6165.0,4904.0,1732.0
129.13177704741392,4008.39209259125,COMMUNICATION DISORDERS SCIENCES AND SERVICES,42351.80545037614,6985.80932104385,22715.246944794602,Interdisciplinary,0.968953683,178.23307706658815,17145.275316834803,5031.426010985691,564.0004619642261,3421.258025025834,3389.631828364842,0.022164967,42104.76336184209,31120.7893349605,53103.31261673465,6134.395916898186,15487.242646506946,2915.555365221635
130.0,5329.0,INDUSTRIAL AND MANUFACTURING ENGINEERING,66499.0,15363.0,33346.0,Humanities & Liberal Arts,0.700310541,517.0,68951.0,21421.0,13035.0,15525.0,2744.0,0.084947438,31550.0,27246.0,42954.0,31849.0,6139.0,5122.0
130.0,2366.0,COMMUNICATIONS,26092.0,5746.0,16584.0,Education,0.82399357,890.0,10946.0,13973.0,2621.0,10938.0,1449.0,0.070982562,28747.0,19287.0,39383.0,2605.0,1521.0,993.0
131.0,4930.0,ECOLOGY,10714.0,7516.0,4743.0,Humanities & Liberal Arts,0.784782578,73.0,57871.0,67644.0,2406.0,3669.0,284.0,0.095892585,35627.0,24293.0,35749.0,13794.0,2422.0,1387.0
131.0,2262.0,ADVERTISING AND PUBLIC RELATIONS,27350.0,11802.0,4953.0,Industrial Arts & Consumer Services,0.871221671,39.0,107995.0,26411.0,985.0,7228.0,428.0,0.05936793,29620.0,21595.0,53991.0,5774.0,10045.0,3056.0
131.0,5664.0,MISCELLANEOUS FINE ARTS,24860.0,2038.0,15893.0,Health,0.872989497,55.0,43724.0,17271.0,3252.0,7152.0,643.0,0.061914614,46546.0,21562.0,50394.0,3749.0,9057.0,6033.0
132.0,6005.0,UNITED STATES HISTORY,87386.0,9590.0,436.0,Arts,0.515914179,846.0,77584.0,51598.0,16555.0,19685.0,4058.0,0.095061705,27943.0,20056.0,36313.0,2097.0,17543.0,12697.0
133.0,3028.0,MISCELLANEOUS AGRICULTURE,27426.0,8583.0,41.0,Industrial Arts & Consumer Services,0.010818116,486.0,15197.0,22106.0,6163.0,7948.0,2283.0,0.010783919,30080.0,29178.0,36586.0,9796.0,11729.0,310.0
134.0,2411.0,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,58132.0,3860.0,12047.0,Education,0.798639135,117.0,83348.0,51919.0,6314.0,12634.0,773.0,0.031110541,29400.0,27554.0,33994.0,4043.0,2148.0,1788.0
134.0,3112.0,MISCELLANEOUS SOCIAL SCIENCES,7400.0,4933.0,4316.0,Biology & Life Science,0.632478756,2.0,20942.0,18729.0,7508.0,13361.0,1739.0,0.068227137,42294.0,31126.0,42482.0,259.0,11847.0,9759.0
134.0,1941.0,BIOCHEMICAL SCIENCES,29648.0,22944.0,17472.0,Humanities & Liberal Arts,0.506451393,607.0,38384.0,10481.0,4205.0,9766.0,4296.0,0.083494524,37312.0,27593.0,48261.0,2236.0,10259.0,4783.0
135.0,3827.0,MARKETING AND MARKETING RESEARCH,22177.0,3621.0,14761.0,Biology & Life Science,0.524751505,22.0,5367.0,8047.0,1132.0,2759.0,138.0,0.013808708,39306.0,26438.0,46765.0,429.0,1375.0,1344.0
136.0,3026.0,TREATMENT THERAPY PROFESSIONS,49994.0,2098.0,45768.0,Humanities & Liberal Arts,0.413416672,60.0,84580.0,60688.0,29148.0,8592.0,1980.0,0.048134084,27102.0,21999.0,41740.0,15484.0,8473.0,3136.0
136.0,4656.0,HEALTH AND MEDICAL PREPARATORY PROGRAMS,14906.0,10439.0,13274.0,Health,0.893954794,86.0,148395.0,17809.0,7353.0,9037.0,1202.0,0.052030064,35789.0,23500.0,45325.0,5416.0,12135.0,1764.0
138.0,2369.0,EARLY CHILDHOOD EDUCATION,48919.0,24377.0,1566.0,Education,0.569144362,2.0,101918.0,22349.0,1861.0,5891.0,1058.0,0.085414139,30565.0,28338.0,32044.0,5382.0,4785.0,2094.0
140.0,5235.0,ECONOMICS,4212.0,3590.0,1356.0,Psychology & Social Work,0.745531037,1141.0,104763.0,22444.0,2382.0,4296.0,35.0,0.097678482,30041.0,27584.0,50097.0,547.0,12905.0,3438.0
140.0,2348.0,NATURAL RESOURCES MANAGEMENT,21532.0,12076.0,16397.0,Education,0.527380441,150.0,13321.0,18457.0,1051.0,9647.0,1980.0,0.015374958,29768.0,29395.0,36124.0,523.0,5310.0,2620.0
142.0,5348.0,GENERAL SOCIAL SCIENCES,28213.0,20050.0,5332.0,Humanities & Liberal Arts,0.405211461,522.0,50346.0,8423.0,1195.0,2224.0,197.0,0.083224086,27211.0,20984.0,40437.0,8188.0,5455.0,584.0
144.0,1121.0,MEDICAL TECHNOLOGIES TECHNICIANS,28034.0,5354.0,5467.0,Agriculture & Natural Resources,0.658475975,10.0,853.0,3701.0,157.0,3104.0,625.0,0.062426528,30119.0,22597.0,42203.0,273.0,797.0,67.0
145.0,5551.0,COMMUNICATION DISORDERS SCIENCES AND SERVICES,13728.0,1132.0,7494.0,Health,0.920104783,32.0,16432.0,10396.0,7146.0,7209.0,435.0,0.090853695,46068.0,22021.0,83255.0,7496.0,6750.0,3603.0
145.0,3239.0,ELECTRICAL ENGINEERING,13741.0,5093.0,2869.0,Biology & Life Science,0.642400724,48.0,7591.0,6548.0,3709.0,4787.0,194.0,0.061794232,40361.0,26262.0,42902.0,6378.0,4245.0,1057.0
145.0,2351.0,COUNSELING PSYCHOLOGY,75705.0,4254.0,60777.0,Education,0.8562567,258.0,16490.0,20454.0,6053.0,14980.0,1394.0,0.06732526,33774.0,30687.0,40768.0,3673.0,1471.0,1079.0
145.2354136669796,6075.954943209289,MISCELLANEOUS HEALTH MEDICAL PROFESSIONS,393735.0,5864.475983665402,10802.341398418896,Communications & Journalism,0.088144451,15.890785269292028,18097.79725806932,10861.460280499352,2477.1619918725855,2636.8046729671964,532.0358038813608,0.090635391,52056.105581765296,18500.0,57626.345794533896,4085.089390505537,7155.789989444217,2634.4681713626196
146.0,4173.0,VISUAL AND PERFORMING ARTS,34816.0,10142.0,16910.0,Humanities & Liberal Arts,0.557616042,158.0,33093.0,146447.0,414.0,4447.0,2575.0,0.047690011,37434.0,30823.0,46281.0,7262.0,11435.0,3209.0
148.0,2628.0,AREA ETHNIC AND CIVILIZATION STUDIES,45105.0,20845.0,30603.0,Humanities & Liberal Arts,0.400730566,386.0,12540.0,21229.0,968.0,13673.0,1806.0,0.087097935,30164.0,20095.0,41445.0,11024.0,7065.0,3139.0
150.0,4277.0,SOCIAL SCIENCE OR HISTORY TEACHER EDUCATION,50383.0,9044.0,9252.0,Health,0.725175771,60.0,72229.0,21994.0,8707.0,4278.0,454.0,0.074063057,29472.0,26728.0,40690.0,9409.0,13447.0,1368.0
152.0,2302.0,MISCELLANEOUS ENGINEERING TECHNOLOGIES,70699.0,1720.0,2494.0,Education,0.942340866,172.0,22562.0,18020.0,16543.0,8699.0,3484.0,0.019172038,34393.0,20938.0,34795.0,1342.0,18807.0,670.0
154.0,3601.0,SOCIAL WORK,6818.0,1219.0,6257.0,Biology & Life Science,0.608363346,9.0,5522.0,21514.0,1260.0,5854.0,1380.0,0.026959788,39596.0,21875.0,43887.0,4591.0,1508.0,850.0
155.0,4374.0,METALLURGICAL ENGINEERING,9464.0,525.0,8104.0,Biology & Life Science,0.698178527,15.0,17180.0,13394.0,527.0,6868.0,192.0,0.013469392,43912.0,24500.0,63467.0,984.0,13548.0,982.0
156.0,1102.0,SOCIAL PSYCHOLOGY,2704.0,1357.0,2114.0,Agriculture & Natural Resources,0.322012212,28.0,8821.0,3512.0,636.0,2324.0,49.0,0.021302352,30289.0,21423.0,43188.0,1919.0,4659.0,1376.0
156.0,6009.0,ENGINEERING MECHANICS PHYSICS AND SCIENCE,14940.0,14299.0,9310.0,Arts,0.57982059,319.0,79914.0,45009.0,8991.0,24638.0,798.0,0.091227486,38798.0,20263.0,49516.0,18127.0,10459.0,2056.0
156.0,2096.0,INDUSTRIAL PRODUCTION TECHNOLOGIES,83601.0,3427.0,19695.0,Humanities & Liberal Arts,0.773666088,749.0,69640.0,16094.0,1154.0,5769.0,673.0,0.064821904,28513.0,20032.0,41247.0,6241.0,28162.0,5438.0
156.0,4833.0,LIBRARY SCIENCE,307087.0,6290.0,33584.0,Health,0.822634736,90.0,15725.0,26406.0,6557.0,10172.0,616.0,0.047577697,39396.0,29769.0,89038.0,2735.0,6595.0,3988.0
157.0,1141.0,BIOCHEMICAL SCIENCES,10143.0,592.0,8191.0,Agriculture & Natural Resources,0.367800368,64.0,3751.0,8681.0,247.0,2043.0,450.0,0.067030132,36842.0,25393.0,40641.0,500.0,1902.0,1157.0
158.0,3453.0,PHYSICAL SCIENCES,44250.0,11669.0,2652.0,Biology & Life Science,0.522737204,39.0,14518.0,10120.0,1118.0,1667.0,1197.0,0.016495344,37147.0,20669.0,46947.0,6944.0,3629.0,400.0
163.0,4224.0,COMPUTER PROGRAMMING AND DATA PROCESSING,57517.0,3031.0,10224.0,Health,0.786049347,1266.0,45753.0,18322.0,4082.0,17372.0,624.0,0.06831625,44554.0,22062.0,46821.0,2486.0,22487.0,1324.0
167.0,3321.0,ADVERTISING AND PUBLIC RELATIONS,39678.0,6140.0,38525.0,Humanities & Liberal Arts,0.649057481,229.0,98181.0,69305.0,25806.0,30976.0,1314.0,0.079798764,38365.0,20956.0,48673.0,5842.0,7598.0,2454.0
168.0,3204.0,LANGUAGE AND DRAMA EDUCATION,9599.0,1104.0,5608.0,Biology & Life Science,0.604602794,103.0,20497.0,9238.0,6333.0,7906.0,56.0,0.007333364,41375.0,33244.0,47413.0,18291.0,2766.0,566.0
170.47600579185885,1651.8993359555463,ATMOSPHERIC SCIENCES AND METEOROLOGY,7359.533003224627,5156.5799982808585,5309.906463779436,Communications & Journalism,0.297708544,6.74895939716583,16387.798108561718,14805.15363939114,401.8591597935942,1453.8498511074772,1217.0077902460278,0.058475992,47511.30137508756,41189.087128707346,54874.064713847685,2182.166261206428,14176.414214947643,529.6805735693074
