answer,question
"[""Season 4, Episode 8""]",under which article supreme court has the power to review its own judgement
"[""horses""]",who has been to the summit of everest the most
"[""Lebanese""]",who is bone thugs n harmony signed to
"[""Barbicide""]",when was the first harry pitter book released
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",the bengal tiger is the national animal of which country
"[""1998""]",what is the name of the washington dc baseball team
"[""1981""]",when was the last time liverpool won the premier league title
"[""Phillip Alford""]",where does the blue poison dart frog live
"[""18""]",who are the nba players in uncle drew
"[""35""]",who is the winner of supper dancer 2018
"[""George Hudson""]",what movie is the song hold on by wilson phillips in
"[""Pom Klementieff""]",what channel is the highway on sirius xm
"[""1942""]",a missouri slave who sued for his freedom
"[""ice caps""]",who claimed a homeland in parts of turkey iran and iraq
"[""10""]",who are the characters in green eggs and ham
"[""2010""]",who played the pigeon sisters on the odd couple
"[""10""]",what is estella's last name in great expectations
"[""1890""]",is linkin park a band or a person
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",where did the portuguese first land in brazil
"[""1974""]",when does the new maze runner 3 come out
"[""1950""]",what does the posterior root of a spinal nerve carry
"[""produces a lubricating mucus""]",what us supreme court justice presides over presidential impeachment proceedings
"[""video editing""]",how much horsepower does an f1 car produce
"[""December 15, 2017""]",how long do you have to be in the korean army
"[""March 15, 2013""]",who plays sherman in mr peabody and sherman
"[""Ryan Guzman""]",indian who taught the pilgrims how to fish and plant crops
"[""Parafollicular cells""]",when did oxygen start to accumulate in the atmosphere
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when did the queen became queen of england
"[""Barbicide""]",who played juggles the clown on fresh prince
"[""Matthew Prokop""]",who wrote the song someone to remember me
"[""4""]",who sang black magic woman with carlos santana
"[""July 16, 2017""]",when did st patrick's day become a holiday
"[""2017""]",who is chief of defence staff in india
"[""Over 2,500""]",who does cody zeller play for in the nba
"[""Jason Michael Lee""]",when did the first fallout game come out
"[""E. M. Forster""]",who is the fastest person to have sailed around the world single-handed
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who sings we could be heroes just for one day
"[""January–July 1975""]",who played phil in phil of the future
"[""12""]",the count of monte cristo takes place in
"[""March 25, 2011""]",when did tampa win the stanley cup last
"[""1974""]",who was the boy in the never ending story
"[""Queen's Park""]",who gave the concept of elasticity of demand
"[""Josh Groban""]",what happened to darrell from ice road truckers
"[""Jesse Donald Knotts""]",when was the last time college gameday was in iowa city
"[""Islamic prophet Muhammad""]",when was the salary cap introduced to the nba
"[""Miguel Cabrera""]",what were two american documents created based on enlightenment
"[""May 5, 1992""]",who was considered the leading comedic writer during the new comedy era in greece
"[""1982""]",how old do u have to be to get a tattoo in washington
"[""9""]",where was kievan rus and why is it named that
"[""originally from the Greek""]",where are lymph nodes concentrated in the body
"[""Dev"",""Devin Star Tailes""]",what are the names of the stars in orion
"[""2000""]",when did the movie 8 seconds come out
"[""PewDiePie""]",who sang the song beauty school dropout in the movie grease
"[""the Ivrea Codex"",""the Apt Codex""]",who has the most medals in the olympic games
"[""10""]",what episode do eddie and patricia get back together
"[""1,089 sq ft""]",what does the posterior root of a spinal nerve carry
"[""ground state""]",who dies in harry potter and the half blood prince
"[""2017""]",what is the purpose of the primary windings of a transformer
"[""August 27, 2017""]",when was the first harley davidson bike built
"[""University of South Carolina""]",on which river is the annual boatrace between oxford and cambridge universities rowed
"[""January–July 1975""]",when did delhi became the capital of british india
"[""1942""]",when was anyone who knows what love is made
"[""Lake Baikal""]",how many episodes of westworld are in season 1
"[""Guaranteed Rate Field""]",who plays archie on once upon a time
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",ascomycetes reproduce sexually by forming a sac known as
"[""West Indies""]",what do you call someone from czech republic
"[""Constantine""]",1. a normal gene that if mutated can lead to cancer is called a(n)
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who sings in the middle of the night
"[""1939""]",when did the golden knights join the nhl
"[""42""]",who holds the record for most knockouts in boxing
"[""Alex Rodriguez""]",who plays harold in captain underpants the movie
"[""2018""]",where was the titanic sailing from and to
"[""3 to 8 days""]",linden dollars created for use in second life are an example of
"[""Ryan ten Doeschate""]",what is the prince's name in princess and the frog
"[""PewDiePie""]",where did the name kentucky fried chicken come from
"[""to perceive linear acceleration""]",which second messenger molecule acts on the endoplasmic reticulum to release calcium ions
"[""April 1, 1999""]",when does the saturday night live season start
"[""Abigail Rokison-Woodall""]",when did the tv show swat come out
"[""18""]",who wrote the song if i were a rich man
"[""1890""]",who answers directly to the speaker of the house
"[""July 16, 2017""]",what is the mass number of a carbon-13 (13c) atom
"[""Ireland""]",what is the country of siam called today
"[""1890""]",where is protein broken down into amino acids
"[""1939""]",when was the first king size bed made
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when was the first game of thrones made
"[""unknown""]",who is our current president of the senate
"[""January 11, 1970""]",who won the grammy for best rap album in 2001
"[""12""]",who added under god in the pledge of allegiance
"[""constitutional republic""]",how long is a representatives term of office
"[""December 15, 2017""]",where can i take the bar exam without going to law school
"[""Australia""]",who dies at the end of season 4 prison break
"[""1980""]",who played dr minnick on grey's anatomy
"[""122""]",when is the second fifth wave coming out
"[""1900""]",who did kansas city royals play in the world series
"[""Venus""]",where is iron ore mined in south australia
"[""after a minor infringement""]",into the badlands season 2 number of episodes
"[""Zone Improvement Plan""]",in the otolith organs the otoliths are calcium carbonate particles that ____
"[""redox reactions""]",who is the saint that protects police officers
"[""Season 4, Episode 8""]",where was the world according to garp filmed
"[""9""]",when was mission santa clara de asis rebuilt
"[""Gal Gadot""]",who is the actor of uma in descendants 2
"[""Islamic prophet Muhammad""]",who sings the song wish i knew you when i was young
"[""1792""]",who started the first news paper in india
"[""Abigail Rokison-Woodall""]",western movie with dean martin and frank sinatra
"[""179""]",who's the owner of the houston texans
"[""Clemson\n1""]",what is the song in rocky 4 training montage
"[""Barbicide""]",when did doctor who come back in 2005
"[""Sachin Tendulkar""]",when is the last time tiger woods played
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",when was the last time the rangers were in the stanley cup
"[""December 15, 2017""]",who makes the rules for house and senate
"[""George Casper Homans""]",who is the current nigerian deputy senate president
"[""2017""]",when was beauty and the beast 2017 released
"[""Queen's Park""]",when does supernatural scooby doo episodes come out
"[""12""]",who was involved in the 1938 day of mourning
"[""Spectre""]",who's playing aquaman in the new justice league movie
"[""Venus""]",how many episodes are there in doc martin series 7
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who does joshua rush play on the lion guard
"[""Season 4, Episode 8""]",when does down a dark hall come out
"[""2000""]",when did duke win the national championship in basketball
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",when was the bible first published in english
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",my little pony season 8 how many episodes
"[""Greek""]",what was the first us company to receive the deming prize
"[""New York Yankees""]",actress in the movie the autopsy of jane doe
"[""1974""]",who is the only kaurava who survived the kurukshetra war
"[""January–July 1975""]",who played tess in transformers age of extinction
"[""Edwin Hubble""]",when was the last time the jets made it to the superbowl
"[""2015""]",who did the saints beat in the super bowl
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",which city has topped the list in the mercers 2017 quality of living index
"[""35""]",when does captain america die in the comic books
"[""Phillip Alford""]",when does doctor strange get the infinity stone
"[""Abigail Rokison-Woodall""]",who sings the wire theme song season 1
"[""V8 engine""]",what is the age of consent in malta
"[""Amanda Shiflett""]",how many layers in the earth's core
"[""in 2018""]",who played israel on the daniel boone show
"[""Tuticorin (Thoothukudi)""]",when did star spangled banner became national anthem
"[""Venus""]",east india company started trade with india from which city in 1608
"[""San Antonio""]",what was the name of the lion that hercules killed
"[""Jason Michael Lee""]",when does the third season of rick and morty start
"[""Lionel Messi""]",when india was divided what was pakistan designated for
"[""China""]",there are currently how many sitting members on the us supreme court
"[""Molt Taylor""]",which nation is know as land of morning calm
"[""August 17, 2018""]",who was the last british female to win wimbledon
"[""horses""]",sbestos is commonly found in buildings and structures built before what year
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who is hannah married to in the bible
"[""V8 engine""]",most serious toxic effect of acute acetaminophen overdose
"[""originally from the Greek""]",who is the managing director of hdfc bank
"[""2009""]",most serious toxic effect of acute acetaminophen overdose
"[""1981""]",who is the girl in coming to america
"[""Australia""]",which river takes its name from loess soil
"[""in 2018""]",how many episodes in black sails season 3
"[""Spanish""]",what entertainment ride was introduced at the world’s columbian exhibition
"[""Billie Jean King""]",who plays the voice of joy in inside out
"[""December 15, 2017""]",what is the name of the storm on jupiter
"[""1967""]",who gave the concept of elasticity of demand
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when was television made available to the public
"[""Clemson\n1""]",who sang the song jesus take the wheel
"[""PewDiePie""]",what was the last year chevy made the trailblazer
"[""ice caps""]",when was the boeing 747 first used for commerical service
"[""Greek""]",when did the first fleet arrived in tenerife
"[""July 16, 2017""]",diapsids dominated the terrestrial landscape for the first time following which event
"[""1998""]",last time patriots and eagles were in the super bowl
"[""Monasteries"",""wealthy individuals"",""rulers""]",who plays dusty in a cowgirl's story
"[""eastward, in prograde motion""]",when is the next central government election in india
"[""9""]",who narrates journey to the centre of the earth
"[""2000""]",who does julie andrews play in princess diaries
"[""July 16, 2017""]",which group of organisms is most commonly responsible for red tides
"[""Dylan""]",who was the first known king of england
"[""1890""]",who killed lily mother in the secret life of bees
"[""12""]",where are noble gasses found on the periodic table
"[""the axon terminal""]",who did she's got betty davis eyes
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",how many gold medals does usa have in olympics
"[""35""]",how long was the eiffel tower the tallest building in the world
"[""122""]",who hoisted indian national flag for the first time
"[""Citytv""]",who played the nurse in open all hours
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",how many grizzly bears are there in montana
"[""18""]",who played charlene darling on the andy griffith show
"[""Bella Dayne""]",who led chinas naval exploration during the age of exploration
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when was you don't own me released
"[""Australia""]",what is the percentage of finding a four leaf clover
"[""Anderson Silva""]",when was the last time someone was executed in the united states
"[""March 9, 2018""]",when does the lion witch and the wardrobe take place
"[""San Antonio""]",who wrote the song who let the dogs out
"[""Season 4, Episode 8""]",the fundamental duties of an india citizen are contained in
"[""December 15, 2017""]",when did anthem of the seas come out
"[""1890""]",how many episodes of the pacific are there
"[""9""]",what are other names for high fructose corn syrup
"[""October 10, 2017""]",when did the use of lead paint end
"[""James Arthur""]",who played jt on the young and the restless
"[""Mary Kate Schellhardt""]",who was cast into the lion's den
"[""2012""]",who sings the song saturday in the park
"[""35""]",how many episodes in how i met your mother season 8
"[""1980""]",when did the last season of one tree hill air
"[""13""]",the dark part of a shadow where light from a source is completely blocked is called the
"[""six""]",charlotte's first husband sex and the city
"[""Machilipatnam""]",when do deer lose their antlers in california
"[""A concerto""]",who sings this is my town country song
"[""Jose Garces""]",when will subnautica be finished for xbox one
"[""Anderson Silva""]",who is the actress who plays trubel in grimm
"[""Molt Taylor""]",what was the journey of the cherokee to indian territory called
"[""John von Neumann""]",when does the tv show good doctor start
"[""Spanish""]",how long does it take for the moon to rotate around the earth
"[""Australia""]",how many puppies did the mom have in 101 dalmatians
"[""1939""]",when does the 2018 mlb baseball season start
"[""Ryan Guzman""]",most runs by a team in a game
"[""Molt Taylor""]",what is the liquid in blood culture bottles
"[""PewDiePie""]",which country has the highest rate of per capita energy use
"[""four""]",when did earth's population reached 6 billion
"[""Eagles""]",what is the name of the compound with the formula kclo
"[""Lake Baikal""]",unix command to copy a folder from one location to another
"[""2–4 years""]",why leaves of cactus are reduced to spines
"[""71%""]",when did the north and south korea war start
"[""71%""]",who did the people's party nominate for president in 1892
"[""Jason Michael Lee""]",how many episodes are there of prisoner cell block h
"[""2017""]",who died in perks of being a wallflower
"[""1980""]",what episode do eddie and patricia get back together
"[""2018""]",who got shot in the eye in the godfather
"[""Miguel Cabrera""]",who does the voice for linda on bob's burgers
"[""Australia""]",when is the last episode of the fosters season 5
"[""ice caps""]",when did the i pad mini come out
"[""Richard Dawson""]",who played tony in west side story movie
"[""Jason Michael Lee""]",if you are from dubai what are you called
"[""2017""]",who won the ncaa basketball championship in 1989
"[""In 1995""]",who built the world’s first liquid-fueled rocket
"[""Season 4, Episode 8""]",who talks for lotso in toy story 3
"[""1950""]",what are the bikes called where you lay down
"[""State governments""]",who sang i wanna be like you
"[""12""]",the browser program that comes with windows 10
"[""Carole King""]",who devised the first set of rules in basketball
"[""Eli Marienthal""]",who does the voice of gloria in madagascar
"[""Guaranteed Rate Field""]",who got married in think like a man 2
"[""In 1995""]",who sings the song let me tell you about the birds and the bees
"[""Eagles""]",the reciprocal (inverse) of the period of oscillation is
"[""V8 engine""]",who came up with the idea of rudolph the red-nosed reindeer
"[""Ryan ten Doeschate""]",what was the cat called in hong kong phooey
"[""PewDiePie""]",who holds the record for most 3 pointers in a finals game
"[""the Cambrian explosion""]",which pictogram is used to warn about the oxidizer class of chemical hazards
"[""July 16, 2017""]",when does kyle richards american woman come out
"[""Niagara River""]",where did love bugs in florida come from
"[""13""]",how many episodes will be in wynonna earp season 2
"[""January–July 1975""]",who is the attorney general of new hampshire
"[""Marley""]",who rebuilt the walls of jerusalem in the bible
"[""9""]",poem on the pedestal of the statue of liberty
"[""Carole King""]",who won the fight between norton and holmes
"[""Saddam Hussein""]",what is the name of the highest mountain in south america
"[""Richard Dawson""]",who plays the daughter in the movie taken
"[""Ryan ten Doeschate""]",god's not dead a light in the darkness release date
"[""Richard Dawson""]",when did the dog from turner and hooch die
"[""10 one-hour episodes""]",who is the girl that plays in resident evil
"[""ice caps""]",who invented the first telescope in the world
"[""December 15, 2017""]",which metal is used as a thin film on sweets
"[""Marley""]",period from fertilization of the ovum to birth
"[""1974""]",who did katharine mcphee lose to in american idol
"[""1988""]",has a player on the losing team ever won superbowl mvp
"[""1900""]",who played tony in west side story movie
"[""Jason Michael Lee""]",who discovered the electron using a cathod ray
"[""January–July 1975""]",when did the british east india company gain control over india
"[""1998""]",who scored for croatia in the world cup
"[""Bella Dayne""]",who wrote the lyrics to mary did you know
"[""December 2003""]",who played clara edwards on andy griffith show
"[""Alex Rodriguez""]",what are unalienable rights in the declaration of independence
"[""Sachin Tendulkar""]",how many stages are there to the tour de france
"[""2012""]",when does series 6 of the next step start
"[""1890""]",who has the best career batting average in mlb history
"[""Spanish""]",who is the executive producer of american idol
"[""unknown""]",when is the nba first regular season game
"[""Gabrielle Haugh""]",who has the most ko's in boxing
"[""Spanish""]",who votes to elect member of rajya sabha
"[""1942""]",who is mrs potts in beauty and the beast 2017
"[""a maroon Bristol 405""]",who came up with an atomic theory based on scientific evidence
"[""West Indies""]",who received the most electoral votes in the 2000 presidential election
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",where is the cadbury creme egg factory located in england
"[""South Side, Chicago""]",what direction does the earth spin around the sun
"[""Pom Klementieff""]",when did the battle of germantown start and end
"[""Tuticorin (Thoothukudi)""]",what was built by the inmates of changi prison camp
"[""Jose Garces""]",surfer girl arm bitten off by shark movie
"[""2017""]",where was let america be america again published
"[""Jose Garces""]",how many times has juventus won italian league
"[""2018""]",how far is the horsehead nebula from earth
"[""St. Louis Cardinals"",""San Francisco Giants""]",when is the last episode of the fosters season 5
"[""Prince Phillip""]",who wrote the last thing on my mind
"[""12""]",who played darien in the last boy scout
"[""2018""]",who is the only second vice president of india to have worked under three different president
"[""James Arthur""]",what is the border name between india and pakistan
"[""A mood swing""]",how many pages is the forest of hands and teeth
"[""after a minor infringement""]",who has won the nobel peace prize twice
"[""West Bengal""]",what is the first light in the night sky
"[""oxidative phosphorylation""]",what do you call the fear of the dark
"[""1980""]",when did the washington capitals last go to the stanley cup
"[""Atlanta–Fulton County Stadium""]",what star wars movie came out before the last jedi
"[""1792""]",who plays angel in x-men the last stand
"[""St. Louis Cardinals"",""San Francisco Giants""]",what is the lowest place in north america
"[""produces a lubricating mucus""]",when will season 2 of this is us end
"[""Prince Phillip""]",who is the narrator of snapped killer couples
"[""2010""]",who sings in there's something about mary
"[""2009""]",when was the lost colony of roanoke founded
"[""1967""]",how many times have the cowboys beat the texans
"[""after a minor infringement""]",what colour are the golden arches at the mcdonalds in sedona arizona
"[""2009""]",who is the catcher for the st louis cardinals
"[""2018""]",when was the last time halley's comet came by
"[""May 5, 1992""]",when was samsung galaxy grand prime plus released
"[""2000""]",malware that essentially is a form of social engineering
"[""13""]",when was the first harry pitter book released
"[""3 to 8 days""]",who plays olivia benson on law and order
"[""V8 engine""]",when was the lost colony of roanoke founded
"[""1988""]",who played the leading role in perfecting movable type for printing
"[""October 10, 2017""]",when did the first episode of martin air
"[""in 2018""]",who play in the new power rangers movie
"[""Sachin Tendulkar""]",when did the british empire reach its peak
"[""Lebanese""]",when was will the circle be unbroken written
"[""Evaluation and management""]",who plays detective munch on law & order svu
"[""Mary Kate Schellhardt""]",the dot product of two vectors results in a
"[""King Edward Peak""]",when was the first car navigation system invented
"[""Lionel Messi""]",when does nba regular season start in 2018
"[""Jason Michael Lee""]",where does the heat energy for geothermal energy resources come from
"[""1,089 sq ft""]",when did the iphone 7s plus come out
"[""1967""]",when did the transcontinental railroad started being built
"[""2024""]",who plays gisele in fast and furious 6
"[""1982""]",what port is associated with the dns service
"[""1988""]",who is developing life is strange before the storm
"[""Saleisha Stowers""]",who said stand on the shoulders of giants
"[""China""]",top 10 largest country in africa by land mass
"[""1967""]",who played jill's friend karen on home improvement
"[""Abigail Rokison-Woodall""]",who is given the credit for establishing deaf education
"[""St. Louis Cardinals"",""San Francisco Giants""]",what is joy's job in what happens in vegas
"[""Jason Michael Lee""]",when did the use of lead paint end
"[""2012""]",when did the us take possession of hawaii
"[""six""]",who plays the general in the last jedi
"[""1962""]",who sang eagles take it to the limit
"[""West Indies""]",who prints currency notes and coins in india
"[""2009""]",who plays celia in nanny mcphee and the big bang
"[""1,089 sq ft""]",1. what is erikson’s stage for the early childhood age group
"[""1900""]",when was puerto rico added to the usa
"[""1939""]",at which part of eyes there is no sense of vision
"[""Jose Garces""]",where is the ossicles located in the ear
"[""Alex Rodriguez""]",who sings listen to your heart original version
"[""Ryan Guzman""]",who has hit the most grand slams in mlb history
"[""Monasteries"",""wealthy individuals"",""rulers""]",when did beauty and the beast movie come out
"[""Thurl Ravenscroft""]",when does game over man come out on netflix
"[""1,089 sq ft""]",who wrote the letters to the 7 churches
"[""St. Louis Cardinals"",""San Francisco Giants""]",who played santa claus in friday after next
"[""1982""]",name of the three headed dog in greek mythology
"[""Ryan ten Doeschate""]",when does the biggest lotto in spain occur
"[""Abigail Rokison-Woodall""]",when did the old age pension start in canada
"[""2000""]",cities in washington state that start with o
"[""the axon terminal""]",when did the original tickle me elmo come out
"[""John O'Banion""]",when did the us take possession of hawaii
"[""those that have died""]",first woman judge in high court of india
"[""North Korea""]",which part of the constitution specifically reserves powers for the states
"[""copper""]",when did nigeria become a member of oic
"[""pyramidion""]",when did democratic rule come to an end in myanmar
"[""10""]",who plays daryl's brother on walking dead
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when did india become a member of the un
"[""Matthew Prokop""]",when was daylight savings time established in the united states
"[""Parafollicular cells""]",when does indiana go to daylight savings time
"[""unknown""]",who plays jake in not another teenage movie
"[""George Hudson""]",where was the movie the last song filmed
"[""Amanda Shiflett""]",when was the national flood insurance program created
"[""October 10, 2017""]",what is the highest point in the state of florida
"[""Zaira Wasim""]",who played the shooter in boyz in the hood
"[""1981""]",who was cast into the lion's den
"[""2009""]",when was song of ice and fire written
"[""Eagles""]",you shook me all night long video actress
"[""Marvin Gaye""]",when does the video game agony come out
"[""1984""]",who won the first nobel prize in peace
"[""St. Louis Cardinals"",""San Francisco Giants""]",total number of medals in commonwealth games 2014
"[""2018""]",where is the band mumford and sons from
"[""China""]",how many episodes in season 1 of american crime
"[""State governments""]",who wrote the book it's a wonderful life
"[""State governments""]",when did kevin garnett win defensive player of the year
"[""2017""]",who started the war in world war 1
"[""Phillip Alford""]",when did the british first arrived in north america
"[""April 28, 2017""]",what is the largest city in the us by land area
"[""18 August 2011""]",how many senators up for election in 2018
"[""October 10, 2017""]",movie about a sick girl that can't go outside
"[""John O'Banion""]",who played cameron in 10 things i hate about you
"[""Amanda Shiflett""]",which method of measuring time using time zones
"[""Jason Michael Lee""]",which country was the first to go to space
"[""Saleisha Stowers""]",who sang had the time of my life
"[""Lacey Turner""]",where does the movie hacksaw ridge take place
"[""to perceive linear acceleration""]",when does the next episode of superstore air
"[""a wild Pikachu""]",when is world water day celebrated and why
"[""4""]",who sings you cant judge a book by looking at the cover
"[""March 9, 2018""]",large trash island in the middle of the pacific
"[""2017""]",when was the original star is born produced
"[""Dylan""]",when did they start putting vin numbers on cars
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who played in the world series in 1990
"[""July 16, 2017""]",when did starcraft 2 go free to play
"[""1980""]",how many nfl championships did the packers win
"[""Evaluation and management""]",what is the most assists in a nba game
"[""constitutional republic""]",who played ross poldark in the original tv series
"[""Welton Academy""]",who plays zoey on how i met your mother
"[""1974""]",when do the yankees wear their pinstripe uniforms
"[""December 15, 2017""]",who is the only second vice president of india to have worked under three different president
"[""18""]",when did michigan become a state in the usa
"[""Gal Gadot""]",where is new year's eve celebrated first
"[""Mars Bonfire""]",who sang the original version of without you
"[""after a minor infringement""]",how many episodes are in pretty little liars season 1
"[""James Arthur""]",list of fair play award in ipl 2018
"[""Ireland""]",who won the men's 2009 australian open
"[""July 16, 2017""]",what is the name of the crab in the movie moana
"[""Jason Michael Lee""]",who wrote the music for bridge on the river kwai
"[""centroid""]",when did the song why by nf come out
"[""Abigail Rokison-Woodall""]",where is the olympics going to be in 2020
"[""Thurl Ravenscroft""]",where does davids story start in the bible
"[""13""]",when did the plastic £5 come out
"[""oxidative phosphorylation""]",what was the guy's name that played mark on roseanne
"[""Parafollicular cells""]",what is the longest race track in the world
"[""Saddam Hussein""]",what episode of bleach does the fullbring arc start
"[""Ryan Guzman""]",what was the venue of 2015 cricket world cup's final match
"[""horses""]",who's team is brynn on the voice
"[""2015""]",how long are the high school musical movies
"[""1982""]",when did the ipod touch 6 gen came out
"[""Queen's Park""]",who is the most awarded singer of all time
"[""Clemson\n1""]",who won the golden bat in champion trophy 2017
"[""Spanish""]",who plays margaret denyar in upper middle bogan
"[""1890""]",what state will see the total solar eclipse first
"[""Ryan ten Doeschate""]",when was mission santa clara de asis rebuilt
"[""to perceive linear acceleration""]",how many grizzly bears are there in montana
"[""1984""]",where did alex karev go to medical school
"[""4""]",who is the presiding officer of the senate when the vice president is not there
"[""12""]",who is considered the first tirthankar in jain religion
"[""Parafollicular cells""]",what number is snorlax on the national pokedex
"[""unknown""]",who did north carolina vote for in 2016
"[""2017""]",the tank was introduced by to the battlefields of world war i by
"[""Potassium chlorate""]",who defeats the king in hunter x hunter
"[""Mexico"",""Soviet Union""]",how many babies did dolly the sheep have
"[""Lionel Messi""]",which is the first company who defined risc architecture
"[""179""]",when was fast times at ridgemont high made
"[""2017""]",who is the voice for clifford the big red dog
"[""a maroon Bristol 405""]",who is the lead singer of jane's addiction
"[""the Ivrea Codex"",""the Apt Codex""]",who created the first solid body electric guitar
"[""2000""]",in the metric system the prefix centi- means
"[""2–4 years""]",what were the two main causes of the dust bowl
"[""18""]",when is howard stern going on david letterman
"[""1,089 sq ft""]",who founded jamestown in what is now virginia
"[""10""]",who won the most college football national championships
"[""1939""]",who does sarah chalke voice in rick and morty
"[""Lionel Messi""]",when was federal capital territory relocated from lagos to abuja
"[""13""]",who wrote they long to be close to you
"[""North Korea""]",who sings the song it's the god in me
"[""2018""]",who won kings of comedy in vijay tv
"[""2015""]",who played finnick odair in the hunger games
"[""Elstree Studios""]",what is the name of the bridge in prague
"[""Anil Kumar Jha""]",who won the state of colorado in the presidential election
"[""Carole King""]",what type of wire is used in generators
"[""Carole King""]",when was the last time baseball was in the olympics
"[""A mood swing""]",who plays anastasia's mom in fifty shades of grey
"[""December 15, 2017""]",who is the patron st of lost causes
"[""four""]",who proposed elliptical orbit of the planets around sun
"[""Lake Baikal""]",when does ripper street start on bbc 2
"[""University of South Carolina""]",who played the doctor in lost in space
"[""Gal Gadot""]",who plays gretchen's sister in prison break
"[""Thurl Ravenscroft""]",who played the role of gemini ganeshan in mahanati
"[""3 to 8 days""]",how.many episodes are in the 100 season 5
"[""2024""]",who played mother firefly in house of 1000 corpses
"[""Marvin Gaye""]",what kind of clay do car designers use
"[""17""]",where was tomorrow where the war began filmed
"[""Saleisha Stowers""]",when did the old jason leave general hospital
"[""Barbicide""]",which terminal does the train stop at gatwick
"[""Clemson\n1""]",who plays margaret denyar in upper middle bogan
"[""George Casper Homans""]",who played the first ryan on last man standing
"[""July 16, 2017""]",when did the first dodge charger come out
"[""Shirley Mae Jones""]",when was barbra streisand in a star is born
"[""Zone Improvement Plan""]",who played sue in the movie open range
"[""1981""]",who has the most wins at le mans
"[""V8 engine""]",where do the ny yankees play home games
"[""Calcium ions""]",where was the 1960's tarzan tv series filmed
"[""ground state""]",where is hydrochloric acid found in the digestive system
"[""Ryan ten Doeschate""]",the election of 1824 was decided by the
"[""the Cambrian explosion""]",actress that plays pepper on american horror story
"[""a maroon Bristol 405""]",who's singing hallelujah on hand in hand
"[""China""]",how many stadiums are there in the us
"[""North Korea""]",when did new zealand last host the commonwealth games
"[""1962""]",when did the song drift away come out
"[""March 9, 2018""]",who killed missy in the movie the shack
"[""Elstree Studios""]",season 8 vampire diaries who does elena end up with
"[""Anderson Silva""]",who sings don't mess around with jim
"[""4""]",who plays karma on how i met your mother
"[""1988""]",who did chris carter play for last year
"[""Josh Groban""]",kinship traced through the mother's family is called what kind of descent
"[""those that have died""]",who is chief justice of the supreme court
"[""Guaranteed Rate Field""]",when is the new episode of pll coming out
"[""1982""]",who wrote the song the sounds of silence
"[""ground state""]",who has the best batting average in odi
"[""1988""]",how many hungarians were killed in 1956 by soviet forces
"[""Abigail Rokison-Woodall""]",who played piano on cat stevens morning has broken
"[""V8 engine""]",what is the wall of a ship called
"[""PewDiePie""]",who is the first governor general of the bahamas
"[""Gabrielle Haugh""]",tim hardaway jr most points in a game
"[""Molt Taylor""]",who has had most uk number 1's
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",how many episodes is hunting hitler season 3
"[""179""]",who is the singing voice of jasmine in aladdin
"[""George Casper Homans""]",what region of the world is russia in
"[""produces a lubricating mucus""]",who wrote rick and morty season 3 episode 3
"[""March 25, 2011""]",where is the band mumford and sons from
"[""Barbicide""]",who had the most hits in mlb history
"[""horses""]",how many independent states emerged after the collapse of the soviet union
"[""Jason Michael Lee""]",who plays kyle in the following season 3
"[""horses""]",when does the new solo movie come out
"[""In 1995""]",who won the popular vote 2016 presidential election
"[""Sachin Tendulkar""]",number of starbucks stores in the united states
"[""1981""]",what side of the road to they drive on in australia
"[""2002""]",when does basketball wives season 7 episode 6 start
"[""Sarabi""]",linden dollars created for use in second life are an example of
"[""Evaluation and management""]",who is the girl in wake me up when september ends video
"[""March 9, 2018""]",who won the gold in women's singles figure skating
