answer,question
"[""St. Louis Cardinals"",""San Francisco Giants""]",where did the tv show hill street blues take place
"[""Carole King""]",when does the movie my little pony come out
"[""Tuticorin (Thoothukudi)""]",where does the series the rain take place
"[""122""]",who was the last surviving spanish american war veteran
"[""January–July 1975""]",when does the next supergirl episode come out
"[""2018""]",who won the popular vote in the 2016 u.s. presidential election
"[""State governments""]",where did the orioles play before camden yards
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",when did the ravens last won a superbowl
"[""in 2018""]",who is highest paid nba player of all time
"[""1942""]",where are noble gasses found on the periodic table
"[""2018""]",where is the hgtv show home town filmed
"[""Zaira Wasim""]",what does svr stand for in medical terms
"[""oxidative phosphorylation""]",who was the bad guy in dudley do right
"[""copper""]",what is the cast of big bang theory paid
"[""2015""]",when did season 2 of stranger things start
"[""Clemson\n1""]",where is the tv show hell's kitchen located
"[""2018""]",who did the cincinnati reds sweep in the 1990 world series
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",which city is known as pearl city in india
"[""Richard Dawson""]",who are the finalists on this year's america's got talent
"[""12""]",where was season two of american grit filmed
"[""12""]",who led the french army during the battle of waterloo
"[""2012""]",who dies in season 2 of orange is the new black
"[""1981""]",which city is hosting the 2017 mobile world congress (mwc)
"[""Lionel Messi""]",when did the maple leafs last win the stanley cup
"[""1890""]",who played the ladybug in a bug's life
"[""March 25, 2011""]",when did mr hooper dies on sesame street
"[""Dylan""]",who said the shot heard round the world
"[""Season 4, Episode 8""]",what does el morro mean in puerto rico
"[""Christopher Robert Evans""]",who played the landlord in coming to america
"[""Islamic prophet Muhammad""]",who has won the most super bowl wins
"[""John von Neumann""]",what is the deepest part of the atlantic ocean
"[""Season 4, Episode 8""]",when did the ravens last won a superbowl
"[""Meredith Willson""]",3 main branches of government in the philippines
"[""Gabrielle Haugh""]",how many troops did australia send to korea
"[""a wild Pikachu""]",where can the national guard be deployed to
"[""produces a lubricating mucus""]",when does stranger things season 1 take place
"[""42""]",when did the mayflower set sail from england
"[""Tuticorin (Thoothukudi)""]",which country won the maximum number of gold medals at the london olympics 2012
"[""Saddam Hussein""]",who has won the most miss universe crowns
"[""a wild Pikachu""]",who scored the first goal of fifa wc 2014
"[""Lacey Turner""]",where are the millers from in daisy miller
"[""March 9, 2018""]",who played robin in the tv series batman
"[""December 15, 2017""]",how many seasons are there of the leftovers
"[""1980""]",how many awards has one direction won in total
"[""May 5, 1992""]",where does the salt come from in utah
"[""four""]",when did they start filming game of thrones
"[""1962""]",what does the posterior root of a spinal nerve carry
"[""13""]",how many gold medals does usa have in olympics
"[""July 16, 2017""]",when was the colony of new hampshire established
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",what kind of car is jazz from transformers
"[""71%""]",when does the teen titan movie come out
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",who was the first black woman to win a grammy
"[""1988""]",who won the popular vote in the election of 1824
"[""13""]",who plays reese witherspoons daughters in home again
"[""December 15, 2017""]",how many episodes are there in season 3 of if loving you is wrong
"[""Ireland""]",who sang i just died in your arms
"[""PewDiePie""]",who did butler beat in the final four
"[""Calcium ions""]",who is the voice of the wolf in hoodwinked
"[""17""]",where did they get the vibranium to make captain america's shield
"[""New Netherland""]",what breed is the lady and the tramp dog
"[""4""]",what is bud's full name on grace and frankie
"[""1,089 sq ft""]",who won the election of 1824 but failed to win a majority of the votes necessary to become president
"[""Jose Garces""]",who won second place on america's got talent
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who is the ceo of t rowe price
"[""in 2018""]",who won the battle of antietam union or confederate
"[""12""]",where is the 2026 world cup going to take place
"[""Molt Taylor""]",how many times has the us constitution been changed
"[""the Ivrea Codex"",""the Apt Codex""]",who wrote the song may the good lord bless and keep you
"[""King Edward Peak""]",who won season eight of britain's got talent
"[""Abigail Rokison-Woodall""]",when does mulder come back from being abducted
"[""Jimmy Cliff""]",who played molly ringwalds father in pretty in pink
"[""Spectre""]",when did alexander graham bell invented the photophone
"[""April 1, 1999""]",who propounded the nebular hypothesis for the origin of the earth
"[""Venus""]",when was the last time uruguay won copa america
"[""Eagles""]",where does the visiting team sit in baseball
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",what is the strongest type of nuclear bomb
"[""December 15, 2017""]",who has the highest career goals between ronaldo and messi
"[""2018""]",who was the author of yogadarshan which volume did he write
"[""New Netherland""]",how many awards has one direction won in total
"[""Saleisha Stowers""]",german word for enjoying other people's misery
"[""Eli Marienthal""]",what was the inaugural year of the ncaa tournament
"[""Ireland""]",where is the champions league final 2018 being played
"[""1982""]",where have winter olympics been held in usa
"[""a maroon Bristol 405""]",when did season 2 of stranger things start
"[""Thurl Ravenscroft""]",what was the first need for speed game
"[""Charles Young""]",what are the basic features of ooo base
"[""Dylan""]",who was responsible for green revolution in india
"[""1890""]",where did the epic of gilgamesh take place
"[""ice caps""]",who plays robert the robot justin's house
"[""August 27, 2017""]",where does the book the color purple take place
"[""9""]",what type of wire is used in generators
"[""West Indies""]",when did steph curry win his first ring
"[""3 to 8 days""]",measurement system whose divisions are powers of ten
"[""12""]",who is known as the milkman of india
"[""1792""]",who plays coby in packed to the rafters
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",what is the number of players on a nfl team
"[""St. Louis Cardinals"",""San Francisco Giants""]",in which plate of the earth is india located
"[""1988""]",who is the founder of pak n save
"[""horses""]",when did man city win the champions league
"[""10""]",how much does the state of california pay in federal taxes
"[""Elstree Studios""]",who played zira on planet of the apes
"[""Australia""]",on whose leadership is founded the university at pondicherry
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who plays michael myers in the original halloween
"[""Australia""]",where is the isle of man tt held
"[""12""]",who plays the part of susan in days of our lives
"[""Season 4, Episode 8""]",when was don't ask don't tell established
"[""12""]",what was the journey of the cherokee to indian territory called
"[""Billie Jean King""]",when did dog the bounty hunter show end
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",in which part of the book can we find a glossary
"[""Christopher Robert Evans""]",when did burning man move to black rock city
"[""2000""]",where did the battle of bunker hill take place
"[""Josh Groban""]",who composed the theme song for game of thrones
"[""35""]",when does the second season of victorious start
"[""March 9, 2018""]",who played mr big on sex and the city
"[""Pom Klementieff""]",when did hurricane ivan hit the cayman islands
"[""eastward, in prograde motion""]",who is playing for college football national championship
"[""PewDiePie""]",where do the checks and balances come from
"[""1920 to 1933""]",who is the girl that does the trivago advert
"[""2015""]",in what episode does jane die breaking bad
"[""Marvin Gaye""]",when did home and away start in the uk
"[""May 5, 1992""]",who sang over the rainbow in you've got mail
"[""April 28, 2017""]",what is the main religion practiced in thailand
"[""Anderson Silva""]",who did kelly end up with on 90210
"[""10 one-hour episodes""]",when was the election to the constituent assembly held in india
"[""Machilipatnam""]",running wild with bear grylls zac efron location
"[""the Ivrea Codex"",""the Apt Codex""]",how many episodes of pretty little lirs are there
"[""Thurl Ravenscroft""]",who plays miss stacy in anne with an e
"[""North Korea""]",when is the next episode of flash going to air
"[""Calcium ions""]",who makes up the general assembly of the un
"[""the Cambrian explosion""]",when was the original beauty and the beast written
"[""Jose Garces""]",who invested in the green fresh patch pitch
"[""Jason Michael Lee""]",who produced harry styles sign of the times
"[""179""]",when did steph curry get drafted into the nba
"[""Jimmy Cliff""]",sword art online fatal bullet japanese release date
"[""constitutional republic""]",who wrote the classic novel war and peace
"[""2018""]",who is the authorized signature on a cashiers check
"[""John O'Banion""]",when is father's day celebrated in uk
"[""eastward, in prograde motion""]",what was the last year they made the gmc envoy
"[""35""]",when does nathan scott go to the nba
"[""produces a lubricating mucus""]",who plays robbie weaver in crazy stupid love
"[""Venus""]",where did they film brawl in cell block 99
"[""1962""]",what part did jason ritter play in parenthood
"[""St. Louis Cardinals"",""San Francisco Giants""]",when did nhl players first play in the olympics
"[""Josh Groban""]",who did muhammad ali fight in croke park
"[""George Hudson""]",who wrote the music for peter and the wolf
"[""35""]",who has won the most miss universe crowns
"[""2017""]",who is the number one listened to on spotify
"[""35""]",when was the original clash of the titans made
"[""May 5, 1992""]",who sings the wire theme song season 1
"[""St. Louis Cardinals"",""San Francisco Giants""]",who played judith on two and a half
"[""copper""]",when was the last nuclear power plant built in us
"[""in 2018""]",when did valerian and the city of a thousand planets come out
"[""Richard Dawson""]",where will the next olympics be held 2018
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who wrote who do you think you are
"[""March 9, 2018""]",who does the voice of murray on sesame street
"[""January–July 1975""]",where did the motto don't tread on me come from
"[""A mood swing""]",who played the role of pinky in sanju movie
"[""eastward, in prograde motion""]",which microorganisms cause mycobacterium avium complex (mac) infection
"[""Season 4, Episode 8""]",genre scenes were popular in the netherlands for their
"[""to perceive linear acceleration""]",who launched the movement of grow more trees in july 1950
"[""17""]",who plays hunter's grandmother on home and away
"[""1998""]",where is the subsolar point on december 21
"[""1998""]",when does becky first appear on full house
"[""1900""]",what do you call animals live in water
"[""St. Louis Cardinals"",""San Francisco Giants""]",what was the last year they made the gmc envoy
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",the first sepoy who refused to use the greased cartridge
"[""Eli Marienthal""]",in the senate the blank is the official chair of the chamber
"[""July 16, 2017""]",who has been appointed the new chairman of the public accounts committee (pac) of parliament
"[""March 25, 2011""]",when does the 2018 mlb baseball season start
"[""2017""]",what is the name of the mouse in bear and the big blue house
"[""17""]",how many seats of mqm in national assembly
"[""Eagles""]",when did peru last qualify for world cup
"[""after a minor infringement""]",how old is telemachus at the start of the odyssey
"[""March 15, 2013""]",who plays the man in the yellow hat in curious george
"[""Citytv""]",who is the girl in maroon 5 what lovers do
"[""Mexico"",""Soviet Union""]",when did glenn miller wrote in the mood
"[""Guaranteed Rate Field""]",when was the first superman comic book published
"[""December 15, 2017""]",who plays anastasia's mom in fifty shades of grey
"[""PewDiePie""]",who sang the answer my friend is blowing in the wind
"[""1967""]",what does the phrase theres no such thing as free lunch mean in economic terms
"[""13""]",where does can't buy me love take place
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",hindi is a national language or official language
"[""John O'Banion""]",who plays the oldest sister on last man standing
"[""1,089 sq ft""]",who did manchester united beat in the 1999 european cup final
"[""produces a lubricating mucus""]",who plays 15 cent in the proud family
"[""unknown""]",what the name of little red riding hood
"[""a maroon Bristol 405""]",when was ed sheeran's song photograph released
"[""South Side, Chicago""]",where did the church of latter day saints originated
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who won the most grammys in the world
"[""volume of the container decreases""]",when does the regular season start for football
"[""1943""]",what is the theme of midnight in paris
"[""Spectre""]",andy warhol was influential to the development of this band
"[""Thurl Ravenscroft""]",who does lois griffin's voice on family guy
"[""1943""]",who does riley end up with on the client list
"[""Mary Kate Schellhardt""]",when did the great white shark first appear
"[""13""]",how many episodes is there of death note
"[""Ryan ten Doeschate""]",when did women get the right to vote in canada
"[""2012""]",what is the most recent version of ford sync
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who are the actors that have played james bond
"[""35""]",how many games did the oakland raiders win last year
"[""Saleisha Stowers""]",who sang walking in the air in the snowman
"[""Dev"",""Devin Star Tailes""]",where did the bubonic plague start in europe
"[""2015""]",who wrote the song counting flowers on the wall
"[""Meredith Willson""]",when did the movie jack frost come out
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who won the kentucky derby first second and third place
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who plays damon wayans wife on lethal weapon
"[""St. Louis Cardinals"",""San Francisco Giants""]",what group was beyonce in before she became famous
"[""1942""]",who created the first quality street sweet and where was the shop
"[""Pom Klementieff""]",who is the voice of the mad hatter
"[""1967""]",which is known as the apex court of india
"[""March 9, 2018""]",what is the city in italy that is under water
"[""35""]",how many episodes in season 1 of american crime
"[""In 1995""]",minimum age to drive transport vehicle in india
"[""six""]",who led chinas naval exploration during the age of exploration
"[""December 15, 2017""]",where was the dad's army film filmed
"[""March 9, 2018""]",who is credited with saying markets can stay irrational longer than you can stay solvent
"[""Spanish""]",who wrote the song when i was 17
"[""China""]",who plays the little boy in before i wake
"[""Dev"",""Devin Star Tailes""]",who did the vikings play in their first playoff game
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when did tales from the hood come out
"[""Calcium ions""]",when did us gain control of the philippines
"[""2017""]",who was the declaration of the rights of man and citizen written by
"[""18""]",the rate at which rbi lends money to commercial banks
"[""1942""]",who was andy's girlfriend on the andy griffith show
"[""Marley""]",what are the robbers names in home alone
"[""University of South Carolina""]",who played the boogeyman in rise of the guardians
"[""Ryan ten Doeschate""]",a language that used symbols to represent objects
"[""12""]",the earth is tilted on its axis at an angle of
"[""July 16, 2017""]",who did america fight during world war 1
"[""1980""]",who drives the number 22 car in nascar
"[""redox reactions""]",titan is the natural satellite of which planet
"[""August 27, 2017""]",when did daddy die from the dog whisperer
"[""Spanish""]",who wrote east of the sun west of the moon
"[""John von Neumann""]",which nfl coach has the most superbowl wins
"[""1980""]",where did brazil come in the world cup 2010
"[""those that have died""]",how much data does the large hadron collider produce
"[""17""]",who played robin hood on the tv series
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",what is reagan's job in new girl
"[""George Hudson""]",who won the last 4 majors in golf
"[""the Cambrian explosion""]",how did kurtz die in the heart of darkness
"[""May 5, 1992""]",when did the ipod shuffle 4th generation come out
"[""Josh Groban""]",how old is dot from eastenders in real life
"[""Pom Klementieff""]",where does the last name martinez originate from
"[""Clayton Moore""]",who entered the us in the vietnam war
"[""Christopher Robert Evans""]",who won the 2017 america's got talent contest
"[""after a minor infringement""]",when is thanks giving in the usa 2017
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",where is the big brother house located in south africa
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who did elton john wrote candle in the wind for
"[""1939""]",where does an embryo usually attach to its mother
"[""December 2003""]",where did spain colonize in the new world
"[""Saddam Hussein""]",when did st michael change to marks and spencer
"[""six""]",smallest continent of world in terms of area other than australia is
"[""18""]",who played the dead friend in the big chill
"[""12""]",who is the actor in kevin probably saves the world
"[""Dylan""]",when did the cavs win their first championship
"[""Greek""]",who played the kid in the sixth sense
"[""Marvin Gaye""]",who fought to gain civil rights for minorities in texas
"[""New Netherland""]",who sings be prepared in the lion king
"[""Abigail Rokison-Woodall""]",who wrote the song never can say goodbye
"[""Over 2,500""]",what was mrs howell's first name on gilligan's island
"[""Queen's Park""]",how did tiffany get her body back in chucky
"[""Jesse Donald Knotts""]",who played sam tyler's mom in life on mars
"[""Jason Michael Lee""]",most td passes in a college football season
"[""oxidative phosphorylation""]",where are the gifts of the spirit found in the bible
"[""eastward, in prograde motion""]",when did the first guardians of the galaxy comic come out
"[""US$500""]",who lives on the west bank and gaza strip
"[""1974""]",where did paul in the bible come from
"[""in 2018""]",who created the first solid body electric guitar
"[""Christopher Robert Evans""]",when did mcdonald's stop putting cookies in happy meals
"[""South Side, Chicago""]",risk for infection related to premature rupture of membrane
"[""13""]",who is the voice of the gecko on the geico commercials
"[""March 27, 2018""]",who do you play as in farcry 5
"[""December 15, 2017""]",a long chain of amino acids linked by peptide bonds is a
"[""18 August 2011""]",who plays the role of hermione granger in harry potter
"[""1982""]",expansion of a perfect gas into vacuum is related with
"[""Niagara River""]",which molecule initiates the halt of the cycle when damaged dna is detected in g1
"[""six""]",where was the movie the last song filmed
"[""George Casper Homans""]",where was king arthur legend of the sword shot
"[""18""]",who opened victoria's secret fashion show 2017
"[""122""]",who voices the kid in the new god of war
"[""Season 4, Episode 8""]",when was last episode of this is us
"[""April 28, 2017""]",who was the lead actress in the shape of water
"[""South Side, Chicago""]",when does the war of the planet of the apes start
"[""9""]",who were the two sides in the english civil war
"[""four""]",who plays beau on days of our lives
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",when is camila cabello new album coming out
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",explorer who found a sea route to india around africa
"[""Molt Taylor""]",who does the voice of chucky in seed of chucky
"[""horses""]",where does the murray river meet the ocean
"[""Billie Jean King""]",how many episodes in the itv series girlfriends
"[""18 August 2011""]",who has won the most trebles in scottish football
"[""a wild Pikachu""]",japanese dish of salted green soybeans boiled in their pods
"[""1967""]",what are unalienable rights in the declaration of independence
"[""Meredith Willson""]",when is world water day celebrated and why
"[""9""]",what was the 50th state in the united states
"[""redox reactions""]",who averaged the most points in nba history
"[""2024""]",when will luke cage season 2 be released
"[""12""]",how many mlb no hitters have there been
"[""John von Neumann""]",who scored the winning goal in the 1990 world cup final
"[""Charles Young""]",was star wars a book first or a movie
"[""Abigail Rokison-Woodall""]",what language do they soeak in hong kong
"[""1998""]",who has the legal authority to bind the us government on a us government contract
"[""August 27, 2017""]",who won the 2017 wimbledon women's championship
"[""Mars Bonfire""]",who does jason sudeikis play on the cleveland show
"[""Season 4, Episode 8""]",who plays batman in the movie justice league
"[""1981""]",who plays elena in vampire diaries season 8
"[""redox reactions""]",who plays edmure tully in game of thrones
"[""1950""]",who sang the song jesus take the wheel
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who has the most pga tour wins in a season
"[""Spanish""]",who has dan won dancing on ice with
"[""9""]",which is largest state in india by population
"[""2015""]",what was the first shot fired in the civil war
"[""Monasteries"",""wealthy individuals"",""rulers""]",who is pretending to be a in pretty little liars
"[""December 15, 2017""]",who is mrs potts in beauty and the beast 2017
"[""1981""]",who brought castiel back to life in season 5
"[""1939""]",where did the umayyads move the capital of the muslim empire
"[""Australia""]",who starred in o brother where art thou
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",which of the following best describes the court of criminal appeals
"[""Jesse Donald Knotts""]",what is the name of the castle in prague
"[""a maroon Bristol 405""]",where is the anus located on a woman
"[""Atlanta–Fulton County Stadium""]",when did the apa create the code of ethics
"[""centroid""]",when did under god added to pledge of allegiance
"[""produces a lubricating mucus""]",who wrote the poem if we must die
"[""Matthew Prokop""]",poem on the pedestal of the statue of liberty
"[""Billie Jean King""]",who built a european empire and was crowned emperor of the romans in 800
"[""12""]",who's the original singer of nothing compares to you
"[""Thurl Ravenscroft""]",when was the first internal combustion engine made
"[""Spanish""]",when did the song don't go breaking my heart come out
"[""Eli Marienthal""]",where is the hgtv show home town filmed
"[""March 25, 2011""]",oldest player on us women's soccer team
"[""six""]",where is the painting whistler's mother located
"[""PewDiePie""]",where is oxytocin made and what is its function
"[""Dylan""]",who was the first black male to win an oscar
"[""South Side, Chicago""]",which president had the highest number of supreme court justices confirmed
"[""Queen's Park""]",when did mcdonald's come to new zealand
"[""1962""]",when will new tappan zee bridge be completed
"[""the axon terminal""]",when did the república de yucatán declare independence from mexico
"[""Molt Taylor""]",who won the fight between norton and holmes
"[""Calcium ions""]",who sang the song the night begins to shine
"[""unknown""]",who plays in captain america the winter soldier
"[""1981""]",when did ireland become part of the uk
"[""July 16, 2017""]",who is the girl in transformers dark side of the moon
"[""Atlanta–Fulton County Stadium""]",what season did lebron win his first championship
"[""42""]",who sang i wanna be like you
"[""1981""]",which section of the small intestine receives secretions from the liver and the pancreas
"[""13""]",where did they film ninja warrior in australia
"[""Saleisha Stowers""]",who led the great sioux uprising in 1862
"[""Shirley Mae Jones""]",who sees the ghost of hamlet's father first
"[""2000""]",is vitamin b12 deficiency the same as pernicious anemia
"[""2002""]",when did astros last go to world series
"[""9""]",who is julie having an affair with on desperate housewives
"[""1984""]",who played in the men's semi final in wimbledon in 2015
"[""1998""]",the sudeten question which led to the calling of the munich conference of 1938 centered on
"[""Josh Groban""]",when did harmony of the seas set sail
"[""35""]",how many members does a nuclear family have
"[""after a minor infringement""]",when was the lord of the rings written
"[""Saleisha Stowers""]",how many unesco world heritage sites in uk
"[""Mexico"",""Soviet Union""]",when did starwars a new hope come out
"[""Christopher Robert Evans""]",who wrote 13 books in the new testament
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",where does the tv show hometown take place
"[""State governments""]",where was the battle of bunker hill actually fought
"[""Machilipatnam""]",who wrote the music for the world at war
"[""4""]",who plays penny on the big bang theory
"[""New Netherland""]",where does hitchcock appear in the movie rope
"[""Greek""]",the truth about the harry quebert affair tv show release date
"[""Atlanta–Fulton County Stadium""]",where do most monkeys live in the world
"[""PewDiePie""]",when did the fcc drop the morse code requirement
"[""Monasteries"",""wealthy individuals"",""rulers""]",how many premier league trophies have man city won
"[""Saddam Hussein""]",names of the metropolitan municipalities in south africa
"[""Molt Taylor""]",when did beauty and the beast movie come out
"[""Atlanta–Fulton County Stadium""]",who wrote screenplay for a wrinkle in time
"[""US$500""]",who plays angie in that 70's show
"[""Thurl Ravenscroft""]",where was the battle of savannah fought the location of the battlefield
"[""Saddam Hussein""]",when was the first time joshua was mentioned in the bible
"[""December 15, 2017""]",when were cell phones first introduced to the public
"[""Alex Rodriguez""]",what was the name of the telephone operator on green acres
"[""Jesse Donald Knotts""]",when did the movie the giver come out
"[""April 28, 2017""]",share of export from india is the maximum to the following country
"[""George Hudson""]",who is first in line for king of england
"[""a maroon Bristol 405""]",who is tee tee on growing up hip hop
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",who played the one-armed man in twin peaks
"[""March 9, 2018""]",who has the most shutouts in nhl history
"[""Greek""]",when was the egg mcmuffin added to the menu
"[""March 9, 2018""]",what kind of cat is the maneki neko
"[""July 16, 2017""]",how many years is the term for a member of the house of representatives
"[""Welton Academy""]",who won men's figure skating in olympics 2018
"[""Sachin Tendulkar""]",what is the mass number of a carbon-13 (13c) atom
"[""17""]",the velocity distribution in laminar flow through a circular pipe follows the law
"[""35""]",who plays madame leota in the haunted mansion
"[""1998""]",when does there's something about megan start
"[""four""]",who sings the national anthem for the blackhawks
"[""George Hudson""]",who plays the voice of joy in inside out
"[""December 2003""]",who was the asian kid in indiana jones
"[""3 to 8 days""]",who resisted nationalism in the austrian empire in the 1800s
"[""Elstree Studios""]",legends of the fall where was it filmed
"[""in 2018""]",arabian sea is the part of which ocean
"[""Thurl Ravenscroft""]",what number was new york to join the union
"[""Pom Klementieff""]",who has the authority to establish a state police agency
"[""constitutional republic""]",when was the last time michigan wolverines was in the final four
"[""March 15, 2013""]",what episode of jonas la does nick sing your biggest fan
"[""July 16, 2017""]",what is the most used word in written english
"[""Phillip Alford""]",who's opening for j cole 4 your eyez only
"[""Lake Baikal""]",when did the first mini cooper s come out
"[""Matthew Prokop""]",when did the christian fish symbol come from
"[""13""]",who is referenced in the song american pie
"[""Australia""]",who sings the wheels in the sky keep on turning
"[""Josh Groban""]",who plays olivia benson on law and order
"[""December 15, 2017""]",when is the last episode of the fosters season 5
"[""Richard Dawson""]",who chooses the speaker of the house of representatives
"[""2015""]",don go breaking my heart who sings it
"[""Eli Marienthal""]",who plays dr glassman on the good doctor
"[""Miguel Cabrera""]",which phase of healing begins about 3 weeks after injury
"[""9""]",who is presenting national film awards in india
"[""April 28, 2017""]",which president organized the trade missions to japan
"[""Tuticorin (Thoothukudi)""]",what is the largest state in the us by area
"[""Billie Jean King""]",hunting and gathering is primarily associated with what political system
"[""2015""]",when was the ombudsman’s office in england set up
"[""1988""]",who is elected as the vice president of india
"[""Clayton Moore""]",who sang i just can't help believing first
"[""2012""]",who played charlotte on sex and the city
"[""August 27, 2017""]",when was your song by elton john released
"[""May 5, 1992""]",when was the american flag flown for the first time
"[""San Antonio""]",whats the name of the snake in the jungle book
"[""1998""]",name of the three headed dog in greek mythology
"[""4""]",who won the college baseball world series 2017
"[""eastward, in prograde motion""]",first woman to be hung in arizona territory
"[""42""]",what are the top 5 languages spoken in the us
"[""2–4 years""]",which layer of the atmosphere is the ozone layer located
"[""Gal Gadot""]",what was the mohammedan anglo oriental school 4 marks
"[""New Netherland""]",where is atp made during the electron transport chain
"[""12""]",who are the players on the nrl trophy
"[""E. M. Forster""]",when did jacksonville jaguars become an nfl team
"[""March 27, 2018""]",who wrote the theme song to beverly hills cop
"[""1982""]",where was palm trees in the snow filmed
"[""video editing""]",who starred in the tv show room 222
"[""Marley""]",when was the grand canyon national park established
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when does the school year end in korea
"[""Elstree Studios""]",who was the founder of gajapati dynasty of orissa
"[""Mars Bonfire""]",who proposed the indefinite as the structure of reality
"[""42""]",what are the three largest cities in florida
"[""1943""]",who was the governor general of india during 1857
"[""Zone Improvement Plan""]",who won the mlb world series in 2007
"[""Eli Marienthal""]",who are the current members of the us supreme court
"[""constitutional republic""]",who is singing in summer by calvin harris
"[""May 5, 1992""]",bruno the boy in the striped pajamas actor
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what is the number of players on a nfl team
"[""Mary Kate Schellhardt""]",what does tpc stand for in tpc sawgrass
"[""Charles Young""]",how much did 300 make at the box office
"[""Alex Rodriguez""]",who were the hosts of america got talent
"[""Jason Michael Lee""]",who does sansa marry on game of thrones
"[""the Cambrian explosion""]",who sings the song when i was your man
"[""10 one-hour episodes""]",who gave foreword to mulk raj anands untouchable
"[""Josh Groban""]",who wins season 10 of hell's kitchen
"[""March 15, 2013""]",who is known as the first and last female rules of the delhi sultanate
"[""Lacey Turner""]",when was the first portable cell phone invented
"[""1,089 sq ft""]",who played the monkey in oz the great and powerful
"[""1900""]",who won the second battle of sabine pass
"[""those that have died""]",all dogs go to heaven what kind of dog is charlie
"[""A mood swing""]",what are the chances of flipping heads 5 times in a row
"[""2018""]",who played the first alice in the honeymooners
"[""Ryan Guzman""]",where does the captain sit on a cruise ship
"[""PewDiePie""]",what is the size of grenada in square miles
"[""December 15, 2017""]",who provided evidence to suggest the existence of the neutron
"[""1967""]",spermatids mature into spermatozoa by the process of
"[""Welton Academy""]",at which part of eyes there is no sense of vision
"[""January 11, 1970""]",what was the number one song on april 20th 2000
"[""eastward, in prograde motion""]",where did the austro prussian war take place
"[""1988""]",who killed king joffrey on game of thrones
"[""2018""]",who controlled vietnam during the late 1800s to 1954
"[""1974""]",who is the starting kicker for the atlanta falcons
"[""rose window""]",who sings i love you in the morning and in the afternoon
"[""12""]",the two sides of the standard of ur depict
"[""Thurl Ravenscroft""]",what war was the movie patriot based on
"[""1942""]",who wrote the song i'll be there
"[""a compulsory governmental insurance system""]",when did the state of texas reinstate the death penalty
"[""2017""]",when was the last amendment made to the us constitution
"[""18 August 2011""]",when is hydrogen shown in a skeletal structure
"[""Sachin Tendulkar""]",what does the name amelia mean in english
"[""Australia""]",what type of joint is formed between the radius and ulna
"[""produces a lubricating mucus""]",when does the next netflix marvel show come out
"[""Saddam Hussein""]",who played pepper in american horror story asylum
"[""originally from the Greek""]",what is the growth rate of indian economy
"[""1998""]",who is the host nation 2026 world cup
"[""Venus""]",where is robb stark in season 3 episode 1
"[""North Korea""]",what was the date of the santa fe shooting
