answer,question
"[""King Edward Peak""]",who was the book of hosea written to
"[""10 one-hour episodes""]",who sang i see fire i see rain
"[""a maroon Bristol 405""]",who invented the meaning of the middle finger
"[""2000""]",who sings the song ask me how i know
"[""Niagara River""]",when did the new york giants beat the new england patriots in the super bowl
"[""Matthew Prokop""]",the walking dead mika and lizzie real names
"[""A concerto""]",when did jersey shore family vacation episode 3 air
"[""John O'Banion""]",who composed the music of the national anthem of mauritius
"[""Bella Dayne""]",who voices regina in glitter force doki doki
"[""oxidative phosphorylation""]",who wins so you think you can dance season 15
"[""17""]",what had ellis island become the site of by 1891
"[""Atlanta–Fulton County Stadium""]",who played mr freeze in the batman tv series
"[""New Netherland""]",who holds journalists responsible for the code of ethics
"[""North Korea""]",identify the part of a neuron that releases neurotransmitter
"[""PewDiePie""]",who did ryan hurst play in saving private ryan
"[""18""]",what is the first episode of wild kratts
"[""January 11, 1970""]",when will lost in space be on netflix
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when did construction start on the great wall of china
"[""July 16, 2017""]",when was the first episode of charmed aired
"[""Marvin Gaye""]",the movie schindlers list takes place during which historical event
"[""A concerto""]",what is it called when you mix up the letters of a word
"[""December 15, 2017""]",where will the next olympics be held 2018
"[""1984""]",who came up with north south east and west
"[""copper""]",when was the song in the mood written
"[""eastward, in prograde motion""]",where is human sperm stored in the body
"[""2012""]",who plays the flash on the tv series
"[""King Edward Peak""]",who plays star in the forces of evil
"[""1967""]",when will jurassic world the fallen kingdom come out
"[""Australia""]",what are the snowboard events at the olympics
"[""2–4 years""]",what percent of the world's population is america
"[""V8 engine""]",who won the espy for best nba player
"[""1980""]",who walked past the man in the good samaritan
"[""Jason Michael Lee""]",where did cliff richard come in the eurovision
"[""2–4 years""]",who is the series all american based on
"[""A concerto""]",who organized the elements in a periodic table for the first time where was he from
"[""Meredith Willson""]",who is given the credit for establishing deaf education
"[""March 15, 2013""]",who walked across the water in the bible
"[""Eli Marienthal""]",when was the last time france won a war
"[""Shirley Mae Jones""]",what popular food is thought to have originated in naples italy
"[""John O'Banion""]",who sang the theme song to all that
"[""after a minor infringement""]",what are the 5 closest stars to the earth
"[""Amanda Shiflett""]",who gave the concept of elasticity of demand
"[""Miguel Cabrera""]",what age do king charles cavaliers live to
"[""University of South Carolina""]",what is the age limit for ias for sc
"[""rose window""]",who dies in breaking dawn part 2 movie
"[""12""]",when is love bug mating season in florida'
"[""Season 4, Episode 8""]",who plays spencer's mother on pretty little liars
"[""West Bengal""]",who wins season 1 of abby's ultimate dance competition
"[""King Edward Peak""]",who did france transfer the louisiana territory to after the french and indian war
"[""China""]",india become member of un in the year
"[""Islamic prophet Muhammad""]",who is hosting the world cup in 2018
"[""1998""]",who sings do you see what i see
"[""South Side, Chicago""]",who plays the wife in how i met your mother
"[""2012""]",what two serial killers lived at the cecil hotel
"[""1984""]",when were the articles of confederation put into effect
"[""Zone Improvement Plan""]",who played duncan in monarch of the glen
"[""January 11, 1970""]",what percentage of the world's energy comes from renewable sources
"[""1984""]",who won the olympics in make it or break it
"[""Australia""]",the voice of bob on puppy dog pals
"[""Queen's Park""]",when is the final show of americas got talent 2017
"[""Jesse Donald Knotts""]",where does the iron in your blood come from
"[""Ryan Guzman""]",who holds the record for the most formula 1 drivers champion titles
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who plays philip in shaun of the dead
"[""2018""]",what was the name of the german government after ww1
"[""Jason Michael Lee""]",where did the st valentine's massacre happen
"[""the axon terminal""]",when did islam begin its spread overland into south asia quizlet
"[""University of South Carolina""]",who played han solo son in star wars
"[""March 25, 2011""]",what is the standard rate of tax in ireland
"[""18""]",who sings i can't go for that
"[""a wild Pikachu""]",can't you see marshall tucker band album
"[""St. Louis Cardinals"",""San Francisco Giants""]",who played young norman in a river runs through it
"[""Lebanese""]",who does nick foles play for in the nfl
"[""Potassium chlorate""]",how many season in once upon a time
"[""PewDiePie""]",the book one part woman has been authored by whom
"[""Clemson\n1""]",who did mary alice kill on desperate housewives
"[""Lacey Turner""]",when did the samsung s7 edge come out
"[""13""]",when is f is for family coming back on netflix
"[""constitutional republic""]",when is new wonder woman movie coming out
"[""1890""]",where is this year's world cup being held
"[""2009""]",how many stages are there to the tour de france
"[""Gal Gadot""]",who sings it must have been love in pretty woman
"[""9""]",who won the 2013 america's got talent
"[""2017""]",what do you call the fear of the dark
"[""Charles Young""]",who was known as the mad king of france
"[""Parafollicular cells""]",with reference to the climate of india the western disturbances originate over
"[""Constantine""]",what state in australia became a state in 1901
"[""12""]",how many independent states emerged after the collapse of the soviet union
"[""Jason Michael Lee""]",who played roo stewarts mum in home and away
"[""Zaira Wasim""]",who was defeated in second battle of tarain
"[""Jose Garces""]",what is the highest denomination of the us dollar
"[""Carole King""]",when was don't ask don't tell established
"[""four""]",who killed lily mother in the secret life of bees
"[""122""]",who wrote all you need is love by the beatles
"[""a maroon Bristol 405""]",when did the ban on assault weapons expire
"[""1981""]",who is considered to be the founder of professional nursing
"[""Guaranteed Rate Field""]",who was painted the paintings during the pink period
"[""1988""]",how old do u have to be to join girl scouts
"[""horses""]",when did 8 track tapes stop being produced
"[""2012""]",who sings for steve smith on american dad
"[""eastward, in prograde motion""]",who plays rory in my babysitter's a vampire
"[""the Ivrea Codex"",""the Apt Codex""]",who composed the theme song for game of thrones
"[""March 9, 2018""]",which preservationist was instrumental in establishing a national park to protect yosemite valley
"[""Parafollicular cells""]",who has the longest winning streak in ufc
"[""ice caps""]",what are the team colors for the arizona diamondbacks
"[""Anil Kumar Jha""]",who won the oscar for the best film
"[""1962""]",who plays eric brady on days of our lives 2017
"[""January–July 1975""]",why did the mom on the waltons leave
"[""Sarabi""]",the boundary between germany and poland is called
"[""George Hudson""]",who won rupaul's drag race season 6
"[""North Korea""]",whats the name of the zoey 101 theme song
"[""1981""]",how long was the earthquake in mexico 2017
"[""State governments""]",when was the three point shot added to basketball
"[""Eagles""]",which was adopted and raised by a king of mithila
"[""Sachin Tendulkar""]",top 10 largest soccer stadiums in the world
"[""Marley""]",west ham players in the 1966 world cup
"[""Spanish""]",when was the last time the philadelphia eagles went to the playoffs
"[""Greek""]",when did lebron go to his first finals
"[""James Arthur""]",what unit would you use to measure the weight of a apple
"[""Australia""]",who plays in the first nfl football game
"[""March 27, 2018""]",who does michelle pfeiffer play in ant man
"[""Potassium chlorate""]",where does germination of a pollen grain occur
"[""Billie Jean King""]",person who has to be center of attention
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",when was the first anti stalking law passed
"[""Constantine""]",who played in the first star is born
"[""Barbicide""]",when did the palestinian and israeli conflict start
"[""Charles Young""]",when did season 2 of luke cage start
"[""Spanish""]",when did ginny weasley join the quidditch team
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",how much did mgm national harbor cost to build
"[""Marley""]",at which battle did the french navy help
"[""Josh Groban""]",when was fortnite battle royale season 2 released
"[""San Antonio""]",who sang the original you're gonna love me
"[""Lebanese""]",how does a black mamba kill its prey
"[""2017""]",when did dvd players come out in the us
"[""Matthew Prokop""]",where should a person in the heat escape lessening position
"[""John von Neumann""]",during which two months (equinoxes) do all locations on earth experience 12 hours of daylight
"[""2000""]",ottoman reforms launched a series of radical reforms in the nineteenth century known as the
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",when was daylight savings time established in the united states
"[""Evaluation and management""]",what is the meaning of in club zindabad
"[""January–July 1975""]",when did women get the vote in usa
"[""Over 2,500""]",when did the last pirates of the caribbean come out
"[""17""]",who played harry on sex and the city
"[""produces a lubricating mucus""]",who won the last food network star 2017
"[""Molt Taylor""]",who did chris carter play for last year
"[""a maroon Bristol 405""]",how many seasons of svu law and order are there
"[""9""]",who won the most states in the 2016 presidential election
"[""March 9, 2018""]",what was jesse's wife's name on full house
"[""George Casper Homans""]",where do i go to get a background check done
"[""March 9, 2018""]",when does hold the dark come out on netflix
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",when did islam begin its spread overland into south asia quizlet
"[""constitutional republic""]",who won season 10 worst cooks in america
"[""Guaranteed Rate Field""]",when was the last indian head nickel made
"[""St. Louis Cardinals"",""San Francisco Giants""]",what channel is the wnba all star game on
"[""March 27, 2018""]",who wrote the poem i must go down to the sea again
"[""January 11, 1970""]",when was the metric system adopted in england
"[""Spectre""]",what is the capital of new zealands north island
"[""West Bengal""]",what is the purpose of hydrogen peroxide in hair color
"[""January 11, 1970""]",where do tornadoes happen in the united states
"[""1981""]",person who has to be center of attention
"[""Jason Michael Lee""]",which side of the white house is the front
"[""constitutional republic""]",when did the green bay packers play in milwaukee
"[""Mary Kate Schellhardt""]",what year was the future in back to the future
"[""a compulsory governmental insurance system""]",who used to play in the alamo dome
"[""13""]",when was the ombudsman’s office in england set up
"[""ice caps""]",present chief justice of the supreme court of india
"[""1998""]",where is the red eared slider turtle from
"[""2002""]",who is the democrat running for governor in ohio
"[""oxidative phosphorylation""]",who won great british bake off season one
"[""Alex Rodriguez""]",who plays the ogre cook in shrek 4
"[""Calcium ions""]",when did the smoking ban come into effect
"[""August 27, 2017""]",who wrote the song why should i care
"[""Jason Michael Lee""]",which team is on top in fifa 2018
"[""9""]",who was crowned emperor of the west in 800 ce
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who is the lead singer of one republic
"[""January–July 1975""]",by 1776 how many english colonies had been established along the atlantic coast
"[""John von Neumann""]",who gave women's right to vote first
"[""35""]",gray matter of the spinal cord is mostly composed of
"[""Anderson Silva""]",who does the voice of gaara in naruto
"[""Sachin Tendulkar""]",where was the legend of the lost filmed
"[""Tuticorin (Thoothukudi)""]",who plays the voice of mikey in look whos talking
"[""In 1995""]",when was football accepted as an international sport
"[""a wild Pikachu""]",epidermal dendritic (langerhans) cells function as part of the
"[""2017""]",pope who was first sovereign of vatican city
"[""the axon terminal""]",the ability of an instrument of actually measure what it is intended to measure is known as
"[""Jimmy Cliff""]",who is supreme leader in new star wars
"[""1974""]",who provided the voice of the geico gecko in its debut
"[""1967""]",who has been the longest serving chief minister of rajasthan
"[""V8 engine""]",when is the final show of americas got talent 2017
"[""Jonah Marais Roth Frantzich"",""Daniel James Seavey"",""Jack Robert Avery"",""Corbyn Matthew Besson"",""Zachary Dean Herron""]",who was the overall british commander of the gallipoli campaign
"[""2015""]",english beat i just can't stop it full album
"[""South Side, Chicago""]",where did the first kentucky fried chicken restaurant open
"[""July 16, 2017""]",when did the puritans land in north america
"[""Zaira Wasim""]",who played carrie in days of our lives
"[""Carole King""]",when is season 4 of blackish coming out
"[""1981""]",when was the lost colony of roanoke founded
"[""Barbicide""]",where was a place to call home filmed
"[""12""]",who won more world series dodgers or giants
"[""2017""]",who needed the heart in the wizard of oz
"[""August 17, 2018""]",when was the last time someone was executed in the state of california
"[""January–July 1975""]",what were two american documents created based on enlightenment
"[""Ryan Guzman""]",what order do you watch bring it on
"[""Zone Improvement Plan""]",when did we didn't start the fire come out
"[""March 9, 2018""]",what is it called when you have sudden mood changes
"[""six""]",what are the main components of earth's atmosphere
"[""Clayton Moore""]",when was the dung beetle introduced to australia
"[""March 27, 2018""]",what kind of juniper is used to make gin
"[""ground state""]",where was the cabinet of dr caligari filmed
"[""Niagara River""]",when did star spangled banner became national anthem
"[""Eagles""]",when was model secondary school for the deaf founded
"[""Calcium ions""]",what engine is in a 2002 honda crv
"[""pyramidion""]",who sang the song with or without you
"[""Zone Improvement Plan""]",who has a black yellow and red flag
"[""1943""]",where was the episode beyond the wall filmed
"[""China""]",what is the dogs name in the little rascals
"[""eastward, in prograde motion""]",what does the phrase theres no such thing as free lunch mean in economic terms
"[""1981""]",where does the monarch butterfly go in the winter
"[""1998""]",what is the lowest place in north america
"[""12""]",when was the us national park system established
"[""Zone Improvement Plan""]",who played the boogeyman in rise of the guardians
"[""King Edward Peak""]",who issues currency notes and coins in india
"[""Venus""]",who played michael jordan as a kid in space jam
"[""Dylan""]",who emerged as the head of the nationalist party and ruler of china by the late 1920s
"[""3 to 8 days""]",who is dr torres on grey's anatomy
"[""Matthew Prokop""]",when does the magician's nephew take place
"[""Christopher Robert Evans""]",how many stores does walmart have in usa
"[""V8 engine""]",who won the first bbc sports personality of the year
"[""Gabrielle Haugh""]",who is the actual president of the supreme court of justice
"[""1939""]",minister of road transport and highways in india
"[""2000""]",who wrote a better man by little big town
"[""horses""]",which ruler stopped the practice of jharokha darshan
"[""oxidative phosphorylation""]",titan is the natural satellite of which planet
"[""Dylan""]",who has a black yellow and red flag
"[""Australia""]",who did the voice of vinnie on family guy
"[""2012""]",who laid the foundation of british rule in india
"[""a wild Pikachu""]",who wrote the song born to be wild
"[""Molt Taylor""]",how.many episodes are in the 100 season 5
"[""March 9, 2018""]",who wrote the song i say a little prayer for you
"[""March 25, 2011""]",when did the u.s. navy move the headquarters of the pacific fleet from the west coast to hawaii
"[""John O'Banion""]",what came first jersey shore and geordie shore
"[""2009""]",who plays anastasia's mom in fifty shades of grey
"[""after a minor infringement""]",who was known as the father of roman poetry and wrote annales an epic poem about the history of rome
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who sang i dreamed a dream on britain's got talent
"[""1890""]",who has hit most sixes in twenty20 international
"[""Lionel Messi""]",when is mother day celebrated in the united states
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",organization that is owned and operated by its members
"[""March 9, 2018""]",who is the lead singer of one republic
"[""1988""]",when did england last reach a semi final world cup
"[""Anil Kumar Jha""]",membership in the european union requires countries to have which type of government
"[""video editing""]",how do you put water in a water tower
"[""Lebanese""]",who is the lead singer in panic at the disco
"[""10""]",who plays olivia benson on law and order
"[""3 to 8 days""]",who plays edmond dantes in the count of monte cristo
"[""New Netherland""]",who won the battle of new orleans 1862
"[""122""]",who played sugar ray leonard in hands of stone
"[""1967""]",who sang what doesn't kill you makes you stronger
"[""A mood swing""]",scientist who lost life in their own discovery
"[""2012""]",when does kyle richards american woman come out
"[""Marvin Gaye""]",who was jesus in the greatest story ever told
"[""after a minor infringement""]",who said no to this is your life
"[""17""]",who sings toto i'll be over you
"[""May 5, 1992""]",where do purple martins go in the winter time
"[""Citytv""]",when did the drc gain independence from belgium
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when did the uk become part of eu
"[""17""]",when did north korea start competing in the winter olympics
"[""May 5, 1992""]",where is the deepest mine of the world located
"[""produces a lubricating mucus""]",dry ice (solid co2) is which type of solid
"[""Evaluation and management""]",who does collin dean play in hotel transylvania
"[""Jose Garces""]",where do murphy sam and jodi broadcast from
"[""V8 engine""]",when was the big 5 personality test created
"[""Constantine""]",where are most of your taste buds located on your tounge
"[""1967""]",bay of bengal is a sea or ocean
"[""1988""]",who plays stephen in as time goes by
"[""1980""]",sikkim was made an integral part of india under which amendment
"[""2018""]",where did the steel for sydney harbour bridge come from
"[""2017""]",who is the worldwide leader of the catholic church and where does he live
"[""Australia""]",who holds the record for most points scored in a nba game
"[""July 16, 2017""]",who are the teams in the gold cup
"[""Jimmy Cliff""]",where was indo pak simla agreement 1972 concluded
"[""Carole King""]",who starred in the boy in the bubble
"[""13""]",when was the song as time goes by written
"[""1980""]",who plays karma on how i met your mother
"[""18""]",what episode does fairy tail win the grand magic games
"[""Venus""]",when did the price is right first air
"[""Calcium ions""]",radiocarbon dating is based on which decay process
"[""University of South Carolina""]",where is the champions league final 2018 being played
"[""1998""]",who played cricket in to have and have not
"[""Australia""]",where do you find pepsin in the body
"[""July 16, 2017""]",who has won the nobel peace prize twice
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",when did the rule of the directory begin
"[""Lake Baikal""]",a(n) is a molecule that can bind to an enzyme and prevent the enzyme from working
"[""oxidative phosphorylation""]",who sings you're not the one for me
"[""1981""]",who played sue in the movie open range
"[""2000""]",reasons for implementing a land reform programme in south africa
"[""2–4 years""]",what is the record field goal in the nfl
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when was the last burning at the stake in england
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who played michael jordan in the michael jordan movie
"[""John von Neumann""]",who did lin manuel miranda play in hamilton
"[""2017""]",when does the next supergirl episode come out
"[""Billie Jean King""]",who plays brian in the life of brian
"[""Richard Dawson""]",in 2014 the losing democratic nominee for governor of texas was
"[""Zaira Wasim""]",black panther comic when did it come out
"[""Lacey Turner""]",who narrated the old man and the sea
"[""ice caps""]",the aleutian islands are part of which state
"[""January–July 1975""]",in most cases what appear to be the two main causes of emotional or behavioral disorders
"[""West Bengal""]",what was the name of the early theologian who developed the church’s understanding of free will
"[""George Casper Homans""]",who sent the first english settlers to jamestown
"[""Saleisha Stowers""]",twilight zone the mind and the matter cast
"[""1960""]",when did china trade on the silk road
"[""Atlanta–Fulton County Stadium""]",when did peter pan win the melbourne cup
"[""Charles Young""]",who played uhura on the original star trek
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",who has designed the symbol of indian currency
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who won the most medals in 1936 olympics
"[""Citytv""]",how did the publication of uncle tom's cabin contribute to the civil war
"[""2017""]",who is the series all american based on
"[""October 10, 2017""]",where does the salt come from in utah
"[""4""]",who sings must be the music that's turning me on
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",who wrote the song i'm not in love
"[""copper""]",who plays captain america in the first avenger
"[""Ireland""]",who does miranda cosgrove play in despicable me
"[""1960""]",how many episodes are in seven seconds season 1
"[""E. M. Forster""]",where did gb come in the 2012 olympics
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",who was the book of jude written to
"[""Thurl Ravenscroft""]",who has won the f1 championship the most
"[""10""]",what gave the us the last land needed to expand to the pacific ocean
"[""ice caps""]",who is current chief election commission of india
"[""China""]",who argued that we are born with intellectual blank slates
"[""Machilipatnam""]",who won the first nobel prize in peace
"[""December 2003""]",what genre is blood sweat and tears bts
"[""2017""]",who had 59 acadamy award nominations winning 22 oscars
"[""Billie Jean King""]",who lies between rashtrapati bhavan and india gate
"[""in 2018""]",when written in morse code i am represented by a dot dash and another dot
"[""a compulsory governmental insurance system""]",when is the next step season six coming out
"[""1981""]",who plays gwen stacy in into the spiderverse
"[""Matthew Prokop""]",how many branches of hdfc life insurance in india
"[""2018""]",who invented the first perm for black hair
"[""North Korea""]",who is the president in london has fallen
"[""Alex Rodriguez""]",when was the last time essendon won a grand final
"[""Ryan ten Doeschate""]",what are the names of the inhabited hawaiian islands
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",what type of dogs do the obamas have
"[""redox reactions""]",group f/64 was a major backlash against the earlier photographic movement of
"[""Guaranteed Rate Field""]",who wrote i saw god today by george strait
"[""the axon terminal""]",who replaced glenn frey in the eagles band
"[""in 2018""]",who has the most second place finishes in golf majors
"[""Mary Kate Schellhardt""]",when do live shows start on america's got talent
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",when did harry potter world open in orlando
"[""March 9, 2018""]",what is the current season of hawaii five-o
"[""April 28, 2017""]",i sleep better in the morning than at night
"[""Anil Kumar Jha""]",how does the oral cavity help the digestive system
"[""US$500""]",where did the name kentucky fried chicken come from
"[""Calcium ions""]",who are the three individuals named in a trust
"[""1980""]",who was president when we walked on the moon
"[""1998""]",which phase of healing begins about 3 weeks after injury
"[""Potassium chlorate""]",what is all purpose flour called in uk
"[""2017""]",sikkim was made an integral part of india under which amendment
"[""PewDiePie""]",where is the story of david found in the bible
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",what type of skeleton does a spider have
"[""18""]",what does the color of guyana flag mean
"[""2–4 years""]",who wrote the novel king solomon's mines
"[""2012""]",where was the hindenburg scheduled to fly and how many passengers were on the british airship
"[""the Ivrea Codex"",""the Apt Codex""]",what do you call someone from new guinea
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",where is the nhl all-star game in 2018
"[""constitutional republic""]",who played the nurse in open all hours
"[""1980""]",who ruled france during the reign of terror
"[""Mexico"",""Soviet Union""]",how does the oral cavity help the digestive system
"[""King Edward Peak""]",mlb how many times do teams play each other
"[""eastward, in prograde motion""]",what are the chemical application of potassium permanganate
"[""ground state""]",where did the name crohn's disease come from
"[""August 27, 2017""]",who plays velma in scooby doo the movie
"[""the axon terminal""]",who sings you find out who your friends are with tracy lawrence
"[""Spectre""]",when does new season of 13 reasons why start
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who has the right of way in international waters
"[""Monasteries"",""wealthy individuals"",""rulers""]",what do you call a group of wasps
"[""Lake Baikal""]",when does persona 5 dancing all night come out
"[""1998""]",who plays mike's dad in the middle
"[""the Cambrian explosion""]",what is the speed limit on the m5
"[""Islamic prophet Muhammad""]",who plays bubba on in the heat of the night
"[""Spanish""]",when did the metric system come to australia
"[""42""]",where does the saying calling the kettle black come from
"[""John von Neumann""]",when did they start day light savings time
"[""Mexico"",""Soviet Union""]",where did the detroit pistons play before little caesars arena
"[""Spectre""]",when was bharat stage norms introduced in india
"[""Marvin Gaye""]",where is lake victoria on a world map
"[""John von Neumann""]",who sings the theme song of the wonder years
"[""Guaranteed Rate Field""]",who played the father in eight is enough
"[""PewDiePie""]",how many episodes are in season 5 the curse of oak island
"[""December 15, 2017""]",who does the voice for linda on bob's burgers
"[""Monasteries"",""wealthy individuals"",""rulers""]",who is peter quill's father in comics
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who sang i just can't help believing first
"[""12""]",how many episodes in designated survivor season 1
"[""Tuticorin (Thoothukudi)""]",who is the ceo of t rowe price
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",who played the kid in the sixth sense
"[""Calcium ions""]",when does vermintide 2 come out on xbox one
"[""Edwin Hubble""]",when was the last time u of m won march madness
"[""2012""]",in what modern day country did the renassaince start in
"[""the axon terminal""]",who won the us open mens final 2018
"[""1942""]",who did we buy the gadsden purchase from
"[""3 to 8 days""]",when did the galaxy note 7 come out
"[""eastward, in prograde motion""]",what year was germany split into east and west
"[""Spectre""]",which area in the united states has the most serious urban smog problem
"[""August 17, 2018""]",how many rooms are in the gaylord texan
"[""Anderson Silva""]",when was the last time the brewers went to the playoffs
"[""Christopher Robert Evans""]",how many buffalo wild wings are in the us
"[""Dylan""]",who played rush limbaugh on the family guy
"[""2000""]",what is the role of neda in the philippine government
"[""1792""]",which is the first silent movie in india
"[""Richard Dawson""]",how many episodes in black sails season 3
"[""Potassium chlorate""]",who did pennsylvania fight for in the civil war
"[""James Arthur""]",when does the school year start in france
"[""Bella Dayne""]",who plays dory's dad in finding dory
"[""2017""]",who is aragorn in the lord of the rings
"[""2000""]",when did miss usa last win miss universe
"[""Jose Garces""]",how many episodes are in season 1 of letterkenny
"[""December 2003""]",how many seasons are in it's always sunny in philadelphia
"[""copper""]",when is the next volume of attack on titan coming out
"[""4""]",when does nikolas cassadine return to general hospital
"[""Mahagauri"",""Skandamata"",""Siddhidhatri"",""Kaalratri"",""Kushmanda"",""Shailaputri"",""Chandraghanta"",""Brahmacharini"",""Katyayini""]",last team to win fa cup not in top division
"[""1939""]",when was the last time the death penalty was used in the us
"[""179""]",who is the rapper that wears a clock
"[""copper""]",when did the us last host the olympics
"[""John O'Banion""]",who sings moana songs how far i'll go
"[""US$500""]",what is the most expensive car ever sold at barrett jackson
"[""1962""]",the first railway train in india ran in 1853 from mumbai to
"[""oxidative phosphorylation""]",who has played jack abbott on the young and the restless
"[""V8 engine""]",what was the number 1 song in january 2006
"[""Atlanta–Fulton County Stadium""]",who plays oliver queen's mom in arrow
"[""Welton Academy""]",who plays madame leota in the haunted mansion
"[""West Indies""]",when did the first harry potter book get released
"[""December 2003""]",who is the voice over on the goldbergs
"[""US$500""]",where is the patella located in the human body
"[""2000""]",where does the rio grande start and finish
"[""New York Yankees""]",hd i rank of india in the world
"[""1974""]",who played the grandma in i feel pretty
"[""In 1995""]",where did the 2017 tour de france start
"[""Thurl Ravenscroft""]",what is the wall of a ship called
"[""Over 2,500""]",when does season 11 of big bang theory end
"[""10 one-hour episodes""]",when was the last time the dolphins were in the super bowl
"[""Ryan ten Doeschate""]",who is the current starting quarterback for the minnesota vikings
"[""Potassium chlorate""]",who is jennifer hudson's character in dreamgirls based on
"[""2002""]",how long do black bears live with their mother
"[""PewDiePie""]",what movie is every rose has its thorn in
"[""3 to 8 days""]",when did the movie pete's dragon come out
"[""after a minor infringement""]",who has played mackenzie on young and the restless
"[""Phillip Alford""]",who plays rachel's mom in season 2 of friends
"[""July 16, 2017""]",how old do u have to be to get a tattoo in washington
"[""A mood swing""]",who plays the father in the new beauty and the beast
"[""1950""]",where is the oldest refinery in india located
"[""Machilipatnam""]",what office in the u.s. treasury department manages the production of coins
"[""10 one-hour episodes""]",who played tara in the man who invented christmas
"[""Saleisha Stowers""]",who has won the most mvp awards in the nba
"[""Over 2,500""]",who starred in the tv show room 222
"[""2017""]",who's playing bee in where'd you go bernadette
"[""4""]",who plays sydney driscoll in pretty little liars
"[""Zaira Wasim""]",when does captin underpants the movie come out
"[""1984""]",the dominant vegetation in an everglades slough includes
"[""Lionel Messi""]",when was the last amendment to the constitution added
"[""Shirley Mae Jones""]",in what episode does jane die breaking bad
"[""unknown""]",who is ben's dad in descendants 2
"[""Dev"",""Devin Star Tailes""]",who plays agent may on agents of shield
"[""December 2003""]",when did the tv show swat come out
"[""Islamic prophet Muhammad""]",why leaves of cactus are reduced to spines
"[""in 2018""]",what was the original language of the new testament
"[""Marley""]",who wrote the song i'll be there
"[""Atlanta–Fulton County Stadium""]",when did the last person from the titanic die
"[""Potassium chlorate""]",when did the us women's team won the world cup
"[""Constantine""]",who has scored the most goals in the world cup final
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",when did the movie 8 seconds come out
"[""1950""]",which country's team always leads the olympic opening procession
"[""Queen's Park""]",who owns the russian consulate in san francisco
"[""December 15, 2017""]",when does boku no hero academia anime come out
"[""Evaluation and management""]",when did nigeria change from right to left driving
"[""2017""]",first european known to have crossed the mississippi river (2 wds.)
"[""Citytv""]",simba's mother's name in the lion king
"[""December 15, 2017""]",the tank was introduced by to the battlefields of world war i by
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",what is the botanical name of lady finger
"[""Welton Academy""]",how many episodes are there in season 7 game of thrones
"[""35""]",when did the apple watch 3 series come out
"[""Amanda Shiflett""]",who voices thanos in guardians of the galaxy
"[""Mexico"",""Soviet Union""]",when is father's day celebrated in uk
"[""Lebanese""]",who starred in the greatest show on earth
"[""1998""]",when was the first piece of music made
"[""12""]",where is the liver located on a human body
"[""a maroon Bristol 405""]",who played marilla on anne of green gables
"[""Jesse Donald Knotts""]",who sings the song everybody must get stoned
"[""March 27, 2018""]",who sang the rains of castamere on game of thrones
"[""2000""]",where was troy fall of the city filmed
"[""1967""]",how many emmys did saturday night live win
"[""James Arthur""]",who is left of the original walking dead cast
"[""South Side, Chicago""]",who sang old man river in the film showboat
"[""Calcium ions""]",where are the most of the members of opec located
"[""Calcium ions""]",where is season 8 of ex on the beach
