method,number,orbital_period,mass,distance,year
Transit,1,1.30618581,,228.0,2007
Transit,2,4.754,,,2014
Transit,1,4.3176782,,120.0,2010
Radial Velocity,1,528.4,1.21,12.87,2003
Transit,1,4.8878162,,38.0,2008
Transit,1,2.150008,,283.0,2011
Transit,5,5.714932,,368.0,2013
Transit,2,49.412,,,2013
Transit,1,1.30618581,,228.0,2007
Radial Velocity,1,778.1,,138.5,2011
Radial Velocity,1,17.991,0.62,,2005
Transit,1,68.9584,,,2014
Radial Velocity,1,3999.0,,,2011
Radial Velocity,5,0.73654,,12.53,2011
Radial Velocity,2,7.2825,,,2011
Eclipse Timing Variations,1,2900.0,,,2011
Transit,1,8.884924,,1140.0,2013
Transit,1,4.60358,,,2014
Radial Velocity,2,,21.42,,2009
Transit,1,,,213.0,2006
Transit,5,18.16406,,,2013
Transit,1,5.452654,,257.0,2011
Transit,2,5.4122,,,2013
Transit,2,26.444,,,2012
Radial Velocity,1,227.0,,44.15,2002
Radial Velocity,2,441.47,,27.46,2003
Transit,2,17.324,,,2013
Transit,2,7.8773565,,,2012
Transit,1,6.790123,,980.0,2011
Transit,1,2.143634,,,2011
Transit,1,3.052401,,180.0,2010
Transit,1,6.871815,,110.0,2010
Radial Velocity,2,3186.0,,46.84,2012
Transit,2,5.7293196,,,2012
Transit,2,12.04,,,2012
Radial Velocity,1,,19.8,,2007
Transit,2,8.041,,,2013
Radial Velocity,1,324.0,2.83,,2013
Transit,1,3.408821,,,2010
Imaging,4,37000.0,,39.94,2008
Transit,2,13.084,,,2013
Transit,2,20.8613,,,2011
Transit,1,3.7681,,920.0,2011
Radial Velocity,1,655.6,5.1,,2008
Transit,1,2.5199449,,408.0,2007
Radial Velocity,1,1733.0,,,2011
Transit,1,4.055259,,230.0,2011
Transit,3,6.88705,,,2014
Transit,1,2.77596,,235.0,2010
Radial Velocity,2,408.6,,68.54,2004
Transit,2,42.6318,,2100.0,2011
Transit,1,1.9000693,,870.0,2011
Radial Velocity,1,1114.0,,35.0,2002
Transit,1,1.7429935,,200.0,2008
Radial Velocity,1,1001.7,,32.56,2005
Radial Velocity,1,331.5,,59.28,2009
Radial Velocity,2,161.97,,55.31,2012
Transit,3,35.3331,,,2014
Radial Velocity,4,241.258,,13.47,1999
Radial Velocity,2,883.0,,74.79,2010
Transit,1,2.152226,,147.0,2007
Radial Velocity,2,46.025,,42.52,2011
Radial Velocity,2,825.0,,,2010
Transit,1,3.35524,,396.0,2010
Microlensing,1,3500.0,,,2005
Radial Velocity,2,5.6,0.045,42.09,2009
Radial Velocity,1,1294.0,2.1,26.52,2002
Radial Velocity,5,261.2,,12.53,2007
Radial Velocity,2,29.15,0.0379,35.89,2011
Radial Velocity,2,125.94,,20.1,2013
Radial Velocity,1,199.505,8.3,102.04,2003
Transit,2,49.532,,1500.0,2012
Radial Velocity,2,3.8728,,20.1,2013
Radial Velocity,2,621.99,12.47,,2009
Radial Velocity,2,1314.0,2.29,69.44,2010
Transit,3,,,1400.0,2012
Transit,2,0.837495,,173.0,2011
Transit,1,2.77596,,235.0,2010
Transit,2,,,,2012
Transit,2,23.08933,,,2014
Transit,5,19.57706,,,2011
Transit,1,1.796,,8500.0,2006
Radial Velocity,1,,,97.66,2013
Radial Velocity,1,5.24,,59.03,2005
Radial Velocity,6,2248.0,,39.39,2010
Radial Velocity,2,4270.0,,,2005
Radial Velocity,2,17.054,,17.99,2004
Radial Velocity,1,380.8,,,2010
Astrometry,1,246.36,,,2013
Radial Velocity,2,820.3,,,2014
Radial Velocity,2,931.0,5.13,66.89,2013
Radial Velocity,1,2157.0,1.78,30.88,2009
Radial Velocity,3,9.3743,,,2008
Radial Velocity,6,49.747,,39.39,2010
Transit,2,9.77,,,2012
Radial Velocity,6,4.3123,0.0126,12.83,2008
Radial Velocity,1,912.0,1.8,,2011
Radial Velocity,1,121.71,,,2014
Radial Velocity,3,14.025,,25.59,2011
Transit,3,6.2385,,,2011
Transit,2,,,354.0,2011
Transit,3,12.7204,,,2011
Radial Velocity,1,6.403,0.23,43.12,2002
Imaging,1,10037.5,,23.1,2011
Transit,5,22.7802,,303.0,2012
Transit,1,4.457243,,,2012
Imaging,1,6000.0,,19.28,2008
Radial Velocity,1,521.0,,114.15,2011
Radial Velocity,2,2732.0,2.37,56.5,2012
Radial Velocity,3,14.025,,,2011
Transit,1,8.886593,,,2009
Radial Velocity,2,95.415,0.0565,34.07,2011
Radial Velocity,2,3.93,0.017,43.53,2009
Transit,1,4.9816872,,,2012
Transit,1,4.954658,,140.0,2008
Eclipse Timing Variations,2,5767.0,,,2008
Radial Velocity,2,1657.0,0.71,15.71,2010
Radial Velocity,2,10.866,0.0097,,2011
Transit,3,,,,2010
Radial Velocity,1,358.0,,32.62,2009
Radial Velocity,1,3383.0,3.15,51.36,2002
Transit,2,303.137,,1500.0,2012
Radial Velocity,3,25.6,0.024,,2013
Transit,2,50.447,,,2013
Transit,1,2.7566004,,250.0,2010
Transit,2,23.654,,,2013
Transit,2,22.804,,,2013
Radial Velocity,1,8.428198,14.4,31.26,2002
Radial Velocity,1,227.0,,,2002
Radial Velocity,3,2391.0,,,2001
Transit,5,18.16406,,368.0,2013
Radial Velocity,1,2157.0,1.78,,2009
Radial Velocity,1,1289.0,,46.93,2002
Transit,4,23.9802,,,2014
Radial Velocity,1,3.4442,,53.71,2005
Radial Velocity,1,157.57,,,2011
Radial Velocity,1,39.845,1.04,,1997
Radial Velocity,1,225.7,,29.94,2010
Radial Velocity,3,14.025,0.0187,25.59,2011
Radial Velocity,1,4100.0,2.3,20.03,2013
Transit,1,9.24285,,1230.0,2011
Transit,5,21.77596,,,2011
Radial Velocity,1,990.0,,59.84,2009
Microlensing,1,3600.0,,,2005
Radial Velocity,1,17.24,,25.54,2008
Radial Velocity,1,2754.0,1.78,,2009
Transit,4,4.7779803,,,2012
Transit,6,10.3039,,613.0,2010
Transit,2,17.849,,,2013
Radial Velocity,1,663.0,,115.47,2009
Transit,2,13.749,,,2013
Transit,1,17.833648,,132.0,2013
Radial Velocity,2,10.866,0.0097,21.52,2011
Radial Velocity,2,5584.0,3.4,90.0,2010
Transit,1,6.871815,,110.0,2010
Transit,5,267.291,,368.0,2013
Radial Velocity,1,181.4,,,2013
Radial Velocity,3,6.673855,,52.88,2005
Transit,2,12.04,,,2012
Radial Velocity,1,471.6,,300.3,2005
Radial Velocity,1,143.58,,28.9,2005
Transit,1,1.33823187,,,2007
Transit,1,1.689868,,2500.0,2004
Transit,1,1.7635892,,,2011
Radial Velocity,1,388.0,,20.98,2005
Transit,1,3.35524,,396.0,2010
Pulsar Timing,1,36525.0,,,2003
Transit,2,88.505,,,2013
Radial Velocity,1,388.0,,20.98,2005
Transit,1,2.34121242,,,2010
Radial Velocity,1,111.7,,14.9,2009
Transit,1,2.694047,,344.0,2012
Radial Velocity,1,1290.0,,67.02,2009
Radial Velocity,6,91.61,0.016,6.8,2013
Radial Velocity,1,104.84,,33.48,2011
Transit,3,7.1316185,,,2012
Transit,2,13.83989,,470.0,2012
Radial Velocity,1,83.888,,40.57,1989
Transit,1,5.6334729,,135.32,2007
Radial Velocity,1,2502.0,,3.22,2000
Transit,1,2.46502,,,2014
Radial Velocity,2,3.27,0.0351,24.15,2011
Transit,1,3.234723,,,2009
Transit,5,77.61184,,,2011
Radial Velocity,1,1114.0,0.95,35.0,2002
Radial Velocity,2,12.62,1.13,68.59,2013
Transit,2,8.1453,,1200.0,2011
Transit,1,4.60358,,,2014
Radial Velocity,1,528.4,1.21,12.87,2003
Transit,1,1.091423,,,2008
Transit,1,2.785755,,108.0,2011
Radial Velocity,2,13.505,,23.44,2011
Transit,2,191.2318,,,2013
Radial Velocity,1,479.1,3.88,97.28,2008
Transit,2,13.749,,,2013
Transit,1,3.67724,,,2007
Transit,6,22.6845,,613.0,2010
Radial Velocity,2,391.9,,43.4,2007
Radial Velocity,3,1931.0,4.05,47.3,2009
Radial Velocity,3,3008.0,7.2,,2009
Radial Velocity,4,5.36874,,,2005
Imaging,1,,,91.83,2013
Radial Velocity,2,11.849,,43.08,2011
Radial Velocity,1,6.958,,,2014
Microlensing,1,,,4970.0,2013
Radial Velocity,2,5.6,0.045,,2009
Radial Velocity,3,25.6,0.024,,2013
Transit Timing Variations,3,,,,2014
Radial Velocity,1,1840.0,1.6,67.61,2009
Transit,2,33.006,,,2013
Transit,1,9.24285,,1230.0,2011
Radial Velocity,1,1800.0,,96.99,2008
Transit,1,9.24285,,1230.0,2011
Radial Velocity,1,663.0,,115.47,2009
Radial Velocity,1,,,29.94,2010
Transit,1,105.599,,,2012
Radial Velocity,3,274.49,,38.01,2011
Radial Velocity,1,359.9,,,2007
Radial Velocity,1,2443.0,2.54,54.92,2009
Transit,1,3.547851,,453.0,2013
Transit,1,2.77596,,235.0,2010
Transit,1,1.5373653,,450.0,2011
Radial Velocity,1,22.09,,40.32,2003
Radial Velocity,1,842.0,,55.1,2009
Transit,1,1.7429935,,200.0,2008
Radial Velocity,1,,0.65,37.89,2003
Transit,4,6.16486,,,2014
Radial Velocity,6,4.3123,0.0126,,2008
Transit,2,11.6092567,,,2012
Radial Velocity,2,3000.0,,,2014
Radial Velocity,1,311.6,,115.21,2013
Radial Velocity,1,21.21663,,,2007
Radial Velocity,1,466.0,0.5,,2010
Transit,1,2.17517632,,550.0,2012
Transit,2,23.08933,,,2014
Radial Velocity,2,937.7,1.24,28.04,2003
Radial Velocity,1,466.0,0.5,53.82,2010
Radial Velocity,1,,0.035,,2007
Eclipse Timing Variations,2,5840.0,,,2011
Radial Velocity,1,2.8758911,,,2005
Transit,2,11.776,,,2013
Transit,1,3.474474,,387.0,2011
Transit,2,33.60134,,855.0,2012
Radial Velocity,3,4.1547,0.058,52.83,2009
Transit,2,88.505,,,2013
Radial Velocity,1,2496.0,1.65,55.01,2009
Radial Velocity,1,3.0925,,27.05,2000
Radial Velocity,1,1290.0,7.8,67.02,2009
Radial Velocity,1,479.1,3.88,97.28,2008
Transit,1,4.0161,,,2004
Radial Velocity,1,615.0,0.29,35.88,2011
Transit,1,4.4652934,,139.0,2006
Transit,1,3.92289,,,2008
Transit,1,4.055259,,230.0,2011
Microlensing,2,1825.0,,,2008
Transit,1,3.446459,,303.0,2012
Radial Velocity,3,11.577,0.0166,14.56,2011
Radial Velocity,1,990.0,,,2009
Radial Velocity,2,621.99,12.47,,2009
Transit,3,5.398763,,135.0,2012
Transit,2,31.884,,,2013
Radial Velocity,1,133.71,3.37,17.62,2000
Radial Velocity,4,982.0,,,2014
Radial Velocity,1,,,98.52,2011
Radial Velocity,1,83.888,11.68,40.57,1989
Transit,1,1.9550959,,230.0,2011
Radial Velocity,1,1333.0,2.58,,2007
Transit,1,9.24285,,,2011
Radial Velocity,1,431.8,,167.5,2011
Eclipse Timing Variations,2,1916.25,,,2011
Transit,2,4.754,,,2014
Transit,2,10.9129343,,,2012
Radial Velocity,1,,0.132,33.96,2009
Transit,1,4.322482,,,2010
Radial Velocity,2,428.5,15.2,214.0,2009
Transit,1,8.158715,,87.0,2010
Radial Velocity,2,692.0,1.894,15.1,2007
Transit,1,3.6936411,,,2012
Radial Velocity,1,,0.58,50.43,2010
Transit Timing Variations,3,,,,2014
Radial Velocity,3,274.49,0.0519,38.01,2011
Transit,2,4.754,,,2014
Transit,1,2.785755,,108.0,2011
Radial Velocity,1,1523.0,,44.05,2009
Radial Velocity,2,1178.4,2.1,52.72,2006
Transit,1,13.2406,,345.0,2010
Radial Velocity,1,3668.0,,,2006
Microlensing,1,,,4970.0,2013
Radial Velocity,4,310.55,,15.28,2006
Transit,2,5.005425,,354.0,2011
Radial Velocity,2,3810.0,,47.92,1999
Radial Velocity,1,436.9,1.8,150.38,2011
Transit,2,50.447,,,2013
Transit,2,8.1453,,1200.0,2011
Transit,2,48.648,,,2013
Radial Velocity,2,937.7,,28.04,2003
Radial Velocity,3,18.315,0.0085,,2011
Radial Velocity,1,1561.0,7.71,,2003
Imaging,1,,,145.0,2010
Transit,3,7.1316185,,,2012
Radial Velocity,2,7.2825,,21.52,2011
Transit,7,7.008151,,,2013
Radial Velocity,2,7.126816,1.39,,1998
Transit,2,8.1453,,,2011
Transit,2,42.882,,,2013
Transit,1,5.35227,,840.0,2011
Radial Velocity,1,986.0,,44.98,2006
Transit,1,15.7259,,1107.0,2013
Radial Velocity,4,61.1166,2.2756,4.7,1998
Radial Velocity,4,310.55,,15.28,2006
Radial Velocity,1,388.0,,,2005
Transit,2,27.9481449,,,2012
Radial Velocity,1,327.8,0.6,54.94,2010
Transit,1,4.627669,,,2010
Transit,6,22.6845,,613.0,2010
Radial Velocity,1,443.4,2.6,138.5,2011
Radial Velocity,1,1183.0,4.9,89.85,2002
Pulsar Timing,3,25.262,,,1992
Radial Velocity,3,4.215,0.016,8.52,2009
Radial Velocity,1,516.22,10.5,,2009
Radial Velocity,1,6.403,0.23,43.12,2002
Imaging,1,,,,2013
Transit,1,15.7259,,1107.0,2013
Radial Velocity,1,745.7,,307.69,2011
Transit,7,210.60697,,780.0,2013
Transit,2,10.3376,,1400.0,2011
Radial Velocity,6,49.747,0.08,39.39,2010
Transit,1,1.7429935,,200.0,2008
Radial Velocity,5,44.38,0.165,12.53,2004
Radial Velocity,1,157.54,3.04,117.37,2009
Radial Velocity,1,22.09,,40.32,2003
Radial Velocity,5,44.38,0.165,,2004
Transit,1,2.785755,,108.0,2011
Transit,1,3.8559,,480.0,2012
Transit,1,3.1915239,,174.0,2007
Radial Velocity,2,567.0,,,2009
Transit,4,23.9802,,,2014
Radial Velocity,6,,0.205,39.39,2010
Radial Velocity,1,3.4442,0.48,,2005
Radial Velocity,1,2.54858,1.87,,2003
Transit,2,9.37647,,,2012
Radial Velocity,2,262.709,2.3,37.16,2000
Pulsation Timing Variations,1,1170.0,,,2007
Transit,3,1.865169,,38.7,2011
Transit,1,1.4857108,,800.0,2011
Transit,1,1.2119189,,,2002
Radial Velocity,2,7100.0,1.6,15.1,2011
Radial Velocity,4,4205.8,1.814,,2004
Radial Velocity,1,3724.7,1.45,,2011
Radial Velocity,3,3.6,0.014,16.13,2012
Transit,2,5.487,,,2013
Transit,2,,,,2012
