Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
honda Accelerationord lx,23.5,3,140.0,74,2220,22.5,1982-01-01,Japan
chevroelt chevelle malibu,32.1,7,155.0,70,2853,15.1,1982-01-01,USA
plymouth fury gran sedan,39.0,5,87.0,65,3579,15.6,1982-01-01,USA
vw pickup,28.1,4,153.0,66,3400,15.6,1982-01-01,Europe
ford torino 500,27.0,4,131.0,91,3262,14.9,1982-01-01,USA
chevrolet monte carlo landau,24.1,5,306.0,73,5140,15.7,1982-01-01,USA
amc matador,30.6,7,154.0,79,3547,14.0,1982-01-01,USA
vw rabbit,35.0,4,210.0,78,2803,20.2,1982-01-01,Europe
dodge coronet custom,23.9,6,119.0,,3791,19.7,1982-01-01,USA
peugeot 504,32.6,4,89.0,93,1964,17.8,1982-01-01,Europe
volvo 244dl,31.6,4,82.0,72,2790,20.4,1982-01-01,Europe
ford country squire (sw),33.6,7,170.0,60,2807,13.9,1982-01-01,USA
datsun b210,30.8,3,407.0,59,2177,16.4,1982-01-01,Japan
datsun 210,22.9,5,113.0,68,2307,12.9,1982-01-01,Japan
ford granada gl,29.6,4,87.0,73,3809,18.7,1982-01-01,USA
subaru dl,24.2,4,107.0,68,2522,17.0,1982-01-01,Japan
buick lesabre custom,30.2,6,91.0,84,3541,13.7,1982-01-01,USA
toyota tercel,44.6,5,107.0,67,2440,13.7,1982-01-01,Japan
mercury marquis brougham,27.9,6,111.0,65,2950,14.1,1982-01-01,USA
ford pinto,30.0,7,111.0,52,2403,11.3,1982-01-01,USA
dodge aspen,26.5,5,82.0,66,2833,16.2,1982-01-01,USA
fiat 124 sport coupe,38.9,5,125.0,88,1836,16.1,1982-01-01,Europe
toyota mark ii,31.3,4,132.0,152,2240,17.7,1982-01-01,Japan
honda civic cvcc,35.2,4,82.0,77,1613,14.3,1982-01-01,Japan
volkswagen 1131 deluxe sedan,27.8,4,79.0,82,2419,18.5,1982-01-01,Europe
peugeot 504,31.6,4,118.0,69,2028,14.1,1982-01-01,Europe
chevrolet cavalier wagon,38.0,5,135.0,80,3246,15.3,1982-01-01,USA
chrysler new yorker brougham,32.3,7,84.0,102,1613,18.9,1982-01-01,USA
audi fox,31.0,4,133.0,155,1828,18.7,1982-01-01,Europe
toyota corolla,27.1,4,87.0,75,2343,19.2,1982-01-01,Japan
dodge colt,34.8,7,89.0,83,1646,13.4,1982-01-01,USA
ford pinto runabout,25.3,7,81.0,69,3852,17.9,1982-01-01,USA
ford mustang cobra,19.7,8,107.0,74,2686,18.2,1982-01-01,USA
dodge colt,38.3,6,89.0,84,2670,11.6,1982-01-01,USA
buick estate wagon (sw),27.6,5,140.0,105,2250,18.9,1982-01-01,USA
chevrolet concours,29.8,4,96.0,116,4503,18.2,1982-01-01,USA
peugeot 505s turbo diesel,16.5,4,205.0,117,2524,14.0,1982-01-01,Europe
dodge colt m/m,32.7,7,95.0,94,2615,18.0,1982-01-01,USA
