Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
plymouth reliant,41.1,4,98.0,67,2499,10.3,1982-01-01,USA
toyota corolla liftback,38.1,4,88.0,92,2325,19.3,1982-01-01,Japan
plymouth horizon 4,24.0,6,94.0,82,3279,13.2,1982-01-01,USA
plymouth volare custom,28.2,6,437.0,81,3511,20.0,1982-01-01,USA
honda Accelerationord cvcc,35.5,5,116.0,72,2196,12.9,1982-01-01,Japan
mercury grand marquis,31.9,5,97.0,82,2694,11.2,1982-01-01,USA
ford maverick,34.7,7,123.0,75,2551,13.5,1982-01-01,USA
fiat 124b,34.8,4,84.0,62,2930,12.7,1982-01-01,Europe
chevrolet caprice classic,28.1,5,352.0,100,3279,23.0,1982-01-01,USA
audi 5000,34.5,4,110.0,89,2356,16.5,1982-01-01,Europe
renault 12tl,25.8,4,83.0,123,2735,14.6,1982-01-01,Europe
buick century limited,44.0,8,102.0,59,3575,14.5,1982-01-01,USA
maxda rx3,29.8,4,98.0,70,2180,18.5,1982-01-01,Japan
chevrolet monte carlo landau,29.2,4,91.0,86,3727,14.4,1982-01-01,USA
chevrolet caprice classic,32.1,4,92.0,102,4408,15.3,1982-01-01,USA
volkswagen super beetle,32.5,4,293.0,86,2119,14.1,1982-01-01,Europe
mercury monarch ghia,24.4,7,269.0,75,3295,14.5,1982-01-01,USA
dodge colt m/m,33.8,6,89.0,103,2993,16.6,1982-01-01,USA
peugeot 504 (sw),23.6,4,108.0,78,2317,17.6,1982-01-01,Europe
ford pinto runabout,34.8,5,92.0,92,3899,11.5,1982-01-01,USA
buick skyhawk,23.4,7,133.0,85,4045,14.7,1982-01-01,USA
ford gran torino,31.9,5,86.0,75,2538,19.8,1982-01-01,USA
ford pinto,29.2,5,150.0,,4562,8.4,1982-01-01,USA
mercury lynx l,33.6,6,192.0,130,3305,16.8,1982-01-01,USA
chevrolet citation,29.6,5,86.0,75,3313,18.6,1982-01-01,USA
datsun pl510,27.6,4,147.0,69,2291,17.6,1982-01-01,Japan
amc gremlin,38.3,8,88.0,80,2596,17.4,1982-01-01,USA
dodge d200,38.9,6,114.0,86,4426,15.4,1982-01-01,USA
toyota corona,40.1,5,94.0,,2326,16.8,1982-01-01,Japan
toyota corona hardtop,21.5,4,170.0,79,2031,16.0,1982-01-01,Japan
chevrolet chevelle concours (sw),43.4,6,147.0,98,4105,15.7,1982-01-01,USA
vw rabbit c (diesel),26.7,4,142.0,73,2073,19.1,1982-01-01,Europe
toyota celica gt,33.4,4,103.0,82,1976,16.3,1982-01-01,Japan
chevrolet monte carlo landau,39.0,7,144.0,,3105,13.3,1982-01-01,USA
chrysler lebaron medallion,29.5,6,140.0,99,1613,19.7,1982-01-01,USA
vw rabbit c (diesel),31.2,4,92.0,115,2196,12.5,1982-01-01,Europe
subaru,30.0,3,106.0,95,2861,19.3,1982-01-01,Japan
nissan stanza xe,25.0,5,99.0,89,2106,13.2,1982-01-01,Japan
