answer,question
"[""New Netherland""]",who sang i just died in your arms
"[""Dev"",""Devin Star Tailes""]",who sings the song ask me how i know
"[""Saleisha Stowers""]",when did the south declare war on the north
"[""Welton Academy""]",mom in secret life of the american teenager
"[""volume of the container decreases""]",who wrote the lyrics to you've got a friend
"[""July 16, 2017""]",who killed marquis in tale of two cities
"[""2018""]",when will hey arnold the jungle movie be on dvd
"[""179""]",when did the first lotr movie come out
"[""Jason Michael Lee""]",when did they start day light savings time
"[""six""]",when did island of the blue dolphins take place
"[""1967""]",when was the two treaties of government published
"[""PewDiePie""]",on whose leadership is founded the university at pondicherry
"[""October 10, 2017""]",twenty one pilots songs that start with r
"[""Alex Rodriguez""]",where are hair follicles located in the skin
"[""ice caps""]",what's the dog's name from toy story
"[""redox reactions""]",who presented the first top of the pops
"[""1,089 sq ft""]",who plays caputo on orange is the new black
"[""Australia""]",when did game of thrones season 7 come out on dvd
"[""1943""]",who sings the song it's been a while
"[""video editing""]",in what modern day country did the renassaince start in
"[""John von Neumann""]",where is the pellicle found within a protozoan
"[""Windsor Great Park"",""Warner Bros. Studios, Leavesden"",""Snowdonia""]",when does dragon ball super new episode come out
"[""1984""]",who played dr. benton's mother on er
"[""Mexico"",""Soviet Union""]",mlb how many times do teams play each other
"[""copper""]",who wrote the music for somewhere over the rainbow
"[""horses""]",who hoisted indian national flag for the first time
"[""179""]",how many episodes were in season 1 of downton abbey
"[""August 17, 2018""]",when did channel islands became a national park
"[""1998""]",when did the movie the greatest show man come out
"[""Dylan""]",what station is the dave ramsey show on
"[""August 17, 2018""]",what type of printer has a nozzle like printhead
"[""Charles Young""]",when did the movie small soldiers come out
"[""Eagles""]",when did legend of zelda breath of the wild come out
"[""Mary Kate Schellhardt""]",is eleven on stranger things a boy or girl
"[""George Casper Homans""]",who sang old man river in the film showboat
"[""E. M. Forster""]",what is the country of siam called today
"[""Meredith Willson""]",dynasty that built the great wall of china
"[""North Korea""]",who sings i've got too much time on my hands
"[""Sachin Tendulkar""]",when did man city enter the premier league
"[""a maroon Bristol 405""]",how much horsepower does an f1 car produce
"[""Mars Bonfire""]",who wrote i want you to want me
"[""eastward, in prograde motion""]",when was the last time a magician won agt
"[""December 2003""]",who holds priesthood keys in the lds church
"[""December 15, 2017""]",who is bone thugs n harmony signed to
"[""17""]",who wrote the song do i love you
"[""Alex Rodriguez""]",author of song i have decided to follow jesus
"[""US$500""]",who has a black yellow and red flag
"[""1988""]",when did lebron go to his first finals
"[""1900""]",who are the republican candidates running for governor in the state of florida
"[""University of South Carolina""]",what is the name of the director general of ghana prisons service
"[""copper""]",who played jessica buchanan on one life to live
"[""July 16, 2017""]",the slogan garibi hatao (removal of poverty)was adopted during the period of —–
"[""George Casper Homans""]",when was the san andreas fault line discovered
"[""1982""]",when did the new pokemon movie come out
"[""1988""]",who sings the theme song for the tv show monk
"[""10 one-hour episodes""]",where does may the force be with you come from
"[""1939""]",nba rules who can call a time out
"[""Mars Bonfire""]",who plays james potter in the harry potter movies
"[""eastward, in prograde motion""]",when do the arrow and the flash crossover
"[""1962""]",who are the actors that have played james bond
"[""Clemson\n1""]",who sings all i want for christmas in love actually
"[""centroid""]",who has the most strike outs in mlb
"[""Saleisha Stowers""]",when did the first star wats movie come out
"[""Calcium ions""]",who is going to be the chief minister of punjab
"[""Clemson\n1""]",who plays will on the bold and beautiful
"[""1890""]",when did cardi b first appear on love and hip hop
"[""Italy"",""Adriatic Sea"",""Germany"",""Bohemia""]",when do live shows start on america's got talent
"[""12""]",when does svu season 19 episode 9 air
"[""1967""]",when did the boy is mine come out
"[""Zone Improvement Plan""]",when did the olympics start every 2 years
"[""August 27, 2017""]",when is meteor garden 2018 ep 7 coming out
"[""Welton Academy""]",what order do the flowers in the attic books go
"[""centroid""]",who wants to be a millionaire question format
"[""New York Yankees""]",when did do they know it's christmas come out
"[""a maroon Bristol 405""]",when does season 3 of the 100 come out
"[""video editing""]",what sort of story is the scarlet letter
"[""China""]",who warned the colonists that the british were coming
"[""originally from the Greek""]",who are all the presidents on mount rushmore
"[""13""]",who played the pinhead in american horror story
"[""2018""]",who played the preacher in inherit the wind
"[""Spanish""]",what is the age of consent in malta
"[""Zaira Wasim""]",how many episodes in rupauls drag race season 1
"[""2018""]",where did little house on the prairie film
"[""King Edward Peak""]",who was the killer in scream 2 movie
"[""March 27, 2018""]",who sings hey hey my my in sons of anarchy
"[""January–July 1975""]",what's the abv of pabst blue ribbon
"[""Queen's Park""]",who does mabel's voice on gravity falls
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",when was i know what you did last summer released
"[""Constantine""]",who plays calvin in a wrinkle in time movie 2018
"[""18 August 2011""]",who won so you can dance season 14
"[""1960""]",what is the highest denomination of the us dollar
"[""the Cambrian explosion""]",who has the power to impeach civil officers
"[""1981""]",who plays detective munch on law & order svu
"[""1980""]",where are you from if you are samoan
"[""1792""]",when does fifty shades of grey come out
"[""1792""]",who plays bob on that 70's show
"[""2018""]",what year did roberto clemente play for the pirates
"[""Spanish""]",what do they fall into on ellens game show
"[""2015""]",who played peter in the chronicles of narnia
"[""July 16, 2017""]",what was the purpose of the elmina castle
"[""2015""]",when did the seven dwarfs mine train open
"[""18""]",who holds the most passing yards in the nfl
"[""Spectre""]",who has the most goals in el classico
"[""Anderson Silva""]",triple h mick foley hell in a cell
"[""a compulsory governmental insurance system""]",when did jacksonville jaguars become an nfl team
"[""1980""]",when did it become mandatory to have a social security number
"[""the axon terminal""]",what is the primary constituent of venus’s atmosphere
"[""Phillip Alford""]",how far is victoria tx from the beach
"[""State governments""]",where did the detroit pistons play before little caesars arena
"[""1974""]",what was the first english colony in north america
"[""Jose Garces""]",which place in india receives highest rainfall in the world
"[""Season 4, Episode 8""]",when did the tenth doctor regenerate into himself
"[""2018""]",who won the heisman trophy from penn state
"[""2002""]",where is gobi desert located on a map
"[""after a minor infringement""]",what do you call the fans of got7
"[""March 27, 2018""]",when did the bengals last make the playoffs
"[""1982""]",who narrates the prologue in beauty and the beast
"[""2018""]",who has the longest winning streak in ufc
"[""St. Louis Cardinals"",""San Francisco Giants""]",nitrogenous wastes may be produced as a result of the metabolism of
"[""the axon terminal""]",when was the hound of the baskervilles published
"[""San Antonio""]",in her tomb by the sounding sea poe
"[""2015""]",what channel is turner classic movies on verizon fios
"[""2010""]",what is the prince's name in sleeping beauty
"[""7""]",who voices the hobo in the polar express
"[""2018""]",when does the last jedi come out in the united states
"[""July 16, 2017""]",when was father's day fallen on june 17
"[""1967""]",when did louisiana became a part of the united states
"[""rose window""]",who was the book of hosea written to
"[""December 15, 2017""]",who sings do you think im a nasty girl
"[""1900""]",what did cher win an academy award for
"[""1920 to 1933""]",where is lake victoria on a world map
"[""2017""]",what's the average annual income in the us
"[""Bella Dayne""]",who fulfilled the warning beware of the man with one sandal
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",what is the second biggest state in united states
"[""April 1, 1999""]",what is the song in rocky 4 training montage
"[""ground state""]",what breed of dog is in fox and the hound
"[""10 one-hour episodes""]",when is the tv show this is us on
"[""Edwin Hubble""]",when did 18 year olds get the right to vote in the us
"[""China""]",when does madden 2018 come out for playstation 4
"[""Spanish""]",who wrote pyramus and thisbe in midsummer night dream
"[""1982""]",what do you call a religion without god
"[""to perceive linear acceleration""]",who sang schoolhouse rock i'm just a bill
"[""to perceive linear acceleration""]",when do they stop measuring crown to rump
"[""2015""]",where did most political machines arise and receive the most support at the turn of the century
"[""Constantine""]",which indian state is the first to get the morning rays of the sun
"[""2018""]",kid who plays jonah in sleepless in seattle
"[""42""]",when was the drinking age 18 in illinois
"[""December 15, 2017""]",when did batman with michael keaton come out
"[""Marvin Gaye""]",when was the last time a running back was the 1st overall pick in the nfl draft
"[""1967""]",who played the boy in kramer vs kramer
"[""January–July 1975""]",age to run for us house of representatives
"[""2018""]",who played han solo son in star wars
"[""October 10, 2017""]",who is next in line to be the monarch of england
"[""Sarabi""]",what part of the philippines is marawi city
"[""West Bengal""]",where are ball and socket joints found in the human body
"[""Queen's Park""]",when was your song by elton john released
"[""1974""]",what is joy's job in what happens in vegas
"[""Jose Garces""]",when does boku no hero academia anime come out
"[""unknown""]",where will 2022 fifa world cup be held
"[""after a minor infringement""]",who won the women's wimbledon championship 2017
"[""Machilipatnam""]",drugs that are similar to the male hormone testosterone are called
"[""Edwin Hubble""]",where is the original statue of david in italy
"[""9""]",who averaged the most points in nba history
"[""2000""]",what did dwight dress up as for christmas
"[""1988""]",who did matt dillon play in the outsiders
"[""Jesse Donald Knotts""]",who is presenting national film awards in india
"[""Jason Michael Lee""]",who is chief of defence staff in india
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who wrote girl crush for little big town
"[""12""]",what was the biggest mass extinction in geologic time
"[""redox reactions""]",the only depolarizing muscle relaxant in clinical use is
"[""a maroon Bristol 405""]",who played the hatter in alice through the looking glass
"[""Evaluation and management""]",when did the bank of england become independent
"[""Barry Biggs"",""Yorkville Grind"",""Blue Magic"",""Beady Eye""]",who produced this is america by childish gambino
"[""18 August 2011""]",what type of iron ore found in india
"[""Marley""]",what part of atlanta is gwinnett county in
"[""1967""]",the term that describes a function that is symmetric about the y-axis is
"[""copper""]",who won the most awards at the emas
"[""10""]",what breed of dog is bosco in marmaduke
"[""7""]",what award is given to the top goal scorer at the world cup
"[""Niagara River""]",who has the most points per game in nhl history
"[""after a minor infringement""]",where's the peach bowl being played at
"[""San Antonio""]",who starred in rita sue and bob too
"[""Molt Taylor""]",where are most substances absorbed into the blood
"[""Over 2,500""]",why were interest rates so high in 1990
"[""Lionel Messi""]",when did the movie the day after come out
"[""Guaranteed Rate Field""]",where do springs form with respect to the water table
"[""constitutional republic""]",who is the guy in you dont know my name
"[""Dev"",""Devin Star Tailes""]",who played brenda sue on little house on the prairie
"[""42""]",who has won the most trebles in scottish football
"[""US$500""]",where was king arthur legend of the sword shot
"[""Marvin Gaye""]",when did the national lottery change to 59 numbers
"[""Marvin Gaye""]",what mineral in 4 ga sandstones was dated to determine the age of the earth
"[""Lacey Turner""]",who conquered the persian empire and most of the ancient world
"[""Ryan Guzman""]",who is the miami heat all time leading scorer
"[""Australia""]",what is the latest episode of sister wives
"[""A concerto""]",where does it talk about the census in the constitution
"[""10 one-hour episodes""]",who wrote the lyrics to all you need is love
"[""unknown""]",who sing we're not going to take it
"[""West Indies""]",nba record for most threes in a season
"[""1967""]",when did kingdom hearts 1 come out in america
"[""August 17, 2018""]",who played young eponine in les miserables movie
"[""in 2018""]",who plays professor proton on big bang theory
"[""Marley""]",when did harry potter and the sorcerer's stone release
"[""Lebanese""]",where does the series twin peaks take place
"[""Machilipatnam""]",who wrote rockin pneumonia and the boogie woogie flu
"[""constitutional republic""]",when did keeping up with the joneses come out
"[""1920 to 1933""]",who invented the television and when was it invented
"[""Spanish""]",what's the beast called in beauty and the beast
"[""122""]",who wrote the significance of the frontier in american history
"[""35""]",who was born first in the jackson family
"[""State governments""]",whose 47-ball century against england was the only hundred of the main world t20 competition
"[""A mood swing""]",during the middle ages who was most likely to own a manuscript or book
"[""2018""]",who did lebron james play for before the cleveland cavaliers
"[""1950""]",when does spookly the square pumpkin come on
"[""2010""]",where does walmart get its great value products
"[""Sachin Tendulkar""]",who played the thin man in the movies
"[""four""]",who wrote the hitchhiker's guide to the galaxy
"[""A concerto""]",in georgia how old do you have to be to get a tattoo
"[""Potassium chlorate""]",how many episodes in the bbc's bodyguard
"[""Billie Jean King""]",how many fraternities and sororities are at miami university
"[""Pom Klementieff""]",who fought for boxing world heavyweight title at the 1974 match known as the rumble in the jungle
"[""2017""]",who wrote o lord my god when i in awesome wonder
"[""1962""]",when did the canary islands become spanish territory
"[""2018""]",when did they stop using silver in half dollars
"[""2009""]",where was the first bank established in the world
"[""Abigail Rokison-Woodall""]",when does the video game agony come out
"[""Edwin Hubble""]",what was the guy's name that played mark on roseanne
"[""St. Louis Cardinals"",""San Francisco Giants""]",who played mini-me in the austin power movies
"[""1960""]",when was the last time the eagles went to the nfc championship
"[""1988""]",what channel is the wnba all star game on
"[""Jimmy Cliff""]",who played luke skywalker in a new hope
"[""April 1, 1999""]",what network does metro pcs run off of
"[""copper""]",which dam is the highest dam in india
"[""Anderson Silva""]",pakistan is the part of which region in asia
"[""George Hudson""]",who won the roller derby world cup 2018
"[""Gal Gadot""]",what hotel was the las vegas shooting in
"[""Ryan ten Doeschate""]",when does the new dragonball super come out
"[""oxidative phosphorylation""]",actress who played young celie in color purple
"[""Phillip Alford""]",when did the metric system come to australia
"[""March 27, 2018""]",when was the last steam train used in uk
"[""July 16, 2017""]",the cast of the big valley tv show
"[""Matthew Prokop""]",who played the lady in choo choo soul
"[""2–4 years""]",the most common system of land title in australia
"[""redox reactions""]",when did billy elliot the musical come out
"[""centroid""]",who is last governor general of free india
"[""35""]",how many cards do you draw in canasta
"[""18 August 2011""]",who killed the burn victim in grey's anatomy
"[""New Netherland""]",what is the name of camilas current album
"[""Phillip Alford""]",who played the little girl in all in the family
"[""Calcium ions""]",who did david schwimmer play in the wonder years
"[""1974""]",where have the olympics been in the us
"[""2018""]",when do the new walking dead episodes start
"[""redox reactions""]",what is the furthest point from the sea in the uk
"[""Christopher Eccleston as Robert Carmichael"",""Marsha Thomason as Katy Carmichael""]",what channel is turner classic movies on verizon fios
"[""Greek""]",what time do they stop selling beer in california 2017
"[""E. M. Forster""]",when did 10 rupees coin launched in india
"[""Pom Klementieff""]",what is the name of the ae symbol
"[""PewDiePie""]",who won the oscar for the best film
"[""2015""]",what does the rosenberg self esteem scale measure
"[""Lake Baikal""]",who won the intercontinental championship on monday night raw
"[""four""]",who did the rockets trade for kyle lowry
"[""2000""]",when did the republicans gain control of the house
"[""1900""]",how many episodes of jersey shore new season
"[""July 16, 2017""]",in exfoliative cytology the cells for examination are obtained by
"[""Over 2,500""]",which team won the max no of ipl titles
"[""Miguel Cabrera""]",what kind of economy does the usa have
"[""Islamic prophet Muhammad""]",where did the allies hold the german advance at the battle of bulge
"[""1960""]",when was the first version of word released
"[""January 11, 1970""]",who prosecutes criminal offences within the english legal system
"[""Saddam Hussein""]",who played dumbledore after the first one died
"[""12""]",what is the name of the meridian at 180 degrees
"[""copper""]",german scientist that discovered cells come from preexisting cells
"[""Bella Dayne""]",matter that is not the same throughout is called
"[""July 16, 2017""]",who played the dwarf in the greatest showman
"[""centroid""]",who won the popular vote in the election of 1824
"[""18""]",who plays earl's wife in my name is earl
"[""1974""]",when was the tragical history of doctor faustus written
"[""ground state""]",who brought about a compromise between muslim league and congress in 1916
"[""Thurl Ravenscroft""]",what was the neutral stimulus in little albert
"[""Marley""]",who is the raven in the poem the raven
"[""South Side, Chicago""]",what stores metadata instead of actual data in dbms
"[""10 one-hour episodes""]",do they sell beer at gas stations in nj
"[""2002""]",who died on nightshift season 4 episode 2
"[""9""]",who played bass on you're so vain
"[""to perceive linear acceleration""]",who plays the eldest daughter in madam secretary
"[""December 15, 2017""]",who dies in svu season 17 episode 5
"[""December 15, 2017""]",where does the pacific crest trail end in canada
"[""Abigail Rokison-Woodall""]",who sang you got the music in you
"[""redox reactions""]",where is the final of u17 world cup
"[""1988""]",when did the metropolitan police force become a service
"[""originally from the Greek""]",how many seasons did fosters home for imaginary friends have
"[""Welton Academy""]",when was the north american free trade agreement signed
"[""January–July 1975""]",who came up with fluid and crystallized intelligence
"[""St. Louis Cardinals"",""San Francisco Giants""]",when did sri lanka leave the british empire
"[""In 1995""]",mountain ranges can uplift on these types of faults
"[""George Hudson""]",what enzyme system is linked to the metabolism of toxins and drugs
"[""Prince Phillip""]",when did the cavs win their first championship
"[""May 5, 1992""]",where is the tv show stranger things filmed
"[""1998""]",who sang don't do me like that
"[""Thurl Ravenscroft""]",the effect in which one image transforms into another is known as
"[""Lionel Messi""]",who plays denny duquette on grey's anatomy
"[""video editing""]",sound is a form of what kind of energy
"[""Edwin Hubble""]",where does the us rank in the world in terms of life expectancy
"[""John von Neumann""]",who has the most ncaa mens basketball championships
"[""12""]",when was the last time pakistan won the world cup
"[""July 16, 2017""]",who won the state of colorado in the presidential election
"[""Evaluation and management""]",who played harry on sex and the city
"[""Niagara River""]",who did lucy jo hudson play in hollyoaks
"[""18""]",where do they grow cranberries in the united states
"[""A concerto""]",who sang the national anthem super bowl last year
"[""Parafollicular cells""]",who sang instant replay in the 90's
"[""2002""]",who has won the most album of the year grammys
"[""Ryan ten Doeschate""]",when did flint michigan's water become contaminated
"[""1981""]",who played the mad hatter in alice through the looking glass
"[""eastward, in prograde motion""]",where is love it or list it filmed hgtv
"[""1974""]",the munsters today and mcmillan & wife star john
"[""the Ivrea Codex"",""the Apt Codex""]",who played mini-me in the austin power movies
"[""after a minor infringement""]",who won the men's singles title of the us open tennis grand slam 2014
"[""constitutional republic""]",when was mogul skiing added to the olympics
"[""Season 4, Episode 8""]",what is illegal under the computer misuse act 1990
"[""China""]",who played lord voldemort in harry potter series
"[""March 9, 2018""]",how many books are in the sherlock holmes series
"[""Mars Bonfire""]",who is the oldest person living in the united states today
"[""12""]",the tank was introduced by to the battlefields of world war i by
"[""China""]",who does ian nelson play in the hunger games
"[""E. M. Forster""]",who sings i won't go home without you
"[""13""]",who took the video of peter and lara jean
"[""Saddam Hussein""]",who did jackie end up with in that 70s show
"[""1980""]",when does april kepner get pregnant the second time
"[""John O'Banion""]",when did antarctica take the form it has today
"[""Sachin Tendulkar""]",who sang the original you're gonna love me
"[""April 1, 1999""]",who called for return to normalcy following the war
"[""Richard Dawson""]",number of years required for the world's population to double
"[""2018""]",what soviet organization was created in response to the north atlantic treaty organization
"[""2017""]",what is the role of the secretary general of the un
"[""1984""]",who is the new actress plays hope on bold and beautiful
"[""August 27, 2017""]",when did season 5 of bates motel come out on netflix
"[""1974""]",who won the last season of the voice coach
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",predators of herbivores belong to which trophic level
"[""1939""]",where is the olympics going to be in 2020
"[""Barbara Stanwyck"",""Linda Evans"",""Lee Majors"",""Peter Breck"",""Richard Long""]",when did welcome to the black parade come out
"[""the axon terminal""]",who plays emma on once upon a time
"[""1984""]",who won the title of world chess championship in 2017
"[""video editing""]",when did china's one child policy end
"[""Marley""]",who plays the t rex in the good dinosaur
"[""1962""]",who is the man in the boy is mine video
"[""December 15, 2017""]",what is the c for on football jerseys
"[""Saddam Hussein""]",when did the song jack and diane come out
"[""3 to 8 days""]",when does hold the dark come out on netflix
"[""2018""]",what kind of roof does the at&t stadium have
"[""Shirley Mae Jones""]",when is the next episode of bobs burgers coming out
"[""12""]",what movie is singing in the rain from
"[""University of South Carolina""]",who won the nbc world of dance 2017
"[""January 11, 1970""]",when did brown v board of education take place
"[""2018""]",where did jesus heal peter's mother in law
"[""New Netherland""]",when did the new shape audi a6 come out
"[""New York Yankees""]",when did the first coca cola come out
"[""12""]",who plays charlie on it's always sunny
"[""2018""]",what was the first year for the iroc camaro
"[""responsible business"",""corporate sustainability"",""corporate citizenship"",""sustainable business"",""corporate conscience""]",when did great wolf lodge open in garden grove
"[""Abigail Rokison-Woodall""]",the ashtavinayak yatra in maharashtra covers eighth holy temples of which god
"[""July 16, 2017""]",a directive issued by a president or governor that has the force of law is known as
"[""1974""]",when did psa airlines go out of business
"[""North Korea""]",when did the cavs win their first championship
"[""1998""]",how many kinds of sign language are there in the world
"[""Ryan ten Doeschate""]",who was killed on the ides of march
"[""horses""]",while the u.s. economy has expanded since the late 1960s income inequality has
"[""ground state""]",when was the last time the cleveland browns was in the playoffs
"[""1920 to 1933""]",who plays eddie on season 8 of shameless
"[""2–4 years""]",how many seats of mqm in national assembly
"[""redox reactions""]",who played norma desmond in sunset boulevard on broadway
"[""18""]",who has hosted the most saturday night live
"[""Clayton Moore""]",what are the two factors that affect atomic radius
"[""1943""]",when did man city enter the premier league
"[""originally from the Greek""]",memorial day was originally created to honor fallen soldiers of which war world war i
"[""Atlanta–Fulton County Stadium""]",who did miami play in the bowl game
"[""Abigail Rokison-Woodall""]",who sings you find out who your friends are with tracy lawrence
"[""South Side, Chicago""]",who died from fresh prince of bel air
"[""March 25, 2011""]",guest stars on sons of anarchy season 5
"[""Elvy Yost"",""Max Carver"",""Keli'i""]",who does justin timberlake play in shrek 2
"[""July 16, 2017""]",a roman dictatorship was supposed to last a maximum of
"[""1974""]",who was the first black woman to win a grammy
"[""2018""]",when was the last time someone was executed in the united states
"[""2024""]",when did man city enter the premier league
"[""2012""]",a method of obtaining an image of the interior of the body that does not use radiation
"[""Lebanese""]",what kind of ape is king louie in jungle book
"[""Evaluation and management""]",when was the last time england got through to the quarter finals in world cup
"[""2018""]",what is the language of antigua and barbuda
"[""Thurl Ravenscroft""]",the smiths there is a light that never goes out album
"[""35""]",who plays in won't you be my neighbor
"[""January 11, 1970""]",when did age of empires 2 come out
"[""35""]",who appoints the governor of each state of india
"[""Gabrielle Haugh""]",who has the most population in the united states
"[""Potassium chlorate""]",who plays the stark mother in game of thrones
"[""Marley""]",name of the three headed dog in greek mythology
"[""13""]",a change in which new products are formed is called a
"[""12""]",who plays leslie knope on parks and recreation
"[""2017""]",who sings with shaggy on it wasn me
"[""E. M. Forster""]",when was the last time the navy went to war
"[""3 to 8 days""]",where did they get the vibranium to make captain america's shield
"[""April 28, 2017""]",who was the 2007 nba draft first pick
"[""Eli Marienthal""]",who was our second president of the united states
"[""John von Neumann""]",when did new zealand last host the commonwealth games
"[""State governments""]",when were subs first used in english football
"[""Lebanese""]",who were the two sides in the english civil war
"[""Spanish""]",what is the lead singer's name from imagine dragons
"[""Carole King""]",who is the girl in wake me up when september ends video
"[""redox reactions""]",where is night at the museum 2 filmed
"[""China""]",where are most substances absorbed into the blood
"[""2018""]",list three offices included in the executive office of the president
"[""12""]",what tax is used to provide medical services for persons over the age of 65
"[""Meredith Willson""]",who is the first female supreme court justice
"[""Lake Baikal""]",who are the writers of rick and morty
"[""December 15, 2017""]",who plays president petrov in house of cards
"[""PewDiePie""]",when does the mlb all star voting start
"[""Queen's Park""]",who founded the all india harijan sevak sangh'
"[""9""]",when were the articles of confederation put into effect
"[""Calcium ions""]",life insurance corporation of india is private or government
"[""King Edward Peak""]",where does food come from when you throw up
"[""2018""]",who is the winner of raising star 2
"[""March 15, 2013""]",where does the enzyme attach to the substrate
"[""12""]",who played the monkey in oz the great and powerful
"[""a wild Pikachu""]",￼ what actor/actress has won the most academy awards
"[""1980""]",when does walking dead season 8 episode 10 air
"[""Anil Kumar Jha""]",who makes the paper money is printed on
"[""Sachin Tendulkar""]",who is the actor that plays the tick
"[""Clemson\n1""]",the ghent altarpiece which represents the divine was threatened by
"[""42""]",who did mork talk to at the end of the show
"[""Molt Taylor""]",where was paper planes filmed in western australia
"[""Mexico"",""Soviet Union""]",what is the first land of stories book
"[""Sachin Tendulkar""]",who played michael myers in the rob zombie halloween movie
"[""eastward, in prograde motion""]",where was the tv series yellowstone filmed at
"[""12""]",when did guns n roses play milton keynes bowl
"[""1984""]",who sings i can't tell you why by the eagles
"[""August 17, 2018""]",when was the wellness recovery action plan developed
"[""in some cities in Mexico"",""southern France"",""Pamplona""]",who is the girl that sings oceans where feet may fail
"[""Australia""]",what two new political parties faced off in the election of 1828
"[""constitutional republic""]",who does the director of fema report to
"[""Saleisha Stowers""]",who is the number 1 most subscribed person on youtube
"[""Sarabi""]",the most remarkable cultural characteristic of elizabethan england was the rise of which art form
"[""Ryan ten Doeschate""]",what is it called when you engage another company within the same country for services
"[""the Ivrea Codex"",""the Apt Codex""]",real name of isha in savitri devi college and hospital
"[""1890""]",who has the most sub on youtube 2018
"[""Miguel Cabrera""]",when is the last time the cleveland browns have won a game
"[""2018""]",what is the real name of sleeping beauty
"[""Potassium chlorate""]",what was the order of james bond actors
"[""August 17, 2018""]",who is she's got a way about
"[""West Bengal""]",where is the ball spotted on a 2 point conversion
"[""In 1995""]",what are the snowboard events at the olympics
"[""North Korea""]",how old was fabregas when he joined arsenal
"[""August 27, 2017""]",who sings the original jingle bell rock song
"[""Ryan Guzman""]",when is the new season of the crown being released
"[""2010""]",who sings you are the magnet and i am steel
"[""1962""]",when does the star wars rebels finale air
"[""In 1995""]",what is the oldest university in the philippines
"[""1981""]",why do you put fork marks on peanut butter cookies
"[""2017""]",who plays jimmy's voice in gta 5
"[""Australia""]",the altitude of this star changes as we change latitude
"[""Jesse Donald Knotts""]",when did the national industrial recovery act end
"[""18""]",when did the 4th generation ipad come out
"[""Season 4, Episode 8""]",who did she's got betty davis eyes
"[""Edwin Hubble""]",when did they stop using cabooses on trains
"[""71%""]",where did the real texas chainsaw massacre occur
"[""rose window""]",where was the movie fathers and daughters filmed
"[""Guaranteed Rate Field""]",when does series 6 of the next step start
"[""in 2018""]",how many world cup appearances does germany have
"[""Jesse Donald Knotts""]",who plays the grandmother in switched at birth
"[""Charles Young""]",who is the hawaiian god of the sea
"[""the axon terminal""]",where can barium be found in the world
"[""China""]",where in the plant cell does the calvin cycle take place
"[""1942""]",who portrayed dorothy in the 1925 wizard of oz
"[""Prince Phillip""]",rick and morty season 3 episode 7 airing date
"[""4""]",this was invented at london club called the cat whiskers
"[""10 one-hour episodes""]",where is the female gamete made in plants
"[""1942""]",what is the liquid in the brain called
"[""PewDiePie""]",who sings the song save a horse ride a cowboy
"[""James Arthur""]",the 3 types of customers in the nps model
"[""eastward, in prograde motion""]",when did la paz become the capital of bolivia
"[""West Bengal""]",who played the wicked witch on wizard of oz
"[""Zone Improvement Plan""]",where are tropical evergreen forest found in india
"[""West Bengal""]",who was the first president to use air force one
"[""Justin Hartley"",""Chris Engen"",""Michael Muhney""]",what is the triangular shaped area at each end of the greek temple called
"[""March 9, 2018""]",who won the grand prix final in yuri on ice
"[""1900""]",author of song i have decided to follow jesus
"[""1974""]",who found a route to india by sailing around the horn of africa
"[""1890""]",3 main branches of government in the philippines
"[""Mexico"",""Soviet Union""]",the type of shop outlawed by the taft-hartley act was the ____ shop
"[""18""]",who won the competition to design the australian flag
"[""John von Neumann""]",sweating can have a cooling effect due to
"[""Jason Michael Lee""]",when is the australian of the year announced
"[""1890""]",when was the last time a battleship was used
"[""six""]",who does leif garrett play in the outsiders
"[""1974""]",when was the last time horses were used in war
"[""eastward, in prograde motion""]",where does the euphrates river begin and end
"[""17""]",a blend of capitalism and socialism is known as
"[""after a minor infringement""]",who was alf married to in home and away
"[""1920 to 1933""]",who directed the musical episode of grey's anatomy
"[""eastward, in prograde motion""]",what issues did the various new deal programs address
"[""Elstree Studios""]",what is the primary type of mining that takes place under the bolivian mountain
"[""March 27, 2018""]",cuba is one of the world's leading producers of
"[""New Netherland""]",the south carolina exposition and protest was published in response to the
"[""State governments""]",who played the governor in o brother where art thou
"[""North Korea""]",what is the largest of the lymphoid tissue found in the pharynx
"[""35""]",when was the fifth generation of computers invented
"[""Lake Baikal""]",who plays madelines daughter in big little lies
"[""North Korea""]",when did the movie jack frost come out
"[""Spanish""]",when did the carolina panthers become a team
"[""October 10, 2017""]",whats the demons name from truth or dare
"[""US$500""]",when did the song slob on my knob come out
"[""10 one-hour episodes""]",who is responsible for the bombing in quantico
"[""V8 engine""]",when did the e street band break up
"[""PewDiePie""]",what is a good score on the medical boards
"[""St. Louis Cardinals"",""San Francisco Giants""]",which is the first silent movie in india
"[""Richard Dawson""]",where is the thymus gland in a cow
"[""John von Neumann""]",when was the word internet of things coined
"[""1792""]",who is the founder and ceo of the sas institute
"[""1950""]",where does the ulna articulate with the humerus
"[""Constantine""]",who discovered the pacific ocean on september 25 1513
"[""1984""]",who played gale sayers in brian's song
"[""July 16, 2017""]",who wrote the essay on the shaking palsy
"[""1920 to 1933""]",when is the little mermaid 2018 coming out
