method,number,orbital_period,mass,distance,year
Transit,1,1.4857108,,800.0,2011
Radial Velocity,5,0.73654,,,2011
Transit,2,4.754,,,2014
Transit,1,1.5732918,,350.0,2012
Radial Velocity,2,1270.2,3.44,,2007
Microlensing,1,,,,2010
Radial Velocity,1,4218.0,1.88,45.52,2009
Radial Velocity,2,103.49,,26.21,2011
Radial Velocity,1,3.48777,,,2000
Radial Velocity,1,199.505,,102.04,2003
Transit,5,10.854092,,,2011
Imaging,4,37000.0,,39.94,2008
Radial Velocity,1,1634.0,,38.26,2009
Transit,1,4.61442,,225.0,2012
Transit,1,2.99433,,,2010
Radial Velocity,2,572.4,,,2003
Radial Velocity,6,51.76,,12.83,2012
Transit,1,2.875317,,70.0,2010
Radial Velocity,2,194.3,,,2007
Radial Velocity,3,123.01,0.072,8.52,2009
Pulsar Timing,3,66.5419,,,1992
Radial Velocity,1,344.95,3.71,133.16,2003
Radial Velocity,1,1155.0,0.36,21.92,2005
Radial Velocity,1,268.94,1.47,50.03,2009
Radial Velocity,4,1276.46,,,1999
Radial Velocity,2,10.866,0.0097,,2011
Radial Velocity,1,439.3,,60.46,2005
Microlensing,1,,,3600.0,2013
Radial Velocity,1,47.84,0.098,49.33,2009
Radial Velocity,1,264.15,4.01,33.33,2002
Astrometry,1,246.36,,,2013
Transit,2,10.9129343,,,2012
Radial Velocity,2,258.19,1.59,25.65,1999
Transit,2,12.2829,,,2011
Radial Velocity,1,305.5,20.6,92.51,2013
Transit,1,3.24674,,2250.0,2011
Transit,1,4.627669,,205.0,2010
Radial Velocity,1,18.596,0.0193,,2011
Radial Velocity,1,1183.0,4.9,89.85,2002
Imaging,1,7336.5,,25.0,2009
Radial Velocity,1,705.0,,112.23,2011
Transit,2,13.485,,,2012
Radial Velocity,2,3186.0,,46.84,2012
Transit,2,13.749,,,2013
Radial Velocity,6,197.8,0.0223,12.83,2012
Radial Velocity,1,,0.79,45.01,2009
Transit,5,31.7844,,,2011
Radial Velocity,1,124.6,9.18,149.25,2013
Transit,2,2.42629,,,2014
Radial Velocity,1,124.6,9.18,149.25,2013
Radial Velocity,1,528.07,,31.79,2011
Radial Velocity,2,406.6,,59.03,1999
Imaging,1,7336.5,,25.0,2009
Radial Velocity,1,,,92.51,2013
Radial Velocity,2,25.648,,52.03,2013
Eclipse Timing Variations,1,4343.5,,,2012
Transit,1,2.2167421,,340.0,2012
Transit,5,16.1457,,,2013
Radial Velocity,1,5.8881,0.367,53.08,2013
Transit,1,2.838971,,455.0,2012
Radial Velocity,2,2140.2,13.38,42.43,2000
Transit,5,12.4417,,368.0,2013
Transit,1,4.37809,,330.0,2012
Transit,1,1.689868,,2500.0,2004
Transit,6,46.6888,,613.0,2010
Transit,5,10.854092,,290.0,2011
Transit,6,10.3039,,613.0,2010
Transit,3,1.865169,,38.7,2011
Radial Velocity,2,85.131,0.0496,35.89,2011
Transit,2,17.2513,,,2011
Radial Velocity,2,3.698,,150.0,2009
Radial Velocity,6,256.2,0.014,,2013
Transit,2,7.8773565,,,2012
Transit,1,3.764825,,,2010
Radial Velocity,6,4.3123,0.0126,12.83,2008
Radial Velocity,1,672.1,,289.02,2012
Transit,2,9.522,,,2012
Radial Velocity,2,379.63,,,2009
Radial Velocity,3,59.519,,26.91,2011
Transit,2,0.853585,,150.0,2009
Imaging,1,4639.15,,,2009
Transit,3,,,,2011
Radial Velocity,6,2248.0,0.205,39.39,2010
Radial Velocity,1,533.0,,7.01,2010
Radial Velocity,1,948.12,0.224,38.05,2011
Radial Velocity,1,1183.0,,,2002
Transit,2,0.853585,,150.0,2009
Radial Velocity,2,1022.0,3.4,354.0,2011
Transit,1,9.4341505,,200.0,2013
Radial Velocity,2,14.3098,,,2000
Radial Velocity,1,1973.0,2.82,55.04,2005
Transit,1,1.9550959,,230.0,2011
Radial Velocity,1,49.77,0.057,22.09,2009
Radial Velocity,2,22.656,0.0322,32.31,2011
Radial Velocity,1,4.113775,,28.98,2006
Transit,3,35.3331,,,2014
Radial Velocity,2,692.0,,15.1,2007
Radial Velocity,1,10.7085,1.04,,1999
Imaging,1,,,,2006
Transit,5,12.4417,,368.0,2013
Radial Velocity,2,,,42.68,2009
Radial Velocity,1,10.7085,1.04,29.76,1999
Radial Velocity,1,124.6,,149.25,2013
Radial Velocity,1,6.1335,2.13,88.57,2005
Radial Velocity,1,5144.0,3.53,42.99,2012
Transit,1,2.788491,,,2007
Transit,2,4.62332,,,2014
Imaging,1,,,,2004
Transit,1,3.35524,,396.0,2010
Radial Velocity,1,3.52474859,,47.08,1999
Transit,1,1.33823187,,,2007
Radial Velocity,1,385.9,5.59,,2001
Radial Velocity,3,6.673855,3.88,52.88,2005
Radial Velocity,2,192.9,1.82,52.85,2009
Radial Velocity,1,20.8133,,42.0,2005
Transit,1,0.813475,,80.0,2011
Transit,7,210.60697,,780.0,2013
Radial Velocity,1,351.5,2.5,67.39,2007
Transit,1,3.91405,,,2007
Transit,5,27.4536,,,2014
Transit,1,2.810595,,,2011
Radial Velocity,1,672.1,,289.02,2012
Radial Velocity,6,7.2004,0.018,6.8,2011
Transit,1,4.3176782,,120.0,2010
Microlensing,2,5100.0,,,2008
Transit,3,19.24,,650.0,2010
Radial Velocity,4,4.617033,0.6876,13.47,1996
Radial Velocity,1,58.43,,11.15,2011
Radial Velocity,1,792.6,,58.17,2012
Radial Velocity,3,38.021,0.057,8.52,2009
Radial Velocity,2,5000.0,0.82,25.65,2009
Transit,6,118.3807,,613.0,2010
Radial Velocity,1,8.428198,,31.26,2002
Transit,1,3.852985,,,2007
Radial Velocity,1,1299.0,,106.38,2011
Transit,1,5.35227,,840.0,2011
Transit,1,5.452654,,257.0,2011
Radial Velocity,2,,21.42,,2009
Transit,6,46.6888,,613.0,2010
Microlensing,1,,,1760.0,2013
Radial Velocity,2,,,28.6,2011
Transit,2,5.487,,,2013
Transit,3,1.865169,,38.7,2011
Transit,2,13.83989,,470.0,2012
Radial Velocity,1,157.54,,,2009
Transit,2,15.3348,,,2011
Transit,1,3.7224747,,121.7,2008
Radial Velocity,1,528.07,,31.79,2011
Transit,1,3.6623866,,240.0,2012
Radial Velocity,1,2443.0,2.54,54.92,2009
Transit,2,8.0109434,,,2012
Radial Velocity,6,122.72,,39.39,2010
Radial Velocity,2,127.58,,164.2,2008
Radial Velocity,1,777.0,1.96,53.28,2009
Radial Velocity,2,,1.59,25.65,1999
Imaging,1,4639.15,,12.21,2009
Radial Velocity,1,578.2,,,2012
Radial Velocity,1,606.4,2.7,37.98,2009
Transit,1,6.21229,,380.0,2010
Radial Velocity,2,937.7,1.24,28.04,2003
Radial Velocity,1,225.7,,29.94,2010
Transit,1,8.884924,,1140.0,2013
Transit,1,3.91405,,,2007
Radial Velocity,2,430.0,5.0,121.36,2002
Transit,1,2.7817387,,,2012
Radial Velocity,6,2248.0,,,2010
Transit,2,71.312,,,2013
Transit,1,4.1137912,,,2012
Radial Velocity,1,689.0,,182.82,2011
Microlensing,1,,,,2010
Radial Velocity,2,428.5,,214.0,2009
Transit,1,1.420033,,,2010
Radial Velocity,1,2754.0,1.78,,2009
Transit,1,3.8559,,480.0,2012
Transit,1,1.5732918,,350.0,2012
Radial Velocity,2,17.054,0.087,17.99,2004
Radial Velocity,1,387.1,,168.92,2011
Eclipse Timing Variations,2,5767.0,,130.72,2008
Radial Velocity,1,591.9,,36.02,2006
Transit,6,31.9996,,613.0,2010
Transit,1,3.7681,,920.0,2011
Radial Velocity,1,71.484,,,2001
Transit,4,4.7779803,,,2012
Radial Velocity,1,,,38.56,2002
Radial Velocity,1,1333.0,2.58,32.99,2007
Radial Velocity,1,335.1,,39.43,2009
Transit,1,4.627669,,205.0,2010
Radial Velocity,1,,1.34,48.64,2011
Microlensing,1,,,,2004
Transit,1,3.257215,,,2011
Transit,2,21.2227,,,2014
Radial Velocity,1,1523.0,,44.05,2009
Transit,3,12.8159,,,2014
Transit,2,48.648,,,2013
Transit,1,2.694047,,344.0,2012
Radial Velocity,1,591.9,,36.02,2006
Transit,1,3.52254,,1330.0,2010
Radial Velocity,5,4909.0,3.53,12.53,2002
Radial Velocity,2,5000.0,,25.65,2009
Transit,2,8.1453,,1200.0,2011
Transit,2,12.3335,,1200.0,2011
Radial Velocity,1,331.5,,59.28,2009
Transit,4,4.7779803,,,2012
Radial Velocity,1,326.03,19.4,110.62,2007
Transit,3,38.91,,,2010
Radial Velocity,2,1178.4,2.1,,2006
Radial Velocity,1,4100.0,2.3,20.03,2013
Transit,2,33.006,,,2013
Radial Velocity,1,6.838,0.94,47.37,2006
Transit,6,22.6845,,,2010
Radial Velocity,1,714.3,,,2007
Transit,2,6.48163,,,2014
Radial Velocity,1,8.428198,,31.26,2002
Radial Velocity,1,528.07,13.65,31.79,2011
Radial Velocity,1,354.8,,55.93,2007
Radial Velocity,1,305.5,20.6,,2013
Radial Velocity,2,7100.0,,,2011
Radial Velocity,1,2371.0,25.0,37.05,2008
Radial Velocity,1,3383.0,,51.36,2002
Radial Velocity,2,55.0,,,2004
Eclipse Timing Variations,1,4343.5,4.2,,2012
Transit,2,7.2037945,,,2012
Transit,1,1.420033,,,2010
Transit,2,13.722341,,,2013
Transit,2,27.9481449,,,2012
Transit,1,2.143634,,,2011
Radial Velocity,1,700.0,,87.41,2008
Radial Velocity,1,2208.0,1.45,44.54,2012
Radial Velocity,1,1027.0,0.85,53.05,2009
Radial Velocity,1,75.523,,35.91,2000
Radial Velocity,1,104.84,0.12,33.48,2011
Radial Velocity,1,675.0,1.94,100.0,2007
Radial Velocity,1,176.3,2.9,126.1,2010
Transit,1,4.086052,,380.0,2012
Transit,2,15.5741568,,,2012
Radial Velocity,2,525.8,,8.82,2011
Radial Velocity,1,4.072,,63.49,2005
Transit,1,2.243752,,160.0,2008
Transit,1,3.1606296,,,2013
Transit,2,,,,2012
Transit,1,2.615864,,148.0,2007
Transit,1,1.9550959,,230.0,2011
Radial Velocity,3,1931.0,4.05,,2009
Transit,2,17.324,,,2013
Transit,1,2.899736,,138.0,2007
Radial Velocity,1,15.609,,21.85,2005
Transit,1,3.332687,,542.0,2012
Radial Velocity,1,1001.7,6.86,,2005
Radial Velocity,2,7.8543,0.054,,2013
Radial Velocity,1,303.0,5.25,92.51,2003
Radial Velocity,1,392.6,0.91,,2011
Radial Velocity,1,373.3,,121.8,2009
Transit,1,,,152.3,2004
Radial Velocity,2,2732.0,,,2012
Transit,2,8.1453,,,2011
Imaging,1,,,36.0,2013
Transit,1,2.455239,,333.0,2011
Radial Velocity,3,123.0,,,2014
Radial Velocity,2,1460.0,,,2014
Radial Velocity,1,303.0,,92.51,2003
Transit,1,4.9816872,,160.0,2012
Transit,1,11.5231,,,2014
Radial Velocity,2,2891.0,1.502,15.89,2003
Transit,1,3.030065,,,2004
Imaging,1,,,,2013
Radial Velocity,1,1966.1,,48.64,2011
Transit,2,12.513,,,2012
Transit,2,8.291,,,2013
Transit,1,4.0161,,,2004
Transit,4,10.423648,,,2013
Radial Velocity,1,3.48777,,80.0,2000
Radial Velocity,1,6.838,0.94,47.37,2006
Radial Velocity,1,4.072,,63.49,2005
Radial Velocity,4,5.36874,0.049,,2005
Transit,1,3.922727,,70.0,2010
Transit,1,2.7566004,,250.0,2010
Transit,1,1.2198669,,116.14,2010
Radial Velocity,1,388.0,9.1,20.98,2005
Radial Velocity,1,466.0,,53.82,2010
Radial Velocity,2,452.8,1.99,74.79,2010
Radial Velocity,1,2819.654,9.17,,2002
Radial Velocity,1,118.96,,,2000
Transit,3,143.34394,,,2012
Transit,1,6.790123,,,2011
Transit,1,,,90.0,2008
Radial Velocity,1,1155.0,0.36,21.92,2005
Transit,1,3.052401,,180.0,2010
Eclipse Timing Variations,2,5767.0,,130.72,2008
Transit,1,1.7635892,,,2011
Radial Velocity,1,396.03,,131.75,2010
Radial Velocity,1,1159.2,1.373,26.5,2009
Radial Velocity,6,20.432,0.0299,,2008
Radial Velocity,1,4.6455,0.013,24.05,2010
Transit,2,13.485,,,2012
Radial Velocity,2,2720.0,3.366,,2012
Radial Velocity,2,395.8,1.29,68.54,2002
Radial Velocity,1,5.0505,1.068,44.46,2013
Radial Velocity,3,197.0,0.058,12.58,2006
Radial Velocity,2,5584.0,3.4,90.0,2010
Transit,1,2.785755,,108.0,2011
Radial Velocity,2,58.11289,8.02,37.88,1998
Transit,1,1.58040482,,,2009
Transit,2,33.006,,,2013
Transit,1,3.4059096,,360.0,2010
Radial Velocity,1,456.1,3.09,52.88,2007
Radial Velocity,2,1749.5,18.1,,2000
Radial Velocity,1,4.6455,,24.05,2010
Radial Velocity,1,700.0,1.16,87.41,2008
Radial Velocity,1,700.0,,87.41,2008
Radial Velocity,1,1290.0,7.8,,2009
Radial Velocity,1,472.0,,,2010
Radial Velocity,1,2819.654,,54.71,2002
Radial Velocity,1,2819.654,,54.71,2002
Imaging,1,,,,2007
Microlensing,1,,,,2009
Transit,2,49.532,,1500.0,2012
Radial Velocity,4,124.26,,4.7,2010
Transit,5,0.74296,,303.0,2012
Radial Velocity,1,71.484,,,2001
Transit,1,3.852985,,261.0,2007
Radial Velocity,1,868.0,,130.89,2011
Transit,2,31.3309,,,2011
Transit,1,13.2406,,345.0,2010
Transit,1,2.77596,,235.0,2010
Transit,2,0.853585,,,2009
Astrometry,1,1016.0,,14.98,2010
Transit,1,3.57532,,,2014
Imaging,1,,,36.0,2013
Transit,1,4.885525,,,2009
Imaging,1,,,18.39,2006
Radial Velocity,1,4.6455,0.013,24.05,2010
Transit,1,4.411953,,160.0,2012
Transit,1,3.21346,,,2009
Radial Velocity,1,373.3,,121.8,2009
Radial Velocity,3,31.56,0.038,12.58,2006
Transit,2,8.0109434,,,2012
Microlensing,1,2780.0,,,2011
Radial Velocity,2,53.832,0.036,28.6,2011
Transit,2,16.092,,,2014
Transit,5,,,,2014
Transit,2,10.338523,,90.0,2010
Radial Velocity,1,2.817822,,,2005
Radial Velocity,1,123.0,0.45,43.99,2004
Transit,2,33.60134,,,2012
Transit,5,7.07142,,,2014
Radial Velocity,1,456.1,,,2007
Microlensing,1,,,,2008
Radial Velocity,3,,0.035,14.97,2013
Transit,1,1.58040482,,,2009
Radial Velocity,1,526.62,1.56,44.05,2007
Transit,1,3.5327313,,300.0,2010
Radial Velocity,1,5.8872,,22.04,2011
Transit,1,,,642.0,2012
Pulsar Timing,3,25.262,,,1992
Transit,1,3.6936411,,200.0,2012
Transit,1,3.6313,,600.0,2011
Radial Velocity,2,454.2,,16.57,2002
