Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
volkswagen dasher,33.8,4,103.0,61,1977,15.5,1982-01-01,Europe
chevrolet vega,38.9,7,108.0,66,3032,18.2,1982-01-01,USA
opel manta,26.0,4,101.0,82,2196,17.0,1982-01-01,Europe
ford pinto,38.5,6,91.0,95,4594,13.5,1982-01-01,USA
plymouth satellite sebring,34.6,4,82.0,54,3382,11.9,1982-01-01,USA
toyota corolla,35.2,4,141.0,80,2676,14.6,1982-01-01,Japan
mercedes benz 300d,29.9,4,110.0,57,2009,16.3,1982-01-01,Europe
amc gremlin,24.7,6,84.0,78,2721,11.4,1982-01-01,USA
saab 99le,24.5,4,81.0,59,2212,14.3,1982-01-01,Europe
plymouth reliant,20.4,6,125.0,105,3162,18.2,1982-01-01,USA
plymouth horizon,27.9,8,118.0,81,1829,13.7,1982-01-01,USA
ford fairmont (auto),27.6,7,120.0,52,2794,17.4,1982-01-01,USA
fiat 124b,29.6,4,313.0,64,2051,12.7,1982-01-01,Europe
amc ambassador brougham,31.4,5,89.0,96,3718,16.6,1982-01-01,USA
chevrolet monza 2+2,29.2,6,98.0,66,3590,10.8,1982-01-01,USA
plymouth grand fury,30.0,7,83.0,57,2997,14.4,1982-01-01,USA
datsun 810,31.2,4,96.0,69,2181,10.4,1982-01-01,Japan
dodge colt (sw),40.4,4,155.0,97,3694,20.8,1982-01-01,USA
amc rebel sst,30.3,7,195.0,76,3234,18.2,1982-01-01,USA
chevrolet woody,22.6,6,151.0,75,3281,16.0,1982-01-01,USA
dodge omni,24.9,6,86.0,99,2154,20.2,1982-01-01,USA
chevrolet malibu classic (sw),28.2,8,161.0,78,3577,12.2,1982-01-01,USA
pontiac ventura sj,39.7,5,98.0,76,1981,14.6,1982-01-01,USA
oldsmobile cutlass ls,29.6,7,116.0,71,4413,18.9,1982-01-01,USA
amc hornet,29.9,5,117.0,72,3564,14.0,1982-01-01,USA
ford ltd,33.2,5,173.0,111,3477,14.0,1982-01-01,USA
volkswagen 1131 deluxe sedan,34.1,4,172.0,92,2960,15.8,1982-01-01,Europe
ford torino,30.5,6,116.0,79,3142,14.5,1982-01-01,USA
pontiac j2000 se hatchback,31.2,6,109.0,79,2915,16.0,1982-01-01,USA
amc concord dl,22.6,5,94.0,78,2780,13.8,1982-01-01,USA
volkswagen dasher,26.5,4,101.0,64,4641,20.1,1982-01-01,Europe
ford mustang,32.3,4,82.0,76,3250,18.6,1982-01-01,USA
nissan stanza xe,45.1,5,124.0,65,2377,14.6,1982-01-01,Japan
amc concord d/l,44.0,7,111.0,85,4351,19.7,1982-01-01,USA
oldsmobile cutlass salon brougham,31.6,6,80.0,72,2830,11.8,1982-01-01,USA
ford gran torino,27.5,6,93.0,64,2917,21.8,1982-01-01,USA
chrysler cordoba,32.2,6,161.0,68,3092,14.5,1982-01-01,USA
plymouth champ,28.6,6,88.0,72,3676,13.3,1982-01-01,USA
chrysler lebaron town @ country (sw),25.7,7,111.0,61,2760,14.1,1982-01-01,USA
