URL,Name/Alias,Appearances,Current?,Gender,Probationary Introl,Full/Reserve Avengers Intro,Year,Years since joining,Honorary,Death1,Return1,Death2,Return2,Death3,Return3,Death4,Return4,Death5,Return5,Notes
http://marvel.wikia.com/Dorrek_VIII_(Earth-616)#	NO,Greg Reynolds Maximoff Storm) Johnson,12.534547886205475,NO,,,Apr-90,1903,1.0,Full,,,,,,,,,,,Died during time on Defenders. Eventually ressurected by villian Grim Reaper along with Mockingbird to fight the Avengers.
http://marvel.wikia.com/Dane_Whitman	NO,Humberto Yoshida Grimm Morse) Johnson,4333.0,NO,,,Jan-92,1989,15.0,Full,,YES,,,,,,,,,Dies in exploding Kree ship in Averngers Vol. 1  Issue 502. Brought back by Scarlet Witch. Dies again in House of M Vol 1 Issue 7. Is later brought back.
http://marvel.wikia.com/Jennifer_Walters_(Earth-616)#	YES,"Matt Benjamin Jr., Marcus Johnson",146.64149244766162,YES,,,Jul-93,1928,1.0,Full,,NO,,,,,,,,,NA: Has not died since joing the Avengers but prior to joining he fought the West Coast avengers and seemingly died. Later turned up under control of a villain
http://marvel.wikia.com/Ares_(Earth-616)#	YES,Jim Thomas Stark Pym Johnson,11.870534148612107,YES,,,1-Aug,1942,2.0,Full,,YES,,,,,,,,,"Death: ""Later while under the influence of Immortus Stark committed a number of horrible acts and was killed.'  This set up young Tony. Franklin Richards later brought him back"
http://marvel.wikia.com/Ava_Ayala_(Earth-616)#	NO,Amadeus Jonas Stark Strange Johnson,270.3228620086306,NO,,Jul-75	MALE,5-Nov,1951,56.0,Full,,,YES,,,,,,,,Dies in Avengers_Vol_1_500. Is eventually rebuilt.
http://marvel.wikia.com/Ares_(Earth-616)#	YES,John Kane Nelson K'ai Johnson,116.78685594930663,NO,,,,1996,6.0,Full,,,,YES,,,,,,,Died in Deathlok Vol 2 #5. JK that was actually just a Life Model Decoy
http://marvel.wikia.com/Anthony_Druid_(Earth-616)#	YES,Katherine L. McCoy Marcus Johnson,684.1900272626912,YES,,,Sep-63,1906,23.0,Full,,,,,,,,,,,Merged with 616 Tony Stark
http://marvel.wikia.com/David_Alleyne_(Earth-616)#	NO,DeMarr Brandon Harris K'ai Johnson,88.44267242412167,YES,,,,1915,3.0,Full,,YES,,,,,,YES,,,The bad penny of the Marvel universe. First killed in Secret invasion. Revived during the Chaos war. Died again during aformentioned chaos war. Resurrected by the Kree Empire using theæM'Kraan Crystal. Third death during Avengers vs. X-Men. Has not return
http://marvel.wikia.com/James_Howlett_(Earth-616)#	YES,Thomas Braddock Nelson K'ai Johnson,32.442147385957036,NO,,,Sep-76,2012,9.0,Full,,NO,,,,,,,,,Namor was presumed killed in the battle with Atlantean Barbarians. Had actually survived and turned up in the South Pacific
http://marvel.wikia.com/John_Walker_(Earth-616)#	NO,Maya Green Guadalupe Strange Johnson,556.8527069002683,NO,,,Aug-75,1979,22.18586584672048,Probationary,,,NO,,,,,,,,"First death 'had been murdered in a fight with Elektra.' ""Revived by Elektra and the Hand with their dark magic."" Died in most recent run of Moon Knight has not yet returned."
http://marvel.wikia.com/Heather_Douglas_(Earth-616)#	YES,Ashley Hill Jane Sr. Johnson,70.57683025184393,YES,,,Jul-78,1919,17.0,Full,,,,,,,,,,,Died in Vision_and_the_Scarlet_Witch_Vol_1_2. Did not return however he was eventually cloned but the clone was killed immediately.
http://marvel.wikia.com/Anthony_Druid_(Earth-616)#	YES,Vance Lexus Howlett Marcus Johnson,81.22110964301623,YES,,,,1953,23.0,Full,,YES,,,,,,,,,Dies in exploding Kree ship in Averngers Vol. 1  Issue 502. Brought back by Scarlet Witch. Dies again in House of M Vol 1 Issue 7. Is later brought back.
http://marvel.wikia.com/Clint_Barton_(Earth-616)	YES,Val Alvarez Jane Lang Johnson,917.6280897971341,NO,,,Apr-87,1962,26.0,Honorary,,NO,,YES,,,,,,,Died during Seige. Brought back to life by the Apocalypse twins as a horseman of death in Uncanny_Avengers_Vol_1_9.
http://marvel.wikia.com/Val_Ventura_(Earth-616)#	NO,Stakar L. McCoy Strange Johnson,148.0252894562742,NO,,,Dec-87,1983,13.0,Full,,,,,,,,,,,Dies during Red Hulk Saga. Returns when Lyra infiltrates Intelligenica and finds her in statis
http://marvel.wikia.com/Julie_Power_(Earth-616)#	NO,Alias: Laufeyson Drew Lang Johnson,72.72787134934349,YES,,,May-88,1903,34.0,Full,,NO,,,,,,,,,Dies in House of M Vol 1 Issue 7. Later comes back
http://marvel.wikia.com/Crystalia_Amaquelin_(Earth-616)#	NO,T'Challa van Stark Morse) Johnson,172.72358004003613,YES,,,Jan-88,1965,9.0,Full,,YES,,,,,,,,,Dies in Young Avengers The Children's Crusade
http://marvel.wikia.com/Elijah_Bradley_(Earth-616)#	NO,Daisy Corazon Grimm Marcus Johnson,214.18626544593675,NO,,,,1922,4.0,Full,,,,,,,,,,,Sacrificed self so that Mr. Immortal could stop the villain Maelstrom. Returned as the Angel of Death.
http://marvel.wikia.com/Amadeus_Cho_(Earth-616)#	NO,Ravonna Williams Jr. K'ai Johnson,19.27768342120269,NO,,,Jan-92,2007,5.0,Full,,,,,,,,,,,NA is actually Kang but let's just not go there.
http://marvel.wikia.com/Val_Ventura_(Earth-616)#	NO,Vance Sykes Frank Stark Johnson,22.384659365452944,YES,,,Jul-93,1938,23.0,Full,,NO,YES,,,,,,,,Died in Captain_America_Vol_7_10. It's not clear how she survived but yeah she totally did.
http://marvel.wikia.com/Jocasta_(Earth-616)#	YES,Dorreen Braddock Masterson Marcus Johnson,28.968377204064797,YES,,,,1925,1.0,Full,,YES,,,,,,,,,Sacrificed self so that Mr. Immortal could stop the villain Maelstrom. Returned as the Angel of Death.
http://marvel.wikia.com/Doreen_Green_(Earth-616)#	NO,Delroy Udonta Drew Danvers Johnson,621.7752915235424,NO,,,5-Nov,2003,9.0,Full,,NO,,,,,,,,,Died in Avengers_A.I._Vol_1_4. Returned in Avengers_A.I._Vol_1_9.
http://marvel.wikia.com/James_Howlett_(Earth-616)#	YES,Samuel Newell Walker Morse) Johnson,545.5829957996574,NO,,,7-Mar,1972,3.0,Full,,,,,YES,,,,,,Died during time on Defenders. Eventually ressurected by villian Grim Reaper along with Mockingbird to fight the Avengers.
http://marvel.wikia.com/Gilgamesh_(Earth-616)#	YES,"Greer Alianovna Jr., Danvers Johnson",232.8955184350059,YES,,,Sep-63,1930,1.0,Full,,NO,,,,,,,,,"Death: ""Later while under the influence of Immortus Stark committed a number of horrible acts and was killed.'  This set up young Tony. Franklin Richards later brought him back"
http://marvel.wikia.com/Marrina_Smallwood_(Earth-616)#	YES,Michiko Jacob Costa Stark Johnson,177.62490409402858,YES,,,May-65,1910,5.0,Full,,,,,,,,,,,Killed by Namor with the Ebony Blade. Returned when The Master put her in a statis tube. Death 2 was when Namor mercy killed her. Returned to life a second time by the Chaos King.
http://marvel.wikia.com/Jessica_Jones_(Earth-616)#	NO,Jacques Bruce Frank Stark Johnson,146.07096458676156,NO,,Sep-87	MALE,Sep-76,1905,11.0,Full,,NO,,,,,,,,,Dies at the end of Civil War. Later comes back.
http://marvel.wikia.com/Dinah_Soar_(Earth-616)#	YES,Dane Sykes Rhodes Pym Johnson,17.069770144048686,NO,,,Aug-75,1988,18.0,Full,,,,,,,,,,,NA but died/came back during Ragnarok prior to becoming an Avenger
http://marvel.wikia.com/Veranke_(Earth-616)#	YES,,619.3506456054217,YES,,,Jul-78,1987,17.0,Full,,,,,,,,,,,Died in Uncanny_Avengers_Vol_1_22. Returned when 'he was able to use his power to transform his body into a state of pure energy '
http://marvel.wikia.com/Daniel_Rand_(Earth-616)#	NO,Fiona Liebowitz Stark K'ai Johnson,191.44766642881186,YES,,,Nov-88,1936,6.0,Academy,,,,,,,,,,,NA but died/came back during Ragnarok prior to becoming an Avenger
http://marvel.wikia.com/Eden_Fesi_(Earth-616)#	NO,Barbara Jones Vaughn Morse) Johnson,37.923009673877054,NO,,,Apr-87,1993,4.0,Full,,NO,,,,,,,,,Died in Death_of_Wolverine_Vol_1_4. Has not yet returned
http://marvel.wikia.com/Charlie-27_(Earth-691)#	NO,Simon Ventura Howlett Altman Johnson,158.72327012560456,NO,,,Dec-87,1986,28.0,Academy,,,,,,,,,,,Died in Avengers:_Disassembled. Was brought back in the Young Avengers: Children's Crusade arc because time travel but take my word for it it was actually kind of well done.
http://marvel.wikia.com/James_Howlett_(Earth-616)#	YES,Greer Williams (alias) Sr. Johnson,193.20267331483072,YES,,,May-88,2001,85.0,Academy,,NO,,,,,,,,,Died in Avengers:_Disassembled. Was brought back in the Young Avengers: Children's Crusade arc because time travel but take my word for it it was actually kind of well done.
"http://marvel.wikia.com/Nicholas_Fury,_Jr._(Earth-616)#	NO",Matthew Reynolds (alias) Danvers Johnson,280.70834395541334,YES,,,Jan-88,1949,9.0,Full,,,,,,,,,,,Killed by Namor with the Ebony Blade. Returned when The Master put her in a statis tube. Death 2 was when Namor mercy killed her. Returned to life a second time by the Chaos King.
http://marvel.wikia.com/Ava_Ayala_(Earth-616)#	NO,Ravonna Walters Jr. Stark Johnson,186.41549377098903,NO,,,Apr-90,1949,8.0,Full,,,,,,,,,,,The bad penny of the Marvel universe. First killed in Secret invasion. Revived during the Chaos war. Died again during aformentioned chaos war. Resurrected by the Kree Empire using theæM'Kraan Crystal. Third death during Avengers vs. X-Men. Has not return
http://marvel.wikia.com/Tony_Masters_(Earth-616)#	NO,Carol van Bishop Marcus Johnson,8.338347027084188,NO,,,Jan-92,1938,3.0,Full,,,,,,,,,,,Became posessed died to purge self of corruption. Revived as undead Avenger minion of the Grim Reaper. Returned to the spirit world by the Scarlet Witch. Has since stayed dead.
http://marvel.wikia.com/Monica_Rambeau_(Earth-616)#	NO,X-51 Thomas Frank name) Johnson,331.5054909887671,YES,,,Jul-93,1978,50.0,Full,,,,,,,,,,,Dies in Young Avengers The Children's Crusade
http://marvel.wikia.com/Ava_Ayala_(Earth-616)#	NO,Robert Barton Harris Marcus Johnson,28.45372558338132,YES,,,1-Aug,1946,12.0,Full,,,,NO,,,,,,,Died in her second appearance earns honorary Avengers status doing so. Stays dead.
http://marvel.wikia.com/Giuletta_Nefaria_(Masque)_(Earth-616)#	YES,Peter Smallwood Wilson name) Johnson,1419.2890675276901,NO,,Jun-84	FEMALE,5-Nov,1989,16.0,Full,,NO,,,,,,,,,Since joining the New Avengers: First death Killed by Morlun. Ressurected in a brand new body. Died in Amazing Spider-Man #700. Eventually mainfested in his body that Octavious stole and then took over again.
http://marvel.wikia.com/Johnathon_Gallo_(Earth-616)#	NO,Jennifer Green Jones Stark Johnson,199.98583673724252,NO,,Jul-75	MALE,7-Mar,1930,9.0,Full,,YES,,,,,,,,,Christ; where to begin. His superpower is that he cannot die when he dies he immediately comes back. The Wikia inventories 24 deaths. These will be excluded from the analysis.
http://marvel.wikia.com/Jonathan_Hart_(Earth-616)#	YES,Yondu Jones Rand Altman Johnson,312.49731275658627,YES,,,Sep-63,1979,7.0,Full,,NO,,,YES,,,,,,Died during time on Defenders. Eventually ressurected by villian Grim Reaper along with Mockingbird to fight the Avengers.
http://marvel.wikia.com/Eugene_Thompson_(Earth-616)#	NO,"Simon Baldwin ""Tony"" Marcus Johnson",17.013083637883568,YES,,,May-65,1938,14.0,Full,,YES,,,,,,,,,Died in Avengers_Vol_1_9. Actually just in a death-like coma.
http://marvel.wikia.com/John_Walker_(Earth-616)#	NO,Heracles Carter Bishop Pym Johnson,4270.548293256681,NO,,,Sep-76,1913,24.0,Full,,,,,,,,,,,Once killed during a battle with Doctor Doom.' Brought back by the FF when they literally went to Heaven to get him.
http://marvel.wikia.com/William_Baker_(Earth-616)#	YES,Simon Francis Dyne Morse) Johnson,273.1530255384688,NO,,Jul-80	FEMALE,Aug-75,1934,34.0,Academy,,,,,,,,,,,Died in Uncanny_Avengers_Vol_1_22. Returned when 'he was able to use his power to transform his body into a state of pure energy '
http://marvel.wikia.com/Jeanne_Foucault_(Earth-616)#	NO,Ares Garrett Shepherd Altman Johnson,9.126810663249572,YES,,,Jul-78,1989,1.0,Full,,,,NO,,,,,,,Died in Great_Lakes_Avengers_Vol_1_1. Has not returned
http://marvel.wikia.com/Greg_Willis_(Earth-616)#	NO,America Hollis Barton Danvers Johnson,75.26154558538381,YES,,,Nov-88,2000,48.0,Honorary,,,,,,,,,,,Killed by Iron Man when he was controlled by Immortus. Revived during Chaos war.
http://marvel.wikia.com/Elvin_Haliday_(Earth-616)#	NO,"Robbie Kane Jr., Stark Johnson",80.50321617287099,NO,,,Apr-87,1977,46.0,Full,,,,,,,,,,,Died in Vision_and_the_Scarlet_Witch_Vol_1_2. Did not return however he was eventually cloned but the clone was killed immediately.
http://marvel.wikia.com/Mantis_(Earth-616)#	YES,Thomas Hollis Vincent Altman Johnson,455.13567046495905,NO,,,Dec-87,1983,9.0,Honorary,,,,,,,,,,,Dies during Red Hulk Saga. Returns when Lyra infiltrates Intelligenica and finds her in statis
http://marvel.wikia.com/Julia_Carpenter_(Earth-616)#	NO,Daniel Williams Wilson Morse) Johnson,114.37072598160675,YES,,,May-88,2011,13.0,Full,,,,,,,,,,,Died during incursion. It's not ever particulalry clear if he ever joined an Avengers team besides one issue so his inclusion here is specious at best.
http://marvel.wikia.com/Elvin_Haliday_(Earth-616)#	NO,Fiona Alianovna Grimm Stark Johnson,58.74467263889736,YES,,,Jan-88,1993,51.0,Honorary,,YES,,,,,,,,,Died in her second appearance earns honorary Avengers status doing so. Stays dead.
http://marvel.wikia.com/Robert_Baldwin_(Earth-616)#	NO,Brunnhilde Lucas Harris Storm) Johnson,48.21000472387315,NO,,,,1961,23.0,Full,,NO,,,,,,,,,Died in Death_of_Wolverine_Vol_1_4. Has not yet returned
http://marvel.wikia.com/Kevin_Masterson_(Earth-616)#	NO,Alexis Schaub Frank Marcus Johnson,91.75448373951001,NO,,,Jan-92,1945,32.0,Full,,YES,,,,,,,,,Died during time on Defenders. Eventually ressurected by villian Grim Reaper along with Mockingbird to fight the Avengers.
http://marvel.wikia.com/John_Aman_(Earth-616)#	NO,Marcus van Walker Storm) Johnson,12.1274545228948,YES,,,Jul-93,1929,18.0,Full,,NO,,,,,,,,,Died in Vision_and_the_Scarlet_Witch_Vol_1_2. Did not return however he was eventually cloned but the clone was killed immediately.
http://marvel.wikia.com/Abyss_(Ex_Nihilo%27s)_(Earth-616)#	YES,"Amadeus Thomas Jr., Pym Johnson",64.58086231346218,YES,,,1-Aug,1925,14.0,Full,,,,,,,,,,,Died in Vision_and_the_Scarlet_Witch_Vol_1_2. Did not return however he was eventually cloned but the clone was killed immediately.
http://marvel.wikia.com/Ashley_Crawford_(Earth-616)#	NO,Jennifer Udonta (birth Morse) Johnson,992.7236005845249,NO,,,5-Nov,1979,6.0,Full,,NO,YES,YES,,,,,,,Died in Avengers_A.I._Vol_1_4. Returned in Avengers_A.I._Vol_1_9.
http://marvel.wikia.com/Robert_Reynolds_(Earth-616)#	YES,Katherine Stephen Nelson Altman Johnson,922.553766172562,NO,,,7-Mar,1926,44.0,Honorary,,YES,,,,,,,,,Killed by Namor with the Ebony Blade. Returned when The Master put her in a statis tube. Death 2 was when Namor mercy killed her. Returned to life a second time by the Chaos King.
http://marvel.wikia.com/Natalia_Romanova_(Earth-616)#	YES,Amadeus Astrovik Grimm Stark Johnson,101.56422344946756,YES,,,Sep-63,1924,5.0,Full,,,,,,,,,,,Died in her second appearance earns honorary Avengers status doing so. Stays dead.
http://marvel.wikia.com/Dorrek_VIII_(Earth-616)#	NO,Fiona Rogers Dyne Strange Johnson,909.0194857274014,YES,,,May-65,1918,45.0,Honorary,,,,,,,,,,,Killed by the Cosmic Assassin. Actually turned into a being composed of pure energy.
http://marvel.wikia.com/Henry_McCoy_(Earth-616)#	NO,Anya Hammond (alias) Altman Johnson,140.84168207785896,NO,,,,1937,4.0,Full,,NO,,,,,,,,,Whitney killed was a clone possibly this incarnation of Masque'
http://marvel.wikia.com/2ZP45-9-X-51_(Earth-616)#	YES,"Daisy Fury, ""Hank"" Lang Johnson",1463.0015718999273,NO,,,Aug-75,1987,3.0,Full,,,,,,,,,,,Dies in Avengers_Vol_1_500. Is eventually rebuilt.
http://marvel.wikia.com/Brian_Braddock_(Earth-616)#	NO,Jonathan da Frank Stark Johnson,101.79001875132779,YES,,,Jul-78,1984,24.0,Academy,,,,,,,,,,,NA but died/came back during Ragnarok prior to becoming an Avenger
http://marvel.wikia.com/Natalia_Romanova_(Earth-616)#	YES,Martinex Fesi Jr. K'ai Johnson,239.60201383546857,YES,,,Nov-88,2001,18.0,Full,,,,,,,,,,,Died on Battleworld and came back prior to joining avengers
http://marvel.wikia.com/Alexander_Summers_(Earth-616)#	NO,Yvette Carter Stark name) Johnson,22.83791935146855,NO,,,Apr-87,1915,7.0,Full,,NO,,,YES,,,,,,NA
http://marvel.wikia.com/Walter_Newell_(Earth-616)#	NO,"Loki Alexander ""Teddy"" Morse) Johnson",809.4799804427134,NO,,,Dec-87,1905,70.0,Full,,,,,,,,,YES,,Killed by Leather Boy
http://marvel.wikia.com/Reed_Richards_(Earth-616)#	NO,"Samuel Jonas ""Tony"" Altman Johnson",830.2925800362318,YES,,,May-88,2015,10.0,Full,,,YES,,,,,,,,Ripped in half by the Sentry during Seige. Revived during Chaos King. Then killedby Chaos King.
http://marvel.wikia.com/Victor_Mancha_(Earth-616)#	YES,Henry Gallo Harris Altman Johnson,562.150577572709,YES,,,Jan-88,1977,35.0,Full,,,,,,,,,,,Died in Deathlok Vol 2 #5. JK that was actually just a Life Model Decoy
http://marvel.wikia.com/Doug_Taggert_(Earth-616)#	YES,Dorreen Green Shorr Lang Johnson,10.061965427020345,NO,,,Apr-90,1960,52.0,Honorary,,NO,,,,,,,,,Died in Identity_Disc_Vol_1_1. Later was revealed to be alive and working along with the Vulture.
http://marvel.wikia.com/Ravonna_Renslayer_(Earth-6311)#	YES,Brian Hammond Renslayer Pym Johnson,359.56914770605556,NO,,May-84	MALE,Jan-92,1988,19.0,Full,,YES,,YES,,,,,,,Accidently killed by Zaran
http://marvel.wikia.com/Anthony_Stark_(Earth-96020)#	YES,Jocasta Schaub Jones Santiago Johnson,4333.0,YES,,,Jul-93,1982,32.0,Full,,,,,,NO,,,,,Died in Guardians_of_the_Galaxy_Vol_3_20.
