Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
peugeot 505s turbo diesel,27.1,4,86.0,70,2243,14.6,1982-01-01,Europe
ford gran torino (sw),40.7,6,88.0,92,4000,21.3,1982-01-01,USA
amc matador (sw),29.7,5,216.0,66,2264,18.4,1982-01-01,USA
toyota corolla 1200,28.5,4,85.0,84,1943,13.5,1982-01-01,Japan
plymouth volare,28.4,7,115.0,70,3924,18.6,1982-01-01,USA
plymouth valiant,38.8,5,104.0,70,3259,15.8,1982-01-01,USA
chevrolet concours,31.1,8,90.0,71,2697,17.7,1982-01-01,USA
ford pinto,29.0,8,113.0,86,3625,15.8,1982-01-01,USA
toyota corona mark ii,29.4,4,81.0,84,2298,13.2,1982-01-01,Japan
ford f250,32.1,8,91.0,110,3085,17.2,1982-01-01,USA
volkswagen 411 (sw),41.0,4,120.0,92,2634,11.8,1982-01-01,Europe
plymouth horizon,33.3,6,89.0,66,3313,15.3,1982-01-01,USA
pontiac catalina,38.5,5,81.0,77,3137,15.3,1982-01-01,USA
chevrolet nova,30.3,5,96.0,55,4085,14.5,1982-01-01,USA
datsun 210,39.6,4,125.0,88,2681,15.7,1982-01-01,Japan
pontiac catalina brougham,32.4,5,125.0,78,2251,18.3,1982-01-01,USA
ford f108,21.3,4,94.0,67,2967,16.1,1982-01-01,USA
renault 18i,37.1,4,106.0,80,2006,21.3,1982-01-01,Europe
saab 99le,32.9,4,309.0,88,1842,13.6,1982-01-01,Europe
plymouth sapporo,33.7,6,90.0,71,3044,14.6,1982-01-01,USA
ford country squire (sw),27.7,6,100.0,63,2934,15.1,1982-01-01,USA
volkswagen 1131 deluxe sedan,38.8,4,113.0,68,2606,16.6,1982-01-01,Europe
amc ambassador sst,42.4,7,101.0,120,2974,20.9,1982-01-01,USA
plymouth satellite custom,29.4,7,93.0,66,3293,16.4,1982-01-01,USA
dodge coronet custom,34.0,5,80.0,92,2770,16.9,1982-01-01,USA
buick century 350,33.9,7,84.0,81,2722,14.4,1982-01-01,USA
ford mustang,33.3,6,139.0,99,4056,19.9,1982-01-01,USA
amc concord dl 6,33.6,5,139.0,83,3291,17.6,1982-01-01,USA
plymouth arrow gs,28.2,4,188.0,68,3574,10.7,1982-01-01,USA
datsun 280-zx,38.7,3,105.0,68,2117,18.1,1982-01-01,Japan
toyota corolla 1600 (sw),33.3,4,88.0,78,2123,14.3,1982-01-01,Japan
fiat 124 sport coupe,36.8,4,238.0,89,3655,22.1,1982-01-01,Europe
dodge aspen,34.9,8,231.0,73,3542,18.0,1982-01-01,USA
opel manta,33.6,4,81.0,84,2792,13.7,1982-01-01,Europe
datsun 810 maxima,40.8,4,102.0,79,2408,16.7,1982-01-01,Japan
volkswagen scirocco,32.9,4,127.0,88,3152,14.7,1982-01-01,Europe
toyota corona,37.5,5,94.0,90,1613,14.9,1982-01-01,Japan
chevrolet chevelle malibu classic,31.9,7,132.0,62,2426,17.1,1982-01-01,USA
plymouth horizon miser,30.6,5,124.0,84,3209,22.4,1982-01-01,USA
