date,pressure,temperature,wind
2010-05-11T11:15:51,1018.0,19.6,3.1
2010-04-25T04:11:36,1017.4,22.9,3.4
2010-07-20T01:16:05,1016.7,13.4,3.1
2010-10-26T03:53:46,1018.8,7.6,3.5
2010-06-14T03:52:29,1016.5,13.0,3.5
2010-06-15T06:25:40,1017.1,3.4,3.3
2010-10-05T00:12:14,1017.2,8.8,3.7
2010-11-27T03:00:07,1016.4,12.9,3.8
2010-02-24T00:38:15,1016.5,9.0,4.3
2010-10-29T00:17:36,1016.1,13.8,4.0
2010-01-29T03:14:33,1018.2,8.9,3.8
2010-07-17T15:12:55,1017.2,7.3,3.1
2010-03-20T08:19:52,1017.6,3.9,3.5
2010-01-22T00:48:55,1018.7,6.1,3.4
2010-04-17T20:19:41,1016.5,16.1,3.7
2010-12-25T14:44:00,1018.4,20.9,3.7
2010-03-19T08:12:51,1016.3,11.8,3.8
2010-01-19T21:14:19,1016.7,5.6,3.0
2010-04-02T15:19:54,1017.4,8.4,3.2
2010-01-02T12:40:03,1015.4,4.3,3.7
2010-02-08T22:31:49,1017.8,17.2,4.2
2010-12-07T00:43:03,1016.8,16.5,3.7
2010-06-14T18:57:20,1015.9,11.0,3.4
2010-07-06T11:15:29,1017.2,6.1,3.5
2010-02-20T21:56:48,1017.7,18.9,3.7
2010-04-09T11:54:20,1018.0,12.5,3.6
2010-05-22T08:53:22,1017.5,8.2,4.3
2010-12-13T20:08:39,1017.7,23.7,2.5
2010-03-30T08:26:08,1017.0,8.0,3.9
2010-01-05T14:27:41,1016.5,9.1,3.7
2010-10-01T06:48:04,1017.2,8.0,3.3
2010-07-19T22:52:34,1016.9,3.1,3.1
2010-02-12T02:57:38,1017.1,9.7,4.2
2010-08-02T06:59:08,1018.2,11.0,4.2
2010-08-25T23:42:39,1017.0,10.1,3.4
2010-09-22T23:11:08,1017.9,5.1,2.6
2010-08-27T20:13:56,1016.6,8.4,3.6
2010-03-01T07:24:51,1017.8,9.0,3.7
2010-01-07T14:58:22,1017.1,4.8,4.7
2010-11-26T02:55:21,1016.0,16.9,3.5
2010-12-05T15:21:30,1017.8,14.5,3.7
2010-09-29T15:11:12,1017.0,8.0,3.7
2010-06-22T20:15:03,1017.3,12.1,3.7
2010-01-02T05:30:01,1017.0,5.4,4.2
2010-04-21T10:59:51,1017.4,3.1,3.4
2010-10-03T15:22:02,1017.4,18.4,3.1
2010-03-08T08:58:30,1016.3,8.1,3.8
2010-10-23T19:47:34,1017.4,4.6,3.4
2010-05-18T06:37:14,1016.8,17.1,3.6
2010-02-10T09:01:34,1017.8,4.1,3.5
2010-10-19T15:37:21,1016.2,10.4,4.1
2010-06-17T18:22:28,1017.3,11.6,3.6
2010-01-12T07:15:49,1018.0,15.8,3.1
2010-03-25T12:29:13,1018.0,8.4,3.4
2010-05-12T10:15:55,1018.2,5.3,3.8
2010-10-17T00:05:40,1018.3,21.5,3.1
2010-07-08T15:17:09,1016.7,12.0,3.7
2010-05-21T02:26:18,1016.6,12.0,2.7
2010-11-30T19:48:40,1016.9,15.3,3.8
2010-10-13T10:34:30,1017.0,3.7,2.8
2010-02-07T03:58:06,1016.8,7.2,3.6
2010-09-06T17:22:45,1017.6,11.8,4.4
2010-06-22T10:13:52,1016.3,9.1,3.8
2010-06-21T15:43:55,1016.3,24.4,3.1
2010-07-12T04:19:37,1018.0,13.3,3.1
2010-11-30T15:17:21,1017.0,4.8,4.0
2010-10-31T11:56:16,1016.6,12.8,3.3
2010-09-18T05:11:22,1016.3,19.7,4.1
2010-08-17T21:59:53,1016.8,11.0,3.5
2010-01-25T07:28:23,1018.5,9.8,3.9
2010-03-23T08:33:09,1017.2,9.3,3.4
2010-07-13T05:23:33,1017.6,7.8,3.3
2010-07-19T22:11:20,1017.7,7.2,4.3
2010-05-05T07:30:15,1017.4,6.1,4.0
2010-03-21T22:00:30,1017.2,7.5,3.7
2010-09-15T19:13:01,1016.4,11.5,3.5
2010-02-20T08:15:06,1017.7,8.9,3.1
2010-12-22T18:18:20,1016.6,14.0,3.9
2010-10-04T03:20:12,1016.9,9.6,3.8
2010-01-29T21:54:27,1017.5,22.2,3.3
2010-01-24T05:36:32,1016.2,14.2,4.1
2010-04-08T10:19:42,1016.3,7.0,4.0
2010-03-08T06:56:27,1017.4,10.3,3.6
2010-03-21T23:05:31,1016.3,6.8,4.1
2010-07-30T12:22:08,1016.0,5.4,3.6
2010-07-11T08:32:41,1017.6,9.4,3.4
2010-04-26T12:44:06,1017.6,13.6,3.8
2010-03-21T02:04:45,1017.7,5.1,3.9
2010-08-01T00:41:00,1016.4,13.7,3.4
2010-06-15T00:37:40,1017.2,12.6,4.2
2010-07-20T18:29:14,1017.5,10.0,3.9
2010-12-20T03:44:20,1017.7,8.8,3.8
2010-06-22T14:36:30,1017.8,4.4,3.7
2010-08-31T21:37:08,1015.4,13.2,3.8
2010-11-02T01:42:51,1017.8,13.5,3.0
2010-04-15T13:30:08,1016.0,4.3,3.9
2010-04-28T19:39:18,1016.5,21.4,4.1
2010-04-04T05:36:40,1017.3,10.6,4.6
2010-11-15T09:05:43,1017.3,4.0,3.6
2010-04-19T19:03:53,1017.4,24.4,3.6
2010-03-06T16:22:25,1016.3,8.3,3.9
2010-04-22T18:16:06,1018.0,13.4,4.3
2010-04-02T09:32:13,1018.2,10.0,3.7
2010-09-08T10:08:41,1015.9,3.1,4.4
2010-09-08T23:03:35,1017.6,4.3,3.6
2010-02-17T07:17:45,1016.6,4.8,3.5
2010-02-02T12:59:32,1017.6,3.1,3.5
2010-05-22T02:53:23,1016.9,7.3,2.7
2010-05-14T14:41:55,1016.4,13.0,3.8
2010-08-29T18:51:55,1016.1,12.6,4.0
2010-11-27T16:32:03,1018.3,4.9,2.9
2010-08-27T06:11:14,1018.4,14.4,3.5
2010-07-30T13:29:08,1018.3,12.8,3.7
2010-07-10T12:09:49,1016.5,16.8,2.5
2010-04-04T13:28:03,1018.4,7.8,3.7
2010-02-17T03:26:59,1016.6,15.5,3.6
2010-08-09T01:31:29,1015.4,14.9,2.7
2010-10-18T17:19:30,1017.0,9.5,3.7
2010-05-22T08:22:27,1016.1,16.2,3.2
2010-05-02T12:27:23,1017.2,7.4,3.5
2010-11-12T02:20:30,1017.2,8.0,3.1
2010-11-10T21:02:41,1016.4,6.2,4.1
2010-01-06T06:08:43,1017.1,8.6,3.6
2010-12-01T10:59:33,1017.4,9.0,4.1
2010-11-17T15:06:24,1017.3,10.3,4.0
2010-01-01T14:34:17,1016.6,14.1,3.8
2010-10-09T19:11:53,1017.5,14.3,4.2
2010-09-28T17:17:11,1016.8,12.1,4.2
2010-12-24T23:01:26,1017.2,10.8,3.3
2010-12-25T14:56:17,1018.7,6.4,4.3
2010-10-18T11:40:22,1018.1,14.2,3.9
2010-01-28T15:06:19,1017.0,10.8,3.3
2010-07-03T02:23:26,1016.6,10.8,3.6
2010-03-10T21:37:02,1017.9,9.6,3.3
2010-04-21T15:45:07,1016.4,12.0,4.4
2010-05-25T05:00:33,1017.0,12.7,4.1
2010-10-08T03:54:02,1016.9,8.2,3.8
2010-05-12T22:37:50,1016.7,6.8,3.3
2010-03-06T17:17:28,1017.4,7.6,3.2
2010-08-14T12:50:04,1017.1,11.9,3.8
2010-09-06T14:39:45,1017.5,20.6,3.8
2010-09-11T18:22:36,1016.4,9.1,3.7
2010-12-21T22:48:47,1017.1,15.9,3.8
2010-10-14T23:37:37,1016.6,10.2,4.6
2010-10-14T12:04:55,1015.9,12.0,3.3
2010-02-28T02:31:02,1017.5,12.3,4.2
2010-08-17T22:46:35,1017.3,14.4,3.5
2010-11-18T07:38:17,1018.1,10.2,3.9
2010-12-01T15:35:54,1018.9,13.8,4.3
2010-05-23T17:03:38,1017.7,4.2,3.0
2010-12-10T21:38:53,1017.6,11.5,3.5
2010-01-26T12:34:15,1018.1,16.1,3.4
2010-10-27T18:17:37,1018.8,9.6,3.8
2010-03-20T13:55:33,1017.0,12.0,3.8
2010-08-10T01:42:42,1016.9,10.9,4.1
2010-10-16T02:43:14,1016.5,6.8,4.1
2010-08-07T18:06:21,1017.6,24.4,4.0
2010-07-26T06:54:03,1015.8,7.9,3.7
2010-03-12T09:48:28,1017.0,13.1,3.6
2010-10-26T15:37:13,1016.0,22.2,3.1
2010-01-12T08:17:28,1017.2,9.6,4.3
2010-06-12T13:19:08,1016.8,9.7,3.0
2010-06-05T01:13:13,1018.6,24.4,3.8
2010-06-16T19:02:01,1017.1,7.1,3.7
2010-01-22T22:50:51,1018.2,20.4,3.3
2010-09-27T10:08:15,1016.1,22.2,3.6
2010-03-28T15:17:41,1017.1,6.4,3.8
2010-08-02T20:00:58,1017.4,8.0,3.7
2010-06-03T08:38:20,1017.2,10.2,3.8
2010-08-07T14:20:37,1018.7,5.7,3.0
2010-08-21T00:48:10,1017.7,16.4,3.2
2010-08-29T08:19:55,1017.0,3.1,3.0
2010-06-13T16:35:07,1018.1,18.9,3.5
2010-10-09T19:18:24,1018.2,4.1,4.3
2010-09-08T20:58:37,1017.0,20.6,4.1
2010-05-18T14:13:45,1017.1,17.6,3.2
2010-04-04T17:32:52,1017.2,9.4,3.8
2010-03-08T08:47:26,1017.6,14.0,3.4
2010-08-10T19:21:43,1017.9,6.8,4.1
2010-06-04T23:21:56,1017.2,11.1,2.8
2010-03-18T01:21:09,1016.5,6.5,4.2
2010-04-25T20:15:44,1018.1,8.7,4.3
2010-12-18T18:48:16,1016.9,13.4,3.2
2010-12-06T19:44:07,1016.8,20.9,3.2
2010-02-14T04:23:47,1017.0,12.5,3.4
2010-10-09T00:13:35,1017.4,10.6,3.3
2010-12-19T13:43:06,1017.4,6.6,3.8
2010-04-29T17:31:09,1015.4,19.5,3.9
2010-12-17T14:12:49,1016.7,9.5,3.2
2010-12-05T17:53:28,1017.5,9.3,3.7
2010-07-12T18:58:46,1017.1,12.1,4.0
2010-11-17T08:26:00,1017.4,10.6,4.1
2010-06-19T12:44:45,1017.0,9.8,3.9
2010-04-11T16:02:22,1016.3,19.1,3.6
2010-05-29T12:46:42,1018.7,11.7,3.7
2010-09-06T12:47:27,1016.6,13.6,3.5
2010-02-23T11:37:22,1015.6,17.8,3.3
2010-10-29T02:14:02,1017.3,8.3,3.1
2010-02-16T18:45:04,1017.0,12.1,4.0
2010-06-10T07:54:42,1017.8,13.5,3.5
2010-12-10T14:50:49,1016.7,13.8,3.9
2010-03-06T17:33:55,1017.9,9.6,3.5
2010-03-27T17:10:36,1017.5,17.3,3.9
2010-04-29T09:27:40,1017.7,3.1,3.8
2010-04-22T12:33:13,1016.5,8.4,3.8
2010-06-30T12:33:53,1017.3,15.4,3.2
2010-04-27T18:30:32,1017.0,15.8,3.4
2010-05-08T03:10:07,1017.1,12.2,4.0
2010-05-16T05:02:37,1016.6,14.5,4.2
2010-07-03T13:36:35,1016.8,19.0,3.6
2010-01-21T06:34:05,1018.0,4.2,3.7
2010-02-19T02:26:53,1017.2,24.1,3.3
2010-08-19T03:16:37,1017.4,11.4,3.1
2010-05-29T17:01:51,1016.5,8.9,4.0
2010-06-13T06:05:29,1016.4,14.8,2.8
2010-01-20T08:02:42,1017.0,17.3,4.1
2010-02-22T17:31:42,1017.3,17.9,3.5
2010-08-29T23:34:56,1018.4,14.5,4.3
2010-03-09T21:09:57,1017.2,13.6,3.6
2010-08-29T08:43:50,1017.8,8.1,3.8
2010-10-01T04:14:32,1017.8,15.5,3.9
2010-09-13T19:50:56,1018.0,3.8,2.6
2010-04-12T04:18:51,1016.8,14.6,4.1
2010-12-07T18:58:10,1016.8,15.3,4.3
2010-01-27T23:44:56,1017.2,6.5,4.6
2010-09-19T17:11:59,1016.8,17.1,3.7
2010-02-17T03:43:12,1017.8,8.2,3.6
2010-12-22T02:09:02,1017.7,9.6,4.2
2010-08-09T12:28:22,1017.8,14.8,3.3
2010-10-09T15:59:02,1018.1,7.8,4.1
2010-10-20T10:35:39,1018.3,10.0,3.7
2010-07-30T09:36:31,1016.7,11.3,2.8
2010-06-17T13:22:04,1018.3,12.9,3.5
2010-12-28T13:29:01,1016.2,11.4,4.7
2010-09-03T17:33:02,1017.4,11.6,3.6
2010-11-03T04:18:01,1016.9,10.2,4.0
2010-04-12T12:49:13,1017.1,8.2,4.0
2010-02-12T08:16:24,1016.7,8.2,4.2
2010-07-23T21:47:03,1017.4,16.6,3.1
2010-08-05T08:36:27,1018.6,7.9,4.2
2010-11-14T16:16:45,1016.7,12.7,3.3
2010-12-30T12:17:05,1017.9,14.8,2.6
2010-04-26T17:29:37,1017.2,14.8,3.5
2010-06-22T02:01:05,1016.9,10.3,4.3
2010-01-16T14:00:10,1017.3,3.4,3.5
2010-03-08T08:56:11,1017.9,10.8,4.5
2010-07-19T09:07:35,1017.6,5.1,3.3
2010-07-29T19:56:30,1017.3,7.4,3.8
2010-05-20T13:59:41,1016.1,8.9,3.7
2010-10-19T06:25:45,1016.3,10.1,3.3
2010-06-06T21:25:03,1017.2,22.4,4.4
2010-04-06T21:34:46,1017.2,11.7,4.0
2010-08-23T23:25:28,1017.6,8.8,4.2
2010-10-29T03:46:58,1018.0,14.2,3.8
2010-03-18T19:14:03,1016.6,11.5,3.4
2010-05-13T04:11:29,1017.1,10.2,2.7
2010-06-04T22:29:56,1016.6,15.9,3.6
2010-05-27T09:22:06,1016.7,10.6,3.5
2010-02-08T16:24:58,1017.6,14.6,3.2
2010-12-24T19:27:10,1016.9,11.8,3.5
2010-10-01T13:09:53,1017.4,11.3,3.8
2010-06-30T11:14:46,1018.0,15.4,3.4
2010-05-16T02:49:39,1018.5,8.5,3.9
2010-03-19T12:31:15,1016.5,13.6,4.1
2010-01-16T15:01:23,1016.5,24.4,4.1
2010-10-29T07:57:49,1015.4,19.2,4.2
2010-02-25T21:14:55,1017.0,13.9,4.7
2010-08-09T12:28:40,1018.8,9.3,4.2
2010-12-20T17:05:42,1017.2,14.2,3.7
2010-06-01T20:43:30,1017.1,6.0,4.0
2010-02-16T09:23:37,1016.9,18.1,3.3
2010-08-09T10:40:53,1016.6,6.8,3.1
2010-09-14T19:02:37,1017.2,24.4,4.7
2010-10-22T14:37:10,1017.0,13.7,3.2
2010-01-27T13:25:15,1016.6,9.7,3.2
2010-11-19T19:01:43,1017.6,8.8,4.0
2010-03-31T04:22:21,1016.4,11.1,4.5
2010-03-31T02:19:58,1018.5,3.1,3.5
2010-04-25T18:14:57,1017.7,17.6,3.3
2010-12-13T22:23:37,1017.7,11.0,3.5
2010-06-26T12:18:28,1017.0,14.7,3.7
2010-03-06T13:42:54,1017.3,14.2,4.5
2010-09-27T03:02:03,1017.1,8.9,3.8
2010-10-04T13:57:09,1018.4,6.2,3.4
2010-11-25T23:22:19,1016.1,11.8,3.9
2010-05-16T12:26:37,1016.8,9.0,4.7
2010-04-27T09:03:53,1017.0,9.1,3.1
2010-12-17T21:36:55,1015.9,6.7,3.4
2010-01-12T21:41:13,1017.2,4.6,3.0
2010-05-19T23:31:55,1016.5,10.7,3.1
2010-02-27T07:04:28,1015.9,11.1,3.4
2010-12-28T02:04:59,1017.6,17.7,3.8
2010-06-02T07:29:39,1017.3,14.3,3.4
2010-01-03T14:05:10,1017.1,17.8,4.7
2010-08-15T08:46:47,1017.9,8.5,3.7
2010-03-17T09:50:00,1016.6,24.4,3.4
2010-11-19T18:13:48,1015.8,12.6,3.0
2010-09-08T18:49:30,1017.7,12.7,3.2
2010-06-05T14:11:04,1017.6,3.1,3.1
2010-07-29T12:49:40,1017.6,22.5,4.2
2010-03-05T02:50:27,1017.0,9.3,2.9
2010-07-10T21:18:40,1015.7,13.7,3.7
2010-07-09T08:47:17,1017.4,8.0,4.1
2010-11-14T16:39:25,1017.8,4.7,4.1
2010-11-26T17:37:40,1017.2,24.4,3.3
2010-05-15T18:15:22,1017.4,13.5,3.2
2010-01-22T09:43:45,1016.9,5.1,3.5
2010-08-16T21:43:24,1017.4,4.5,4.1
2010-09-11T15:53:32,1017.0,22.2,3.4
2010-01-30T04:02:30,1018.1,19.8,3.3
2010-08-31T04:05:29,1019.0,4.4,3.5
2010-07-19T11:03:00,1015.8,14.2,3.9
2010-11-23T01:03:46,1015.9,14.3,3.6
2010-05-18T15:56:21,1016.4,16.2,3.2
2010-08-19T11:24:50,1016.8,14.6,2.6
2010-12-29T22:17:41,1017.2,18.7,4.1
2010-01-02T05:30:02,1017.3,21.7,2.5
2010-04-02T11:39:02,1017.4,14.3,3.6
2010-09-24T04:02:29,1018.3,7.6,3.5
2010-05-08T19:38:21,1017.5,21.1,3.5
2010-08-10T22:16:55,1016.4,12.0,2.8
2010-05-07T23:15:23,1016.5,19.6,3.6
2010-12-04T20:27:44,1017.5,13.1,3.3
2010-09-17T17:09:00,1017.1,24.4,3.2
2010-06-09T06:18:50,1016.7,7.9,3.9
2010-06-14T05:04:32,1017.0,19.4,3.9
2010-10-18T01:07:23,1017.5,13.3,4.0
2010-03-08T08:37:57,1015.5,19.3,3.8
2010-07-21T13:42:49,1017.7,16.8,2.4
2010-02-27T22:23:39,1017.7,6.7,3.6
2010-01-16T03:45:09,1017.4,10.5,2.8
2010-10-18T09:27:24,1016.9,9.4,3.2
2010-02-25T12:48:32,1017.2,17.8,3.3
2010-01-22T19:56:14,1017.2,16.3,3.7
2010-04-05T05:56:33,1016.8,5.9,2.4
2010-10-28T22:22:29,1017.8,9.0,3.7
2010-04-05T17:22:09,1017.3,15.7,3.3
2010-05-26T23:10:38,1016.7,17.8,3.2
2010-10-09T12:02:48,1015.7,5.1,3.2
2010-02-19T11:20:18,1016.5,5.8,3.0
2010-02-19T05:06:45,1015.9,10.3,4.3
2010-04-15T07:58:17,1015.8,3.6,3.5
2010-08-11T10:32:13,1017.2,11.5,3.1
2010-10-18T10:29:53,1016.6,3.1,3.8
2010-11-18T11:14:44,1017.9,3.3,3.4
2010-03-29T05:29:09,1016.5,10.7,4.1
2010-11-24T12:03:21,1018.3,10.0,4.0
2010-02-20T11:53:28,1016.7,6.1,4.2
2010-02-27T08:11:46,1017.9,11.5,3.8
2010-12-31T19:28:01,1016.9,9.0,3.3
2010-02-25T02:35:33,1015.9,11.6,3.6
2010-10-02T03:50:51,1016.4,13.4,4.5
2010-04-26T06:46:48,1017.7,5.0,3.5
2010-11-14T20:27:02,1018.4,14.4,3.2
2010-07-13T17:54:04,1017.0,17.5,3.5
2010-02-27T23:30:05,1016.7,14.3,3.3
2010-03-14T12:01:32,1017.1,6.0,2.9
2010-02-17T21:09:59,1017.0,15.0,2.9
2010-07-11T12:48:38,1018.2,3.7,3.5
2010-11-18T14:47:46,1015.8,5.9,4.3
2010-03-09T06:00:04,1015.5,10.9,3.2
2010-03-28T12:43:36,1017.3,10.2,4.1
2010-09-20T00:08:01,1016.9,6.9,3.2
2010-05-03T17:43:42,1018.3,12.3,4.1
2010-10-26T00:05:18,1018.1,8.4,3.5
2010-04-08T22:00:20,1018.0,14.5,3.7
2010-05-04T17:13:20,1017.0,8.4,3.8
2010-11-30T01:49:02,1016.6,18.0,3.4
2010-10-25T04:39:45,1017.7,22.5,3.7
2010-12-12T15:34:15,1016.2,14.4,3.7
2010-10-01T19:33:09,1017.6,10.6,3.8
2010-08-28T22:30:22,1016.1,8.0,3.3
2010-04-22T15:03:05,1016.9,12.5,3.8
2010-12-11T03:18:53,1017.8,5.1,4.2
2010-08-16T16:02:17,1017.7,6.6,3.9
2010-10-16T19:57:36,1016.7,10.0,3.1
2010-01-15T18:42:16,1017.2,12.7,3.8
2010-12-04T08:48:44,1017.5,4.2,3.6
2010-03-07T13:56:56,1017.1,10.3,4.3
2010-01-21T17:05:28,1017.4,10.5,4.1
2010-07-31T04:36:03,1016.7,11.8,4.1
2010-03-18T03:32:30,1016.5,7.5,3.3
2010-05-02T02:20:28,1017.5,6.7,3.7
2010-03-31T11:32:47,1016.5,14.6,2.8
2010-03-02T21:26:03,1017.1,9.1,4.1
2010-06-28T20:15:18,1017.5,14.0,3.6
2010-05-20T10:33:04,1016.6,8.9,2.7
2010-12-15T22:40:53,1018.7,12.8,3.7
2010-03-31T20:52:43,1017.8,10.4,3.3
2010-08-11T12:10:34,1016.6,10.1,2.7
2010-10-11T08:08:03,1017.7,12.7,3.5
2010-09-16T02:33:21,1018.6,11.4,4.1
2010-12-15T10:14:58,1016.0,12.7,3.9
2010-04-12T23:06:34,1016.9,12.1,3.5
2010-02-01T01:39:41,1016.1,16.1,4.7
2010-08-02T09:01:03,1017.3,14.0,4.2
2010-12-31T14:13:43,1017.1,7.6,3.5
2010-03-11T13:16:34,1016.6,5.1,3.6
2010-03-02T10:05:41,1018.8,11.1,3.8
2010-10-26T12:51:28,1016.2,14.7,3.6
2010-03-22T15:14:04,1016.7,4.9,4.3
2010-12-25T15:04:08,1017.8,8.1,4.0
2010-05-07T04:16:12,1017.2,7.4,3.7
2010-11-14T20:21:14,1019.1,18.1,3.8
2010-11-06T14:08:47,1017.9,24.4,3.4
2010-12-05T11:56:50,1017.1,3.4,3.8
2010-07-21T05:25:11,1017.5,5.5,3.9
2010-08-08T10:47:53,1016.9,21.7,3.2
2010-05-05T02:04:50,1018.0,12.1,3.5
2010-06-13T20:32:00,1018.2,8.5,3.8
2010-06-25T08:04:26,1017.3,3.2,3.6
2010-04-09T14:56:15,1016.7,8.5,3.2
2010-01-11T07:40:07,1018.1,4.1,3.4
2010-09-30T06:47:03,1017.1,15.1,3.6
2010-03-03T09:35:34,1016.1,14.6,2.7
2010-07-25T05:49:16,1018.1,11.3,4.2
2010-08-29T02:39:44,1015.9,14.4,3.0
2010-12-22T20:06:03,1018.9,5.9,3.1
2010-06-06T10:22:01,1017.4,5.0,3.8
2010-12-08T04:27:21,1017.5,17.3,4.0
2010-08-25T14:18:30,1018.5,3.1,3.0
2010-09-02T13:46:06,1016.4,10.8,3.2
2010-07-19T10:49:22,1017.1,15.7,4.7
2010-03-13T07:29:44,1018.1,9.8,3.9
2010-03-28T16:59:37,1016.7,24.4,3.1
2010-03-31T07:18:16,1018.0,12.1,4.1
2010-06-14T01:54:42,1018.0,10.6,2.4
2010-06-17T11:36:17,1018.1,9.3,3.8
2010-05-22T16:59:13,1017.2,20.8,3.3
2010-11-22T19:47:47,1017.8,18.1,4.0
2010-11-30T05:28:41,1017.5,9.8,3.6
2010-05-26T15:28:26,1017.7,13.4,3.4
2010-08-30T09:46:45,1018.4,9.3,3.3
2010-04-17T03:38:46,1018.0,7.5,4.0
2010-08-16T01:46:16,1018.3,3.1,3.3
2010-10-23T07:32:45,1018.1,3.3,4.1
2010-11-06T19:09:01,1015.6,8.2,3.6
2010-02-19T10:45:22,1016.6,3.1,4.4
2010-01-13T12:41:59,1016.2,3.1,3.6
2010-10-16T13:28:27,1017.6,16.1,3.6
2010-03-18T07:08:59,1016.6,3.8,2.6
2010-09-05T22:03:43,1017.4,23.3,3.6
2010-02-09T14:45:40,1017.4,13.1,3.5
2010-04-13T09:40:24,1017.2,10.3,3.9
2010-04-20T08:03:53,1017.4,13.8,3.6
2010-07-12T20:16:42,1017.4,14.3,3.3
2010-12-01T20:59:25,1016.8,4.3,4.5
2010-07-03T17:14:36,1017.7,6.2,3.5
2010-06-20T20:22:09,1018.3,17.5,2.9
2010-11-08T02:38:41,1017.9,7.3,3.7
2010-11-13T03:45:29,1018.5,6.8,4.2
2010-07-22T21:17:39,1017.9,5.5,3.8
2010-07-28T00:56:02,1017.3,15.4,3.9
2010-04-23T20:01:46,1016.9,23.0,3.4
2010-03-16T23:08:53,1017.7,11.8,4.1
2010-09-06T02:03:56,1016.2,8.6,3.6
2010-07-16T11:44:27,1017.1,9.5,3.3
2010-12-07T02:12:27,1016.6,15.1,2.6
2010-10-14T12:32:51,1016.7,17.6,3.3
2010-04-28T15:03:09,1015.5,4.8,3.4
2010-10-18T07:41:03,1017.5,7.3,4.6
2010-09-06T20:06:34,1016.9,13.7,3.8
2010-07-05T05:42:13,1018.1,9.5,4.1
2010-11-04T15:41:25,1015.6,8.5,3.0
2010-04-05T14:09:16,1017.5,19.4,3.5
2010-08-20T12:42:59,1016.9,8.5,3.2
2010-01-19T22:31:50,1017.8,18.1,4.0
2010-06-25T03:23:23,1017.5,8.0,3.9
2010-06-19T18:18:52,1016.9,13.0,4.1
2010-10-20T15:04:19,1018.2,12.6,2.8
2010-11-21T00:28:27,1016.5,5.1,4.1
2010-07-15T16:12:52,1017.3,16.1,3.8
2010-04-10T16:49:24,1017.1,6.5,3.8
2010-05-14T14:40:17,1018.0,18.4,3.7
2010-10-22T00:58:04,1017.2,21.5,3.2
2010-02-17T22:16:37,1017.7,5.2,4.2
2010-10-31T13:19:14,1018.0,7.7,2.6
2010-04-04T09:13:12,1017.5,15.5,3.8
2010-05-11T11:08:59,1017.3,10.2,4.4
2010-08-30T13:44:43,1016.5,10.9,2.9
2010-06-26T09:47:32,1016.8,3.8,3.8
2010-11-07T18:15:00,1016.5,8.4,3.4
2010-02-03T11:22:34,1017.7,22.0,3.7
2010-02-01T20:51:08,1015.6,10.9,4.0
2010-09-12T00:44:20,1017.3,3.3,3.5
2010-08-17T22:40:39,1016.4,10.3,2.7
2010-03-15T02:27:30,1018.1,3.8,3.9
2010-11-14T21:10:45,1017.5,12.0,3.9
2010-10-19T10:41:08,1016.4,19.0,4.2
2010-06-21T05:12:50,1017.5,9.0,4.0
2010-12-21T02:25:43,1017.8,8.0,3.9
2010-11-23T17:33:30,1017.9,18.2,3.9
2010-01-06T10:48:11,1017.2,8.9,3.2
2010-05-05T13:31:33,1017.2,5.2,3.7
2010-01-30T15:29:07,1016.6,6.9,4.7
2010-05-20T20:29:34,1018.2,21.1,4.0
2010-12-05T12:13:06,1017.3,11.9,4.0
2010-01-30T03:09:48,1017.9,8.3,3.8
2010-01-27T02:15:22,1016.5,10.0,3.3
2010-07-08T07:24:46,1017.9,7.6,4.2
2010-05-08T08:04:37,1016.6,24.4,3.5
2010-04-09T14:54:50,1017.2,7.5,3.5
2010-04-07T01:54:41,1017.3,15.9,3.4
2010-02-09T21:46:11,1016.9,13.6,4.5
2010-05-12T09:02:42,1017.6,18.8,3.6
2010-09-04T22:05:11,1017.4,12.0,4.0
2010-10-19T22:20:48,1017.8,8.2,3.8
2010-10-28T22:52:14,1018.1,10.6,3.9
2010-07-26T17:24:14,1017.7,11.7,3.4
2010-06-06T15:01:59,1018.0,6.3,3.4
2010-08-01T19:02:32,1017.8,9.1,3.0
2010-12-15T11:56:43,1016.8,7.9,4.1
2010-03-07T09:14:20,1017.7,12.2,4.1
2010-06-08T22:20:37,1016.7,11.2,4.2
2010-08-14T20:31:36,1017.5,9.7,3.8
2010-11-18T21:19:10,1016.8,14.1,3.5
2010-05-25T23:19:12,1018.4,5.2,3.1
2010-10-17T08:53:07,1017.9,10.0,3.2
2010-09-29T14:50:46,1017.3,12.7,3.1
2010-05-27T13:56:59,1017.3,23.3,4.2
2010-04-21T09:18:14,1017.8,8.6,4.2
2010-11-13T17:52:44,1017.1,11.4,3.3
2010-07-04T10:16:36,1017.2,10.3,4.2
2010-10-03T07:31:27,1017.3,9.4,3.2
2010-05-04T14:58:16,1016.4,9.1,4.1
2010-01-03T21:35:15,1017.3,21.1,3.5
2010-09-17T02:42:10,1015.8,9.2,3.7
2010-12-19T15:58:45,1015.8,14.1,3.9
2010-05-03T19:27:58,1017.9,5.5,4.0
2010-05-30T07:57:25,1018.2,15.3,3.5
2010-10-06T21:24:44,1017.7,6.1,4.0
2010-07-15T03:51:11,1016.8,14.5,3.7
2010-11-05T15:14:12,1016.9,16.1,4.3
2010-05-17T01:39:25,1016.1,15.2,4.0
2010-10-17T21:47:05,1017.7,24.4,2.8
2010-05-26T15:30:04,1016.1,23.5,3.8
2010-10-01T04:40:52,1017.9,7.3,3.9
