method,number,orbital_period,mass,distance,year
Radial Velocity,2,3.8728,0.027,20.1,2013
Radial Velocity,3,2473.0,8.06,64.56,2003
Radial Velocity,2,1046.0,,,2011
Orbital Brightness Modulation,1,1.54492875,,,2013
Radial Velocity,1,4.113775,0.45,28.98,2006
Radial Velocity,2,2720.0,3.366,42.88,2012
Transit,4,9.6739283,,,2012
Imaging,1,,,140.0,2004
Radial Velocity,1,868.0,,130.89,2011
Transit,1,7.340718,,1330.0,2013
Imaging,4,170000.0,,39.94,2008
Radial Velocity,6,39.026,0.008,6.8,2013
Radial Velocity,3,8.1352,0.036,,2011
Radial Velocity,1,,0.36,21.92,2005
Radial Velocity,1,10.7085,1.04,29.76,1999
Radial Velocity,1,327.8,,54.94,2010
Radial Velocity,1,1096.2,,29.55,2011
Transit,4,9.6739283,,,2012
Radial Velocity,1,1214.0,1.5,89.13,2006
Transit,2,10.3376,,,2011
Transit,1,5.6334729,,135.32,2007
Radial Velocity,1,788.0,,33.96,2009
Transit,1,2.797436,,,2011
Radial Velocity,1,2.54858,,,2003
Transit,1,2.204737,,320.0,2008
Radial Velocity,2,1624.0,,68.54,2005
Radial Velocity,1,948.12,,38.05,2011
Radial Velocity,1,777.0,1.96,,2009
Radial Velocity,2,33.823,0.0422,43.08,2011
Radial Velocity,1,356.0,2.3,,2009
Transit,1,,,1330.0,2013
Radial Velocity,2,1708.0,1.92,37.16,2002
Transit,1,6.871815,,,2010
Radial Velocity,1,354.8,,55.93,2007
Radial Velocity,1,75.523,0.26,35.91,2000
Transit,2,25.5169,,,2014
Radial Velocity,1,83.888,11.68,40.57,1989
Transit,1,4.2568,,680.0,2008
Radial Velocity,1,4951.0,,42.77,2012
Radial Velocity,3,40.114,0.00755,6.06,2011
Transit,1,3.922727,,,2010
Imaging,1,,,18.39,2006
Radial Velocity,1,1845.0,,56.05,2010
Radial Velocity,2,237.6,0.33,42.09,2009
Radial Velocity,4,9.6386,,15.28,2004
Radial Velocity,6,2248.0,0.205,39.39,2010
Transit,3,29.33434,,1400.0,2012
Radial Velocity,1,993.3,10.3,,2008
Radial Velocity,1,57.0,,23.8,2010
Radial Velocity,6,4.3123,,,2008
Transit,2,17.324,,,2013
Radial Velocity,1,2082.0,,,2013
Transit,2,242.4613,,,2013
Transit,1,1.217514,,262.0,2012
Radial Velocity,1,788.0,0.132,,2009
Radial Velocity,2,3.698,,150.0,2009
Radial Velocity,1,1035.7,0.79,,2011
Imaging,1,,,91.83,2013
Imaging,1,,,,2004
Radial Velocity,2,2720.0,3.366,,2012
Transit,2,13.722341,,,2013
Transit,1,4.2,,8500.0,2006
Transit,5,8.7522,,303.0,2011
Transit,5,5.66793,,,2011
Imaging,1,10037.5,,,2011
Transit,1,1.7635892,,,2011
Radial Velocity,1,2231.0,,28.76,2003
Radial Velocity,2,1178.4,2.1,52.72,2006
Transit,1,1.091423,,,2008
Radial Velocity,1,2443.0,,54.92,2009
Radial Velocity,1,1155.0,0.36,21.92,2005
Transit,1,3.92289,,480.0,2008
Transit,1,3.7681,,920.0,2011
Radial Velocity,1,1.3283,18.37,43.03,2003
Radial Velocity,3,27.582,,14.56,2011
Radial Velocity,1,311.6,1.6,115.21,2013
Transit,1,4.124481,,254.0,2010
Radial Velocity,6,9.6184,,12.83,2008
Microlensing,1,,,3600.0,2013
Radial Velocity,1,1290.0,,67.02,2009
Transit,2,13.485,,,2012
Transit,2,13.084,,,2013
Radial Velocity,1,25.827,,38.02,2004
Transit,1,3.1915239,,,2007
Radial Velocity,1,528.4,1.21,12.87,2003
Radial Velocity,1,,,,2002
Transit,3,11.9016171,,,2012
Radial Velocity,1,103.95,5.76,55.19,2008
Radial Velocity,3,27.582,0.0358,14.56,2011
Radial Velocity,2,379.1,,,2005
Radial Velocity,1,1313.0,,,2010
Transit,5,31.7844,,,2011
Transit,3,14.85888,,,2011
Radial Velocity,2,14.07,0.0413,34.07,2011
Transit,1,8.884924,,,2013
Imaging,1,,,40.85,2006
Radial Velocity,1,356.0,,131.41,2009
Radial Velocity,1,9.6737,0.041,27.45,2009
Radial Velocity,3,154.46,0.61,33.24,2002
Radial Velocity,1,1214.0,,89.13,2006
Transit,2,7.2037945,,,2012
Radial Velocity,1,3.52474859,,47.08,1999
Radial Velocity,1,1260.0,3.06,53.05,2008
Radial Velocity,2,,18.1,37.88,2000
Transit,1,4.411953,,160.0,2012
Transit,1,4.942782,,,2011
Radial Velocity,1,124.6,,149.25,2013
Radial Velocity,2,6005.0,,25.64,2012
Radial Velocity,1,256.78,,38.99,1999
Radial Velocity,1,5.118,0.4,,2014
Transit,1,3.7354417,,400.0,2009
Radial Velocity,4,3848.86,1.059,13.47,2010
Transit,1,5.01718,,300.0,2012
Radial Velocity,6,,0.012,6.8,2011
Imaging,1,,,36.0,2013
Transit,1,4.60358,,,2014
Radial Velocity,1,187.83,,84.03,2012
Radial Velocity,1,5.8881,0.367,,2013
Transit,1,4.2568,,680.0,2008
Radial Velocity,1,456.1,,52.88,2007
Transit,5,10.3117,,,2014
Radial Velocity,1,136.75,,,2007
Radial Velocity,2,248.4,1.9,,2013
Transit,1,1.855558,,770.0,2011
Radial Velocity,2,1945.0,,,2005
Radial Velocity,1,420.77,,50.0,2007
Radial Velocity,1,4218.0,1.88,45.52,2009
Radial Velocity,2,607.06,,25.7,2008
Transit,1,,,,2012
Radial Velocity,1,442.1,,21.29,1998
Radial Velocity,1,829.0,,32.7,2001
Radial Velocity,1,3.2357,0.0036,,2012
Radial Velocity,1,615.0,,35.88,2011
Transit,1,,,,2011
Radial Velocity,1,591.9,,36.02,2006
Transit,2,49.532,,1500.0,2012
Transit,1,3.6623866,,240.0,2012
Radial Velocity,6,20.432,0.0299,12.83,2008
Radial Velocity,1,738.459,,34.6,2001
Radial Velocity,1,3999.0,1.9,50.45,2011
Radial Velocity,2,1008.0,6.56,42.68,2009
Radial Velocity,2,3810.0,1.99,47.92,1999
Transit,2,26.136,,,2013
Transit,1,2.4855335,,,2008
Radial Velocity,1,3638.0,6.9,43.57,2012
Radial Velocity,1,2496.0,,55.01,2009
Eclipse Timing Variations,2,3321.0,,130.72,2008
Radial Velocity,1,1035.7,,,2011
Transit,1,3.57532,,,2014
Transit,2,2.50806,,,2014
Transit,1,3.92289,,480.0,2008
Transit,1,3.024095,,,2011
Transit,1,1.7497798,,140.0,2012
Radial Velocity,2,342.85,,32.58,2008
Radial Velocity,1,192.0,,,2013
Transit,1,138.317,,,2012
Transit,1,3.0927616,,90.0,2008
Radial Velocity,1,778.1,5.9,138.5,2011
Transit,1,4.60358,,,2014
Radial Velocity,1,4885.0,3.1,189.39,2009
Radial Velocity,3,14002.0,1.64,14.08,2009
Radial Velocity,1,4.230785,,,1995
Transit,5,5.66793,,,2011
Radial Velocity,2,3186.0,,46.84,2012
Transit,1,4.353011,,155.0,2009
Radial Velocity,2,360.2,,56.5,2012
Radial Velocity,1,3.971,,,2002
Radial Velocity,1,133.71,3.37,17.62,2000
Radial Velocity,1,1299.0,1.9,106.38,2011
Radial Velocity,1,3.024,0.249,33.41,2000
Radial Velocity,1,647.3,4.0,221.24,2011
Radial Velocity,3,4.215,,8.52,2009
Imaging,1,,,91.83,2013
Radial Velocity,2,258.19,,25.65,1999
Transit,3,7.1316185,,,2012
Transit,3,6.88705,,,2014
Radial Velocity,2,58.11289,,37.88,1998
Transit,1,5.35227,,840.0,2011
Radial Velocity,1,700.0,1.16,87.41,2008
Radial Velocity,1,466.0,0.5,53.82,2010
Radial Velocity,2,395.8,1.29,68.54,2002
Radial Velocity,1,2209.0,,45.23,2012
Radial Velocity,1,533.0,6.1,7.01,2010
Radial Velocity,2,4970.0,0.36,,2010
Transit,1,1.4324752,,,2004
Transit,2,12.0717249,,,2012
Radial Velocity,1,,,28.9,2005
Radial Velocity,1,1096.2,0.168,29.55,2011
Radial Velocity,1,136.75,2.8,62.66,2007
Imaging,1,8679.7,,,2009
Radial Velocity,1,9.494,0.026,,2010
Transit,1,3.234723,,,2009
Transit,1,2.875317,,70.0,2010
Radial Velocity,1,655.6,,37.54,2008
Transit,1,21.0874,,1200.0,2011
Radial Velocity,3,38.021,0.057,8.52,2009
Transit,2,15.9654,,,2014
Radial Velocity,1,471.6,,,2005
Radial Velocity,1,1125.7,9.76,121.36,2008
Radial Velocity,3,,,64.56,2003
Transit,1,2.899736,,138.0,2007
Transit,1,59.87756,,,2013
Radial Velocity,1,123.0,0.45,43.99,2004
Transit,3,85.312,,,2012
Radial Velocity,2,161.97,,55.31,2012
Radial Velocity,2,820.3,,,2014
Radial Velocity,1,184.02,2.7,88.26,2007
Imaging,1,7336.5,,25.0,2009
Transit,1,8.886593,,,2009
Radial Velocity,2,3452.0,,68.54,2014
Radial Velocity,1,1155.0,,21.92,2005
Transit,1,3.1260876,,,2011
Radial Velocity,1,15.76491,,10.91,1999
Radial Velocity,1,,,43.53,2002
Radial Velocity,1,4885.0,3.1,189.39,2009
Radial Velocity,3,4.215,0.016,,2009
Radial Velocity,1,1001.7,,32.56,2005
Transit,1,3.24674,,2250.0,2011
Radial Velocity,5,44.38,0.165,12.53,2004
Transit,1,,,121.7,2008
Transit,2,15.9654,,,2014
Radial Velocity,1,439.3,0.502,60.46,2005
Imaging,4,170000.0,,39.94,2008
Transit,1,2.691548,,322.0,2014
Transit,2,44.347,,,2013
Radial Velocity,2,9017.8,,44.8,2011
Radial Velocity,1,993.3,10.3,,2008
Radial Velocity,1,526.62,,44.05,2007
Imaging,1,,,145.0,2013
Transit,1,6.24658,,1030.0,2013
Transit,2,8.9858,,,2011
Radial Velocity,1,1183.0,,89.85,2002
Radial Velocity,1,2.245715,,52.72,2005
Radial Velocity,3,3.6,0.014,16.13,2012
Radial Velocity,1,578.2,,,2012
Imaging,1,,,91.83,2013
Eclipse Timing Variations,1,2900.0,,,2011
Transit,1,3.0763776,,230.0,2008
Astrometry,1,1016.0,,14.98,2010
Radial Velocity,1,324.0,,37.42,2013
Transit,1,2.77596,,,2010
Radial Velocity,1,43.6,0.47,36.14,2008
Transit,1,3.6936411,,,2012
Transit,1,1.33823187,,300.0,2007
Transit,1,,,,2010
Transit,1,4.457243,,501.0,2012
Radial Velocity,3,1050.3,4.95,16.13,2010
Transit,1,15.7259,,1107.0,2013
Transit,1,2.5199449,,408.0,2007
Radial Velocity,1,1038.1,1.9,54.23,2007
Radial Velocity,1,3724.7,,48.43,2011
Radial Velocity,1,670.0,2.1,110.62,2011
Eclipse Timing Variations,1,4343.5,4.2,,2012
Transit,1,1.796,,8500.0,2006
Transit,1,3.54387,,,2012
Radial Velocity,1,4.9437,,40.73,2002
Radial Velocity,2,3.8728,0.027,20.1,2013
Transit,1,2.694047,,344.0,2012
Radial Velocity,1,373.3,,121.8,2009
Radial Velocity,1,3999.0,1.9,50.45,2011
Transit,1,3.8559,,480.0,2012
Imaging,1,,,18.39,2006
Transit,1,3.408821,,,2010
Transit,1,4.9816872,,160.0,2012
Transit,2,54.414,,,2013
Imaging,1,10037.5,,23.1,2011
Radial Velocity,2,14.3098,,42.43,2000
Radial Velocity,2,345.72,,44.8,2009
Radial Velocity,1,363.2,,37.78,2010
Radial Velocity,1,912.0,1.8,121.07,2011
Radial Velocity,6,7.2004,,6.8,2011
Transit,1,6.21229,,380.0,2010
Transit,3,5.859944,,,2012
Radial Velocity,1,392.6,0.91,,2011
Radial Velocity,1,1733.0,,26.95,2011
Radial Velocity,1,1845.0,0.91,8.77,2006
Radial Velocity,3,197.0,,12.58,2006
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,,3.7,,1999
Pulsar Timing,3,25.262,,,1992
Radial Velocity,1,1634.0,,38.26,2009
Radial Velocity,2,520.0,,,2008
Transit,2,,,90.0,2010
Transit,3,143.34394,,,2012
Transit,2,11.776,,,2013
Radial Velocity,2,1353.6,0.35061,,2008
Transit,2,10.338523,,90.0,2010
Orbital Brightness Modulation,2,0.240104,,1180.0,2011
Transit,4,10.423648,,,2013
Radial Velocity,2,931.0,,66.89,2013
Transit,1,6.790123,,980.0,2011
Radial Velocity,1,912.0,1.8,121.07,2011
Transit,1,3.00516,,,2013
Transit,2,9.37647,,,2012
Radial Velocity,1,71.484,7.03,,2001
Radial Velocity,2,883.0,0.86,,2010
Radial Velocity,1,1143.0,,28.88,2003
Radial Velocity,6,5.75962,,,2010
Microlensing,1,3500.0,,,2005
Radial Velocity,2,923.8,,16.57,2005
Radial Velocity,1,2443.0,,54.92,2009
Radial Velocity,1,466.0,0.5,53.82,2010
Radial Velocity,1,123.0,0.45,43.99,2004
Radial Velocity,4,4.617033,0.6876,13.47,1996
Transit,2,17.2513,,,2011
Imaging,1,,,18.39,2006
Transit,2,8.0109434,,,2012
Transit,2,0.66931,,,2014
Radial Velocity,1,443.4,,138.5,2011
Microlensing,1,,,,2010
Radial Velocity,2,8.1256,0.0284,26.21,2011
Microlensing,1,,,,2010
Transit,5,22.7802,,303.0,2012
Radial Velocity,1,75.523,0.26,35.91,2000
Transit,1,1.5089557,,,2008
Radial Velocity,1,359.5546,,49.0,2007
Radial Velocity,1,443.4,,138.5,2011
Radial Velocity,1,6.1335,2.13,88.57,2005
Transit,5,8.7522,,303.0,2011
Transit,1,2.7033904,1.47,178.0,2013
Radial Velocity,1,418.2,2.51,80.58,2007
Imaging,1,,,145.0,2010
Transit,1,4.086052,,,2012
Radial Velocity,3,2391.0,0.54,14.08,2001
Radial Velocity,1,772.0,2.7,127.88,2011
Radial Velocity,6,9.6184,0.0208,12.83,2008
Transit,1,1.327347,,,2011
Microlensing,2,1825.0,,,2008
Radial Velocity,1,,4.01,33.33,2002
Imaging,1,4639.15,,12.21,2009
Radial Velocity,1,777.0,,53.28,2009
Radial Velocity,1,10.7085,,29.76,1999
Transit,2,10.95416,,339.0,2013
Transit,2,13.83989,,470.0,2012
Transit,2,33.60134,,855.0,2012
Transit,1,3.7354417,,400.0,2009
Transit,1,1.420033,,,2010
Radial Velocity,1,986.0,,44.98,2006
Transit,1,2.785755,,108.0,2011
Radial Velocity,2,530.32,,,2012
Transit,1,2.5199449,,408.0,2007
Radial Velocity,3,2295.0,0.683,33.24,2002
Transit,1,,,140.0,2012
Transit,1,2.7817387,,170.0,2012
Transit,2,13.78164,,,2014
Radial Velocity,2,441.47,,27.46,2003
Transit,3,38.91,,650.0,2010
Transit,6,118.3807,,613.0,2010
Transit,3,,,66.0,2013
Transit,2,12.0717249,,,2012
Transit,3,5.398763,,135.0,2012
Transit,2,11.8681707,,,2012
Radial Velocity,2,1383.4,2.44,46.34,2004
Radial Velocity,1,3.52474859,,47.08,1999
