item_id,common_name,scientific_name,gap_species_code,county_id,habitat_yearround_pct
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,34692,0.6029
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,50380,0.4064
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,2761,0.3031
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,13127,0.6825
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,41068,0.9345
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,23337,0.6292
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,41261,0.9947
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,46945,0.8587
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,46600,0.745
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,43953,0.5705
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,26933,0.6882
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,3971,0.4859
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,42859,0.1285
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,24447,0.7396
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,44794,0.4953
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,1147,0.2848
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,36511,0.6802
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,38061,0.0729
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,13774,0.482
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,24014,0.2618
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,14324,0.2407
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,25900,0.9918
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,20589,0.5352
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,55658,0.341
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,5255,0.5892
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,6778,0.5737
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,50104,0.4738
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,18622,0.755
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,4479,0.5574
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,42591,0.2495
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,51368,0.4878
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,55418,0.3394
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,47071,0.3706
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,23911,0.1
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,47655,0.5539
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,28500,0.2673
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,20494,0.5207
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,35784,0.0564
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,50227,0.8155
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,48559,0.7388
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,13071,0.4985
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,51976,0.7763
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,54382,0.3977
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,5029,0.9969
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,7870,0.7684
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,11237,0.8498
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,26873,0.5507
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,13381,0.2341
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,24739,0.2465
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,21203,0.1685
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,5014,0.0417
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,11552,0.7676
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,53280,0.8788
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,18246,0.3437
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,6313,0.0205
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,34647,0.561
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,19567,0.4561
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,9114,0.6849
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,8687,0.1915
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,55686,0.3269
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,54196,0.2357
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,48947,0.4469
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,21009,0.719
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,8599,0.3559
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,9377,0.6055
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,20833,0.5409
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,4044,0.7195
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,31030,0.6845
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,7700,0.6979
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,3341,0.0252
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,32949,0.5846
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,55813,0.3009
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,2401,0.6205
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,11980,0.9828
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,36156,0.4386
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,49300,0.6054
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,42628,0.2957
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,40088,0.6781
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,46776,0.6934
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,54409,0.0019
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,31334,0.3306
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,53149,0.9486
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,40313,0.5649
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,50229,0.7496
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,37522,0.5578
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,52023,0.4315
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,50091,0.1768
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,16209,0.5638
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,52618,0.964
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,42184,0.5697
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,16347,0.2685
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,48111,0.227
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,45594,0.9456
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,14550,0.7828
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,48888,0.6499
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,14933,0.3861
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,8855,0.315
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,33198,0.2955
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,20961,0.1382
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,49005,0.7662
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,50594,0.1458
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,29623,0.9015
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,26710,0.4222
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,41593,0.0202
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,42569,0.1355
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,34011,0.4272
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,17414,0.5494
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,39001,0.7627
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,33715,0.4204
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,22687,0.0479
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,42294,0.7176
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,43406,0.1302
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,54171,0.6571
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,4545,0.9777
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,1078,0.5957
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,10085,0.2396
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,3732,0.6501
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,7342,0.7371
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,2880,0.5034
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,47490,0.8049
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,42235,0.7018
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,4991,0.3348
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,2898,0.2439
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,41610,0.5273
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,48163,0.0918
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,31082,0.8907
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,28368,0.4753
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,21883,0.1786
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,17524,0.3169
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,24846,0.8684
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,26236,0.4186
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,48283,0.4395
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,21469,0.5911
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,36532,0.5681
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,26452,0.8667
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,37513,0.6005
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,32429,0.2162
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,41630,0.5425
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,6859,0.3304
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,13136,0.4733
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,53685,0.7138
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,41770,0.7795
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,8169,0.7746
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,18253,0.9009
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,34128,0.9715
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,4305,0.77
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,53108,0.1231
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,32679,0.305
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,55552,0.5786
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,20363,0.9462
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,12352,0.3417
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,2513,0.8577
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,24771,0.5113
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,9174,0.6463
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,31111,0.9292
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,2397,0.2535
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,51774,0.224
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,5949,0.3078
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,28646,0.1996
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,39991,0.7641
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,55771,0.622
58fa3f0be4b0b7ea54524859	aAMBUx,Common Gartersnake	Thamnophis sirtalis,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,31418,0.0981
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Thamnophis sirtalis	58fe0f4fe4b0074928294636,,6173,0.0789
58fa3f0be4b0b7ea54524859	aAMBUx,American Robin	Turdus migratorius,Lithobates catesbeianus	58fa3f0be4b0b7ea54524859,,16165,0.4772
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,54841,0.2181
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,36885,0.1216
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,51018,0.8787
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Turdus migratorius	58fa449fe4b0b7ea54524c5e,,14863,0.0376
58fa3f0be4b0b7ea54524859	aAMBUx,White-tailed Deer	Odocoileus virginianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,7601,0.7864
58fa3f0be4b0b7ea54524859	aAMBUx,American Bullfrog	Lithobates catesbeianus,Odocoileus virginianus	58fa817ae4b0b7ea54525c2f,,39046,0.1824
