Major_code,Major,Major_category,Grad_total,Grad_sample_size,Grad_employed,Grad_full_time_year_round,Grad_unemployed,Grad_unemployment_rate,Grad_median,Grad_P25,Grad_P75,Nongrad_total,Nongrad_employed,Nongrad_full_time_year_round,Nongrad_unemployed,Nongrad_unemployment_rate,Nongrad_median,Nongrad_P25,Nongrad_P75,Grad_share,Grad_premium
2040.0,ATMOSPHERIC SCIENCES AND METEOROLOGY,Computers & Mathematics,42316.0,505.0,14285.0,10653.0,5577.0,0.031448331,67674.0,52142,118346.0,91489.0,56588.0,63576.0,9276.0,0.0628538,81799.0,43726.0,111228.0,0.443728871,0.193135015
2711.0,COMPOSITION AND RHETORIC,Engineering,45129.0,97.0,17479.0,6120.0,188.0,0.041067911,86894.0,47283,121247.0,180013.0,8611.0,72368.0,3209.0,0.059962087,88015.0,48029.0,104208.0,0.444428473,0.04581051
5120.0,MATHEMATICS TEACHER EDUCATION,Social Science,703347.0,557.0,18864.0,74866.0,1738.0,0.05022968,73955.0,54607,98821.0,531668.0,210471.0,173779.0,18082.0,0.059451962,46915.0,37936.0,83464.0,0.447706269,0.390705504
5340.0,MARKETING AND MARKETING RESEARCH,Psychology & Social Work,18349.0,155.0,7680.0,16827.0,336.0,0.043721781,65971.0,57887,67811.0,1106710.0,5707.0,12265.0,1028.0,0.084544104,42603.0,33307.0,65482.0,0.447867874,0.329401265
2329.0,ASTRONOMY AND ASTROPHYSICS,Humanities & Liberal Arts,25519.0,2652.0,19196.0,19309.0,3311.0,0.059081075,64964.0,45689,72912.0,541534.0,173630.0,19194.0,7122.0,0.063990544,42501.0,37286.0,87053.0,0.456938777,0.289288457
2363.0,ARCHITECTURE,Humanities & Liberal Arts,203568.0,413.0,19508.0,10506.0,6122.0,0.027515929,64094.0,51963,80795.0,156570.0,66742.0,18525.0,1545.0,0.062563337,42838.0,35400.0,75995.0,0.46010204,0.372717894
5425.0,SCHOOL STUDENT COUNSELING,Social Science,1184158.0,1667.0,83678.0,16254.0,920.0,0.031716458,65262.0,32057,120773.0,256688.0,65015.0,191792.0,14690.0,0.065584227,66935.0,39656.0,78985.0,0.460592463,0.526910736
3786.0,TRANSPORTATION SCIENCES AND TECHNOLOGIES,Humanities & Liberal Arts,915341.0,1566.0,437140.0,161845.0,18666.0,0.041626297,69925.0,45361,97514.0,124522.0,120830.0,123115.0,6241.0,0.073753575,48088.0,35464.0,65770.0,0.462448471,0.357834347
3366.0,ADVERTISING AND PUBLIC RELATIONS,Biology & Life Science,703347.0,183.0,26397.0,7758.0,5096.0,0.017623002,105607.0,66941,117375.0,112248.0,5800.0,41153.0,3223.0,0.067359882,56191.0,37294.0,85693.0,0.482454536,0.819388173
6361.0,POLITICAL SCIENCE AND GOVERNMENT,Humanities & Liberal Arts,390207.0,14661.0,24103.0,88363.0,596.0,0.057876225,70173.0,48207,71347.0,65377.0,41296.0,21994.0,10091.0,0.049038013,40804.0,37894.0,65126.0,0.487605444,0.506130154
3146.0,ELECTRICAL ENGINEERING,Humanities & Liberal Arts,149407.0,534.0,25920.0,19664.0,1553.0,0.029324888,83057.0,36483,94293.0,65388.0,13679.0,39799.0,2209.0,0.075942465,42944.0,28068.0,78015.0,0.495683097,0.415847117
2637.0,PHYSICAL AND HEALTH EDUCATION TEACHING,Engineering,79964.0,4251.0,8803.0,12605.0,3279.0,0.05286657,93675.0,54390,120387.0,46965.0,4731.0,23194.0,3285.0,0.039548301,76909.0,74206.0,112028.0,0.497613238,0.083507629
5393.0,CRIMINOLOGY,Social Science,53426.0,319.0,42007.0,15916.0,6643.0,0.055688879,69211.0,85000,111151.0,437592.0,107483.0,418864.0,11485.0,0.062515926,52846.0,41729.0,132676.0,0.499630029,0.333486172
2367.0,COMPUTER ENGINEERING,Biology & Life Science,1184158.0,385.0,372968.0,21756.0,311.0,0.044886254,94736.0,32666,196758.0,1882507.0,40164.0,59671.0,1295.0,0.024214673,49942.0,32326.0,86883.0,0.501029719,0.825164486
3728.0469786507797,NAVAL ARCHITECTURE AND MARINE ENGINEERING,Communications & Journalism,215776.42756911137,1085.801665551167,56617.43375858439,10165.751504767155,3058.277304606517,0.02912327,76620.53611043307,60792,108234.19908487934,643009.2633193459,22734.702591909016,53234.389609788646,9731.645209611106,0.035278585,61338.415460338016,37834.401504423084,87296.99583651914,0.504138096,0.505945168
2943.0,MATERIALS ENGINEERING AND MATERIALS SCIENCE,Engineering,21319.0,607.0,4655.0,15300.0,2038.0,0.026687324,118648.0,59344,163182.0,291894.0,16491.0,9994.0,1699.0,0.058027301,81821.0,72876.0,91219.0,0.508230025,0.199011713
5009.0,MISCELLANEOUS BIOLOGY,Physical Sciences,47642.0,4821.0,42985.0,21994.0,117.0,0.015765916,88042.0,36545,152142.0,30270.0,11926.0,5567.0,450.0,0.085544157,72868.0,65250.0,103505.0,0.508299803,0.346496309
5937.0,JOURNALISM,Health,96277.0,5652.0,45693.0,90649.0,2298.0,0.029010068,73837.0,44918,123160.0,61198.0,38304.0,19736.0,2029.0,0.042794116,80137.0,33633.0,109891.0,0.509194663,0.260715293
3712.0,TREATMENT THERAPY PROFESSIONS,Biology & Life Science,57285.0,2043.0,10049.0,10282.0,233.0,0.024272533,83904.0,50146,95342.0,7774.0,7170.0,5195.0,125.0,0.03134893,55817.0,31235.0,74697.0,0.511184806,0.208270986
4037.0,ARCHITECTURE,Biology & Life Science,109338.0,624.0,6913.0,83499.0,377.0,0.028093962,98228.0,38712,101479.0,294328.0,4698.0,13259.0,1771.0,0.04081645,58430.0,34485.0,80032.0,0.514031761,0.589153855
3221.0,BOTANY,Biology & Life Science,732355.0,12890.0,21994.0,155784.0,226.0,0.020746276,83118.0,46451,137257.0,60036.0,20075.0,19552.0,1842.0,0.045802874,57505.0,35945.0,79218.0,0.519608878,0.660769752
2401.0,INDUSTRIAL AND ORGANIZATIONAL PSYCHOLOGY,Engineering,85135.0,289.0,5347.0,23131.0,2859.0,0.050074703,105436.0,61116,154102.0,31685.0,15442.0,5623.0,4134.0,0.034555583,63867.0,59100.0,85106.0,0.521532916,0.232935749
4490.0,ENVIRONMENTAL SCIENCE,Humanities & Liberal Arts,100513.0,17868.0,96799.0,21994.0,3524.0,0.051273021,64727.0,43845,127380.0,299314.0,24162.0,195244.0,6468.0,0.051683518,48793.0,35789.0,66921.0,0.52572458,0.508788888
5012.0,LIBERAL ARTS,Physical Sciences,21994.0,3201.0,9551.0,4181.0,666.0,0.023649904,83843.0,42646,116093.0,189696.0,4605.0,3894.0,3307.0,0.041178862,63736.0,38200.0,91510.0,0.525986955,0.165829726
2397.0,AGRICULTURE PRODUCTION AND MANAGEMENT,Education,676004.0,6032.0,394778.0,14959.0,649.0,0.045448652,64197.0,49677,80458.0,375650.0,97931.0,314236.0,7778.0,0.044771223,48001.0,40294.0,49975.0,0.52677889,0.33049732
4472.522293345348,SPECIAL NEEDS EDUCATION,Communications & Journalism,133368.90929077094,459.77570023685865,18264.511307373657,103124.79582295498,8514.806530514132,0.03602804,65414.85321703345,65647,165862.61356651573,514065.79990248923,438607.0064164321,12166.916020112916,10260.78953825582,0.074320099,60748.12513693033,37742.23718144906,72762.62386728916,0.530572425,0.659001499
2521.0,MISCELLANEOUS ENGINEERING,Education,102996.0,1170.0,32785.0,98605.0,5403.0,0.018421508,63117.0,51226,75905.0,159728.0,29352.0,49575.0,28835.0,0.067570549,50692.0,26407.0,54293.0,0.532027619,0.223130003
5861.0,AREA ETHNIC AND CIVILIZATION STUDIES,Humanities & Liberal Arts,33644.0,378.0,14149.0,9614.0,3850.0,0.031971216,69428.0,60239,105465.0,37608.0,12329.0,16771.0,5387.0,0.076780524,42184.0,31058.0,75123.0,0.533269686,0.486187369
3364.0,ELECTRICAL ENGINEERING,Biology & Life Science,22702.0,333.0,18348.0,12910.0,268.0,0.028088178,91370.0,60985,116385.0,18184.0,3373.0,6117.0,3045.0,0.036357982,59008.0,33374.0,75600.0,0.537195939,0.314482632
2264.0,FILM VIDEO AND PHOTOGRAPHIC ARTS,Engineering,76432.0,2697.0,12997.0,52006.0,1346.0,0.064004581,86231.0,58585,128737.0,55376.0,7511.0,3956.0,2526.0,0.025051886,87791.0,62891.0,96193.0,0.54381375,0.419018728
4533.0,EDUCATIONAL ADMINISTRATION AND SUPERVISION,Health,173073.0,1619.0,49424.0,30321.0,258.0,0.030749433,62820.0,52374,98745.0,475830.0,18257.0,28811.0,7661.0,0.023522414,47620.0,34760.0,91829.0,0.554415072,0.061866498
5902.0,COGNITIVE SCIENCE AND BIOPSYCHOLOGY,Humanities & Liberal Arts,84286.0,1393.0,14665.0,11345.0,9718.0,0.026504934,73254.0,54324,112679.0,363740.0,91366.0,18382.0,14632.0,0.068997255,48604.0,29806.0,63349.0,0.5605589,0.523134191
2464.0,MISCELLANEOUS ENGINEERING TECHNOLOGIES,Engineering,13239.0,1198.0,3765.0,11445.0,1000.0,0.030211804,81012.0,63002,147874.0,2996892.0,9536.0,84703.0,1338.0,0.048863896,78140.0,56832.0,104529.0,0.562109859,0.088853756
4307.0,BIOLOGY,Health,64838.0,1471.0,53048.0,41765.0,925.0,0.029684889,72472.0,55706,92708.0,2104947.0,28989.0,27469.0,1336.0,0.043475418,44059.0,42877.0,64110.0,0.56570073,0.052819822
3417.0,SOCIOLOGY,Biology & Life Science,212771.0,126.0,13507.0,6719.0,4294.0,0.041718475,90083.0,56554,264722.0,116719.0,20288.0,22799.0,392.0,0.0583728,62549.0,33378.0,78372.0,0.568881106,0.202570554
3369.0,LANGUAGE AND DRAMA EDUCATION,Biology & Life Science,19443.0,173.0,7420.0,6319.0,3607.0,0.036590429,103708.0,52433,157391.0,68696.0,28767.0,14224.0,6110.0,0.042708989,52672.0,31440.0,76051.0,0.57046106,0.236427003
1594.0,INFORMATION SCIENCES,Humanities & Liberal Arts,81679.0,604.0,49658.0,9247.0,252.0,0.028978891,73919.0,54583,124558.0,141365.0,58639.0,23451.0,1182.0,0.066690236,40292.0,33465.0,73999.0,0.571492395,0.441976924
4432.0,EDUCATIONAL PSYCHOLOGY,Health,46580.0,1363.0,30566.0,45067.0,661.0,0.031766155,67020.0,59262,204485.0,1882507.0,34468.0,586480.0,1784.0,0.023506575,59900.0,36557.0,65218.0,0.571734869,0.179895004
5015.0,FINANCE,Physical Sciences,54442.0,221.0,12139.0,8694.0,877.0,0.025897112,85845.0,45320,155671.0,129665.0,9600.0,10561.0,3468.0,0.048372994,64892.0,39257.0,108938.0,0.572546121,0.443943512
2407.0,GEOLOGY AND EARTH SCIENCE,Engineering,17143.0,170.0,4835.0,10760.0,379.0,0.043193317,82692.0,44668,116987.0,38629.0,7190.0,4632.0,2979.0,0.059347918,83159.0,48028.0,89715.0,0.576286946,0.308953915
2648.0,HUMAN RESOURCES AND PERSONNEL MANAGEMENT,Biology & Life Science,703347.0,180.0,13968.0,322948.0,959.0,0.022868277,91432.0,50836,174216.0,2996892.0,8653.0,64863.0,611.0,0.056564191,55102.0,31659.0,75784.0,0.58111228,0.257107593
5021.0,ENGINEERING MECHANICS PHYSICS AND SCIENCE,Physical Sciences,53829.0,908.0,6273.0,42949.0,47.0,0.032511153,89883.0,74359,110840.0,9705.0,4513.0,7611.0,262.0,0.047642433,58392.0,44142.0,90211.0,0.581669208,0.496291007
4302.0,PHARMACY PHARMACEUTICAL SCIENCES AND ADMINISTRATION,Health,42400.0,887.0,8479.0,39892.0,1178.0,0.025073008,71795.0,49778,111611.0,76750.0,27541.0,35959.0,3394.0,0.046138314,44046.0,38862.0,121187.0,0.584192976,0.522475636
2198.0,MULTI-DISCIPLINARY OR GENERAL SCIENCE,Biology & Life Science,703347.0,162.0,36017.0,89093.0,694.0,0.026027847,93397.0,37933,150213.0,24934.0,4709.0,7162.0,1946.0,0.026777036,47584.0,37188.0,85259.0,0.593752787,0.77096112
4008.0,PHYSICAL SCIENCES,Health,121152.0,1285.0,11748.0,13258.0,682.0,0.028542703,74617.0,62403,125704.0,258514.0,195177.0,15096.0,1167.0,0.029088743,53313.0,41872.0,79613.0,0.605036959,0.512062742
2373.0,OPERATIONS LOGISTICS AND E-COMMERCE,Education,345075.0,903.0,72077.0,65228.0,498.0,0.025909556,62164.0,51763,68253.0,555973.0,83663.0,13107.0,408.0,0.021007359,52068.0,33615.0,64011.0,0.626425673,0.209461808
3290.0,GENERAL MEDICAL AND HEALTH SERVICES,Biology & Life Science,44807.0,154.0,14096.0,21446.0,3110.0,0.040468912,67354.0,49543,102648.0,50957.0,9144.0,20231.0,94.0,0.042131003,53040.0,36391.0,101502.0,0.633796969,0.66060021
5005.0,"ELECTRICAL, MECHANICAL, AND PRECISION TECHNOLOGIES AND PRODUCTION",Physical Sciences,117784.0,145.0,6598.0,10322.0,50.0,0.035042306,91666.0,54628,136736.0,1882507.0,8707.0,17231.0,344.0,0.133958276,65315.0,38141.0,87614.0,0.634185135,0.608431401
2264.0,VISUAL AND PERFORMING ARTS,Engineering,203877.0,4215.0,7354.0,162989.0,878.0,0.043650429,107270.0,43805,118869.0,1137259.0,12238.0,49177.0,6954.0,0.039224496,82225.0,73134.0,86153.0,0.634513967,0.361406289
3682.0,MINING AND MINERAL ENGINEERING,Biology & Life Science,35718.0,268.0,18219.0,10849.0,5796.0,0.028112548,89223.0,52220,116529.0,170890.0,7322.0,12181.0,2067.0,0.059125226,48554.0,32875.0,76237.0,0.648526543,0.308479556
2386.0,BIOCHEMICAL SCIENCES,Education,550960.0,7414.0,65826.0,121802.0,2713.0,0.030588548,64439.0,66104,70220.0,921343.0,16847.0,109307.0,6853.0,0.033389502,41353.0,30845.0,67806.0,0.656009824,0.247016825
5279.0,OPERATIONS LOGISTICS AND E-COMMERCE,Psychology & Social Work,25404.0,695.0,8518.0,20635.0,707.0,0.055889288,72104.0,42023,79986.0,20179.0,6223.0,3142.0,1454.0,0.083780291,43160.0,28190.0,65480.0,0.656839167,0.409372057
2069.0,ENGINEERING TECHNOLOGIES,Engineering,12981.0,816.0,8048.0,10013.0,1824.0,0.095821268,75292.0,51436,167964.0,87454.0,14300.0,10788.0,5198.0,0.074065471,82587.0,50046.0,86741.0,0.659813085,0.249324315
4277.0,HOSPITALITY MANAGEMENT,Biology & Life Science,1184158.0,137.0,5978.0,24832.0,1233.0,0.025755452,106661.0,51739,267595.0,18459.0,11833.0,3844.0,76.0,0.047550358,50928.0,37056.0,81787.0,0.678590249,0.57927818
2357.0,HUMANITIES,Education,542379.0,246.0,42181.0,76798.0,980.0,0.029132517,59521.0,80076,76119.0,1645257.0,30106.0,2936.0,771.0,0.034143981,45787.0,32102.0,56810.0,0.687044282,0.188176518
2312.0,ZOOLOGY,Education,185208.0,1973.0,5131.0,131203.0,666.0,0.020858173,53493.0,51333,76998.0,680289.0,4167.0,121282.0,1369.0,0.075847041,52175.0,33427.0,73832.0,0.702820206,0.132039877
1977.0,SCIENCE AND COMPUTER TEACHER EDUCATION,Engineering,516762.0,814.0,12542.0,449236.0,7113.0,0.067165738,97151.0,43322,148416.0,1970058.0,19032.0,11542.0,1147.0,0.035757705,73623.0,46072.0,94196.0,0.706555392,0.141134316
2448.0,BIOCHEMICAL SCIENCES,Education,301789.0,4396.0,132189.0,43658.0,561.0,0.027737922,51400.0,55607,71627.0,769565.0,23077.0,562708.0,10119.0,0.034125126,46755.0,32522.0,49364.0,0.722872764,0.195492621
4754.0,AGRICULTURAL ECONOMICS,Health,184832.0,588.0,39510.0,42639.0,1141.0,0.031839459,73432.0,47333,173425.0,189903.0,19906.0,19294.0,7949.0,0.025719465,55482.0,34434.0,92473.0,0.728805513,0.090108638
2343.0,NURSING,Engineering,172832.0,894.0,5953.0,36384.0,490.0,0.026312713,105734.0,60266,125381.0,82540.0,9130.0,70038.0,3160.0,0.074404354,88536.0,61136.0,127263.0,0.731790437,0.016399373
2397.0,COMMUNICATION DISORDERS SCIENCES AND SERVICES,Education,703347.0,932.0,28969.0,32790.0,23160.0,0.047176786,62937.0,42820,76573.0,90150.0,25397.0,46280.0,8331.0,0.049164304,41618.0,29728.0,64648.0,0.746198293,0.205494612
5232.0,FOOD SCIENCE,Psychology & Social Work,162978.0,258.0,28243.0,30350.0,18357.0,0.044805253,70897.0,47205,76387.0,100898.0,58174.0,77523.0,395.0,0.088751002,50295.0,26592.0,71468.0,0.760622203,0.310127335
2202.0,MUSIC,Engineering,104410.0,299.0,5107.0,22749.0,190.0,0.017551072,95094.0,44127,119321.0,22237.0,11866.0,4283.0,2962.0,0.063109319,110126.0,44829.0,111549.0,0.788089315,0.152139265
2412.0,GENERAL EDUCATION,Education,53671.0,919.0,40920.0,7554.0,2311.0,0.028796744,60456.0,68304,84699.0,367864.0,27622.0,95923.0,3407.0,0.05682536,41152.0,37000.0,62940.0,0.850418283,0.321794348
2519.0,NAVAL ARCHITECTURE AND MARINE ENGINEERING,Education,161181.0,858.0,34895.0,66245.0,2534.0,0.022431995,55563.0,54390,75872.0,78024.0,46020.0,77954.0,5187.0,0.023227409,42296.0,30531.0,58866.0,0.852357148,0.305096719
2552.0,APPLIED MATHEMATICS,Education,399601.0,351.0,363496.0,36871.0,1657.0,0.026419977,62461.0,53717,80588.0,1099610.0,15483.0,196976.0,3164.0,0.052785968,52857.0,38896.0,64638.0,0.852825659,0.295680344
2303.0,COMPUTER AND INFORMATION SYSTEMS,Education,101445.0,3508.0,35718.0,100610.0,21962.0,0.015654093,59871.0,68494,85536.0,335678.0,41021.0,54159.0,15161.0,0.068543016,47488.0,40463.0,64928.0,0.859414446,0.261550187
2350.0,EARLY CHILDHOOD EDUCATION,Education,1184158.0,409.0,29393.0,25878.0,694.0,0.025771823,55751.0,55382,72866.0,378744.0,119108.0,8754.0,8658.0,0.053406905,52284.0,33217.0,56923.0,0.931174994,0.315595088
2339.0,SCHOOL STUDENT COUNSELING,Education,710498.0,980.0,67901.0,63098.0,1016.0,0.018390169,63697.0,49326,71617.0,239090.0,3506.0,2469.0,2353.0,0.048291525,44058.0,36209.0,60058.0,0.931174994,0.231739706
