Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
chevrolet chevette,30.6,7,100.0,78,1613,12.1,1982-01-01,USA
plymouth grand fury,22.5,4,174.0,90,3020,19.6,1982-01-01,USA
chevrolet chevelle malibu classic,28.9,5,455.0,77,3301,11.8,1982-01-01,USA
ford fairmont,31.7,5,270.0,104,4019,13.5,1982-01-01,USA
amc concord d/l,36.7,5,87.0,55,4157,12.7,1982-01-01,USA
plymouth fury iii,37.2,7,80.0,,4093,20.2,1982-01-01,USA
chevrolet caprice classic,39.4,4,84.0,68,2723,13.4,1982-01-01,USA
toyota celica gt,35.8,4,91.0,58,2240,11.2,1982-01-01,Japan
plymouth cricket,32.3,7,84.0,99,2910,14.3,1982-01-01,USA
toyota corolla 1200,23.2,4,234.0,76,2415,10.7,1982-01-01,Japan
opel 1900,37.2,4,81.0,66,3865,14.7,1982-01-01,Europe
chevrolet chevelle malibu classic,31.0,7,92.0,82,2729,18.2,1982-01-01,USA
chevrolet camaro,32.8,6,120.0,63,3292,14.1,1982-01-01,USA
datsun 510,16.9,5,94.0,90,2151,13.3,1982-01-01,Japan
volkswagen rabbit,32.6,4,119.0,68,2799,17.0,1982-01-01,Europe
toyota carina,33.0,5,92.0,81,2997,14.5,1982-01-01,Japan
opel 1900,32.3,4,107.0,70,5140,13.9,1982-01-01,Europe
datsun 210,41.5,4,81.0,47,2171,16.5,1982-01-01,Japan
toyota corona hardtop,27.8,3,419.0,95,1990,17.9,1982-01-01,Japan
saab 99gle,28.3,4,88.0,83,2188,15.8,1982-01-01,Europe
chevrolet nova,23.8,6,89.0,83,2851,11.3,1982-01-01,USA
datsun 710,30.9,3,330.0,58,2628,14.2,1982-01-01,Japan
audi 4000,30.4,4,94.0,67,2096,22.1,1982-01-01,Europe
datsun 810,23.5,4,139.0,92,2495,15.5,1982-01-01,Japan
datsun pl510,26.8,4,89.0,83,2305,17.6,1982-01-01,Japan
volkswagen rabbit custom diesel,29.7,4,84.0,77,3471,17.1,1982-01-01,Europe
chrysler newport royal,36.2,5,129.0,119,2366,14.5,1982-01-01,USA
audi 5000,29.8,4,104.0,110,1862,19.0,1982-01-01,Europe
dodge diplomat,38.8,5,122.0,78,3548,14.7,1982-01-01,USA
peugeot 604sl,21.6,4,176.0,73,2231,16.3,1982-01-01,Europe
toyota cressida,24.0,4,113.0,96,2755,13.8,1982-01-01,Japan
ford fiesta,30.3,6,86.0,84,3693,14.1,1982-01-01,USA
datsun 810 maxima,25.1,4,87.0,56,2013,13.9,1982-01-01,Japan
chrysler lebaron town @ country (sw),27.6,7,154.0,88,4369,14.1,1982-01-01,USA
buick century,,6,133.0,74,3992,12.9,1982-01-01,USA
ford mustang,41.0,6,112.0,73,3061,16.4,1982-01-01,USA
peugeot 604sl,28.0,4,94.0,96,3435,16.5,1982-01-01,Europe
pontiac phoenix lj,39.8,5,87.0,99,2628,14.5,1982-01-01,USA
dodge charger 2.2,31.9,7,82.0,85,3119,14.4,1982-01-01,USA
