Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
amc gremlin,33.3,8,134.0,68,4234,14.6,1982-01-01,USA
mercury monarch,24.9,6,111.0,86,3276,12.8,1982-01-01,USA
datsun b-210,28.8,4,92.0,79,1817,13.8,1982-01-01,Japan
chrysler lebaron salon,35.9,5,455.0,115,1795,13.6,1982-01-01,USA
mazda glc,31.5,4,189.0,99,2568,14.9,1982-01-01,Japan
ford granada l,35.7,5,198.0,74,4204,14.6,1982-01-01,USA
toyota corolla tercel,40.6,5,81.0,121,1777,14.8,1982-01-01,Japan
ford ranger,29.7,5,119.0,90,4539,15.6,1982-01-01,USA
pontiac grand prix,32.1,7,132.0,78,3975,8.7,1982-01-01,USA
ford f108,28.4,4,111.0,106,2327,12.5,1982-01-01,USA
plymouth satellite,34.5,7,86.0,104,3284,12.1,1982-01-01,USA
subaru dl,29.6,4,114.0,72,2090,16.2,1982-01-01,Japan
ford pinto,35.8,5,132.0,94,3998,22.0,1982-01-01,USA
vw rabbit,31.0,4,90.0,87,2025,15.3,1982-01-01,Europe
fiat 124 tc,36.0,4,151.0,84,3139,17.1,1982-01-01,Europe
plymouth fury iii,26.4,6,100.0,113,3490,14.0,1982-01-01,USA
amc matador,35.4,7,112.0,104,2825,16.2,1982-01-01,USA
honda civic,35.8,5,144.0,57,2031,12.1,1982-01-01,Japan
volkswagen model 111,35.4,4,86.0,96,2602,13.6,1982-01-01,Europe
mercedes-benz 280s,,4,108.0,83,3011,18.3,1982-01-01,Europe
toyota corolla tercel,27.2,4,84.0,78,2545,17.1,1982-01-01,Japan
volkswagen rabbit l,31.3,4,145.0,104,1830,13.0,1982-01-01,Europe
chevrolet impala,24.9,6,116.0,93,2623,14.3,1982-01-01,USA
amc matador,32.3,6,92.0,78,4406,14.8,1982-01-01,USA
subaru dl,24.5,5,115.0,90,1858,17.0,1982-01-01,Japan
mercury zephyr 6,33.4,5,174.0,82,3367,13.9,1982-01-01,USA
ford gran torino (sw),28.1,7,174.0,83,3343,12.9,1982-01-01,USA
mercedes-benz 240d,28.2,4,141.0,90,2091,20.8,1982-01-01,Europe
buick lesabre custom,35.8,8,84.0,83,2887,18.3,1982-01-01,USA
chevrolet malibu classic (sw),42.0,6,273.0,75,3792,18.1,1982-01-01,USA
honda civic,40.0,4,96.0,89,1613,14.2,1982-01-01,Japan
pontiac j2000 se hatchback,35.3,5,121.0,63,2476,10.4,1982-01-01,USA
chevrolet chevette,30.1,5,81.0,76,3747,14.8,1982-01-01,USA
plymouth valiant,34.5,6,90.0,68,2874,12.9,1982-01-01,USA
pontiac grand prix,27.1,6,111.0,87,2990,14.7,1982-01-01,USA
datsun 310 gx,33.9,4,88.0,61,2014,12.1,1982-01-01,Japan
chevrolet vega,27.3,5,89.0,74,4300,12.4,1982-01-01,USA
plymouth fury iii,25.3,4,99.0,90,2825,17.0,1982-01-01,USA
pontiac grand prix lj,28.9,7,180.0,65,3912,10.7,1982-01-01,USA
