year,month,date_of_month,day_of_week,births
1997,7,27,1,10096
1997,6,16,4,11973
1997,10,6,3,12738
1997,2,21,1,10905
1997,4,12,4,11997
1997,11,13,7,10109
1997,2,18,7,9863
1997,9,6,2,8390
1997,12,3,2,11622
1997,3,23,6,11003
1997,5,11,6,10037
1997,9,23,4,11216
1997,1,23,5,10992
1997,3,15,4,12521
1997,7,9,1,13457
1997,3,1,5,9971
1997,2,14,2,8887
1997,1,5,4,13161
1997,12,13,1,9441
1997,7,14,6,12268
1997,5,25,6,10201
1997,9,20,4,12262
1997,1,11,6,11971
1997,12,24,5,12301
1997,7,15,4,13669
1997,11,29,6,12836
1997,5,22,1,10433
1997,2,10,5,8892
1997,3,14,7,13622
1997,4,6,7,12177
1997,3,30,5,13069
1997,6,21,3,8988
1997,5,1,5,9950
1997,12,8,3,14389
1997,7,21,5,12271
1997,11,18,4,12023
1997,12,18,7,14540
1997,2,19,5,8534
1997,10,17,4,9650
1997,5,25,4,9687
1997,5,13,7,8926
1997,7,24,2,11866
1997,9,19,7,12162
1997,8,27,6,11153
1997,2,27,3,10128
1997,11,5,4,10634
1997,2,17,5,13549
1997,7,10,5,14540
1997,9,9,1,13476
1997,6,7,6,8341
1997,2,16,1,12858
1997,7,6,1,11591
1997,8,13,6,7186
1997,1,23,7,11897
1997,12,7,3,10140
1997,4,23,2,10535
1997,9,9,2,9907
1997,1,11,3,11305
1997,2,13,2,11257
1997,11,12,6,7747
1997,2,19,6,11466
1997,2,4,1,10007
1997,7,9,5,7827
1997,1,2,3,9071
1997,4,28,4,9213
1997,5,29,4,11114
1997,6,19,5,13468
1997,6,19,6,14540
1997,9,30,7,12467
1997,1,18,2,12414
1997,7,9,6,10630
1997,12,19,5,9292
1997,2,9,4,11575
1997,8,4,5,10086
1997,11,14,1,12625
1997,8,20,7,6742
1997,1,14,2,13724
1997,1,23,6,8582
1997,6,26,2,7539
1997,4,7,4,9764
1997,7,23,5,10438
1997,8,19,4,10340
1997,2,17,5,11392
1997,5,10,6,10057
1997,4,4,7,10616
1997,8,31,3,10447
1997,11,13,6,11145
1997,6,16,1,14540
1997,9,20,1,14461
1997,5,8,2,7705
1997,6,6,7,10678
1997,11,16,1,14540
1997,6,27,6,10311
1997,10,8,3,10023
1997,9,25,2,10554
1997,12,22,4,12076
1997,4,8,5,8121
1997,9,23,6,14540
1997,5,22,3,9365
1997,8,24,3,8495
1997,6,17,3,11026
1997,9,12,1,10443
1997,8,14,3,11541
1997,4,10,2,9096
1997,1,17,3,7627
1997,6,20,5,9758
1997,8,19,1,13945
1997,3,30,1,11010
1997,6,24,3,10087
1997,10,14,5,13045
1997,4,12,6,6443
1997,3,10,6,9439
1997,1,8,1,8667
1997,8,11,5,11399
1997,12,8,3,10843
1997,12,15,4,9085
1997,8,9,3,6443
1997,2,14,2,9682
1997,1,9,4,11995
1997,1,28,1,12557
1997,4,14,7,8140
1997,4,14,6,10195
1997,3,10,2,13275
1997,6,30,6,13401
1997,1,16,1,12262
1997,4,30,4,6443
1997,4,6,2,9366
1997,2,14,5,13215
1997,5,7,6,10169
1997,10,12,1,14540
1997,12,11,2,10258
1997,11,4,1,12053
1997,11,20,6,12619
1997,9,5,3,11983
1997,3,5,5,9664
1997,10,27,1,8035
1997,12,30,7,8802
1997,4,5,7,11216
1997,6,10,1,8653
1997,9,4,6,9389
1997,11,7,2,11721
1997,4,29,2,11843
1997,1,26,2,10328
1997,5,6,1,13830
1997,7,27,6,8417
1997,5,8,6,14540
1997,2,26,1,10820
1997,9,26,1,11410
1997,8,27,1,9341
1997,12,12,6,8726
1997,8,7,3,9653
1997,3,9,5,9993
1997,3,29,7,7969
1997,12,22,7,10414
1997,3,5,4,12884
1997,8,18,7,7904
1997,9,23,1,13436
1997,8,14,2,9614
1997,12,19,4,13281
1997,8,25,7,13294
1997,12,13,6,11820
1997,1,25,6,10333
1997,1,6,2,10660
1997,6,15,2,9397
1997,5,26,7,11087
1997,7,9,4,10491
1997,1,22,6,12918
1997,10,15,2,9659
1997,12,4,1,8919
1997,9,6,6,12351
1997,8,9,6,7313
1997,10,9,6,13915
1997,3,3,7,10773
1997,9,13,1,9650
1997,12,27,1,10468
1997,6,30,2,11425
1997,4,7,2,12211
1997,7,5,1,9403
1997,7,20,2,10564
1997,1,16,5,10976
1997,1,17,3,11330
1997,11,16,3,13016
1997,8,30,4,10830
1997,10,27,4,7376
1997,12,17,7,9765
1997,3,17,7,7906
1997,1,6,4,11011
1997,12,23,2,11070
1997,8,29,5,10805
1997,8,26,1,9562
1997,4,17,3,8168
1997,4,27,3,7916
1997,12,27,5,11904
1997,12,29,5,7422
1997,11,19,5,10897
1997,8,23,2,8443
1997,11,7,1,7213
1997,4,29,7,10361
1997,11,11,5,11795
1997,8,3,5,12116
1997,3,20,2,12648
1997,12,14,3,6703
1997,11,8,1,8418
1997,11,21,7,11364
1997,8,24,7,9603
1997,2,26,1,9784
1997,6,11,2,10777
1997,11,11,5,9571
1997,4,5,4,8693
1997,8,19,3,12403
1997,5,8,1,10980
1997,9,9,5,10404
1997,5,13,5,9024
1997,4,14,7,10259
1997,11,5,4,11937
1997,9,19,4,9400
1997,6,26,7,10149
1997,10,19,5,10710
1997,10,11,4,13228
1997,7,27,1,8695
1997,7,4,4,10037
1997,7,17,7,14540
1997,9,21,3,9713
1997,5,22,1,13370
1997,2,30,2,11395
1997,6,31,6,10416
1997,7,14,7,8307
1997,7,15,1,8523
1997,5,1,6,9203
1997,9,15,3,11170
1997,7,8,6,9251
1997,10,27,4,13710
1997,12,19,4,10798
1997,3,11,4,10684
1997,1,9,2,14177
1997,8,29,6,13423
1997,1,15,4,11939
1997,6,7,3,12352
1997,7,15,7,10735
1997,6,24,7,13796
1997,12,14,3,10157
1997,5,10,7,9335
1997,5,21,7,9911
1997,6,26,3,12765
1997,6,2,4,12521
1997,8,15,4,10192
1997,3,31,7,13172
1997,4,29,3,12781
1997,1,15,1,12306
1997,7,11,6,11760
1997,4,30,6,13108
1997,6,29,5,13318
1997,2,11,7,10948
1997,10,25,5,10705
1997,9,23,7,11514
1997,4,18,5,10519
1997,2,17,3,12080
1997,5,11,1,9047
1997,6,13,7,11329
1997,2,4,5,10846
1997,4,26,2,12868
1997,11,26,5,12294
1997,5,23,5,10251
1997,10,29,7,12873
1997,7,28,3,12847
1997,1,17,7,11856
1997,9,6,1,12390
1997,2,1,5,11914
1997,9,24,6,10448
1997,7,17,3,8777
1997,4,12,5,8113
1997,3,14,7,10684
1997,3,5,1,11087
1997,11,23,2,11662
1997,1,20,4,11400
1997,8,17,6,13234
1997,4,26,3,8137
1997,4,30,3,14540
1997,8,28,3,10225
1997,3,8,6,13111
1997,6,20,7,11837
1997,5,21,5,11665
1997,4,18,1,9632
1997,9,25,2,9873
1997,3,12,6,7209
1997,9,8,6,7991
1997,3,17,3,12828
1997,1,29,3,9516
1997,6,27,2,6727
1997,7,16,3,10081
1997,8,28,2,9258
1997,6,26,7,10091
1997,4,27,3,14540
1997,11,9,3,11621
1997,9,11,3,8433
1997,12,15,6,10272
1997,2,3,2,12680
1997,5,7,5,12154
1997,9,16,4,10961
1997,8,29,1,12694
1997,3,5,3,11140
1997,2,6,2,11992
1997,4,2,3,9539
1997,12,9,6,9343
1997,9,29,4,12667
1997,7,1,7,9021
1997,11,18,4,12072
1997,2,8,1,7905
1997,4,23,4,9648
1997,9,28,4,11879
1997,6,11,4,9829
1997,3,19,6,10723
1997,12,20,2,11245
1997,1,30,7,8740
1997,11,13,3,9406
1997,5,23,1,10540
1997,12,6,2,12276
1997,7,27,3,8934
1997,1,26,7,9559
1997,7,30,7,7580
1997,3,6,3,10314
1997,5,13,7,11308
1997,7,14,1,11895
1997,8,18,6,8278
1997,11,7,3,13529
1997,11,22,6,8973
1997,10,17,5,10714
1997,5,1,7,11384
1997,12,25,3,11019
1997,11,4,7,14117
1998,1,26,2,14498
1998,9,28,4,10223
1998,1,6,1,11828
1998,10,14,4,11161
1998,11,24,5,14179
1998,7,27,5,8582
1998,11,8,4,6985
1998,8,31,3,14077
1998,11,15,1,9545
1998,5,19,1,11546
1998,5,2,1,13073
1998,3,19,6,10666
1998,7,7,1,12801
1998,2,15,3,9841
1998,12,12,6,11500
1998,11,13,6,8103
1998,1,22,1,13278
1998,2,7,5,11671
1998,6,15,6,12299
1998,8,9,3,7983
1998,6,17,3,13682
1998,8,3,4,8589
1998,5,28,2,10299
1998,1,28,1,9240
1998,8,27,7,8132
1998,9,23,2,12648
1998,9,11,5,8029
1998,12,24,5,10454
1998,12,30,1,12021
1998,5,28,4,9024
1998,2,4,1,10574
1998,11,28,5,8924
1998,6,8,7,13063
1998,12,31,7,10353
1998,5,23,1,11049
1998,12,2,5,10875
1998,10,26,1,9389
1998,1,7,2,9464
1998,11,11,5,10764
1998,7,9,1,12782
1998,12,12,6,11073
1998,9,28,6,9278
1998,1,27,4,12433
1998,11,9,4,9843
1998,2,11,3,10880
1998,6,15,2,12929
1998,11,13,2,11165
1998,11,18,3,10509
1998,6,3,3,7995
1998,2,26,6,12353
1998,1,13,2,11058
1998,6,10,7,14540
1998,8,20,2,11401
1998,9,7,3,10528
1998,10,21,2,7670
1998,4,28,3,11515
1998,9,4,6,10758
1998,12,21,4,9789
1998,11,31,3,7480
1998,3,15,2,12624
1998,6,30,7,9898
1998,2,26,2,9746
1998,2,26,6,14540
1998,5,12,4,9170
1998,10,23,3,12371
1998,9,29,7,12255
1998,1,8,7,11127
1998,5,29,7,9844
1998,2,9,6,9606
1998,9,19,4,7989
1998,5,17,3,10430
1998,3,27,2,11312
1998,8,16,3,10735
1998,8,19,5,12043
1998,7,11,5,9732
1998,1,3,7,9073
1998,7,5,2,7821
1998,1,8,3,7183
1998,9,5,5,11130
1998,11,13,7,12550
1998,6,21,2,13145
1998,3,10,3,13578
1998,5,9,3,12039
1998,5,23,3,12608
1998,8,30,4,12121
1998,3,12,1,12013
1998,8,15,7,8658
1998,10,29,2,13775
1998,6,3,2,8563
1998,3,28,1,13777
1998,5,3,1,10539
1998,5,13,7,13567
1998,1,6,4,7134
1998,9,11,3,12629
1998,7,17,7,9478
1998,4,21,4,9509
1998,5,4,2,12640
1998,5,10,6,13111
1998,10,31,2,6486
1998,2,8,5,13752
1998,2,10,4,9973
1998,3,24,7,8388
1998,12,31,6,11132
1998,5,30,7,10851
1998,3,8,6,11533
1998,11,13,7,9694
1998,1,13,7,9621
1998,6,12,4,10202
1998,3,11,6,10139
1998,11,7,5,12093
1998,6,6,5,6985
1998,12,3,6,11109
1998,3,22,3,10865
1998,3,6,5,9095
1998,5,23,7,10509
1998,5,5,2,12215
1998,3,4,3,12267
1998,8,10,5,10507
1998,3,3,3,11543
1998,12,30,5,13145
1998,12,5,5,7204
1998,11,18,7,10331
1998,2,23,7,10683
1998,7,17,4,8405
1998,7,3,3,12350
1998,2,27,4,11013
1998,7,30,4,10059
1998,4,16,3,6562
1998,2,16,7,10607
1998,1,24,7,11624
1998,9,1,3,13921
1998,1,7,7,8712
1998,3,10,7,11942
1998,11,12,3,8826
1998,6,19,2,12690
1998,4,15,3,11406
1998,8,8,1,10617
1998,7,6,6,12228
1998,10,30,1,10673
1998,2,7,2,9053
1998,2,15,7,12823
1998,9,12,6,9050
1998,5,28,3,10436
1998,4,2,5,12026
1998,3,18,7,11013
1998,9,31,2,11919
1998,10,3,4,12282
1998,7,4,3,12568
1998,10,16,6,11022
1998,4,6,1,10835
1998,9,5,2,10988
1998,3,24,6,8704
1998,6,17,6,13827
1998,5,27,3,12125
1998,2,26,5,8609
1998,3,18,5,10241
1998,3,5,3,14191
1998,6,13,2,12426
1998,7,8,3,12056
1998,6,20,6,9027
1998,10,22,2,14305
1998,10,15,5,11100
1998,11,15,7,9567
1998,5,21,1,10678
1998,4,10,2,10251
1998,1,18,4,7150
1998,12,14,6,12381
1998,5,8,7,10022
1998,3,23,1,6443
1998,10,4,2,9707
1998,9,12,3,10817
1998,4,6,3,11295
1998,11,21,1,13769
1998,8,19,5,10446
1998,1,24,4,10141
1998,11,8,1,10101
1998,6,24,3,10888
1998,2,18,6,12282
1998,5,7,1,12939
1998,1,14,7,14540
1998,8,21,2,9641
1998,5,5,1,9301
1998,7,21,5,12178
1998,1,14,4,12716
1998,4,12,3,12251
1998,6,30,2,9427
1998,11,15,6,12125
1998,11,30,1,9153
1998,5,7,3,9555
1998,6,14,6,12518
1998,12,14,2,7239
1998,7,17,5,7344
1998,6,30,6,10817
1998,10,11,7,8798
1998,3,29,3,9683
1998,5,2,6,10937
1998,10,29,4,12063
1998,11,21,5,12683
1998,7,20,2,10258
1998,5,2,3,11760
1998,3,9,6,11828
1998,11,11,6,12224
1998,11,4,1,12207
1998,6,15,3,9688
1998,7,15,1,12394
1998,3,2,1,14008
1998,11,1,7,8896
1998,9,20,2,10443
1998,2,12,6,10704
1998,9,26,7,11864
1998,11,18,6,11788
1998,5,27,2,11309
1998,9,26,5,9943
1998,9,12,4,11244
1998,10,16,7,9650
1998,8,2,4,10584
1998,3,29,2,10083
1998,8,17,2,6443
1998,4,1,2,13498
1998,4,10,7,9597
1998,1,3,6,10674
1998,6,19,5,11441
1998,3,27,4,8908
1998,4,26,6,9676
1998,8,7,7,9851
1998,4,7,5,13076
1998,1,21,7,11776
1998,1,23,1,9319
1998,9,18,1,10614
1998,8,1,6,11136
1998,6,18,5,7623
1998,1,21,5,7481
1998,8,2,4,12359
1998,2,22,7,10801
1998,8,10,7,11081
1998,8,29,6,14540
1998,6,8,5,13194
1998,3,17,2,8287
1998,3,18,2,12108
1998,7,26,7,12362
1998,1,22,4,8158
1998,3,13,2,12523
1998,4,15,4,10078
1998,9,7,2,12060
1998,4,4,5,10951
1998,5,5,5,10664
1998,2,6,2,14540
1998,10,31,5,11880
1998,8,16,2,11919
1998,7,16,4,10144
1998,8,7,2,13475
1998,1,24,6,14098
1998,12,5,2,9751
1998,3,16,3,9494
1998,2,14,4,9444
1998,10,3,5,12788
1998,9,18,7,7360
1998,6,24,7,9032
1998,3,22,2,11646
1998,11,8,3,11102
1998,10,17,1,10983
1998,10,26,7,11332
1998,6,4,2,11808
1998,1,14,1,11900
1998,8,27,7,10918
1998,10,17,6,12105
1998,11,23,7,8768
1998,2,8,1,11452
1998,10,11,4,12620
1998,2,4,6,13739
1998,4,19,2,10964
1998,4,2,4,10973
1998,1,4,3,8223
1998,9,29,6,13363
1998,2,24,6,13408
1998,5,8,6,9083
1998,7,14,2,9999
1998,11,1,6,7844
1998,1,16,4,11106
1998,3,12,1,12415
1998,1,13,3,12189
1998,9,7,2,7964
1998,2,13,2,12773
1998,11,8,4,9752
1998,11,8,6,10348
1998,7,13,4,8552
1998,5,19,2,11932
1998,6,5,3,13774
1998,12,25,5,10320
1998,8,7,6,11488
1998,2,28,7,7577
1998,4,20,6,10715
1998,7,6,7,11568
1998,8,21,1,7953
1998,12,20,5,6443
1998,8,4,6,10985
1998,8,13,7,7636
1998,7,4,5,12084
1998,6,25,1,12206
1998,4,20,7,9140
1998,10,22,1,11400
1998,6,30,2,10234
1998,1,23,5,12758
1998,12,4,3,13921
1998,2,5,6,10145
1998,10,9,7,9090
1998,5,22,3,12831
1998,12,7,1,10566
1998,1,18,4,10340
1998,2,10,7,8896
1998,1,28,5,11653
1998,8,27,1,11709
1998,12,16,7,12664
1998,3,5,2,11425
1998,9,22,4,13402
1998,10,25,5,11401
1998,8,11,1,8771
1998,2,19,4,11015
1998,3,8,6,11767
1998,9,12,5,11309
1998,2,18,4,13106
1998,8,20,1,9216
1998,11,5,2,11799
1998,10,29,1,9906
1998,5,20,6,9847
1998,8,3,7,13291
1998,11,20,4,9476
1998,1,22,1,13410
1998,3,28,7,11337
1998,7,10,2,13241
1998,8,5,6,9651
1998,6,24,4,10624
1998,4,17,2,8792
1998,8,11,1,10067
1998,5,2,2,12463
1998,7,19,6,11781
1998,6,4,7,10981
1998,2,5,2,8419
1998,10,21,3,8669
1998,7,13,4,13887
1998,5,28,6,11244
1998,12,22,7,11404
1998,6,17,7,9850
1998,9,4,2,14268
1998,5,16,2,13408
1998,9,3,3,11578
1998,11,11,7,9970
1998,11,26,5,11761
1998,5,14,1,11207
1998,1,28,1,10437
1998,8,11,5,10125
1998,6,1,3,10962
1998,12,17,6,12009
1998,7,21,5,13235
1998,11,12,4,10295
1999,3,17,3,13013
1999,9,15,3,12607
1999,7,27,6,13077
1999,4,30,6,10815
1999,10,17,4,12859
1999,12,16,6,12699
1999,3,24,4,12951
1999,5,4,2,11451
1999,8,24,2,14161
1999,5,7,3,12341
1999,12,24,5,13168
1999,9,9,6,11869
1999,9,27,4,7886
1999,1,1,3,8610
1999,4,3,2,6443
1999,3,6,7,9827
1999,8,6,1,9709
1999,9,3,3,10534
1999,1,16,6,6443
1999,9,14,1,9690
1999,5,9,6,14540
1999,8,13,4,11895
1999,11,21,6,12534
1999,7,16,3,8475
1999,8,4,4,11618
1999,5,9,6,9096
1999,9,27,2,11942
1999,1,23,3,9971
1999,2,17,1,10388
1999,1,30,7,12329
1999,3,13,4,11941
1999,1,24,5,10880
1999,9,13,4,13611
1999,7,19,4,10412
1999,6,13,1,7898
1999,5,11,4,12400
1999,5,7,6,12597
1999,9,19,4,11943
1999,2,28,1,10241
1999,2,23,2,11477
1999,2,18,5,10877
1999,12,5,1,6443
1999,2,2,2,9999
1999,3,27,6,12098
1999,6,6,2,10579
1999,10,24,5,10063
1999,3,7,2,13325
1999,1,27,3,11478
1999,1,2,6,11212
1999,9,11,6,10903
1999,7,6,3,12538
1999,11,18,5,10312
1999,7,16,7,10972
1999,9,25,7,12777
1999,5,28,4,13584
1999,4,24,5,11837
1999,1,12,5,11862
1999,5,30,6,9057
1999,1,11,4,10631
1999,11,21,3,8651
1999,3,2,2,12611
1999,8,16,7,10040
1999,1,24,4,9896
1999,6,14,4,14461
1999,2,14,2,10746
1999,12,30,6,9979
1999,5,9,2,7599
1999,7,18,4,11670
1999,3,8,4,8779
1999,1,14,6,11062
1999,3,26,4,12153
1999,6,22,2,10635
1999,2,18,1,10878
1999,11,8,4,8714
1999,3,26,1,11559
1999,5,21,7,9566
1999,11,11,2,11083
1999,4,28,1,9199
1999,9,21,5,11462
1999,7,8,4,11323
1999,10,29,2,13409
1999,1,4,6,9568
1999,9,16,1,12095
1999,12,7,5,11244
1999,4,17,6,9693
1999,2,5,1,12284
1999,10,12,5,12717
1999,9,16,1,7967
1999,7,6,1,12885
1999,4,20,1,10002
1999,6,29,7,11036
1999,12,29,1,9301
1999,11,6,3,11237
1999,1,27,4,14540
1999,11,22,5,11498
1999,7,10,6,13347
1999,7,7,3,9709
1999,3,15,1,8384
1999,11,20,3,10799
1999,8,14,6,13147
1999,2,2,3,9711
1999,10,20,7,8270
1999,3,9,3,9847
1999,4,30,5,12462
1999,1,8,1,12935
1999,3,14,2,11246
1999,10,22,2,10616
1999,5,20,6,12321
1999,9,1,6,11001
1999,5,24,6,11601
1999,1,30,7,12268
1999,9,3,6,11256
1999,10,19,7,11344
1999,3,4,3,11579
1999,5,28,3,12161
1999,3,10,5,10786
1999,12,28,3,12752
1999,6,20,3,10032
1999,9,6,1,11408
1999,8,5,6,10709
1999,5,31,2,14185
1999,8,24,6,6443
1999,7,22,6,11558
1999,1,28,3,11434
1999,11,7,1,11420
1999,6,16,7,11831
1999,5,7,7,13325
1999,3,28,1,8099
1999,6,8,4,12253
1999,2,1,1,11859
1999,12,18,1,11096
1999,7,24,2,10333
1999,6,6,1,10205
1999,1,20,2,14436
1999,4,3,3,7467
1999,6,7,1,10535
1999,5,3,4,11183
1999,9,27,4,13659
1999,12,8,5,9326
1999,5,30,3,13061
1999,7,10,1,8673
1999,9,22,6,11993
1999,9,12,1,11383
1999,6,7,4,10332
1999,5,23,6,10392
1999,5,18,6,7784
1999,12,26,4,12144
1999,5,30,2,10993
1999,12,25,7,10823
1999,5,13,4,10832
1999,12,6,2,9270
1999,2,12,6,9933
1999,7,27,6,9578
1999,7,3,4,11553
1999,7,15,5,10411
1999,8,29,5,9412
1999,2,11,3,11553
1999,12,25,6,10875
1999,9,6,7,11689
1999,4,21,2,9822
1999,3,20,1,8824
1999,12,20,5,11340
1999,11,13,1,11916
1999,7,8,7,12215
1999,3,26,1,10761
1999,5,4,5,10590
1999,11,9,1,9895
1999,9,10,1,11496
1999,5,10,6,12913
1999,12,11,3,14540
1999,1,5,6,12182
1999,6,2,5,11620
1999,2,20,2,11364
1999,4,2,5,7090
1999,7,6,1,13364
1999,6,5,1,10772
1999,5,15,5,11722
1999,1,30,4,10439
1999,12,11,4,8907
1999,11,21,7,14540
1999,12,18,7,10027
1999,12,23,4,8983
1999,5,2,6,11262
1999,9,30,7,8542
1999,5,4,1,10224
1999,4,15,1,8147
1999,10,12,3,11156
1999,9,26,5,7916
1999,9,4,5,12287
1999,4,22,4,12225
1999,11,19,6,8585
1999,8,11,2,9165
1999,4,19,3,7969
1999,4,27,6,11250
1999,4,5,4,9537
1999,1,1,3,8994
1999,8,22,2,10789
1999,3,18,4,14540
1999,7,7,2,11548
1999,4,17,7,14540
1999,7,26,2,9436
1999,5,9,1,7771
1999,3,24,2,9869
1999,12,10,4,11821
1999,1,29,4,9340
1999,10,22,4,8081
1999,11,16,6,11090
1999,6,3,7,10563
1999,12,2,2,12478
1999,11,3,2,13038
1999,12,10,2,11819
1999,6,13,5,11210
1999,5,7,2,10902
1999,6,15,2,10404
1999,12,19,7,12695
1999,9,9,7,9716
1999,4,18,4,11089
1999,3,17,5,11994
1999,5,27,7,13027
1999,2,21,7,13417
1999,10,24,2,10173
1999,11,16,5,11426
1999,6,28,7,13413
1999,12,12,1,10788
1999,7,18,2,12078
1999,1,2,3,13574
1999,11,26,7,11462
1999,7,25,2,12237
1999,9,27,2,10655
1999,5,19,2,12350
1999,10,19,2,11381
1999,1,8,2,14540
1999,12,19,5,14540
1999,1,8,1,12114
1999,4,28,2,9084
1999,2,7,7,11790
1999,10,10,6,9364
1999,3,14,1,10850
1999,12,26,7,11471
1999,11,21,7,9420
1999,12,7,7,12200
1999,9,13,2,9698
1999,6,8,4,8585
1999,6,15,7,9340
1999,4,28,7,14540
1999,8,15,5,8382
1999,5,15,6,13113
1999,5,27,7,11433
1999,2,17,5,11623
1999,3,31,1,11994
1999,9,23,2,10159
1999,9,31,2,7552
1999,1,6,1,11745
1999,9,25,7,8701
1999,11,1,5,9561
1999,9,11,7,10330
1999,9,5,6,12972
1999,6,31,2,13454
1999,3,19,1,12761
1999,11,23,1,11404
1999,11,10,7,13504
1999,5,18,5,12676
1999,3,16,4,12848
1999,9,18,7,8641
1999,10,14,6,9742
1999,9,27,4,6443
1999,1,21,2,11263
1999,1,23,7,9658
1999,2,12,7,8134
1999,4,26,3,9855
1999,6,12,7,10872
1999,10,19,5,10390
1999,7,27,2,12226
1999,2,16,4,10877
1999,10,6,4,13143
1999,6,2,4,10528
1999,5,20,1,9759
1999,1,20,6,11696
1999,8,6,3,11126
1999,1,25,5,9599
1999,2,5,6,10313
1999,12,28,1,14169
1999,9,30,7,9028
1999,10,8,1,9858
1999,12,14,2,8785
1999,10,7,7,11738
1999,6,7,4,10166
1999,8,27,1,7729
1999,1,29,7,9316
1999,12,20,4,11825
1999,7,2,2,10197
1999,10,19,4,8303
1999,7,24,1,13718
1999,6,26,3,13577
1999,8,3,3,10813
1999,3,13,4,11570
1999,12,9,6,13323
1999,8,8,6,11560
1999,4,4,7,10136
1999,6,21,6,11656
1999,6,9,7,11434
1999,2,2,4,11041
1999,12,2,7,8656
1999,10,20,2,14540
1999,9,20,4,10971
1999,12,24,3,8203
1999,11,5,3,11907
1999,9,29,5,11072
1999,10,6,5,12359
1999,5,24,4,10479
1999,1,30,5,11484
1999,8,10,2,9324
1999,5,12,1,11759
1999,7,31,7,10508
1999,10,16,7,11386
1999,8,18,3,8734
1999,5,3,4,14540
1999,2,14,5,9086
1999,9,6,2,10063
1999,12,17,2,10007
1999,4,16,4,8873
1999,12,14,6,12108
1999,5,18,7,11232
1999,12,27,1,10648
1999,3,14,6,8704
1999,5,24,3,12463
1999,2,25,5,9830
1999,5,6,3,7803
1999,6,2,2,12250
1999,1,18,6,10742
1999,6,22,3,8935
1999,11,21,5,10213
1999,4,27,1,9008
1999,11,30,6,11965
1999,7,29,4,11010
1999,2,28,2,10939
1999,7,5,3,12519
1999,7,10,5,12121
1999,9,7,2,10061
1999,7,18,4,9928
1999,4,29,4,8237
1999,2,17,2,8917
1999,3,14,5,9197
1999,7,9,7,9138
1999,11,6,7,9291
1999,10,15,6,9988
1999,6,14,4,12866
1999,9,19,2,11135
1999,3,3,6,12460
1999,9,15,7,12049
1999,4,13,3,9337
1999,2,31,5,6521
1999,10,15,1,12126
1999,9,30,4,11569
1999,1,20,4,11428
1999,8,21,5,8950
1999,4,15,5,11991
1999,10,7,7,10267
1999,5,15,1,11720
1999,5,26,2,10385
1999,11,23,3,8816
1999,7,3,1,7877
1999,8,8,4,11748
1999,8,31,4,11704
1999,2,17,6,9589
1999,3,10,2,12196
1999,11,27,6,9464
1999,10,15,3,13256
1999,12,29,1,13490
1999,1,23,5,12907
2000,3,3,6,9580
2000,7,3,1,9731
2000,3,2,7,11048
2000,9,7,2,11156
2000,11,22,3,10240
2000,3,16,1,11159
2000,1,9,3,11170
2000,8,28,5,10261
2000,6,4,7,12762
2000,4,27,7,10539
2000,5,15,2,13521
2000,5,11,1,12620
2000,4,2,4,9656
2000,10,15,5,13521
2000,12,17,7,11386
2000,4,2,3,12112
2000,8,3,1,9349
2000,9,1,2,10193
2000,5,12,3,10154
2000,3,11,4,11443
2000,10,8,7,14498
2000,3,4,3,10519
2000,5,3,4,9349
2000,9,11,1,12357
2000,11,22,4,7651
2000,6,3,5,10340
2000,7,30,1,10485
2000,6,9,5,14132
2000,11,28,5,9224
2000,10,20,5,12324
2000,2,10,7,11169
2000,1,26,6,10857
2000,1,28,2,12266
2000,10,31,7,10121
2000,8,14,6,12526
2000,5,14,4,9966
2000,1,28,2,9609
2000,10,23,7,11738
2000,2,4,1,9759
2000,9,5,3,12605
2000,10,17,1,10386
2000,8,25,6,12531
2000,3,3,4,11043
2000,2,29,3,8897
2000,8,14,3,13595
2000,2,1,1,10638
2000,5,17,4,13762
2000,1,15,4,10093
2000,9,27,7,8245
2000,12,10,1,6443
2000,4,24,2,11687
2000,1,1,4,12984
2000,5,3,5,7481
2000,8,15,1,10276
2000,8,25,1,9713
2000,3,28,5,9385
2000,12,24,4,10369
2000,10,19,6,12143
2000,8,14,2,11297
2000,4,4,7,10860
2000,5,19,7,10017
2000,5,9,4,12632
2000,11,27,1,11254
2000,3,25,3,12066
2000,7,24,7,11824
2000,4,3,4,10844
2000,1,5,2,8411
2000,3,20,2,13546
2000,9,4,5,11127
2000,1,10,7,10504
2000,8,10,1,13883
2000,3,26,4,12561
2000,2,16,5,12883
2000,8,2,6,9008
2000,12,19,4,10838
2000,6,11,4,11044
2000,3,25,5,7516
2000,9,19,6,11513
2000,1,22,6,9638
2000,4,15,5,11362
2000,10,28,1,12928
2000,5,5,2,8740
2000,8,27,2,10171
2000,7,17,7,12818
2000,10,19,6,10246
2000,11,6,7,9536
2000,8,4,3,11770
2000,8,6,5,9796
2000,6,18,3,9456
2000,8,4,4,10116
2000,5,1,6,11284
2000,8,7,7,10974
2000,12,4,6,11893
2000,9,5,1,13124
2000,12,2,7,13426
2000,4,3,6,11252
2000,7,25,4,12234
2000,2,8,2,8599
2000,12,18,4,9809
2000,5,27,5,10039
2000,4,28,5,7336
2000,8,12,4,8510
2000,6,5,7,9345
2000,1,24,7,12034
2000,9,11,7,9775
2000,6,27,4,11523
2000,10,26,3,12227
2000,1,30,5,12515
2000,3,7,7,10679
2000,11,15,3,11322
