series,year,month,count,rate,date
Manufacturing,2005,8,1307.0,16.9,2024-04-19T07:15:35
Manufacturing,2005,6,741.0,4.8,2020-12-21T08:19:21
Manufacturing,2000,12,897.0,6.0,2023-02-23T18:19:07
Manufacturing,2007,7,649.0,5.4,2021-12-16T06:25:08
Manufacturing,2005,4,623.0,12.1,2023-05-12T11:48:48
Manufacturing,2000,1,700.0,3.6,2024-07-18T08:29:11
Manufacturing,2009,8,717.0,6.6,2022-12-18T23:35:13
Manufacturing,2001,9,1063.0,4.8,2020-10-06T21:32:46
Manufacturing,2009,12,805.0,9.8,2022-08-16T18:01:15
Manufacturing,2005,6,1045.0,4.0,2022-09-17T11:31:06
Manufacturing,2005,6,744.0,9.9,2020-07-24T12:24:23
Manufacturing,2002,9,665.0,6.9,2024-08-07T09:23:16
Manufacturing,2005,11,1002.0,5.1,2024-11-04T23:42:32
Manufacturing,2002,8,690.0,4.4,2023-05-10T21:53:25
Manufacturing,2007,9,699.0,4.0,2020-04-17T00:06:27
Manufacturing,2007,12,817.0,7.8,2021-03-30T19:48:44
Manufacturing,2005,4,965.0,4.1,2022-03-13T13:43:28
Manufacturing,2007,2,878.0,4.7,2021-09-01T08:35:50
Manufacturing,2009,9,620.0,9.2,2020-01-19T04:13:41
Manufacturing,2006,9,1248.0,6.2,2021-05-12T21:45:48
Manufacturing,2001,2,670.0,6.2,2020-12-20T00:35:00
Manufacturing,2007,7,842.0,4.4,2021-10-19T04:45:28
Manufacturing,2002,8,705.0,4.2,2023-01-25T01:41:46
Manufacturing,2000,11,1460.0,4.6,2024-07-18T11:35:43
Manufacturing,2004,9,1500.0,3.9,2021-11-20T13:38:34
Manufacturing,2008,5,929.0,5.1,2020-04-27T01:35:43
Manufacturing,2006,8,1468.0,6.9,2021-06-10T15:49:46
Manufacturing,2009,8,1684.0,10.1,2022-03-06T11:56:48
Manufacturing,2000,11,2019.0,5.4,2022-08-31T07:09:21
Manufacturing,2006,11,1607.0,4.1,2024-09-07T08:26:06
Manufacturing,2006,2,1471.0,8.1,2024-08-20T03:29:50
Manufacturing,2006,3,1938.0,5.9,2023-12-14T19:16:31
Manufacturing,2005,12,1505.0,5.2,2021-11-26T19:08:22
Manufacturing,2002,5,1491.0,6.9,2022-05-18T22:58:58
Manufacturing,2007,1,654.0,5.3,2022-07-19T18:23:04
Manufacturing,2008,4,979.0,6.4,2022-10-03T19:39:07
Manufacturing,2006,3,1179.0,6.5,2022-06-30T05:47:14
Manufacturing,2010,12,1010.0,4.6,2020-09-13T06:43:55
Manufacturing,2003,5,1102.0,10.5,2021-07-18T07:24:38
Manufacturing,2006,1,1607.0,7.3,2020-05-01T21:26:24
Manufacturing,2002,3,902.0,6.5,2020-07-10T23:05:22
Manufacturing,2009,4,1061.0,7.5,2024-05-09T22:32:05
Manufacturing,2000,12,752.0,4.1,2020-08-18T13:53:45
Manufacturing,2009,12,777.0,5.5,2024-02-21T10:30:00
Manufacturing,2008,3,635.0,4.1,2022-06-23T04:20:46
Manufacturing,2006,2,1045.0,3.6,2022-03-21T18:09:26
Manufacturing,2008,9,2026.0,3.7,2021-12-12T23:56:49
Manufacturing,2004,2,1345.0,4.9,2023-09-16T20:39:41
Manufacturing,2007,12,1359.0,6.8,2021-07-12T12:09:35
Wholesale and Retail Trade,2008,12,1119.0,6.2,2022-05-22T00:21:31
Wholesale and Retail Trade,2007,4,1239.0,8.5,2020-06-29T18:37:25
Wholesale and Retail Trade,2005,1,1067.0,6.4,2021-05-09T16:36:04
Wholesale and Retail Trade,2004,7,1475.0,4.4,2023-09-06T03:16:46
Wholesale and Retail Trade,2001,4,1308.0,5.4,2020-03-23T14:02:55
Wholesale and Retail Trade,2005,6,1056.0,5.3,2021-11-13T08:03:25
Wholesale and Retail Trade,2003,9,1026.0,10.8,2021-08-31T13:55:39
Wholesale and Retail Trade,2008,10,836.0,5.9,2021-02-02T22:24:27
Wholesale and Retail Trade,2004,1,1276.0,9.7,2023-09-03T06:42:21
Wholesale and Retail Trade,2001,11,1320.0,5.6,2024-06-04T20:25:02
Wholesale and Retail Trade,2004,8,1173.0,4.0,2021-10-07T21:27:55
Wholesale and Retail Trade,2008,2,825.0,8.0,2023-05-06T22:50:29
Wholesale and Retail Trade,2009,8,1179.0,7.3,2021-11-21T00:04:24
Wholesale and Retail Trade,2009,9,801.0,5.6,2023-02-14T08:10:06
Wholesale and Retail Trade,2007,6,1239.0,4.4,2024-09-24T18:07:09
Wholesale and Retail Trade,2005,10,1575.0,3.6,2021-10-23T17:05:23
Wholesale and Retail Trade,2001,7,1366.0,4.9,2022-09-26T21:01:05
Wholesale and Retail Trade,2007,6,1283.0,3.8,2022-10-03T16:59:35
Wholesale and Retail Trade,2003,5,1511.0,5.6,2024-12-13T13:31:36
Wholesale and Retail Trade,2002,5,737.0,4.6,2020-08-04T13:32:23
Wholesale and Retail Trade,2008,5,1335.0,6.1,2021-06-15T11:07:55
Wholesale and Retail Trade,2005,1,1240.0,5.9,2024-12-11T12:52:15
Wholesale and Retail Trade,2003,9,848.0,9.5,2023-05-24T18:16:19
Wholesale and Retail Trade,2003,2,1142.0,7.3,2024-04-05T02:42:05
Wholesale and Retail Trade,2009,5,918.0,5.8,2021-03-21T20:39:05
Wholesale and Retail Trade,2005,8,1220.0,5.8,2020-04-04T03:39:54
Wholesale and Retail Trade,2003,10,1212.0,3.5,2020-03-20T11:50:30
Wholesale and Retail Trade,2000,8,2003.0,6.5,2024-01-20T18:03:56
Wholesale and Retail Trade,2007,3,849.0,4.5,2020-09-09T22:55:14
Wholesale and Retail Trade,2001,6,1136.0,8.1,2023-12-29T12:59:02
Wholesale and Retail Trade,2009,7,990.0,5.1,2023-01-02T03:49:09
Wholesale and Retail Trade,2004,6,1631.0,5.9,2020-08-21T13:00:02
Wholesale and Retail Trade,2005,6,1233.0,7.3,2022-06-15T09:07:30
Wholesale and Retail Trade,2008,5,1345.0,5.1,2022-05-26T17:12:29
Wholesale and Retail Trade,2009,2,1783.0,10.2,2022-10-08T17:13:36
Wholesale and Retail Trade,2008,5,1727.0,8.3,2020-08-15T14:43:08
Wholesale and Retail Trade,2003,3,1227.0,3.7,2021-03-25T05:20:26
Wholesale and Retail Trade,2008,11,713.0,7.4,2023-03-23T15:56:43
Wholesale and Retail Trade,2007,11,656.0,8.7,2022-01-28T02:52:16
Wholesale and Retail Trade,2003,5,1179.0,7.1,2024-03-13T04:21:00
Wholesale and Retail Trade,2001,5,1615.0,9.0,2020-06-13T18:10:09
Wholesale and Retail Trade,2008,5,1438.0,5.8,2021-03-01T12:44:17
Wholesale and Retail Trade,2001,7,1909.0,5.1,2023-04-27T21:28:51
Wholesale and Retail Trade,2005,12,1168.0,7.1,2023-02-26T14:03:47
Wholesale and Retail Trade,2006,7,1431.0,5.5,2021-01-07T11:58:28
Wholesale and Retail Trade,2009,8,1549.0,5.2,2020-08-02T09:06:14
Wholesale and Retail Trade,2008,9,1519.0,5.4,2021-06-20T11:58:45
Wholesale and Retail Trade,2009,1,1176.0,8.1,2021-04-14T05:36:47
Wholesale and Retail Trade,2006,4,1050.0,8.0,2024-01-19T03:53:24
Wholesale and Retail Trade,2004,3,1070.0,7.6,2022-03-03T21:32:49
Wholesale and Retail Trade,2010,4,734.0,7.4,2021-05-29T22:02:28
Wholesale and Retail Trade,2004,11,991.0,3.7,2023-07-20T13:22:27
Wholesale and Retail Trade,2005,9,989.0,3.7,2024-04-04T04:03:10
Wholesale and Retail Trade,2003,9,1178.0,5.6,2021-06-21T02:03:07
Wholesale and Retail Trade,2007,8,947.0,6.6,2021-10-06T13:52:36
Wholesale and Retail Trade,2005,3,1379.0,4.7,2020-11-27T16:28:12
Wholesale and Retail Trade,2002,8,892.0,6.9,2021-08-08T11:08:24
Wholesale and Retail Trade,2009,1,738.0,7.0,2022-09-19T06:15:39
Wholesale and Retail Trade,2006,8,1141.0,3.7,2022-06-27T10:38:14
Wholesale and Retail Trade,2002,7,1336.0,5.9,2024-08-04T12:45:37
Wholesale and Retail Trade,2004,3,1262.0,4.5,2023-09-13T02:48:02
Wholesale and Retail Trade,2004,6,1054.0,7.1,2022-04-02T10:33:06
Wholesale and Retail Trade,2004,4,1347.0,6.1,2024-09-09T17:14:44
Wholesale and Retail Trade,2002,8,1182.0,4.2,2023-04-09T19:09:51
Wholesale and Retail Trade,2006,7,875.0,6.2,2021-06-28T04:15:52
Wholesale and Retail Trade,2005,2,920.0,4.2,2022-09-12T20:29:32
Wholesale and Retail Trade,2004,7,1337.0,6.2,2022-04-25T14:35:38
Wholesale and Retail Trade,2002,10,1547.0,4.3,2023-06-01T11:58:13
Wholesale and Retail Trade,2003,5,850.0,5.6,2024-06-26T11:04:54
Wholesale and Retail Trade,2002,11,1375.0,4.8,2021-11-11T12:09:00
Wholesale and Retail Trade,2003,10,1017.0,4.8,2022-12-26T02:58:44
Wholesale and Retail Trade,2008,4,1087.0,6.8,2020-04-19T15:22:41
Wholesale and Retail Trade,2002,1,1088.0,6.4,2020-07-11T21:26:52
Wholesale and Retail Trade,2003,7,1175.0,4.7,2020-02-13T16:42:59
Wholesale and Retail Trade,2001,4,1358.0,5.2,2023-02-20T10:22:41
Wholesale and Retail Trade,2006,5,1096.0,7.3,2021-10-15T02:37:31
Wholesale and Retail Trade,2007,9,1782.0,5.4,2021-03-02T18:49:20
Wholesale and Retail Trade,2002,7,974.0,6.3,2020-09-03T06:48:28
Wholesale and Retail Trade,2007,12,1116.0,5.9,2021-04-22T06:05:16
Wholesale and Retail Trade,2008,4,1141.0,4.8,2021-08-15T15:23:04
Wholesale and Retail Trade,2002,4,919.0,5.7,2021-06-09T12:05:07
Wholesale and Retail Trade,2006,6,1305.0,6.4,2022-07-09T13:34:55
Wholesale and Retail Trade,2005,6,1356.0,4.2,2021-08-10T18:10:41
Wholesale and Retail Trade,2000,3,826.0,6.8,2022-11-03T01:48:28
Wholesale and Retail Trade,2006,2,1210.0,5.1,2023-03-18T13:41:17
Wholesale and Retail Trade,2004,10,988.0,4.7,2023-08-13T20:05:23
Wholesale and Retail Trade,2009,7,733.0,5.2,2024-11-16T11:36:27
Wholesale and Retail Trade,2007,10,1264.0,7.2,2021-11-04T12:42:54
Wholesale and Retail Trade,2008,11,1243.0,7.0,2021-02-28T18:02:00
Wholesale and Retail Trade,2009,10,1547.0,9.2,2020-09-07T10:25:14
Wholesale and Retail Trade,2003,9,969.0,4.2,2022-02-22T06:26:35
Wholesale and Retail Trade,2001,10,961.0,6.1,2020-02-02T03:10:18
Wholesale and Retail Trade,2008,4,1000.0,7.9,2022-01-04T19:31:04
Wholesale and Retail Trade,2000,2,746.0,6.8,2020-09-09T16:33:19
Wholesale and Retail Trade,2001,5,1187.0,5.1,2020-05-23T07:36:13
Wholesale and Retail Trade,2005,5,1087.0,6.8,2023-03-14T13:19:18
Wholesale and Retail Trade,2007,8,1980.0,3.4,2020-05-04T09:43:28
Wholesale and Retail Trade,2007,4,1899.0,4.5,2020-10-04T11:16:54
Wholesale and Retail Trade,2010,3,798.0,5.6,2020-05-09T02:15:59
Wholesale and Retail Trade,2009,4,1084.0,4.8,2021-07-25T07:09:24
Wholesale and Retail Trade,2001,10,1212.0,5.6,2020-03-16T06:46:55
Wholesale and Retail Trade,2004,5,1704.0,5.6,2023-06-10T04:44:40
Wholesale and Retail Trade,2009,2,969.0,8.0,2020-10-02T17:03:12
Wholesale and Retail Trade,2004,3,1042.0,6.1,2024-08-17T04:17:53
Wholesale and Retail Trade,2001,3,921.0,4.4,2021-10-18T19:07:04
Wholesale and Retail Trade,2001,11,900.0,6.6,2021-07-18T20:34:49
Wholesale and Retail Trade,2009,5,861.0,4.5,2024-02-15T00:56:41
Wholesale and Retail Trade,2009,6,1398.0,8.4,2022-07-30T00:35:19
Wholesale and Retail Trade,2004,7,1101.0,3.7,2023-12-11T20:46:20
Wholesale and Retail Trade,2009,11,1445.0,5.6,2023-04-02T22:54:49
Wholesale and Retail Trade,2002,3,784.0,6.3,2021-05-29T06:16:09
Wholesale and Retail Trade,2002,8,802.0,5.5,2023-11-14T00:02:09
Wholesale and Retail Trade,2007,8,1200.0,6.0,2020-04-25T03:23:15
Wholesale and Retail Trade,2006,2,968.0,4.6,2024-05-27T01:45:49
Wholesale and Retail Trade,2001,3,962.0,6.2,2020-12-22T10:23:29
Wholesale and Retail Trade,2003,8,1377.0,8.8,2021-08-08T05:03:27
Wholesale and Retail Trade,2002,7,1338.0,4.7,2023-04-03T02:07:15
Wholesale and Retail Trade,2003,5,965.0,6.1,2022-05-22T01:01:46
Wholesale and Retail Trade,2002,2,1154.0,6.6,2021-04-08T00:48:18
Wholesale and Retail Trade,2007,5,1274.0,5.8,2022-09-29T13:30:38
Wholesale and Retail Trade,2008,11,1738.0,5.7,2020-03-13T01:56:46
Wholesale and Retail Trade,2001,12,1294.0,4.5,2021-01-17T14:47:30
Transportation and Utilities,2000,7,233.0,5.1,2023-09-16T16:49:40
Transportation and Utilities,2003,4,231.0,6.0,2024-11-24T05:44:01
Transportation and Utilities,2007,1,230.0,5.7,2023-04-06T17:03:08
Transportation and Utilities,2003,5,296.0,3.9,2021-01-25T11:30:06
Transportation and Utilities,2004,12,242.0,2.4,2024-12-10T11:22:30
Transportation and Utilities,2003,11,294.0,3.1,2022-07-13T10:24:44
Transportation and Utilities,2005,11,236.0,5.2,2024-06-13T08:48:22
Transportation and Utilities,2000,3,199.0,5.0,2021-05-28T21:21:47
Transportation and Utilities,2006,2,268.0,5.7,2023-06-24T07:00:42
Transportation and Utilities,2000,2,458.0,7.2,2024-06-14T01:21:56
Transportation and Utilities,2007,2,356.0,4.4,2022-06-09T23:03:22
Transportation and Utilities,2004,3,176.0,2.8,2023-06-06T10:59:53
Transportation and Utilities,2007,6,191.0,2.5,2021-09-03T12:54:40
Transportation and Utilities,2007,3,198.0,6.1,2022-12-25T15:10:09
Transportation and Utilities,2007,11,441.0,4.7,2020-01-15T12:30:15
Transportation and Utilities,2006,10,200.0,3.0,2023-11-25T12:51:00
Transportation and Utilities,2001,11,264.0,4.6,2021-06-21T18:07:05
Transportation and Utilities,2007,7,403.0,4.3,2022-06-18T08:39:14
Transportation and Utilities,2006,1,423.0,5.0,2021-05-19T12:56:39
Transportation and Utilities,2002,6,248.0,6.4,2024-06-17T09:01:33
Transportation and Utilities,2005,2,442.0,5.7,2020-09-21T20:46:03
Transportation and Utilities,2006,7,226.0,5.3,2023-10-12T04:29:59
Transportation and Utilities,2004,1,211.0,5.3,2021-06-14T12:20:20
Transportation and Utilities,2009,2,202.0,3.7,2024-10-09T20:52:25
Transportation and Utilities,2002,9,358.0,4.4,2022-07-05T01:51:06
Transportation and Utilities,2006,11,253.0,5.2,2024-02-26T09:31:07
Transportation and Utilities,2007,2,221.0,4.5,2022-02-06T17:00:47
Transportation and Utilities,2004,8,330.0,6.9,2020-03-28T08:23:39
Transportation and Utilities,2000,9,294.0,4.6,2022-02-07T22:53:37
Transportation and Utilities,2009,10,325.0,4.4,2024-09-22T08:52:05
Transportation and Utilities,2008,3,329.0,6.0,2021-01-29T21:23:58
Transportation and Utilities,2009,1,283.0,5.7,2022-01-06T22:16:51
Transportation and Utilities,2006,2,250.0,4.5,2022-07-29T06:36:30
Transportation and Utilities,2007,9,295.0,5.8,2022-12-22T12:09:45
Transportation and Utilities,2002,10,239.0,3.3,2023-11-22T00:40:40
Transportation and Utilities,2000,1,409.0,5.3,2023-08-08T05:51:45
Transportation and Utilities,2003,4,201.0,3.0,2021-01-08T10:04:14
Transportation and Utilities,2007,10,317.0,4.1,2023-10-10T22:11:41
Transportation and Utilities,2007,4,356.0,7.4,2023-11-05T13:41:34
Transportation and Utilities,2007,9,185.0,3.9,2021-04-24T02:23:53
Transportation and Utilities,2005,5,334.0,4.9,2024-03-06T23:26:22
Transportation and Utilities,2002,1,319.0,7.7,2020-02-11T07:31:59
Transportation and Utilities,2005,7,259.0,5.0,2020-12-05T06:09:04
Transportation and Utilities,2004,4,262.0,3.4,2022-09-19T02:37:25
Transportation and Utilities,2004,2,290.0,5.5,2021-11-21T02:13:36
Transportation and Utilities,2004,11,215.0,3.8,2024-07-28T17:52:27
Transportation and Utilities,2007,9,294.0,3.8,2021-08-13T19:30:20
Transportation and Utilities,2005,5,239.0,4.1,2022-07-24T06:00:25
Transportation and Utilities,2009,6,219.0,6.3,2024-10-12T01:54:15
Transportation and Utilities,2001,9,291.0,3.9,2020-02-12T16:05:01
Transportation and Utilities,2002,8,195.0,4.8,2022-03-01T09:16:15
Transportation and Utilities,2006,9,389.0,5.7,2022-09-23T01:31:29
Transportation and Utilities,2003,2,240.0,4.4,2022-12-12T20:22:06
Transportation and Utilities,2005,6,154.0,3.1,2021-06-02T01:02:45
Transportation and Utilities,2008,10,397.0,5.2,2024-10-31T23:15:47
Transportation and Utilities,2000,9,188.0,6.4,2024-06-27T15:27:39
Transportation and Utilities,2005,12,209.0,5.3,2023-06-22T14:41:13
Transportation and Utilities,2008,2,269.0,6.7,2023-07-13T16:55:51
Transportation and Utilities,2009,11,275.0,5.1,2024-02-22T07:36:19
Transportation and Utilities,2009,6,192.0,5.4,2022-10-25T02:23:38
Transportation and Utilities,2008,9,208.0,5.8,2020-07-21T07:41:40
Transportation and Utilities,2009,1,453.0,4.0,2022-07-22T14:46:12
Transportation and Utilities,2008,2,407.0,4.6,2023-02-03T07:45:15
Transportation and Utilities,2005,2,250.0,5.9,2020-04-16T06:50:14
Transportation and Utilities,2003,11,394.0,4.1,2020-11-29T00:27:22
Transportation and Utilities,2003,3,385.0,11.3,2024-08-24T23:07:42
Transportation and Utilities,2000,10,295.0,6.1,2022-07-22T13:03:18
Transportation and Utilities,2006,6,256.0,6.5,2024-12-29T21:48:53
Transportation and Utilities,2001,6,229.0,5.3,2020-08-25T17:54:23
Transportation and Utilities,2003,4,268.0,4.5,2024-02-16T02:32:47
Transportation and Utilities,2005,10,185.0,5.0,2020-01-22T14:03:46
Transportation and Utilities,2009,11,267.0,4.9,2022-01-15T16:04:39
Transportation and Utilities,2003,12,219.0,4.6,2022-12-30T23:31:10
Transportation and Utilities,2002,12,332.0,5.9,2022-03-17T10:34:59
Transportation and Utilities,2004,11,262.0,5.3,2022-06-30T13:38:25
Transportation and Utilities,2005,1,310.0,9.8,2023-01-10T23:21:28
Transportation and Utilities,2005,11,317.0,5.9,2020-07-01T16:24:06
Transportation and Utilities,2006,11,308.0,4.2,2020-02-19T15:04:06
Transportation and Utilities,2001,1,239.0,3.0,2020-02-03T16:07:11
Transportation and Utilities,2004,12,513.0,5.7,2024-09-25T15:55:09
Transportation and Utilities,2005,6,342.0,4.3,2020-11-27T13:17:25
Transportation and Utilities,2006,6,345.0,3.8,2022-07-17T18:51:59
Transportation and Utilities,2009,4,223.0,5.8,2022-03-21T21:06:56
Transportation and Utilities,2005,9,230.0,4.7,2021-09-05T18:39:45
Transportation and Utilities,2009,12,329.0,5.4,2021-02-13T20:16:49
Transportation and Utilities,2009,1,456.0,3.0,2023-08-20T09:48:23
Transportation and Utilities,2004,12,168.0,5.9,2020-01-31T04:43:35
Transportation and Utilities,2007,2,274.0,5.5,2024-02-29T08:46:00
Transportation and Utilities,2000,5,226.0,8.0,2022-07-12T06:07:30
Transportation and Utilities,2008,2,463.0,3.3,2021-06-05T19:35:35
Transportation and Utilities,2009,4,350.0,3.9,2021-02-02T15:40:50
Transportation and Utilities,2005,2,325.0,7.1,2022-09-11T15:45:50
Transportation and Utilities,2009,10,152.0,3.8,2023-12-31T09:24:25
Transportation and Utilities,2004,2,244.0,5.7,2020-01-18T05:05:40
Transportation and Utilities,2005,1,301.0,5.1,2022-09-22T01:56:48
Transportation and Utilities,2008,2,191.0,3.2,2022-11-24T09:51:25
Transportation and Utilities,2009,11,275.0,10.4,2023-04-27T17:34:37
Transportation and Utilities,2003,9,387.0,3.5,2024-07-03T17:04:17
Transportation and Utilities,2009,3,275.0,5.4,2023-04-02T03:28:29
Transportation and Utilities,2004,6,374.0,5.1,2024-08-08T20:22:07
Transportation and Utilities,2009,6,434.0,4.9,2023-10-01T00:29:47
Transportation and Utilities,2007,10,235.0,4.5,2020-11-24T14:06:10
Transportation and Utilities,2006,11,239.0,5.5,2023-02-26T20:42:17
Transportation and Utilities,2000,2,279.0,4.5,2021-05-10T08:05:09
Transportation and Utilities,2009,12,326.0,4.4,2022-05-04T03:52:22
Transportation and Utilities,2009,6,312.0,9.3,2021-12-23T14:11:56
Transportation and Utilities,2000,11,170.0,5.1,2022-04-19T09:33:01
Transportation and Utilities,2002,6,159.0,8.9,2021-12-27T08:42:18
Transportation and Utilities,2000,3,397.0,7.1,2021-09-18T13:01:01
Transportation and Utilities,2007,8,259.0,5.7,2024-01-12T04:06:48
Transportation and Utilities,2008,2,188.0,3.5,2022-02-08T21:42:00
Transportation and Utilities,2006,8,240.0,2.7,2020-01-24T20:24:49
Transportation and Utilities,2009,7,245.0,3.3,2020-12-05T09:22:06
Transportation and Utilities,2008,4,374.0,3.7,2020-02-04T02:15:18
Transportation and Utilities,2009,11,514.0,3.8,2022-09-22T05:09:11
Transportation and Utilities,2000,11,274.0,4.7,2022-12-10T11:52:07
Transportation and Utilities,2009,11,187.0,3.6,2023-07-01T04:07:50
Transportation and Utilities,2002,1,215.0,4.2,2023-03-17T17:28:01
Transportation and Utilities,2003,7,313.0,5.7,2021-04-01T20:57:46
Transportation and Utilities,2003,5,214.0,4.0,2020-02-11T05:19:34
Transportation and Utilities,2005,3,224.0,4.6,2020-04-22T10:29:23
Transportation and Utilities,2004,1,282.0,3.7,2022-03-17T17:27:21
Information,2007,8,120.0,5.6,2021-05-09T13:48:37
Information,2008,8,164.0,5.4,2020-05-22T07:08:11
Information,2000,4,265.0,3.9,2023-08-27T21:32:44
Information,2002,9,167.0,5.3,2020-06-16T16:42:24
Information,2009,10,225.0,4.7,2020-08-19T12:02:16
Information,2003,4,129.0,3.9,2022-08-06T08:29:16
Information,2000,9,178.0,3.3,2021-03-07T00:48:09
Information,2008,12,173.0,8.5,2023-10-13T22:16:05
Information,2006,7,122.0,5.7,2020-08-30T04:04:50
Information,2009,12,172.0,5.6,2022-02-07T17:55:22
Information,2002,10,127.0,3.8,2023-03-19T03:58:06
Information,2004,3,165.0,5.9,2024-06-22T04:27:54
Information,2006,6,120.0,4.2,2023-06-23T09:48:01
Information,2000,9,118.0,7.6,2023-05-21T23:14:50
Information,2007,1,192.0,4.9,2022-05-13T14:37:24
Information,2008,6,121.0,3.2,2021-01-18T21:06:40
Information,2005,5,133.0,7.4,2024-07-18T23:49:24
Information,2009,3,148.0,5.4,2023-02-03T05:33:24
Information,2008,10,217.0,6.4,2021-10-07T12:40:45
Information,2008,7,236.0,4.7,2023-03-16T05:42:37
Information,2009,8,246.0,2.9,2022-05-11T19:18:58
Information,2003,2,154.0,8.6,2021-03-16T14:20:24
Information,2002,4,194.0,4.9,2024-09-15T08:04:58
Information,2000,6,269.0,4.0,2020-11-23T15:26:49
Information,2001,1,172.0,5.6,2023-08-31T10:35:52
Information,2002,1,127.0,5.8,2023-11-24T15:57:13
Information,2002,11,278.0,5.2,2020-05-31T15:33:36
Information,2004,3,208.0,2.6,2020-04-17T12:09:53
Information,2001,7,174.0,5.3,2021-09-17T20:53:29
Information,2004,10,243.0,6.3,2023-01-14T16:18:37
Information,2003,11,157.0,5.7,2022-07-12T12:46:11
Information,2000,2,157.0,8.5,2022-03-30T05:21:27
Information,2006,7,227.0,4.3,2024-09-20T11:12:04
Information,2002,5,201.0,4.2,2020-01-29T22:16:28
Information,2005,6,258.0,3.4,2021-06-22T08:37:04
Information,2001,1,198.0,2.2,2024-04-10T16:51:16
Information,2002,10,135.0,8.1,2021-04-23T00:37:35
Information,2002,11,204.0,3.8,2020-08-09T17:09:27
Information,2004,5,137.0,3.6,2023-04-29T22:02:09
Information,2003,7,102.0,8.1,2020-02-09T17:20:59
Information,2001,4,146.0,2.6,2022-12-23T22:40:53
Information,2006,2,198.0,10.0,2020-02-27T20:22:05
Information,2008,6,165.0,5.6,2023-01-26T22:25:08
Information,2009,10,119.0,4.5,2020-07-07T11:51:52
Information,2002,5,139.0,3.8,2022-08-02T09:58:22
Information,2009,1,153.0,2.2,2020-07-16T11:30:36
Information,2001,10,264.0,7.1,2024-08-19T02:08:31
Information,2005,4,273.0,4.5,2023-06-17T18:08:41
Information,2004,8,147.0,4.1,2023-07-09T20:29:37
Information,2000,3,161.0,4.3,2020-09-09T16:33:16
Information,2000,8,239.0,5.8,2020-12-02T00:38:51
Information,2002,6,127.0,2.2,2023-02-10T00:36:39
Information,2002,6,153.0,5.7,2021-05-06T19:16:10
Information,2005,2,168.0,2.3,2020-04-13T09:42:37
Information,2003,4,144.0,5.2,2022-05-16T10:36:05
Information,2005,10,178.0,7.7,2021-09-04T17:52:46
Information,2000,9,194.0,7.2,2024-06-30T15:56:11
Information,2006,8,188.0,5.3,2023-04-26T14:58:23
Information,2003,1,137.0,6.9,2020-03-01T05:38:26
Information,2003,12,183.0,5.5,2022-11-07T08:03:08
Information,2007,11,270.0,7.2,2022-12-17T15:34:26
Information,2004,11,266.0,9.5,2021-01-04T20:40:21
Information,2004,1,224.0,5.0,2020-12-01T05:58:46
Information,2005,2,227.0,3.0,2023-09-07T13:14:50
Information,2000,9,147.0,4.2,2023-07-14T09:19:10
Information,2009,12,260.0,5.7,2021-12-19T06:58:21
Information,2003,11,247.0,4.4,2022-09-01T19:52:21
Information,2009,7,211.0,5.4,2024-11-13T17:28:49
Information,2006,1,223.0,5.1,2020-11-14T20:13:07
Information,2001,1,204.0,3.2,2021-01-29T06:09:16
Information,2006,7,112.0,8.2,2022-11-11T00:07:01
Information,2006,4,95.0,5.6,2021-07-18T02:13:44
Information,2009,8,150.0,4.9,2024-11-01T12:24:45
Information,2000,7,208.0,4.5,2020-12-07T08:12:42
Information,2001,2,144.0,3.7,2021-06-20T19:05:52
Information,2006,3,203.0,4.8,2020-01-18T21:19:28
Information,2009,4,137.0,8.4,2023-09-22T04:51:59
Information,2008,1,162.0,4.8,2024-11-26T18:45:42
Information,2002,1,186.0,6.9,2022-01-30T13:10:01
Information,2005,10,272.0,7.2,2021-05-18T02:24:14
Information,2004,1,192.0,5.8,2024-02-13T07:59:21
Information,2008,1,115.0,4.3,2021-02-19T20:28:07
Information,2000,3,192.0,4.0,2020-06-17T21:11:29
Information,2009,6,230.0,4.8,2022-10-01T03:56:29
Information,2001,6,158.0,7.7,2024-01-02T05:53:29
Information,2010,10,209.0,3.5,2022-04-04T15:56:43
Information,2001,10,166.0,6.7,2021-04-01T15:02:06
Information,2001,4,196.0,4.6,2022-07-08T23:29:55
Information,2008,10,131.0,4.0,2023-05-18T18:01:55
Information,2006,5,92.0,3.7,2022-04-25T05:50:12
Information,2007,6,135.0,4.1,2024-02-26T23:04:09
Information,2003,7,168.0,4.8,2022-12-14T07:19:14
Information,2000,1,127.0,11.3,2024-01-21T14:58:19
Information,2005,8,194.0,7.8,2020-08-14T11:00:03
Information,2004,2,344.0,6.8,2024-01-17T20:53:05
Information,2004,8,248.0,3.2,2022-10-27T23:09:59
Information,2003,11,135.0,5.7,2021-11-26T23:11:05
Information,2002,1,212.0,5.9,2023-03-05T11:51:00
Information,2004,5,149.0,4.3,2024-07-08T07:49:02
Information,2008,2,235.0,5.3,2023-06-26T12:23:47
Information,2000,2,239.0,4.9,2024-02-15T08:12:37
Information,2008,3,128.0,5.5,2020-01-06T12:27:22
Information,2009,8,152.0,5.2,2021-12-14T14:43:42
Information,2009,12,155.0,4.2,2023-07-07T04:47:54
Information,2004,3,169.0,6.4,2021-02-11T16:38:00
Information,2003,6,352.0,5.9,2022-04-26T17:33:20
Information,2007,8,229.0,4.9,2023-08-23T04:39:46
