Name,Miles_per_Gallon,Cylinders,Displacement,Horsepower,Weight_in_lbs,Acceleration,Year,Origin
buick century 350,25.6,4,190.0,65,3701,15.6,1982-01-01,USA
chevrolet chevette,30.3,7,84.0,85,3609,14.9,1982-01-01,USA
plymouth satellite,27.5,8,90.0,57,2911,16.4,1982-01-01,USA
plymouth sapporo,34.8,8,85.0,51,2824,13.9,1982-01-01,USA
amc gremlin,36.9,6,80.0,77,3042,15.4,1982-01-01,USA
volvo 264gl,34.7,4,80.0,69,1898,12.5,1982-01-01,Europe
plymouth satellite sebring,17.9,6,241.0,64,4582,14.5,1982-01-01,USA
toyota corona liftback,35.2,4,80.0,68,2046,12.3,1982-01-01,Japan
volvo diesel,39.8,4,201.0,106,5006,18.3,1982-01-01,Europe
dodge colt m/m,33.8,6,82.0,97,2682,14.2,1982-01-01,USA
chevrolet malibu,29.0,4,455.0,99,4090,15.9,1982-01-01,USA
honda civic,30.9,4,382.0,73,1866,15.4,1982-01-01,Japan
ford galaxie 500,34.0,6,103.0,78,3450,13.7,1982-01-01,USA
plymouth reliant,32.3,6,93.0,84,4114,15.6,1982-01-01,USA
opel manta,,4,81.0,93,2670,14.3,1982-01-01,Europe
ford gran torino (sw),33.4,5,120.0,80,2869,19.6,1982-01-01,USA
volkswagen scirocco,30.5,4,123.0,81,2344,13.6,1982-01-01,Europe
chevrolet camaro,28.5,5,88.0,,2257,17.4,1982-01-01,USA
chevrolet impala,23.8,5,82.0,66,2604,15.9,1982-01-01,USA
oldsmobile omega,,6,106.0,96,2043,23.1,1982-01-01,USA
datsun 510 hatchback,31.4,4,231.0,88,2593,17.2,1982-01-01,Japan
toyota corona,28.1,4,144.0,66,1975,16.0,1982-01-01,Japan
ford escort 2h,30.2,4,88.0,60,1819,10.7,1982-01-01,USA
pontiac catalina,32.3,7,455.0,80,3275,15.0,1982-01-01,USA
toyota corolla,28.2,3,121.0,97,1808,16.9,1982-01-01,Japan
dodge colt hatchback custom,34.6,8,85.0,81,2612,12.8,1982-01-01,USA
datsun 210,39.9,4,133.0,99,1953,16.0,1982-01-01,Japan
maxda glc deluxe,29.4,4,91.0,82,2165,14.9,1982-01-01,Japan
renault 5 gtl,22.0,4,92.0,83,2466,12.9,1982-01-01,Europe
volvo 144ea,31.8,4,96.0,87,2984,23.5,1982-01-01,Europe
chevrolet vega 2300,29.7,6,84.0,74,2716,12.5,1982-01-01,USA
chevrolet citation,24.1,8,194.0,87,3817,20.3,1982-01-01,USA
chevrolet caprice classic,34.8,6,91.0,90,4150,15.2,1982-01-01,USA
buick skylark limited,35.3,6,106.0,82,3175,23.0,1982-01-01,USA
nissan stanza xe,31.1,4,81.0,61,1955,13.0,1982-01-01,Japan
audi 4000,30.0,4,129.0,75,2070,15.1,1982-01-01,Europe
datsun 510 hatchback,28.0,4,81.0,82,1684,12.7,1982-01-01,Japan
dodge aspen se,34.1,7,125.0,103,2737,14.7,1982-01-01,USA
buick estate wagon (sw),29.2,6,188.0,78,2437,12.7,1982-01-01,USA
plymouth horizon tc3,39.5,4,84.0,68,5140,16.2,1982-01-01,USA
mazda glc 4,32.2,4,102.0,70,2479,13.2,1982-01-01,Japan
saab 99e,27.9,4,378.0,97,2008,21.5,1982-01-01,Europe
chevrolet vega 2300,18.4,7,127.0,70,4068,19.9,1982-01-01,USA
dodge rampage,32.6,6,106.0,78,3762,14.4,1982-01-01,USA
