method,number,orbital_period,mass,distance,year
Radial Velocity,1,465.1,,50.18,2009
Imaging,1,,,40.85,2006
Transit,5,13.17562,,,2011
Transit,2,21.40239,,,2012
Radial Velocity,2,29.15,0.0379,35.89,2011
Radial Velocity,2,4.0845,,,2008
Radial Velocity,2,454.2,,16.57,2002
Transit,1,4.055259,,230.0,2011
Radial Velocity,1,466.0,,,2010
Radial Velocity,1,326.03,19.4,,2007
Radial Velocity,2,3.698,,150.0,2009
Radial Velocity,1,890.76,1.79,48.95,2004
Transit,1,3.91405,,2000.0,2007
Radial Velocity,1,578.2,,,2012
Radial Velocity,2,1749.5,,37.88,2000
Transit,1,2.9444256,,,2010
Radial Velocity,1,18.179,,86.88,2006
Transit,5,2.896,,303.0,2012
Transit,1,5.01718,,300.0,2012
Transit,2,5.4122,,,2013
Radial Velocity,1,2.985625,0.4,43.53,2002
Transit,1,3.4059096,,360.0,2010
Transit,2,4.754,,,2014
Radial Velocity,2,2140.2,13.38,42.43,2000
Radial Velocity,1,24.348,,19.89,1999
Radial Velocity,1,1244.0,,68.35,2009
Transit,2,242.4613,,,2013
Radial Velocity,1,18.596,0.0193,,2011
Radial Velocity,1,380.8,,20.21,2010
Radial Velocity,1,386.3,1.62,34.57,2003
Transit,1,2.838971,,455.0,2012
Radial Velocity,1,70.46,,30.5,2005
Transit,2,17.9801235,,,2012
Radial Velocity,3,9.3743,0.0238,26.15,2008
Radial Velocity,1,1159.2,1.373,26.5,2009
Transit,5,13.17562,,,2011
Radial Velocity,2,607.06,,25.7,2008
Radial Velocity,2,4970.0,0.36,17.99,2010
Transit,1,2.785755,,,2011
Radial Velocity,1,58.43,0.01133,11.15,2011
Radial Velocity,2,30.93,,56.92,2013
Transit,1,4.8878162,,38.0,2008
Radial Velocity,4,241.258,,,1999
Eclipse Timing Variations,2,3321.0,,130.72,2008
Radial Velocity,4,4205.8,1.814,,2004
Radial Velocity,1,18.596,,18.08,2011
Radial Velocity,1,528.07,,31.79,2011
Transit,3,85.312,,,2012
Transit,1,2.3114243,,310.0,2013
Transit,2,5.487,,,2013
Radial Velocity,1,418.2,2.51,80.58,2007
Transit,2,25.5169,,,2014
Transit,2,7.8773565,,,2012
Radial Velocity,3,154.46,,33.24,2002
Radial Velocity,3,25.6,,,2013
Radial Velocity,1,464.3,2.0,,2009
Radial Velocity,1,993.3,,73.1,2008
Radial Velocity,1,528.07,,31.79,2011
Radial Velocity,2,5584.0,3.4,90.0,2010
Radial Velocity,6,2248.0,,39.39,2010
Transit,2,,,,2012
Transit,1,1.212884,,,2010
Transit,5,18.16406,,368.0,2013
Transit,1,4.086052,,380.0,2012
Radial Velocity,2,352.3,0.73,,2012
Transit,1,1.689868,,2500.0,2004
Radial Velocity,6,5.75962,0.041,39.39,2010
Transit,2,13.722341,,,2013
Transit,6,10.3039,,613.0,2010
Imaging,1,40000.0,,,2011
Radial Velocity,1,3.33714,,,2012
Transit,2,20.8613,,2100.0,2011
Radial Velocity,1,2443.0,2.54,54.92,2009
Radial Velocity,1,990.0,,59.84,2009
Radial Velocity,1,75.523,0.26,35.91,2000
Transit,1,3.332687,,542.0,2012
Transit,1,3.8559,,480.0,2012
Transit,3,11.9016171,,,2012
Transit,4,6.16486,,,2014
Transit,2,33.60134,,855.0,2012
Transit,2,12.2829,,,2011
Radial Velocity,2,125.94,,20.1,2013
Radial Velocity,1,689.0,1.5,182.82,2011
Radial Velocity,4,30.0881,,,2000
Radial Velocity,1,974.0,,70.97,2007
Radial Velocity,4,12.9292,0.017,6.27,2005
Transit,1,4.37809,,,2012
Transit,1,4.124481,,254.0,2010
Radial Velocity,3,1931.0,4.05,,2009
Radial Velocity,1,835.477,,97.66,2009
Transit,1,105.599,,600.0,2012
Radial Velocity,1,417.9,,70.42,2012
Orbital Brightness Modulation,1,1.54492875,,,2013
Transit,4,22.342989,,,2013
Transit,2,15.5741568,,,2012
Radial Velocity,1,442.1,,21.29,1998
Radial Velocity,2,55.0,2.3,42.88,2004
Transit Timing Variations,2,,,855.0,2012
Radial Velocity,1,2063.818,,18.21,2001
Radial Velocity,1,3827.0,,20.48,2014
Radial Velocity,1,2.1375,,91.16,2006
Radial Velocity,1,5.118,,,2014
Transit,1,3.6623866,,240.0,2012
Radial Velocity,1,122.1,0.05,,2010
Transit,1,4.055259,,230.0,2011
Transit,1,1.327347,,317.0,2011
Transit,1,4.942782,,,2011
Transit,1,4.8878162,,38.0,2008
Radial Velocity,1,,,,1996
Transit,1,3.0763776,,230.0,2008
Radial Velocity,2,103.49,0.04,,2011
Transit,7,210.60697,,,2013
Microlensing,2,,,4080.0,2012
Transit,1,4.3176782,,,2010
Transit,2,51.538,,,2012
Radial Velocity,6,122.72,,39.39,2010
Imaging,1,,,,2007
Transit,1,1.3371182,,,2011
Transit,1,4.124481,,254.0,2010
Radial Velocity,6,9.6184,,12.83,2008
Radial Velocity,1,948.12,,38.05,2011
Radial Velocity,1,672.1,,,2012
Radial Velocity,1,1251.0,,31.12,2007
Transit,1,4.627669,,205.0,2010
Imaging,1,,,52.03,2012
Radial Velocity,1,225.7,0.21,,2010
Radial Velocity,2,188.9,,94.61,2002
Radial Velocity,1,303.0,,92.51,2003
Transit,2,21.40239,,,2012
Radial Velocity,1,3638.0,6.9,43.57,2012
Transit,5,10.3117,,,2014
Astrometry,1,246.36,,20.77,2013
Radial Velocity,3,580.0,0.947,135.0,2012
Transit,7,91.93913,,780.0,2013
Radial Velocity,2,55.0,,42.88,2004
Transit,1,11.5231,,,2014
Transit,1,4.3050011,,400.0,2012
Radial Velocity,1,388.0,9.1,20.98,2005
Radial Velocity,1,1333.0,2.58,32.99,2007
Radial Velocity,1,18.179,,,2006
Radial Velocity,1,,0.37,55.93,2009
Radial Velocity,6,34.62,,12.83,2012
Radial Velocity,3,5.6363,0.0117,25.59,2011
Transit,1,3.7520656,,,2009
Radial Velocity,3,33.941,0.0162,,2011
Transit,1,21.0874,,1200.0,2011
Transit,1,9.20205,,,2008
Transit,2,8.9858,,,2011
Transit,1,6.21229,,,2010
Imaging,1,,,25.0,2009
Transit,2,25.5169,,,2014
Radial Velocity,1,157.57,1.7,140.85,2011
Transit,2,114.73635,,,2013
Transit,2,25.5169,,,2014
Radial Velocity,4,643.25,,15.28,2000
Radial Velocity,2,3810.0,,47.92,1999
Radial Velocity,3,18.315,0.0085,,2011
Radial Velocity,2,349.7,,25.64,2001
Radial Velocity,1,423.841,1.28,18.24,2000
Radial Velocity,2,4270.0,,,2005
Transit,2,2.58664,,,2014
Imaging,1,,,18.39,2006
Radial Velocity,2,14.182,0.0325,,2011
Radial Velocity,3,51.645,1.8,64.56,2003
Transit,1,1.5089557,,,2008
Transit,2,33.60134,,855.0,2012
Radial Velocity,4,241.258,1.981,13.47,1999
Radial Velocity,1,428.5,8.78,38.52,2009
Transit,2,303.137,,1500.0,2012
Radial Velocity,2,408.6,,68.54,2004
Transit,2,12.513,,,2012
Transit,5,5.66793,,,2011
Radial Velocity,1,18.596,0.0193,,2011
Transit,5,77.61184,,,2011
Radial Velocity,1,471.6,,300.3,2005
Radial Velocity,6,62.24,,6.8,2013
Transit,1,4.641878,,,2012
Radial Velocity,1,1143.0,,28.88,2003
Radial Velocity,3,962.0,,,2008
Radial Velocity,6,91.61,0.016,6.8,2013
Radial Velocity,2,226.93,0.1872,32.58,2008
Radial Velocity,1,2582.7,,47.26,2005
Transit,2,23.654,,,2013
Radial Velocity,2,19.382,0.865,66.89,2013
Radial Velocity,1,1114.0,,,2002
Radial Velocity,2,188.9,,94.61,2002
Radial Velocity,2,13.186,0.0263,42.52,2011
Radial Velocity,2,1353.6,,37.84,2008
Transit,2,4.62332,,,2014
Transit,2,,,,2013
Eclipse Timing Variations,2,5840.0,,,2011
Radial Velocity,1,3.51,,28.94,1999
Radial Velocity,1,297.3,0.61,127.55,2007
Transit,1,1.72086123,,1056.0,2014
Radial Velocity,1,521.0,,114.15,2011
Pulsar Timing,3,98.2114,,,1994
Radial Velocity,2,14.3098,0.839,,2000
Transit,2,31.3309,,,2011
Radial Velocity,1,1313.0,,56.34,2010
Transit,2,31.884,,,2013
Transit,1,1.43037,,,2011
Transit,6,118.3807,,,2010
Transit,3,2.15491,,,2012
Transit,2,27.9481449,,,2012
Imaging,1,318280.0,,7.69,2008
Transit,1,3.1186009,,,2009
Radial Velocity,1,1294.0,,26.52,2002
Transit,1,1.9000693,,870.0,2011
Radial Velocity,1,2063.818,10.35,18.21,2001
Transit,1,3.1186009,,,2009
Transit,1,2.899736,,138.0,2007
Radial Velocity,1,874.774,,56.95,2008
Transit,1,2.152226,,,2007
Transit,1,5.6334729,,135.32,2007
Radial Velocity,1,3.0925,,27.05,2000
Radial Velocity,1,526.62,,,2007
Transit,2,10.2184954,,,2012
Radial Velocity,1,1136.1,,,2002
Transit,2,42.6318,,2100.0,2011
Radial Velocity,2,29.15,,,2011
Transit,1,3.9791,,,2007
Microlensing,1,,,,2009
Radial Velocity,1,6.838,,47.37,2006
Transit,1,3.0763776,,,2008
Transit,1,4.37809,,330.0,2012
Radial Velocity,2,613.8,,68.35,2010
Transit,2,16.092,,,2014
Radial Velocity,1,9.6737,,27.45,2009
Radial Velocity,6,16.3567,0.038,,2010
Transit,3,2.15491,,,2012
Transit,1,4.008778,,,2010
Radial Velocity,3,106.72,0.03,14.56,2011
Microlensing,1,3500.0,,,2005
Imaging,4,170000.0,,,2008
Radial Velocity,1,1966.1,1.34,48.64,2011
Radial Velocity,1,594.9,7.6,47.53,2006
Radial Velocity,1,606.4,2.7,37.98,2009
Radial Velocity,2,5.6,0.045,,2009
Radial Velocity,1,43.6,0.47,36.14,2008
Radial Velocity,2,789.0,,,2014
Radial Velocity,1,1630.0,,56.31,2012
Radial Velocity,1,58.43,,11.15,2011
Transit,2,242.4613,,,2013
Transit,2,42.6318,,2100.0,2011
Transit,1,1.855558,,770.0,2011
Transit,1,5.452654,,257.0,2011
Radial Velocity,1,83.888,11.68,40.57,1989
Imaging,1,,,140.0,2010
Transit,6,10.3039,,613.0,2010
Radial Velocity,2,22.656,0.0322,32.31,2011
Radial Velocity,1,1049.0,0.79,45.01,2009
Radial Velocity,1,956.0,,55.93,2009
Transit,2,8.041,,,2013
Radial Velocity,1,1027.0,0.85,,2009
Transit,1,2.34121242,,,2010
Radial Velocity,1,647.3,4.0,221.24,2011
Radial Velocity,1,36.96,,93.2,2007
Transit,5,,,303.0,2012
Transit,3,5.859944,,,2012
Transit,3,14.85888,,,2011
Radial Velocity,1,,,59.28,2009
Transit,5,31.7844,,,2011
Radial Velocity,1,1183.0,4.9,89.85,2002
Transit,2,,,1500.0,2012
Radial Velocity,3,559.4,,52.83,2007
Radial Velocity,1,1561.0,,,2003
Radial Velocity,1,83.888,11.68,40.57,1989
Imaging,1,,,135.0,2013
Radial Velocity,1,763.0,,19.84,2011
Pulsar Timing,3,25.262,,,1992
Radial Velocity,3,3.6,,16.13,2012
Radial Velocity,2,5.7727,0.024,23.44,2009
Radial Velocity,1,1114.0,,,2002
Transit,2,7.8773565,,,2012
Radial Velocity,1,,0.186,20.82,2009
Transit,1,4.4379637,,600.0,2011
Radial Velocity,1,431.88,2.07,77.82,2001
Transit,2,8.726,,,2012
Radial Velocity,1,2063.818,,18.21,2001
Radial Velocity,2,9017.8,,44.8,2011
Transit,2,12.2829,,,2011
Radial Velocity,2,58.11289,,,1998
Radial Velocity,1,361.1,0.9,132.8,2011
Transit,1,3.646706,,535.0,2011
Transit,4,54.32031,,,2013
Transit,5,22.7802,,303.0,2012
Transit,1,1.7635892,,,2011
Transit Timing Variations,2,22.3395,,,2013
Radial Velocity,3,123.01,0.072,,2009
Radial Velocity,1,606.4,,37.98,2009
Transit Timing Variations,2,160.0,,2119.0,2011
Transit,4,54.32031,,,2013
Radial Velocity,1,269.3,7.1,77.4,2006
Transit,1,1.30618581,,228.0,2007
Transit,5,13.17562,,,2011
Transit,2,24.806,,,2013
Radial Velocity,1,4.6938,,4.54,2007
Transit,5,27.4536,,,2014
Radial Velocity,1,1313.0,0.63,,2010
Transit,1,3.257215,,395.0,2011
Radial Velocity,2,201.83,3.1548,25.7,2008
Radial Velocity,1,323.6,2.7,134.95,2008
Transit,1,4.353011,,,2009
Transit Timing Variations,2,22.3395,,339.0,2013
Radial Velocity,1,141.6,1.08,108.46,2007
Radial Velocity,1,2582.7,1.71,47.26,2005
Radial Velocity,2,1314.0,2.29,69.44,2010
Radial Velocity,1,385.9,5.59,39.56,2001
Radial Velocity,1,538.0,1.83,,2007
Radial Velocity,1,6.403,,43.12,2002
Transit,2,71.312,,,2013
Pulsation Timing Variations,1,1170.0,,,2007
Transit,5,18.16406,,368.0,2013
Radial Velocity,2,12.62,1.13,,2013
Radial Velocity,1,1145.0,0.67,64.98,2007
Microlensing,1,3600.0,,,2005
Pulsation Timing Variations,1,1170.0,,,2007
Transit,1,1.5373653,,450.0,2011
Radial Velocity,1,324.0,,37.42,2013
Radial Velocity,2,3000.0,,,2014
Transit,3,85.312,,,2012
Radial Velocity,2,17.1,0.057,,2005
Radial Velocity,1,572.38,,41.95,1999
Transit,1,8.884924,,1140.0,2013
Transit,1,3.89713,,770.0,2011
Transit,1,1.4857108,,,2011
Transit,5,2.896,,,2012
Radial Velocity,6,9.6184,,12.83,2008
Transit,1,2.17517632,,,2012
Radial Velocity,3,18.315,,6.06,2011
Radial Velocity,2,37.91,,33.98,2008
Transit,1,3.922727,,,2010
Radial Velocity,2,262.709,2.3,37.16,2000
Radial Velocity,1,344.95,,133.16,2003
Transit,1,1.7497798,,140.0,2012
Radial Velocity,1,2082.0,4.5,97.66,2013
Transit,2,20.09,,,2012
Radial Velocity,3,11.577,,14.56,2011
Radial Velocity,1,479.1,3.88,97.28,2008
Radial Velocity,1,436.9,,150.38,2011
Transit,2,11.8681707,,,2012
Radial Velocity,1,578.2,,,2012
Radial Velocity,2,55.0,2.3,,2004
Radial Velocity,1,18.20163,3.7,37.35,1999
Radial Velocity,1,2.985625,,43.53,2002
Radial Velocity,1,269.3,7.1,77.4,2006
Radial Velocity,1,157.57,1.7,140.85,2011
Pulsar Timing,3,98.2114,,,1994
Transit,1,2.7817387,,,2012
Transit,7,124.9144,,780.0,2013
