method,number,orbital_period,mass,distance,year
Transit,2,,,470.0,2012
Radial Velocity,1,663.0,3.3,115.47,2009
Transit,3,6.2385,,,2011
Transit,1,1.091423,,,2008
Transit,2,51.538,,,2012
Transit,1,2.797436,,411.0,2011
Radial Velocity,1,788.0,,33.96,2009
Radial Velocity,1,431.88,2.07,77.82,2001
Transit,1,4.1137912,,124.22,2012
Radial Velocity,1,15.609,0.0405,21.85,2005
Radial Velocity,2,225.62,,,2000
Radial Velocity,1,591.9,1.9,36.02,2006
Radial Velocity,2,125.94,,20.1,2013
Transit,2,17.324,,,2013
Transit,2,0.837495,,,2011
Radial Velocity,1,311.288,,17.24,1999
Radial Velocity,2,226.93,,32.58,2008
Radial Velocity,1,2063.818,,18.21,2001
Radial Velocity,1,589.64,2.9,10.34,2006
Transit,1,4.187757,,260.0,2008
Transit,2,9.77,,,2012
Transit,3,21.301886,,66.0,2013
Transit,4,3.743208,,,2013
Transit,1,1.43037,,,2011
Radial Velocity,2,75.29,,69.44,2010
Radial Velocity,1,1155.0,0.36,,2005
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,428.5,8.78,,2009
Transit,1,4.60358,,,2014
Pulsar Timing,3,25.262,,,1992
Radial Velocity,2,7.126816,,19.72,1998
Radial Velocity,1,465.1,14.3,50.18,2009
Radial Velocity,2,5000.0,,25.65,2009
Radial Velocity,2,55.0,2.3,,2004
Radial Velocity,2,30.052,0.7,,2009
Radial Velocity,1,387.1,,,2011
Radial Velocity,1,279.8,1.37,90.33,2008
Radial Velocity,2,194.3,,43.4,2007
Transit,4,3.743208,,,2013
Transit Timing Variations,2,160.0,,,2011
Radial Velocity,3,1050.3,4.95,16.13,2010
Radial Velocity,1,2443.0,2.54,54.92,2009
Radial Velocity,6,197.8,,12.83,2012
Radial Velocity,1,55.806,,20.82,2009
Transit,1,16.2385,,,2014
Transit,1,68.9584,,,2014
Transit,1,,,166.0,2010
Transit,1,7.919585,,,2012
Transit,7,331.60059,,780.0,2013
Radial Velocity,4,66.8,0.022,,2005
Radial Velocity,4,310.55,,15.28,2006
Radial Velocity,6,16.3567,0.038,,2010
Radial Velocity,3,16.546,0.0363,38.01,2011
Radial Velocity,2,5.7727,0.024,23.44,2009
Transit,3,35.3331,,,2014
Radial Velocity,2,1275.0,,38.52,2011
Transit,1,3.35524,,,2010
Transit,5,21.77596,,,2011
Radial Velocity,2,,,32.31,2011
Transit,1,5.508023,,166.0,2010
Radial Velocity,1,1038.1,1.9,54.23,2007
Transit,2,114.73635,,,2013
Radial Velocity,1,594.9,7.6,,2006
Radial Velocity,1,39.845,,,1997
Imaging,1,,,18.39,2006
Transit,2,2.42629,,,2014
Transit,1,3.7681,,920.0,2011
Radial Velocity,1,17.991,0.62,42.37,2005
Transit,3,7.64159,,,2011
Radial Velocity,3,147.73,,,2006
Transit,2,27.9481449,,,2012
Microlensing,1,,,,2013
Radial Velocity,1,714.3,,,2007
Transit,2,25.5169,,,2014
Radial Velocity,2,161.97,,55.31,2012
Radial Velocity,5,14.651,,,1996
Radial Velocity,1,2209.0,,45.23,2012
Transit,2,5.005425,,354.0,2011
Transit,3,38.91,,650.0,2010
Transit,1,1.327347,,317.0,2011
Radial Velocity,1,1145.0,,,2007
Radial Velocity,1,,,11.15,2011
Imaging,1,,,,2011
Radial Velocity,6,,,,2008
Transit,1,282.5255,,,2013
Transit,1,4.8878162,,38.0,2008
Transit,1,2.9444256,,,2010
Transit,1,1.7429935,,,2008
Microlensing,1,,,,2010
Radial Velocity,3,2391.0,,14.08,2001
Radial Velocity,1,1523.0,2.6,,2009
Transit,1,8.884924,,1140.0,2013
Transit,1,3.94150685,,172.0,2006
Transit,1,3.92289,,480.0,2008
Transit,1,4.187757,,,2008
Imaging,1,,,,2008
Microlensing,2,1825.0,,,2008
Radial Velocity,1,672.1,11.1,,2012
Transit,1,1.420033,,,2010
Radial Velocity,2,1383.4,,,2004
Radial Velocity,1,103.95,,55.19,2008
Radial Velocity,1,3.369,0.76,50.2,2004
Transit,3,1.865169,,38.7,2011
Radial Velocity,1,1159.2,1.373,,2009
Transit,1,2.7033904,,178.0,2013
Transit,1,4.03519,,1060.0,2010
Transit,4,42.8961,,,2014
Radial Velocity,1,388.0,,20.98,2005
Transit,1,3.57532,,,2014
Radial Velocity,1,2063.818,,18.21,2001
Transit,5,2.896,,303.0,2012
Radial Velocity,1,963.0,,,2004
Radial Velocity,2,30.052,,52.85,2009
Transit,2,15.5741568,,,2012
Transit,1,7.919585,,,2012
Radial Velocity,1,647.3,,221.24,2011
Radial Velocity,2,1275.0,,38.52,2011
Radial Velocity,1,1159.2,,26.5,2009
Radial Velocity,3,2172.0,,26.15,2008
Radial Velocity,1,380.85,1.99,,2008
Radial Velocity,1,610.0,2.2,170.07,2009
Microlensing,2,,,4080.0,2012
Transit Timing Variations,2,57.011,,855.0,2012
Radial Velocity,2,37.91,0.0788,33.98,2008
Transit,4,13.5708,,,2014
Radial Velocity,4,3.14942,,,2005
Transit,5,2.896,,303.0,2012
Radial Velocity,2,25.648,,52.03,2013
Transit,1,4.3176782,,120.0,2010
Radial Velocity,2,,,35.59,2011
Radial Velocity,6,49.747,0.08,39.39,2010
Radial Velocity,1,511.098,,31.33,2002
Imaging,1,,,140.0,2010
Transit,1,1.7635892,,,2011
Transit,1,3.8559,,480.0,2012
Radial Velocity,2,44.236,,42.68,2009
Transit,1,138.317,,1000.0,2012
Radial Velocity,1,,4.6,,2007
Radial Velocity,1,14.275,0.0316,17.72,2011
Transit,2,34.921,,,2013
Transit,1,2.484193,,260.0,2013
Transit,5,16.1457,,,2013
Radial Velocity,2,7.8543,,56.92,2013
Radial Velocity,1,792.6,,,2012
Transit,1,11.5231,,,2014
Radial Velocity,1,3.971,0.197,59.7,2002
Transit,1,4.61442,,225.0,2012
Radial Velocity,1,792.6,,,2012
Radial Velocity,2,75.29,0.77,69.44,2010
Transit,1,1.5089557,,,2008
Radial Velocity,1,1840.0,,,2009
Radial Velocity,1,5.3978,0.029,16.82,2008
Radial Velocity,1,1279.0,,31.03,2002
Transit,1,2.152226,,147.0,2007
Transit,1,3.257215,,,2011
Transit,3,7.1316185,,,2012
Transit,5,122.3874,,368.0,2013
Pulsation Timing Variations,1,1170.0,,,2007
Transit,1,13.2406,,345.0,2010
Radial Velocity,1,2.391,15.5,76.51,2009
Radial Velocity,2,345.72,1.42,44.8,2009
Radial Velocity,1,1057.0,,59.35,2008
Transit,5,5.66793,,,2011
Transit,2,9.77,,,2012
Radial Velocity,4,5.36874,0.049,6.27,2005
Radial Velocity,1,5.118,,,2014
Transit,2,18.6489525,,,2012
Transit,2,7.053,,,2012
Transit,2,8.0109434,,,2012
Radial Velocity,1,3630.0,9.61,36.36,2012
Transit,1,15.7259,,1107.0,2013
Transit,1,1.72086123,,1056.0,2014
Transit,1,,,,2011
Radial Velocity,3,2831.6,1.68,47.3,2012
Radial Velocity,3,14.025,,25.59,2011
Radial Velocity,1,137.48,,175.44,2013
Radial Velocity,1,383.7,,,2007
Radial Velocity,2,29.15,,,2011
Transit,1,8.158715,,87.0,2010
Transit,1,3.9791,,,2007
Transit,1,1.846835,,,2007
Imaging,1,,,140.0,2004
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,778.1,5.9,138.5,2011
Transit,1,3.1260876,,,2011
Radial Velocity,1,2093.3,,,2012
Microlensing,1,3600.0,,,2005
Radial Velocity,1,122.1,,,2010
Radial Velocity,1,111.7,2.1,14.9,2009
Transit,1,3.1915239,,174.0,2007
Transit,3,0.45328509,,38.7,2011
Radial Velocity,2,1460.0,,,2014
Radial Velocity,1,10.7085,1.04,29.76,1999
Transit,5,77.61184,,290.0,2011
Radial Velocity,2,255.87,,46.34,2002
Transit,2,8.92507,,,2014
Radial Velocity,2,692.0,,15.1,2007
Transit,1,9.20205,,,2008
Radial Velocity,1,772.0,,127.88,2011
Eclipse Timing Variations,1,2900.0,,,2011
Radial Velocity,1,1973.0,2.82,55.04,2005
Transit,2,42.6318,,,2011
Radial Velocity,1,989.2,0.94,17.35,2006
Transit,1,2.691548,,322.0,2014
Radial Velocity,2,4270.0,,19.72,2005
Transit,1,4.1591399,,200.0,2012
Radial Velocity,1,118.96,1.13,28.07,2000
Pulsar Timing,3,66.5419,,,1992
Transit,1,3.024095,,1950.0,2011
Radial Velocity,1,192.0,,,2013
Transit,2,8.041,,,2013
Transit,1,7.340718,,1330.0,2013
Radial Velocity,2,75.29,,69.44,2010
Radial Velocity,1,36.96,2.49,93.2,2007
Transit,2,7.2037945,,,2012
Radial Velocity,1,,4.9,89.85,2002
Radial Velocity,1,3.971,,59.7,2002
Radial Velocity,1,297.3,,127.55,2007
Transit,2,42.6318,,2100.0,2011
Radial Velocity,4,1.93778,0.021,4.7,2005
Transit,4,23.9802,,,2014
Transit,1,2.5199449,,408.0,2007
Radial Velocity,2,452.8,1.99,74.79,2010
Radial Velocity,1,2.64561,,,2010
Transit,2,48.648,,,2013
Radial Velocity,3,2295.0,0.683,33.24,2002
Transit,1,3.474474,,387.0,2011
Transit,2,2.58664,,,2014
Transit,2,88.505,,,2013
Radial Velocity,1,5.8881,,,2013
Radial Velocity,3,2295.0,,,2002
Radial Velocity,2,937.7,1.24,,2003
Radial Velocity,2,9017.8,,44.8,2011
Radial Velocity,1,49.77,0.057,,2009
Radial Velocity,3,16.546,,,2011
Radial Velocity,2,1460.0,,,2014
Radial Velocity,1,227.0,,44.15,2002
Transit,1,10.863502,,190.0,2010
Radial Velocity,1,9.494,,21.3,2010
Radial Velocity,2,1046.0,,28.04,2011
Radial Velocity,1,511.098,8.82,31.33,2002
Transit,2,,,,2014
Radial Velocity,1,1313.0,0.63,56.34,2010
Radial Velocity,1,268.94,,50.03,2009
Transit,1,3.7520656,,,2009
Transit,1,1.7497798,,140.0,2012
Radial Velocity,1,572.38,7.75,,1999
Radial Velocity,1,493.7,1.1,20.43,2001
Transit,1,1.5732918,,350.0,2012
Radial Velocity,1,2.245715,0.45,,2005
Eclipse Timing Variations,2,,,,2011
Transit,3,60.323105,,,2012
Radial Velocity,2,22.656,,32.31,2011
Transit,1,3.352057,,3200.0,2012
Transit,1,3.2130598,,142.5,2009
Transit,2,11.6092567,,,2012
Radial Velocity,1,499.4,2.73,,2008
Radial Velocity,1,2371.0,,37.05,2008
Radial Velocity,1,5.3978,,16.82,2008
Transit,3,6.88705,,,2014
Transit,1,2.838971,,,2012
Radial Velocity,1,21.21663,,78.25,2007
Microlensing,1,3600.0,,,2005
Transit,1,2.875317,,70.0,2010
Radial Velocity,1,16.2,,223.21,2010
Imaging,4,37000.0,,,2008
Radial Velocity,1,1125.7,9.76,121.36,2008
Radial Velocity,1,431.8,,167.5,2011
Transit,5,16.1457,,,2013
Radial Velocity,6,20.432,0.0299,12.83,2008
Radial Velocity,3,25.6,0.024,14.97,2013
Radial Velocity,1,2.391,15.5,76.51,2009
Imaging,4,37000.0,,39.94,2008
Astrometry,1,246.36,,20.77,2013
Radial Velocity,3,154.46,0.61,33.24,2002
Radial Velocity,1,383.7,,52.8,2007
Radial Velocity,2,567.0,,43.53,2009
Radial Velocity,1,696.3,,99.4,2009
Transit,1,3.352057,,3200.0,2012
Radial Velocity,1,3724.7,,,2011
Transit,1,1.354133,,360.0,2013
Radial Velocity,1,442.1,,,1998
Transit,3,6.2385,,,2011
Radial Velocity,1,71.484,7.03,46.73,2001
Radial Velocity,1,5501.0,,,2012
Eclipse Timing Variations,1,2900.0,,,2011
Imaging,1,,,139.0,2004
Radial Velocity,2,360.2,,,2012
Radial Velocity,2,18.357,0.039,52.03,2013
Transit,1,3.57532,,,2014
Transit,2,8.1453,,,2011
Transit,1,4.465633,,330.0,2012
Radial Velocity,1,480.5,6.0,,2012
Radial Velocity,2,1270.2,3.44,53.82,2007
Transit,2,114.73635,,,2013
Transit,4,13.5708,,,2014
Radial Velocity,1,2.64385,,10.23,2004
Radial Velocity,3,11.577,0.0166,14.56,2011
Transit,2,22.951,,,2013
Radial Velocity,3,51.645,,64.56,2003
Radial Velocity,2,5.7727,,23.44,2009
Transit,2,15.3348,,,2011
Orbital Brightness Modulation,2,0.240104,,,2011
Transit,1,3.161575,,,2011
Transit,2,36.855,,,2013
Radial Velocity,1,3724.7,,48.43,2011
Transit,1,2.615864,,148.0,2007
Radial Velocity,1,25.827,,,2004
Radial Velocity,1,25.827,,38.02,2004
Transit,2,12.2829,,,2011
Radial Velocity,2,161.97,,55.31,2012
Transit,1,2.7033904,,178.0,2013
Radial Velocity,2,,0.15,59.03,2010
Transit,5,7.07142,,,2014
Transit,2,34.921,,,2013
Transit,1,,,,2009
Transit,2,7.2037945,,,2012
Transit,2,,,,2014
Radial Velocity,1,1840.0,,67.61,2009
Radial Velocity,2,17.1,0.057,,2005
Radial Velocity,1,133.71,,17.62,2000
Pulsar Timing,1,0.09070629,,1200.0,2011
Radial Velocity,1,663.0,,115.47,2009
Radial Velocity,1,359.5546,10.57,49.0,2007
Transit,2,5.7293196,,,2012
Transit,1,2.17517632,,,2012
Transit,2,,,173.0,2011
Transit,5,22.7802,,303.0,2012
Radial Velocity,1,1214.0,,89.13,2006
Radial Velocity,5,14.651,,,1996
Radial Velocity,1,2082.0,,97.66,2013
Radial Velocity,3,51.645,,64.56,2003
Radial Velocity,1,121.71,1.54,,2014
Radial Velocity,1,184.02,,88.26,2007
Radial Velocity,3,123.0,,,2014
Imaging,1,,,120.0,2013
Radial Velocity,1,3.2357,0.0036,1.35,2012
Microlensing,1,3300.0,,,2006
Radial Velocity,6,51.76,0.0164,,2012
Transit,6,118.3807,,613.0,2010
Transit,7,91.93913,,780.0,2013
Radial Velocity,1,62.218,,11.11,2003
Radial Velocity,2,613.8,,,2010
Radial Velocity,1,356.0,,131.41,2009
Transit,3,0.45328509,,38.7,2011
Transit,3,3.504725,,,2011
Transit,1,3.35524,,396.0,2010
Radial Velocity,1,417.9,,,2012
Transit,2,12.513,,,2012
Radial Velocity,2,3810.0,,47.92,1999
