year,month,date_of_month,day_of_week,births
2003,8,8,4,6997
2003,5,12,2,11824
2003,2,30,3,13684
2003,6,6,7,10252
2003,8,30,3,11684
2003,2,24,2,14892
2003,3,31,7,9518
2003,5,12,2,12379
2003,6,2,7,9976
2003,10,25,1,9996
2003,4,14,4,11230
2003,6,2,4,12044
2003,12,28,3,10270
2003,7,25,5,14793
2003,6,20,4,13036
2003,10,2,6,9502
2003,3,24,3,15807
2003,5,28,4,11734
2003,12,7,2,13521
2003,12,9,7,11285
2003,6,17,1,10273
2003,2,29,3,10268
2003,7,4,4,11872
2003,5,27,4,14477
2003,3,14,7,12384
2003,9,6,7,7239
2003,6,6,2,11780
2003,8,12,4,10640
2003,10,13,4,8656
2003,4,5,7,11384
2003,6,31,6,9179
2003,8,25,5,11284
2003,10,28,3,9423
2003,4,10,4,8323
2003,11,8,2,14420
2003,9,31,5,10526
2003,3,2,7,11102
2003,5,8,7,11856
2003,2,15,3,8939
2003,11,16,6,10049
2003,6,9,4,12193
2003,12,16,5,10400
2003,10,15,1,8791
2003,1,4,6,12114
2003,9,3,1,9949
2003,12,23,5,5728
2003,8,28,1,12494
2003,5,10,6,9727
2003,9,17,1,13523
2003,12,7,2,10190
2003,3,15,1,10742
2003,8,19,4,10379
2003,1,16,1,9815
2003,10,12,3,11113
2003,3,11,4,14600
2003,10,26,7,10162
2003,10,21,1,13152
2003,5,28,4,11236
2003,6,22,1,13005
2003,5,27,6,10437
2003,9,26,5,9224
2003,8,12,2,12507
2003,8,11,5,13554
2003,7,9,4,11167
2003,7,15,6,11832
2003,7,25,7,10248
2003,9,16,7,12322
2003,7,2,6,11723
2003,12,9,6,7852
2003,10,6,4,10869
2003,12,2,3,10420
2003,4,27,6,10849
2003,11,6,4,13384
2003,12,23,2,8332
2003,5,11,6,11823
2003,6,22,7,11912
2003,4,15,1,11201
2003,6,29,1,11783
2003,6,12,4,12743
2003,11,29,6,14141
2003,10,13,4,10044
2003,2,19,2,14290
2003,11,10,6,9975
2003,9,24,2,14045
2003,2,22,5,16081
2003,4,15,5,16081
2003,1,26,5,11721
2003,10,26,3,8847
2003,8,25,2,7590
2003,12,10,6,12312
2003,12,13,4,7699
2003,5,30,7,13215
2003,1,12,7,8170
2003,10,7,6,11464
2003,8,23,4,12977
2003,9,22,7,14192
2003,1,4,7,10542
2003,12,16,3,15884
2003,6,16,6,10744
2003,2,22,6,11099
2003,6,16,2,15297
2003,3,28,2,12708
2003,2,31,2,8760
2003,10,7,7,12390
2003,1,22,3,9407
2003,10,23,4,9561
2003,10,9,4,7074
2003,1,25,1,14224
2003,2,4,3,15290
2003,11,4,3,10148
2003,3,29,3,6057
2003,1,12,2,11324
2003,7,30,7,8687
2003,5,12,5,8993
2003,11,8,7,12471
2003,7,22,7,11907
2003,5,23,2,12079
2003,10,11,1,11993
2003,10,4,1,15650
2003,11,29,3,9780
2003,9,20,2,13890
2003,7,30,1,7943
2003,8,25,4,14321
2003,11,29,4,6189
2003,5,13,4,10385
2003,5,14,5,10773
2003,1,11,5,11737
2003,9,15,7,7544
2003,1,23,3,15514
2003,6,5,4,9728
2003,2,12,5,13221
2003,4,26,2,10047
2003,9,30,7,14981
2003,2,10,1,13186
2003,4,9,7,7980
2003,2,3,1,10831
2003,6,20,3,6976
2003,6,2,6,12182
2003,3,5,6,12091
2003,10,6,4,10051
2003,9,15,4,12920
2003,11,2,5,15090
2003,11,23,4,12709
2003,11,5,1,12817
2003,11,26,5,9579
2003,7,5,7,8266
2003,6,24,7,10547
2003,9,19,6,9197
2003,11,23,1,12889
2003,2,18,4,8824
2003,10,21,4,9071
2003,8,23,3,10613
2003,9,6,3,12256
2003,12,8,4,9286
2003,1,8,2,12847
2003,7,15,3,12875
2003,4,1,3,14650
2003,3,10,4,10559
2003,11,26,6,14584
2003,2,11,6,11937
2003,9,19,7,12970
2003,7,28,2,13573
2003,12,5,7,11766
2003,1,6,2,8096
2003,2,1,4,14556
2003,1,5,7,16081
2003,9,11,7,8421
2003,3,25,5,12157
2003,3,23,3,14045
2003,3,24,6,7806
2003,9,9,6,6609
2003,3,31,2,11064
2003,6,6,2,9370
2003,9,16,1,10053
2003,6,30,7,11415
2003,7,3,2,8438
2003,1,27,7,13372
2003,10,13,3,11957
2003,4,29,1,13313
2003,9,26,1,10300
2003,2,10,2,11031
2003,6,2,7,13921
2003,1,13,5,14052
2003,12,2,1,11310
2003,9,3,4,8828
2003,8,29,2,11193
2003,6,2,5,11281
2003,6,26,4,11301
2003,10,25,1,9672
2003,5,23,4,10952
2003,5,7,5,9272
2003,5,17,6,13411
2003,10,17,7,9618
2003,2,21,3,12629
2003,6,8,2,5728
2003,1,16,4,9732
2003,2,21,2,9733
2003,3,11,1,10319
2003,11,8,4,13029
2003,11,18,3,11320
2003,6,4,7,5728
2003,10,14,6,10420
2003,11,26,6,9184
2003,1,28,2,10446
2003,9,10,5,9324
2003,8,25,5,9218
2003,1,29,3,10541
2003,2,23,3,9950
2003,12,1,6,10877
2003,10,13,6,12521
2003,2,25,5,5728
2003,10,27,6,15225
2003,10,12,2,12475
2003,8,27,5,10293
2003,4,14,5,15500
2003,4,7,1,8288
2003,2,21,1,16081
2003,3,21,2,10733
2003,5,9,4,10379
2003,2,16,5,11099
2003,6,24,7,12150
2003,7,21,6,14252
2003,3,26,1,14394
2003,6,24,5,12979
2003,2,12,4,10605
2003,10,7,2,12227
2003,7,21,2,10012
2003,11,30,4,15590
2003,4,12,2,8686
2003,11,16,2,14286
2003,9,2,5,7084
2003,9,30,2,8066
2003,2,27,5,13720
2003,6,8,3,6124
2003,9,22,1,8849
2003,5,13,6,12951
2003,9,26,4,16081
2003,1,8,6,13227
2003,2,26,4,13803
2003,12,14,7,11027
2003,7,30,5,12919
2003,3,12,7,10387
2003,10,27,6,13948
2003,11,24,7,10935
2003,3,5,5,10997
2003,7,22,6,12841
2003,2,5,3,11289
2003,3,22,3,9836
2003,5,17,2,11661
2003,5,13,3,12198
2003,8,14,1,11502
2003,7,18,3,11151
2003,2,29,3,12573
2003,4,31,6,12078
2003,3,5,1,9499
2003,5,6,7,10443
2003,5,8,4,12364
2003,1,21,4,9820
2003,12,8,2,13119
2003,9,16,3,9972
2003,1,2,6,10454
2003,10,10,5,12198
2003,10,5,2,14124
2003,7,13,7,15166
2003,10,10,4,13127
2003,4,14,3,9813
2003,1,29,6,11395
2003,4,9,7,12781
2003,3,11,1,8505
2003,5,16,1,12134
2003,11,24,2,10754
2003,6,20,2,5728
2003,11,9,5,11865
2003,10,31,4,9381
2003,4,8,3,11628
2003,6,6,4,15072
2003,8,4,3,12959
2003,6,20,5,11190
2003,6,22,5,14980
2003,7,6,7,14344
2003,3,19,7,11352
2003,8,26,6,9793
2003,11,8,7,10271
2003,3,7,2,10996
2003,12,15,5,11023
2003,9,8,4,11044
2003,8,17,5,12665
2003,9,27,1,14384
2003,10,6,3,11370
2003,5,5,2,9162
2003,6,29,5,13189
2003,11,15,6,11752
2003,3,7,3,9362
2003,6,6,3,10102
2003,4,14,2,9909
2003,6,16,6,16081
2003,4,17,3,10963
2003,11,18,7,13720
2003,4,21,6,11041
2003,1,28,6,15106
2003,3,13,7,9937
2003,2,18,3,11213
2003,3,8,3,10043
2003,5,23,4,10080
2003,12,27,4,11114
2003,9,4,7,13069
2003,2,20,5,10659
2003,6,22,5,9060
2003,6,27,7,11647
2003,4,24,3,15972
2003,8,1,4,12156
2003,5,8,3,10618
2003,10,26,1,14493
2003,11,27,7,7984
2003,3,27,7,11962
2003,4,9,2,12145
2003,10,20,2,13940
2003,8,22,4,6097
2003,12,17,6,13550
2003,9,5,4,11522
2003,7,5,4,11149
2003,8,12,1,10384
2003,8,28,3,11767
2003,9,12,5,9983
2003,6,1,6,12918
2003,11,25,5,11381
2003,7,6,3,11991
2003,1,9,7,12287
2003,10,20,2,11757
2003,10,9,7,12345
2003,4,4,5,8909
2003,11,23,3,11531
2003,6,4,2,6081
2003,4,5,3,11815
2004,8,30,6,12323
2004,3,19,3,13039
2004,12,14,3,11207
2004,5,4,3,10463
2004,11,20,2,12773
2004,1,11,7,12917
2004,3,26,4,12193
2004,4,20,2,12354
2004,7,22,7,9774
2004,10,8,2,9705
2004,1,8,1,10181
2004,12,20,4,12086
2004,3,10,5,10702
2004,2,25,5,12443
2004,5,25,3,12687
2004,3,31,2,11331
2004,8,25,3,8659
2004,2,28,3,7546
2004,8,28,1,11150
2004,7,17,1,8448
2004,2,22,2,9909
2004,10,22,2,10345
2004,3,7,5,9672
2004,5,7,3,14502
2004,11,14,6,16081
2004,11,19,3,10727
2004,5,18,4,9015
2004,6,24,2,13991
2004,2,11,6,9625
2004,7,23,3,12508
2004,8,30,6,9877
2004,9,28,6,10541
2004,1,20,4,10505
2004,7,8,1,13821
2004,12,19,3,11595
2004,8,15,1,12812
2004,4,30,3,6647
2004,4,10,6,13062
2004,1,25,1,12783
2004,1,20,1,7802
2004,10,4,6,15546
2004,1,24,6,15257
2004,7,12,4,12968
2004,12,17,5,12565
2004,10,8,4,12293
2004,11,25,5,11849
2004,3,19,1,9267
2004,11,21,6,13165
2004,9,20,4,7563
2004,2,21,1,11814
2004,7,1,7,11307
2004,3,8,7,11639
2004,10,18,5,9608
2004,8,11,7,13132
2004,9,15,7,12188
2004,12,10,7,8898
2004,9,29,7,7462
2004,8,8,6,11098
2004,2,14,3,9485
2004,10,5,7,11483
2004,2,13,7,12123
2004,10,30,2,11241
2004,3,11,3,7524
2004,7,10,3,15503
2004,4,18,1,9158
2004,3,29,4,7820
2004,7,5,2,12182
2004,7,20,6,10614
2004,8,12,1,10616
2004,2,23,5,13073
2004,10,11,1,14562
2004,9,21,3,12150
2004,2,29,2,10884
2004,4,4,2,6721
2004,3,17,4,12110
2004,9,24,3,11443
2004,10,26,3,13936
2004,2,9,7,9918
2004,9,23,7,9725
2004,12,5,6,13397
2004,4,9,2,7982
2004,6,22,4,15448
2004,11,25,1,12982
2004,2,27,6,11009
2004,5,7,1,11302
2004,1,31,5,11619
2004,9,30,3,9310
2004,5,3,6,12577
2004,5,6,7,10424
2004,12,22,2,10548
2004,6,26,2,12000
2004,8,12,4,15624
2004,3,27,1,11796
2004,5,5,3,7515
2004,1,8,6,12740
2004,4,9,1,14349
2004,7,3,7,10557
2004,1,23,6,10431
2004,1,16,7,11872
2004,7,31,5,12919
2004,1,22,7,14725
2004,12,22,1,12319
2004,4,20,7,11869
2004,9,19,1,7590
2004,12,7,5,10214
2004,7,16,7,11793
2004,3,15,3,14301
2004,1,26,5,11781
2004,12,12,3,8220
2004,9,16,6,11368
2004,1,21,7,9014
2004,7,22,3,13002
2004,10,12,3,8103
2004,8,24,5,10175
2004,10,25,3,12276
2004,9,11,4,14079
2004,6,19,5,10323
2004,2,2,7,14464
2004,8,22,5,11955
2004,9,28,3,13777
2004,6,5,6,13864
2004,2,17,6,14557
2004,1,1,5,11752
2004,9,29,7,11647
2004,1,4,2,14823
2004,2,22,2,6947
2004,4,25,2,8666
2004,8,3,2,9117
2004,9,19,4,14252
2004,1,4,6,11488
2004,7,2,7,13865
2004,10,22,2,9094
2004,7,24,3,12236
2004,7,29,5,12096
2004,1,15,4,14277
2004,1,10,7,11257
2004,3,3,3,10491
2004,2,16,4,9856
2004,3,28,5,14112
2004,1,24,6,9436
2004,6,8,4,11238
2004,4,19,1,10160
2004,7,9,4,11012
2004,4,19,6,13565
2004,8,14,6,9232
2004,8,29,7,14097
2004,3,14,6,10087
2004,12,3,7,11458
2004,5,7,5,5920
2004,6,3,3,11279
2004,6,6,1,14357
2004,10,30,6,11137
2004,5,9,5,8421
2004,4,20,6,13785
2004,10,28,3,14181
2004,9,14,7,15497
2004,12,23,2,9586
2004,12,10,1,13742
2004,4,29,5,13403
2004,3,7,4,12218
2004,11,19,4,8879
2004,7,17,3,11108
2004,11,23,6,13602
2004,8,18,2,11281
2004,3,26,2,15252
2004,3,7,5,11990
2004,3,12,3,6711
2004,12,16,4,10724
2004,11,2,4,12884
2004,3,23,7,10440
2004,11,13,3,10917
2004,4,5,1,13815
2004,1,19,6,16081
2004,10,12,7,9929
2004,6,13,7,7633
2004,3,6,6,9752
2004,11,19,1,10362
2004,1,11,7,9743
2004,2,17,3,10816
2004,1,3,7,14122
2004,4,10,7,12494
2004,7,15,2,8638
2004,11,27,5,11630
2004,8,3,4,8312
2004,12,2,5,8119
2004,12,19,5,12279
2004,3,14,2,12501
2004,7,21,1,9825
2004,1,29,4,15378
2004,3,26,1,8715
2004,12,8,3,12703
2004,3,8,6,9712
2004,6,8,1,8544
2004,12,12,4,7578
2004,6,25,2,12139
2004,1,6,3,10762
2004,2,17,6,10627
2004,10,2,3,8022
2004,5,5,3,12474
2004,5,25,7,12524
2004,3,4,2,8707
2004,6,30,6,13538
2004,2,16,3,9398
2004,12,29,6,13555
2004,3,23,7,10802
2004,8,7,3,5780
2004,7,3,3,12935
2004,11,16,6,11986
2004,5,6,5,13861
2004,11,28,4,12921
2004,10,6,7,6467
2004,4,26,4,13972
2004,6,15,6,10392
2004,10,15,5,9065
2004,3,30,4,14279
2004,9,19,2,10365
2004,4,16,4,12257
2004,1,20,2,13029
2004,10,7,6,12621
2004,10,26,6,9731
2004,9,14,3,8663
2004,3,3,7,12601
2004,10,26,7,9818
2004,9,16,2,9140
2004,7,28,6,7605
2004,3,11,1,10792
2004,4,20,1,13483
2004,9,10,1,9121
2004,7,6,4,8695
2004,8,11,2,9793
2004,3,16,4,12720
2004,4,23,4,10013
2004,10,21,3,11196
2004,8,29,1,14220
2004,5,14,6,11791
2004,11,10,7,9805
2004,4,27,3,7993
2004,6,18,3,12315
2004,12,12,7,13396
2004,1,30,1,10368
2004,3,25,2,8952
2004,12,23,6,10218
2004,11,26,7,11553
2004,3,30,4,12247
2004,10,14,6,14553
2004,5,27,5,8332
2004,12,9,2,13692
2004,4,14,3,11039
2004,12,23,1,14042
2004,1,17,6,11683
2004,12,6,1,12736
2004,8,10,1,12721
2004,3,14,4,8908
2004,3,20,7,10070
2004,7,28,2,10986
2004,7,19,1,9801
2004,4,12,7,10031
2004,3,3,4,11486
2004,10,7,5,9245
2004,1,10,4,10318
2004,8,19,7,11088
2004,3,30,6,10305
2004,8,21,2,7142
2004,3,22,3,9485
2004,3,26,3,10745
2004,1,17,6,13356
2004,8,14,3,13291
2004,11,21,7,5728
2004,2,24,5,7713
2004,11,20,6,11358
2004,3,7,3,7562
2004,10,11,3,13786
2004,7,10,5,14722
2004,10,7,2,11396
2004,8,21,6,11889
2004,11,23,3,12939
2004,6,1,5,7072
2004,3,13,3,12920
2004,8,28,7,15093
2004,9,2,1,14379
2004,3,10,1,8794
2004,2,31,5,10519
2004,7,22,2,11164
2004,11,18,6,8334
2004,2,30,7,9287
2004,4,20,4,10263
2004,1,13,1,12419
2004,3,24,7,9015
2004,8,30,3,12955
2004,7,3,3,7050
2004,8,4,1,10417
2004,7,6,4,8791
2004,2,30,6,11305
2004,4,18,3,12882
2004,10,1,1,8378
2004,10,27,3,11640
2004,6,15,4,11023
2004,12,2,5,12210
2004,7,18,3,9784
2004,9,11,2,11744
2004,5,8,6,14304
2004,9,8,5,13562
2004,6,10,6,10028
2004,4,30,6,7807
2004,11,25,6,11913
2004,4,4,5,11552
2004,5,13,2,11698
2004,4,6,6,15902
2004,4,26,7,8709
2004,10,14,3,12217
2004,10,22,2,13719
2004,12,12,5,15732
2004,8,20,6,9581
2004,8,26,1,11838
2004,11,4,2,8877
2004,12,30,7,6898
2004,11,26,1,12038
2004,1,16,7,10211
2004,9,14,3,8673
2004,8,29,5,11140
2004,7,9,2,11832
2004,10,30,3,13458
2005,3,15,3,11649
2005,11,25,6,11194
2005,12,24,3,14054
2005,1,22,6,12064
2005,8,3,6,11608
2005,3,22,3,8400
2005,3,14,6,11588
2005,6,20,3,16081
2005,4,23,6,12668
2005,9,23,6,12193
2005,4,28,3,9927
2005,9,12,7,7599
2005,12,30,7,8280
2005,11,9,3,12932
2005,8,22,6,7174
2005,5,2,1,13058
2005,9,3,5,11953
2005,6,30,4,12501
2005,10,11,6,12054
2005,9,30,7,13196
2005,6,1,3,12843
2005,3,21,1,12054
2005,11,1,5,11644
2005,6,22,1,11736
2005,5,3,1,14303
2005,7,13,1,8940
2005,5,6,5,12481
2005,5,6,1,12031
2005,2,27,6,12499
2005,1,12,1,13335
2005,4,8,1,14023
2005,8,28,7,10821
2005,12,22,4,9407
2005,9,10,7,10887
2005,7,4,2,14821
2005,10,11,3,11423
2005,9,21,2,12306
2005,12,15,1,11866
2005,2,4,5,10067
2005,3,15,6,10966
2005,7,9,5,10795
2005,8,25,1,13415
2005,9,15,1,11726
2005,7,30,5,7127
2005,9,28,6,9963
2005,12,22,7,12732
2005,7,3,6,16081
2005,6,2,4,14373
2005,1,18,5,12901
2005,10,16,1,9899
2005,2,25,4,7528
2005,7,10,3,6776
2005,4,4,5,11450
2005,2,29,1,10228
2005,10,24,3,15814
2005,9,29,4,14700
2005,6,12,3,13660
2005,2,4,2,14056
2005,5,21,3,16081
2005,7,19,4,10525
2005,2,8,2,9128
2005,11,8,4,9809
2005,5,25,1,10934
2005,11,24,6,14828
2005,4,5,4,11875
2005,11,23,1,10367
2005,4,11,4,11809
2005,4,11,2,8411
2005,11,17,1,9168
2005,9,23,6,9932
2005,11,8,4,9840
2005,9,18,1,12488
2005,11,17,6,10509
2005,11,27,4,10779
2005,5,5,1,9974
2005,1,8,2,15605
2005,5,2,5,11138
2005,12,21,4,10008
2005,4,21,2,10095
2005,10,7,4,11078
2005,7,15,4,11753
2005,3,17,4,9322
2005,9,28,3,9292
2005,11,21,3,12083
2005,7,3,4,11625
2005,7,10,1,13630
2005,1,16,7,14804
2005,3,6,4,13715
2005,10,3,5,9369
2005,1,5,2,9567
2005,4,14,3,10853
2005,9,31,5,6372
2005,7,1,4,14000
2005,7,22,4,13046
2005,5,25,2,9570
2005,1,31,6,9286
2005,10,8,2,12918
2005,4,16,5,7384
2005,3,30,2,12834
2005,11,8,1,14406
2005,4,30,1,11348
2005,3,16,1,9837
2005,2,26,2,11411
2005,1,25,1,9500
2005,10,12,1,11825
2005,5,26,3,13942
2005,1,15,5,13070
2005,5,21,7,6309
2005,1,8,4,10183
2005,1,25,2,13003
2005,8,20,1,8449
2005,5,25,7,11782
2005,1,26,7,11560
2005,1,27,7,14192
2005,11,2,5,10022
2005,7,5,4,14074
2005,2,9,4,9022
2005,12,14,1,9035
2005,7,11,6,7997
2005,1,2,7,10368
2005,12,22,5,8313
2005,4,16,3,13525
2005,3,7,5,10702
2005,12,19,2,6548
2005,2,8,7,12862
2005,7,12,7,11432
2005,2,3,1,15620
2005,8,15,3,10688
2005,11,12,2,10109
2005,8,13,5,11574
2005,8,13,5,8506
2005,11,14,1,10120
2005,1,22,7,14068
2005,5,2,1,7976
2005,4,21,6,10795
2005,8,17,1,9982
2005,10,24,1,5948
2005,11,31,7,6480
2005,10,26,3,11535
2005,4,8,5,10207
2005,4,17,7,8337
2005,10,10,4,16081
2005,3,14,5,9513
2005,6,7,3,10281
2005,9,28,1,11778
2005,11,2,5,10286
2005,12,14,2,10374
2005,2,18,3,11829
2005,7,11,2,10081
2005,4,4,4,11035
2005,7,25,3,12390
2005,3,27,4,11570
2005,1,13,2,9723
2005,4,2,4,9010
2005,9,3,7,12047
2005,1,31,3,15556
2005,9,25,3,13749
2005,11,15,7,11350
2005,1,28,3,14859
2005,8,5,3,15093
2005,2,8,4,10310
2005,1,17,5,7598
2005,1,11,1,10926
2005,8,6,3,12198
2005,1,16,2,10885
2005,5,8,5,7484
2005,11,27,7,10032
2005,12,24,4,10800
2005,4,30,1,13079
2005,10,5,2,8058
2005,10,19,5,11404
2005,10,5,3,8426
2005,3,13,4,6960
2005,11,5,2,11504
2005,7,15,2,10808
2005,7,10,6,11148
2005,4,14,6,12354
2005,12,6,3,8616
2005,3,2,1,14311
2005,5,5,1,8919
2005,9,12,6,13548
2005,8,15,3,6895
2005,9,9,6,14047
2005,10,15,4,9857
2005,11,8,2,10306
2005,1,24,2,6341
2005,2,8,3,10752
2005,7,30,7,9591
2005,7,19,7,8653
2005,5,22,1,10152
2005,6,18,4,8224
2005,12,23,2,13051
2005,9,21,3,9481
2005,3,24,4,8256
2005,10,4,1,7046
2005,7,24,2,13167
2005,10,20,6,11094
2005,1,8,5,9766
2005,1,4,4,12337
2005,1,16,6,10176
2005,1,19,2,11547
2005,7,16,2,13472
2005,10,25,6,13005
2005,1,10,7,12869
2005,12,23,5,7294
2005,10,16,4,10886
2005,9,24,1,12090
2005,6,13,4,10812
2005,11,21,6,10788
2005,12,31,3,12426
2005,4,20,6,15823
2005,12,25,3,10507
2005,1,30,2,11065
2005,11,11,4,11373
2005,9,24,5,12979
2005,6,21,3,8984
2005,8,10,2,9894
2005,4,13,4,12029
2005,9,26,4,10585
2005,6,23,5,7534
2005,12,18,1,11419
2005,10,22,5,12181
2005,1,22,7,10362
2005,5,8,7,6763
2005,4,9,7,12731
2005,7,21,5,9901
2005,7,29,7,9794
2005,3,11,2,12066
2005,1,21,4,13487
2005,9,16,2,12724
2005,10,10,1,14548
2005,5,24,5,11292
2005,3,11,3,16081
2005,9,17,7,11948
2005,11,23,3,9892
2005,4,18,5,15543
2005,4,17,3,8718
2005,9,20,3,10795
2005,8,3,2,8753
2005,10,18,6,10681
2005,3,12,6,14594
2005,7,29,3,8862
2005,2,20,2,7438
2005,9,28,4,10591
2005,4,6,1,11271
2005,12,21,1,15341
2005,1,17,1,13941
2005,1,2,2,9491
2005,2,29,4,10988
2005,8,30,2,14163
2005,2,10,6,9838
2005,10,14,2,12710
2005,7,27,6,9035
2005,8,6,5,13375
2005,12,18,5,16081
2005,6,13,4,14960
2005,12,13,3,9506
2005,5,8,3,9255
2005,6,9,2,14132
2005,5,26,3,13462
2005,4,25,7,12789
2005,4,22,3,9956
2005,5,9,7,11661
2005,4,13,4,10547
2005,8,21,6,15115
2005,7,29,5,12650
2005,6,7,1,10185
2005,3,5,7,9519
2005,1,3,3,6687
2005,12,5,2,16081
2005,10,10,6,8355
2005,8,4,6,10395
2005,11,17,1,11551
2005,7,5,7,10893
2005,8,7,3,10482
2005,10,7,7,11770
2005,2,26,5,15017
2005,11,18,6,9664
2005,8,2,3,11940
2005,9,5,2,11317
2005,6,31,1,9540
2005,5,17,2,14104
2005,3,24,5,12390
2005,8,13,2,15187
2005,10,1,1,10086
2005,8,3,1,11797
2005,4,18,6,11401
2005,12,28,2,14576
2005,11,23,7,14225
2005,1,6,1,10878
2005,10,11,1,10565
2005,10,15,6,13477
2005,12,16,3,7639
2005,2,18,5,8554
2005,11,25,4,8945
2005,1,30,6,11806
2005,6,25,5,9689
2005,1,23,3,7781
2005,8,19,5,14830
2005,9,29,6,12345
2005,4,27,5,7471
2005,9,21,6,13472
2005,5,7,3,11764
2005,9,11,7,10220
2005,4,8,4,11611
2005,8,10,3,9562
2005,4,30,5,9464
2005,1,4,7,10720
2005,10,6,1,9650
2005,6,31,7,13432
2005,4,9,1,9325
2005,5,13,5,11543
2005,7,28,5,14840
2005,12,21,6,12533
2005,10,11,1,14659
2005,6,12,6,9544
2005,9,3,5,10315
2005,3,22,4,12384
2005,1,1,5,8341
2005,9,22,7,6361
2005,1,12,6,12157
2005,9,13,7,9960
2005,2,3,7,8269
2005,10,29,2,8773
2005,3,17,1,10159
2005,3,25,2,11681
2005,11,27,2,10622
2005,6,31,7,10904
2005,10,2,1,14082
2005,2,11,3,12301
2005,9,23,1,11782
2005,2,23,7,11255
2005,6,24,5,13607
2005,6,30,4,7522
2005,11,26,3,8806
2005,2,31,4,12557
2005,5,16,4,12678
2005,10,12,7,12465
2005,7,11,5,11324
2005,10,18,7,10575
2005,12,12,6,8074
2005,3,29,7,14508
2005,5,21,7,15814
2005,4,30,2,13977
2005,1,10,6,10728
2005,12,16,3,13174
2005,10,20,4,10233
2005,8,23,2,12580
2005,7,5,1,16081
2005,11,2,5,13066
2005,10,30,6,8686
2005,9,5,7,13180
2005,1,19,7,9288
2005,8,27,6,13924
2005,7,28,6,14340
2005,10,4,1,11201
2005,7,21,3,13936
2005,9,17,5,11336
2005,3,26,2,13356
2005,6,2,7,16016
2005,5,16,1,7952
2005,1,30,4,10557
2005,3,30,7,10091
2005,4,22,4,12668
2005,5,9,3,11373
2005,5,19,2,10796
2005,2,7,7,12907
2005,5,18,4,13115
2005,9,15,5,13639
2005,4,16,7,13384
2005,11,28,1,12558
2005,4,13,5,12736
2005,4,11,1,10358
2006,11,5,2,11262
2006,12,10,7,14486
2006,11,12,7,11556
2006,4,27,7,7648
2006,12,2,5,10302
2006,10,13,6,12454
2006,10,27,2,10257
2006,11,4,5,13427
2006,11,5,4,9134
2006,7,17,7,10868
2006,7,21,2,13064
2006,11,21,1,10290
2006,3,25,4,12598
2006,12,15,1,9895
2006,7,2,6,12434
2006,3,16,1,13131
2006,3,18,2,10300
2006,3,27,4,14638
2006,2,12,1,12488
2006,5,27,2,11804
2006,9,2,2,9811
2006,7,7,1,10932
2006,4,25,4,9295
2006,4,18,6,13186
2006,9,9,5,6324
2006,8,27,1,9554
2006,12,31,2,9799
2006,8,4,5,11201
2006,9,12,6,9924
2006,11,25,4,12193
2006,12,11,7,11027
2006,10,1,3,10602
2006,8,15,5,10155
2006,3,17,2,12188
2006,2,8,6,11743
2006,10,9,4,8997
2006,3,7,2,10017
2006,9,18,3,12524
2006,12,29,6,12700
2006,2,4,3,12406
2006,2,9,4,11839
2006,12,28,2,11129
2006,8,12,2,12215
2006,8,1,1,7975
2006,10,23,3,7107
2006,6,14,3,11026
2006,1,27,3,11972
2006,11,27,3,6348
2006,10,12,4,12327
2006,8,13,6,9877
2006,7,26,3,8459
2006,7,20,7,14409
2006,6,13,3,15470
2006,5,10,6,12457
2006,4,4,3,10466
2006,10,4,4,13605
2006,3,31,2,12172
2006,2,17,3,11042
2006,1,25,1,9685
2006,4,24,2,13119
2006,10,7,7,13607
2006,6,26,1,11015
2006,10,13,2,11417
2006,8,6,3,12053
2006,6,14,4,12213
2006,3,24,1,9615
2006,1,25,3,14333
2006,11,3,5,16081
2006,2,10,6,11549
2006,8,17,3,11060
2006,6,13,2,9878
2006,3,27,5,12157
2006,3,17,2,9495
2006,6,4,3,11537
2006,4,13,4,15155
2006,12,15,6,15273
2006,7,28,2,12136
2006,12,21,6,12093
2006,7,18,2,13353
2006,12,2,4,14726
2006,12,10,5,12079
2006,2,31,4,14750
2006,12,30,2,12729
2006,6,16,5,9007
2006,8,29,4,14290
2006,11,30,7,15491
2006,12,26,5,13846
2006,7,10,5,11723
2006,3,26,4,10433
2006,1,2,2,11227
2006,5,4,6,15867
2006,2,10,2,8151
2006,7,5,4,10838
2006,2,25,5,6820
2006,2,6,1,12618
2006,9,20,2,8441
2006,1,3,1,15197
2006,1,17,5,11289
2006,8,29,5,11121
2006,5,22,4,11916
2006,12,30,5,5728
2006,7,14,6,13987
2006,9,22,1,12161
2006,3,23,7,10358
2006,1,19,7,10234
2006,4,11,1,10399
2006,4,26,4,9055
2006,1,24,7,10083
2006,11,9,7,6944
2006,1,29,1,11616
2006,5,20,7,8927
2006,10,29,5,11616
2006,11,23,1,12548
2006,7,19,7,8483
2006,12,30,1,9046
2006,1,15,2,12153
2006,10,12,2,11680
2006,2,24,2,10145
2006,9,17,3,9259
2006,7,9,7,13163
2006,11,17,1,12755
2006,10,11,4,9738
2006,2,25,5,11583
2006,12,15,3,8596
2006,1,21,6,10123
2006,5,29,5,10079
2006,1,1,6,12011
2006,7,15,4,10361
2006,11,8,1,11620
2006,5,14,2,10862
2006,6,15,2,9881
2006,9,10,6,10464
2006,12,4,1,8056
2006,9,13,7,10865
2006,12,2,5,11840
2006,7,23,7,7394
