method,number,orbital_period,mass,distance,year
Transit,1,,,,2014
Radial Velocity,2,1708.0,1.92,37.16,2002
Radial Velocity,1,6.1335,2.13,,2005
Transit,2,45.29485,,,2011
Radial Velocity,3,603.0,0.079,14.97,2013
Transit,6,118.3807,,613.0,2010
Radial Velocity,1,184.02,2.7,88.26,2007
Transit,1,0.925542,,470.0,2014
Transit,1,1.689868,,2500.0,2004
Radial Velocity,1,6.958,,,2014
Transit,1,4.4652934,,139.0,2006
Radial Velocity,1,279.8,,,2008
Radial Velocity,1,610.0,2.2,170.07,2009
Radial Velocity,2,14.3098,0.839,42.43,2000
Radial Velocity,1,711.0,6.54,66.49,2005
Radial Velocity,2,226.93,,32.58,2008
Transit,6,46.6888,,613.0,2010
Radial Velocity,1,1523.0,,44.05,2009
Transit,5,31.7844,,,2011
Transit,2,5.005425,,354.0,2011
Radial Velocity,2,5.6,,42.09,2009
Transit,1,3.7520656,,,2009
Transit,5,6.098493,,290.0,2011
Radial Velocity,1,75.523,0.26,35.91,2000
Radial Velocity,1,2.1375,1.5,91.16,2006
Radial Velocity,1,6.495,,121.07,2010
Transit,2,18.6489525,,,2012
Radial Velocity,2,3.097,0.52,47.92,1998
Transit,1,1.5732918,,350.0,2012
Radial Velocity,2,820.3,,,2014
Transit,4,6.16486,,,2014
Transit,3,1.592851,,650.0,2010
Transit,1,2.7817387,,,2012
Imaging,1,,,40.85,2006
Radial Velocity,1,2209.0,1.06,45.23,2012
Radial Velocity,1,1333.0,,32.99,2007
Microlensing,1,3300.0,,,2006
Radial Velocity,1,6.276,,,2001
Radial Velocity,1,4218.0,1.88,,2009
Transit,1,4.411953,,160.0,2012
Radial Velocity,3,4.215,0.016,,2009
Transit,2,18.6489525,,,2012
Radial Velocity,1,3.024,0.249,33.41,2000
Transit,2,10.416,,,2013
Radial Velocity,3,431.7,0.527,25.87,2011
Eclipse Timing Variations,2,5840.0,,,2011
Radial Velocity,1,14.275,0.0316,,2011
Transit,1,4.954658,,140.0,2008
Radial Velocity,3,9.3743,0.0238,,2008
Radial Velocity,1,39.845,1.04,17.43,1997
Radial Velocity,1,1075.2,6.21,32.56,1999
Radial Velocity,1,185.84,,76.39,2008
Radial Velocity,1,1.3283,,,2003
Transit,1,4.2,,8500.0,2006
Radial Velocity,2,1178.4,,,2006
Radial Velocity,3,952.0,0.57,52.88,2009
Radial Velocity,1,3.0925,,27.05,2000
Radial Velocity,3,32.03,0.41,,2011
Transit,1,3.21346,,550.0,2009
Transit,1,,,,2014
Radial Velocity,1,963.0,,43.03,2004
Radial Velocity,1,4.072,1.33,63.49,2005
Transit,1,8.884924,,,2013
Radial Velocity,1,1027.0,,,2009
Radial Velocity,1,20.8133,0.172,,2005
Radial Velocity,1,1475.0,7.0,,2009
Radial Velocity,2,7100.0,,15.1,2011
Radial Velocity,3,8.667,,12.58,2006
Transit,2,12.3335,,1200.0,2011
Transit,2,38.5583038,,,2012
Radial Velocity,1,951.0,4.5,40.75,2001
Radial Velocity,6,20.432,,12.83,2008
Transit,3,0.45328509,,,2011
Radial Velocity,1,136.75,,62.66,2007
Transit,1,4.008778,,215.0,2010
Radial Velocity,1,1038.1,1.9,54.23,2007
Transit,1,2.7033904,,,2013
Radial Velocity,1,356.0,2.3,131.41,2009
Transit,2,,,,2012
Transit,1,4.465633,,330.0,2012
Transit,1,3.0678504,,60.0,2012
Transit,3,19.24,,650.0,2010
Radial Velocity,6,4.3123,0.0126,12.83,2008
Radial Velocity,4,3848.86,1.059,,2010
Radial Velocity,2,192.9,,52.85,2009
Transit,1,1.7497798,,140.0,2012
Imaging,1,,,140.0,2004
Transit,3,27.50868,,,2013
Transit,2,8.041,,,2013
Radial Velocity,1,199.505,8.3,,2003
Radial Velocity,1,2.1375,1.5,91.16,2006
Radial Velocity,1,1096.2,0.168,29.55,2011
Radial Velocity,1,111.7,2.1,,2009
Radial Velocity,2,2720.0,3.366,42.88,2012
Radial Velocity,1,143.58,0.37,28.9,2005
Transit,1,3.1606296,,1200.0,2013
Transit,1,66.262,,,2014
Transit,2,7.81254,,,2012
Transit,2,49.532,,1500.0,2012
Transit,1,2.694047,,344.0,2012
Radial Velocity,1,5.8872,0.04,,2011
Transit,1,131.458,,,2011
Transit,1,2.484193,,260.0,2013
Transit,1,2.9444256,,,2010
Radial Velocity,2,25.648,,52.03,2013
Radial Velocity,1,359.5546,10.57,,2007
Radial Velocity,3,16.546,0.0363,38.01,2011
Transit,1,3.553945,,492.0,2007
Radial Velocity,1,6.958,0.34,,2014
Radial Velocity,1,344.95,,133.16,2003
Radial Velocity,1,268.94,1.47,,2009
Transit,3,35.3331,,,2014
Radial Velocity,2,3.698,,,2009
Radial Velocity,1,1057.0,,59.35,2008
Radial Velocity,2,18.357,0.039,52.03,2013
Transit,1,1.091423,,,2008
Imaging,1,7336.5,,25.0,2009
Transit,1,4.1591399,,200.0,2012
Radial Velocity,6,602.0,,39.39,2010
Radial Velocity,2,379.1,,,2005
Radial Velocity,2,5000.0,,25.65,2009
Transit,1,2.204737,,,2008
Radial Velocity,6,9.6184,,12.83,2008
Radial Velocity,1,5.0505,1.068,44.46,2013
Transit,1,2.5199449,,408.0,2007
Radial Velocity,1,1057.0,,59.35,2008
Radial Velocity,2,7.8543,,,2013
Transit,2,20.8613,,2100.0,2011
Radial Velocity,1,1845.0,,56.05,2010
Radial Velocity,1,2157.0,,30.88,2009
Radial Velocity,1,192.0,,,2013
Transit,1,2.828042,,1150.0,2010
Transit,2,13.722341,,,2013
Radial Velocity,2,406.6,1.49,59.03,1999
Transit,1,,,333.0,2011
Transit,1,3.6313,,600.0,2011
Radial Velocity,2,22.656,0.0322,,2011
Radial Velocity,2,567.0,,43.53,2009
Radial Velocity,1,738.459,,34.6,2001
Radial Velocity,3,12.083,0.0292,,2011
Transit,1,5.01718,,300.0,2012
Radial Velocity,1,1845.0,0.91,,2006
Transit,1,3.352057,,3200.0,2012
Transit,1,4.465633,,330.0,2012
Transit,1,2.7033904,1.47,178.0,2013
Radial Velocity,1,17.991,0.62,,2005
Radial Velocity,1,472.0,,50.43,2010
Radial Velocity,1,1311.0,,,2002
Radial Velocity,1,256.78,,,1999
Transit,2,16.092,,,2014
Transit,3,14.85888,,,2011
Transit,5,22.7802,,,2012
Radial Velocity,2,3.93,,,2009
Radial Velocity,1,5144.0,3.53,42.99,2012
Transit,5,31.7844,,,2011
Radial Velocity,2,379.1,2.25,,2005
Radial Velocity,1,2288.0,,12.12,2009
Transit,1,6.87349,,2700.0,2010
Transit,1,3.030065,,152.3,2004
Transit,2,10.9129343,,,2012
Transit,3,45.154,,,2012
Radial Velocity,2,46.025,0.0318,42.52,2011
Transit,1,3.0763776,,,2008
Radial Velocity,1,1125.7,,121.36,2008
Radial Velocity,1,26.73,,94.07,2006
Imaging,1,4639.15,,12.21,2009
Transit,1,7.919585,,125.0,2012
Radial Velocity,1,3668.0,,46.51,2006
Transit,1,2.484193,,260.0,2013
Radial Velocity,2,1314.0,,69.44,2010
Transit,3,0.45328509,,,2011
Transit,1,2.7033904,,178.0,2013
Radial Velocity,1,951.0,4.5,40.75,2001
Radial Velocity,6,197.8,,12.83,2012
Radial Velocity,2,226.93,,32.58,2008
Transit,1,5.01718,,300.0,2012
Radial Velocity,3,4.1547,0.058,52.83,2009
Transit,2,15.9654,,,2014
Radial Velocity,3,31.56,0.038,12.58,2006
Radial Velocity,1,589.64,2.9,10.34,2006
Radial Velocity,1,1244.0,,,2009
Radial Velocity,1,185.84,,76.39,2008
Microlensing,1,,,2300.0,2012
Radial Velocity,1,3.52474859,,47.08,1999
Transit,5,6.098493,,290.0,2011
Radial Velocity,3,9.3743,,,2008
Transit,2,13.485,,,2012
Transit,1,8.886593,,,2009
Microlensing,1,,,4970.0,2013
Radial Velocity,1,,,20.21,2010
Radial Velocity,1,71.484,7.03,46.73,2001
Radial Velocity,3,51.645,,64.56,2003
Imaging,1,,,145.0,2008
Radial Velocity,1,466.2,1.37,22.38,2003
Transit,4,23.9802,,,2014
Transit,4,4.7779803,,,2012
Radial Velocity,1,6.1335,,88.57,2005
Transit,2,10.5016,,,2012
Transit,1,17.815815,,1107.0,2013
Radial Velocity,1,143.58,,,2005
Radial Velocity,1,5.8881,,53.08,2013
Transit,1,4.465633,,330.0,2012
Radial Velocity,2,192.9,1.82,52.85,2009
Radial Velocity,3,8.667,,12.58,2006
Transit,1,3.2130598,,142.5,2009
Transit,2,31.884,,,2013
Transit,3,8.9193459,,,2012
Radial Velocity,1,20.8133,,42.0,2005
Radial Velocity,1,436.9,1.8,150.38,2011
Radial Velocity,2,95.415,0.0565,34.07,2011
Radial Velocity,2,5.6,,,2009
Radial Velocity,1,104.84,0.12,33.48,2011
Transit,1,1.4857108,,800.0,2011
Radial Velocity,1,663.0,,115.47,2009
Radial Velocity,3,106.72,,14.56,2011
Transit,1,3.922727,,70.0,2010
Radial Velocity,1,3.3135,,,1996
Transit,2,38.5583038,,,2012
Transit,2,88.505,,,2013
Radial Velocity,3,51.645,,64.56,2003
Radial Velocity,2,226.93,0.1872,32.58,2008
Radial Velocity,2,192.9,,52.85,2009
Radial Velocity,5,44.38,,,2004
Transit,1,1.689868,,,2004
Transit,2,7.2037945,,,2012
Radial Velocity,1,456.1,3.09,,2007
Eclipse Timing Variations,2,5573.55,,,2010
Radial Velocity,1,6.495,0.96,,2010
Radial Velocity,1,2093.3,,,2012
Radial Velocity,1,1966.1,,,2011
Transit,2,8.1453,,1200.0,2011
Radial Velocity,2,1160.9,0.1507,24.15,2011
Transit,5,27.4536,,,2014
Radial Velocity,5,44.38,,,2004
Radial Velocity,1,3.3135,3.9,15.6,1996
Radial Velocity,1,6.403,,,2002
Eclipse Timing Variations,2,5573.55,,500.0,2010
Radial Velocity,1,1136.1,5.93,,2002
Radial Velocity,1,3416.0,0.64,4.94,2008
Imaging,1,,,165.0,2007
Transit,1,3.0763776,,230.0,2008
Radial Velocity,1,3.33714,,25.2,2012
Radial Velocity,2,188.9,2.25,94.61,2002
Radial Velocity,2,191.99,,38.64,2011
Transit,2,12.2829,,,2011
Transit,2,31.884,,,2013
Transit,1,2.788491,,342.0,2007
Transit,1,1.3600309,,93.0,2012
Transit,1,4.617101,,255.0,2012
Transit,2,33.60134,,855.0,2012
Radial Velocity,1,1531.0,,37.44,2002
Radial Velocity,1,57.0,0.47,23.8,2010
Eclipse Timing Variations,2,5767.0,,130.72,2008
Transit,1,2.788491,,342.0,2007
Transit,1,3.92289,,480.0,2008
Radial Velocity,1,4885.0,,189.39,2009
Radial Velocity,2,1383.4,,,2004
Radial Velocity,6,16.3567,,39.39,2010
Radial Velocity,2,1160.9,,,2011
Transit,1,1.43037,,,2011
Radial Velocity,1,14.476,0.08,63.69,2008
Radial Velocity,1,143.58,,28.9,2005
Transit,1,4.4652934,,139.0,2006
Radial Velocity,2,10.866,0.0097,21.52,2011
Transit,1,105.599,,600.0,2012
Transit,1,3.052401,,180.0,2010
Radial Velocity,1,4.113775,0.45,,2006
Radial Velocity,3,459.26,0.121,26.91,2011
Transit,2,34.921,,,2013
Transit,1,1.217514,,262.0,2012
Transit,7,210.60697,,,2013
Transit,1,4.0161,,,2004
Radial Velocity,1,6.838,,47.37,2006
Transit,5,31.7844,,,2011
Transit,5,3.6961219,,,2011
Transit,1,1.327347,,317.0,2011
Radial Velocity,1,2209.0,,45.23,2012
Radial Velocity,2,825.0,,68.35,2010
Transit,1,3.1260876,,,2011
Radial Velocity,1,418.2,2.51,80.58,2007
Transit,5,0.74296,,303.0,2012
Radial Velocity,1,591.9,1.9,36.02,2006
Imaging,1,,,10.1,2012
Transit,2,6.48163,,,2014
Radial Velocity,1,1928.0,5.1,35.87,2005
Transit,5,13.17562,,,2011
Transit,1,7.919585,,125.0,2012
Radial Velocity,3,843.6,,33.24,2005
Transit,2,15.9654,,,2014
Radial Velocity,1,3.971,,59.7,2002
Radial Velocity,3,4.215,0.016,8.52,2009
Transit,2,21.40239,,,2012
Radial Velocity,1,2157.0,1.78,,2009
Transit,5,22.7802,,,2012
Transit,3,6.88705,,,2014
Radial Velocity,6,602.0,,39.39,2010
Radial Velocity,1,331.5,,59.28,2009
Transit,3,38.91,,650.0,2010
Transit,1,9.4341505,,200.0,2013
Microlensing,1,,,,2010
Radial Velocity,2,406.6,1.49,59.03,1999
Transit,1,2.46502,,,2014
Radial Velocity,2,430.0,,121.36,2002
Radial Velocity,4,3848.86,,13.47,2010
Radial Velocity,5,0.73654,,12.53,2011
Radial Velocity,4,5.36874,0.049,6.27,2005
Radial Velocity,1,133.71,3.37,17.62,2000
Radial Velocity,2,923.8,,16.57,2005
Radial Velocity,1,2.8758911,,,2005
Radial Velocity,2,1460.0,,,2014
Transit,2,2.91626,,,2009
Radial Velocity,1,466.2,,22.38,2003
Radial Velocity,1,163.9,,65.79,2008
Transit,5,19.57706,,,2011
Transit,1,2.17517632,,550.0,2012
Radial Velocity,1,311.288,,,1999
Imaging,1,,,40.85,2006
Radial Velocity,1,57.0,0.47,23.8,2010
Transit,1,3.0678504,,60.0,2012
Transit,7,7.008151,,780.0,2013
Radial Velocity,2,7.126816,,19.72,1998
Transit,1,2.875317,,70.0,2010
Transit,5,5.714932,,,2013
Radial Velocity,1,2157.0,,30.88,2009
Radial Velocity,1,3999.0,1.9,50.45,2011
Transit,3,14.85888,,,2011
Transit,2,13.485,,,2012
Radial Velocity,1,1311.0,,33.29,2002
Radial Velocity,1,2.54858,,36.52,2003
Transit,1,,,190.0,2011
Radial Velocity,1,9.494,0.026,21.3,2010
Radial Velocity,1,1038.1,,54.23,2007
Radial Velocity,2,5000.0,,25.65,2009
Imaging,1,,,10.1,2012
Radial Velocity,2,17.1,,15.89,2005
Transit,2,33.006,,,2013
Radial Velocity,1,589.64,,10.34,2006
Imaging,1,,,,2010
Radial Velocity,2,5.7727,0.024,,2009
Transit,4,13.5708,,,2014
Radial Velocity,1,25.827,,38.02,2004
Radial Velocity,1,2.54858,1.87,,2003
Microlensing,2,1825.0,,,2008
Radial Velocity,1,691.9,,81.5,2012
Radial Velocity,2,2277.0,,38.64,2011
Transit,1,2.797436,,411.0,2011
Radial Velocity,1,297.3,0.61,127.55,2007
Radial Velocity,2,520.0,,164.2,2008
Transit,1,3.1186009,,,2009
